,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2021-06-01 00:00:00+02:00,38.22,9.048,41.184,316.056,0.0,,33.19992,3.377
2021-06-01 01:00:00+02:00,38.22,8.712,41.064,312.84000000000003,0.0,,32.2777,2.915
2021-06-01 02:00:00+02:00,38.22,10.056000000000001,41.016,309.024,0.0,,34.12214,2.794
2021-06-01 03:00:00+02:00,38.22,9.984,40.896,303.79200000000003,0.0,,35.044360000000005,3.234
2021-06-01 04:00:00+02:00,38.71,10.08,40.776,301.32,0.0,,35.044360000000005,4.8069999999999995
2021-06-01 05:00:00+02:00,39.2,9.024000000000001,40.728,321.048,0.0,,33.19992,5.467
2021-06-01 06:00:00+02:00,39.69,8.472,40.992,335.616,0.0,,32.2777,5.555
2021-06-01 07:00:00+02:00,38.22,8.496,40.944,370.176,0.0,,32.2777,5.225
2021-06-01 08:00:00+02:00,38.22,8.88,40.92,389.44800000000004,0.0,,26.74438,3.8939999999999997
2021-06-01 09:00:00+02:00,38.22,8.952,40.56,376.968,0.0,,27.666600000000003,3.7729999999999997
2021-06-01 10:00:00+02:00,38.22,8.88,40.392,377.25600000000003,0.0,,26.74438,3.9819999999999998
2021-06-01 11:00:00+02:00,39.2,8.832,40.512,371.904,0.0,,26.74438,4.1579999999999995
2021-06-01 12:00:00+02:00,39.2,8.832,40.776,361.584,0.0,,26.74438,4.0809999999999995
2021-06-01 13:00:00+02:00,39.2,8.76,40.632,359.088,0.0,,23.97772,3.6079999999999997
2021-06-01 14:00:00+02:00,39.2,7.824,40.92,362.736,0.0,,24.89994,2.992
2021-06-01 15:00:00+02:00,39.2,7.752,41.112,368.856,0.0,,32.2777,2.5629999999999997
2021-06-01 16:00:00+02:00,40.18,6.648000000000001,41.088,368.496,0.0,,32.2777,2.2329999999999997
2021-06-01 17:00:00+02:00,42.14,6.912,41.256,365.44800000000004,0.0,,24.89994,2.4859999999999998
2021-06-01 18:00:00+02:00,42.63,10.128,41.304,357.024,0.0,,26.74438,2.706
