,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2021-05-01 00:00:00+02:00,100.0,1375.0,786.0,15581.0,0.0,21.0,31.0,234.0
2021-05-01 01:00:00+02:00,82.0,1386.0,783.0,15370.0,0.0,20.0,36.0,276.0
2021-05-01 02:00:00+02:00,82.0,1393.0,782.0,15380.0,0.0,20.0,35.0,228.0
2021-05-01 03:00:00+02:00,82.0,1399.0,781.0,15489.0,0.0,22.0,35.0,217.0
2021-05-01 04:00:00+02:00,83.0,1399.0,778.0,15584.0,0.0,25.0,35.0,202.0
2021-05-01 05:00:00+02:00,89.0,1380.0,775.0,15565.0,0.0,25.0,32.0,219.0
2021-05-01 06:00:00+02:00,85.0,1378.0,783.0,15738.0,0.0,25.0,33.0,196.0
2021-05-01 07:00:00+02:00,80.0,1363.0,788.0,15969.0,0.0,26.0,32.0,172.0
2021-05-01 08:00:00+02:00,82.0,1303.0,781.0,15855.0,0.0,26.0,32.0,156.0
2021-05-01 09:00:00+02:00,88.0,1273.0,774.0,15975.0,0.0,26.0,31.0,149.0
2021-05-01 10:00:00+02:00,88.0,1210.0,760.0,15806.0,0.0,28.0,31.0,150.0
2021-05-01 11:00:00+02:00,88.0,1188.0,751.0,15501.0,0.0,27.0,32.0,190.0
2021-05-01 12:00:00+02:00,88.0,1170.0,744.0,15219.0,0.0,27.0,37.0,208.0
2021-05-01 13:00:00+02:00,87.0,1014.0,741.0,14333.0,0.0,27.0,35.0,250.0
2021-05-01 14:00:00+02:00,88.0,935.0,740.0,13604.0,0.0,29.0,35.0,242.0
2021-05-01 15:00:00+02:00,90.0,880.0,749.0,12960.0,0.0,29.0,36.0,221.0
2021-05-01 16:00:00+02:00,90.0,1040.0,739.0,14251.0,0.0,30.0,34.0,195.0
2021-05-01 17:00:00+02:00,89.0,1315.0,743.0,15584.0,0.0,32.0,36.0,163.0
2021-05-01 18:00:00+02:00,90.0,1351.0,743.0,16318.0,0.0,26.0,38.0,142.0
2021-05-01 19:00:00+02:00,90.0,1367.0,747.0,16502.0,0.0,28.0,37.0,119.0
2021-05-01 20:00:00+02:00,89.0,1385.0,752.0,16389.0,0.0,28.0,37.0,123.0
2021-05-01 21:00:00+02:00,89.0,1396.0,742.0,16611.0,0.0,30.0,37.0,139.0
2021-05-01 22:00:00+02:00,90.0,1386.0,737.0,16421.0,0.0,27.0,36.0,153.0
2021-05-01 23:00:00+02:00,89.0,1354.0,742.0,16154.0,0.0,28.0,36.0,141.0
2021-05-02 00:00:00+02:00,90.0,1309.0,747.0,15585.0,0.0,27.0,36.0,106.0
2021-05-02 01:00:00+02:00,90.0,989.0,731.0,14921.0,0.0,28.0,35.0,118.0
2021-05-02 02:00:00+02:00,89.0,834.0,730.0,14438.0,0.0,29.0,32.0,108.0
2021-05-02 03:00:00+02:00,88.0,795.0,726.0,13830.0,0.0,27.0,34.0,131.0
2021-05-02 04:00:00+02:00,86.0,753.0,728.0,13783.0,0.0,29.0,37.0,122.0
2021-05-02 05:00:00+02:00,84.0,749.0,719.0,13562.0,0.0,29.0,35.0,127.0
2021-05-02 06:00:00+02:00,86.0,727.0,715.0,12957.0,0.0,29.0,36.0,65.0
2021-05-02 07:00:00+02:00,87.0,724.0,714.0,13445.0,0.0,27.0,31.0,63.0
2021-05-02 08:00:00+02:00,89.0,771.0,701.0,13999.0,0.0,31.0,34.0,75.0
2021-05-02 09:00:00+02:00,88.0,738.0,698.0,13531.0,0.0,33.0,37.0,63.0
2021-05-02 10:00:00+02:00,89.0,670.0,700.0,11969.0,0.0,32.0,35.0,38.0
2021-05-02 11:00:00+02:00,90.0,651.0,709.0,11991.0,0.0,32.0,34.0,50.0
2021-05-02 12:00:00+02:00,90.0,412.0,710.0,11299.0,0.0,33.0,37.0,125.0
2021-05-02 13:00:00+02:00,89.0,342.0,683.0,9982.0,0.0,32.0,36.0,102.0
2021-05-02 14:00:00+02:00,88.0,348.0,688.0,9827.0,0.0,23.0,35.0,117.0
2021-05-02 15:00:00+02:00,90.0,335.0,691.0,9641.0,0.0,19.0,36.0,154.0
2021-05-02 16:00:00+02:00,89.0,362.0,685.0,10270.0,0.0,30.0,34.0,163.0
2021-05-02 17:00:00+02:00,88.0,389.0,688.0,11439.0,0.0,33.0,34.0,162.0
2021-05-02 18:00:00+02:00,89.0,709.0,718.0,13214.0,0.0,30.0,35.0,161.0
2021-05-02 19:00:00+02:00,90.0,967.0,724.0,14983.0,0.0,32.0,36.0,218.0
