,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2021-05-01 00:00:00+02:00,49.0,33.0,18.864,373.944,0.0,,28.588820000000002,2.574
2021-05-01 01:00:00+02:00,40.18,33.264,18.792,368.88,0.0,,33.19992,3.036
2021-05-01 02:00:00+02:00,40.18,33.432,18.768,369.12,0.0,,32.2777,2.508
2021-05-01 03:00:00+02:00,40.18,33.576,18.744,371.736,0.0,,32.2777,2.387
2021-05-01 04:00:00+02:00,40.67,33.576,18.672,374.016,0.0,,32.2777,2.222
2021-05-01 05:00:00+02:00,43.61,33.12,18.6,373.56,0.0,,29.51104,2.409
2021-05-01 06:00:00+02:00,41.65,33.072,18.792,377.712,0.0,,30.43326,2.1559999999999997
2021-05-01 07:00:00+02:00,39.2,32.712,18.912,383.25600000000003,0.0,,29.51104,1.892
2021-05-01 08:00:00+02:00,40.18,31.272000000000002,18.744,380.52,0.0,,29.51104,1.716
2021-05-01 09:00:00+02:00,43.12,30.552,18.576,383.40000000000003,0.0,,28.588820000000002,1.639
2021-05-01 10:00:00+02:00,43.12,29.04,18.240000000000002,379.344,0.0,,28.588820000000002,1.65
2021-05-01 11:00:00+02:00,43.12,28.512,18.024,372.024,0.0,,29.51104,2.09
2021-05-01 12:00:00+02:00,43.12,28.080000000000002,17.856,365.25600000000003,0.0,,34.12214,2.288
2021-05-01 13:00:00+02:00,42.63,24.336000000000002,17.784,343.992,0.0,,32.2777,2.75
2021-05-01 14:00:00+02:00,43.12,22.44,17.76,326.496,0.0,,32.2777,2.662
2021-05-01 15:00:00+02:00,44.1,21.12,17.976,311.04,0.0,,33.19992,2.431
2021-05-01 16:00:00+02:00,44.1,24.96,17.736,342.024,0.0,,31.35548,2.145
2021-05-01 17:00:00+02:00,43.61,31.560000000000002,17.832,374.016,0.0,,33.19992,1.793
2021-05-01 18:00:00+02:00,44.1,32.424,17.832,391.632,0.0,,35.044360000000005,1.5619999999999998
2021-05-01 19:00:00+02:00,44.1,32.808,17.928,396.048,0.0,,34.12214,1.309
2021-05-01 20:00:00+02:00,43.61,33.24,18.048000000000002,393.336,0.0,,34.12214,1.353
2021-05-01 21:00:00+02:00,43.61,33.504,17.808,398.664,0.0,,34.12214,1.529
2021-05-01 22:00:00+02:00,44.1,33.264,17.688,394.104,0.0,,33.19992,1.6829999999999998
2021-05-01 23:00:00+02:00,43.61,32.496,17.808,387.696,0.0,,33.19992,1.551
2021-05-02 00:00:00+02:00,44.1,31.416,17.928,374.04,0.0,,33.19992,1.166
2021-05-02 01:00:00+02:00,44.1,23.736,17.544,358.104,0.0,,32.2777,1.2979999999999998
2021-05-02 02:00:00+02:00,43.61,20.016000000000002,17.52,346.512,0.0,,29.51104,1.188
2021-05-02 03:00:00+02:00,43.12,19.080000000000002,17.424,331.92,0.0,,31.35548,1.4409999999999998
2021-05-02 04:00:00+02:00,42.14,18.072,17.472,330.79200000000003,0.0,,34.12214,1.3419999999999999
2021-05-02 05:00:00+02:00,41.16,17.976,17.256,325.488,0.0,,32.2777,1.397
2021-05-02 06:00:00+02:00,42.14,17.448,17.16,310.968,0.0,,33.19992,0.715
2021-05-02 07:00:00+02:00,42.63,17.376,17.136,322.68,0.0,,28.588820000000002,0.693
2021-05-02 08:00:00+02:00,43.61,18.504,16.824,335.976,0.0,,31.35548,0.825
2021-05-02 09:00:00+02:00,43.12,17.712,16.752,324.744,0.0,,34.12214,0.693
2021-05-02 10:00:00+02:00,43.61,16.080000000000002,16.8,287.25600000000003,0.0,,32.2777,0.418
2021-05-02 11:00:00+02:00,44.1,15.624,17.016000000000002,287.784,0.0,,31.35548,0.5499999999999999
2021-05-02 12:00:00+02:00,44.1,9.888,17.04,271.176,0.0,,34.12214,1.375
2021-05-02 13:00:00+02:00,43.61,8.208,16.392,239.568,0.0,,33.19992,1.1219999999999999
2021-05-02 14:00:00+02:00,43.12,8.352,16.512,235.848,0.0,,32.2777,1.287
2021-05-02 15:00:00+02:00,44.1,8.040000000000001,16.584,231.38400000000001,0.0,,33.19992,1.694
2021-05-02 16:00:00+02:00,43.61,8.688,16.44,246.48000000000002,0.0,,31.35548,1.793
2021-05-02 17:00:00+02:00,43.12,9.336,16.512,274.536,0.0,,31.35548,1.7819999999999998
2021-05-02 18:00:00+02:00,43.61,17.016000000000002,17.232,317.136,0.0,,32.2777,1.771
2021-05-02 19:00:00+02:00,44.1,23.208000000000002,17.376,359.592,0.0,,33.19992,2.3979999999999997
2021-05-02 20:00:00+02:00,44.1,26.544,17.52,376.632,0.0,,33.19992,3.0469999999999997
