date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2021-01-01 00:00:00+01:00,4586,11594,5606,3749,404,24,291,1165,68,8137,485,196,0,542,337,4232
2021-01-01 00:15:00+01:00,4580,11618,5665,3488,406,24,380,1165,37,8145,484,196,0,543,352,4098
2021-01-01 00:30:00+01:00,4552,11617,5677,3317,406,24,328,1167,27,8147,484,196,0,535,404,3819
2021-01-01 00:45:00+01:00,4556,11605,5649,3221,404,24,390,1167,24,8150,484,196,0,528,433,3723
2021-01-01 01:00:00+01:00,4551,11644,5451,3140,406,24,501,1164,77,8150,484,196,0,536,419,3771
2021-01-01 01:15:00+01:00,4548,11593,5393,3035,406,24,397,1162,26,8146,484,196,0,524,410,3689
2021-01-01 01:30:00+01:00,4552,11592,5390,2977,404,24,368,1157,21,8153,484,196,0,537,379,3559
2021-01-01 01:45:00+01:00,4554,11582,5402,3027,404,24,320,1153,25,8152,484,196,0,544,361,3439
2021-01-01 02:00:00+01:00,4552,11633,5343,3105,406,24,690,1146,28,8156,484,196,0,540,318,3372
2021-01-01 02:15:00+01:00,4549,11640,5314,3079,406,24,424,1143,16,8161,484,196,0,534,303,3331
2021-01-01 02:30:00+01:00,4554,11853,5321,3070,406,24,147,1142,24,8158,484,196,0,527,291,3249
2021-01-01 02:45:00+01:00,4539,11908,5270,3015,404,24,133,1140,17,8151,484,196,0,515,303,3128
2021-01-01 03:00:00+01:00,4541,12090,5169,2926,404,24,16,1138,84,8145,484,196,0,529,304,3035
2021-01-01 03:15:00+01:00,4533,12218,5172,2869,406,24,2,1138,30,8158,484,196,0,513,308,2885
2021-01-01 03:30:00+01:00,4544,12453,5132,2829,406,24,2,1141,29,8155,484,196,0,515,323,2740
2021-01-01 03:45:00+01:00,4545,12589,5035,2786,406,24,2,1142,15,8157,485,196,0,524,335,2651
2021-01-01 04:00:00+01:00,4539,12459,4995,2733,404,24,1,1141,21,8154,494,200,0,489,301,2619
2021-01-01 04:15:00+01:00,4537,12366,5006,2702,404,24,9,1139,18,8154,496,201,0,484,296,2551
2021-01-01 04:30:00+01:00,4536,12385,5014,2696,407,24,7,1136,17,8145,495,201,0,526,289,2520
2021-01-01 04:45:00+01:00,4528,12370,4957,2722,404,24,7,1133,15,8149,495,201,0,542,283,2455
2021-01-01 05:00:00+01:00,4525,12506,5020,2724,405,24,76,1130,19,8156,495,201,0,543,343,2355
2021-01-01 05:15:00+01:00,4539,12592,5073,2707,406,24,39,1130,18,8145,495,201,0,529,408,2206
2021-01-01 05:30:00+01:00,4529,12764,5064,2753,404,24,17,1128,15,8145,496,201,0,538,467,2145
2021-01-01 05:45:00+01:00,4515,12936,5073,2762,405,24,2,1128,14,8155,498,202,0,538,492,2019
2021-01-01 06:00:00+01:00,4521,13146,5116,2845,406,24,83,1126,23,8154,499,203,0,550,514,2057
2021-01-01 06:15:00+01:00,4528,13202,5107,2795,406,24,2,1125,36,8154,499,203,0,534,541,2041
2021-01-01 06:30:00+01:00,4519,13075,5089,2843,407,24,24,1124,39,8156,499,203,0,541,508,2052
2021-01-01 06:45:00+01:00,4513,12781,5064,2863,406,24,250,1127,42,8154,498,202,0,552,443,2008
2021-01-01 07:00:00+01:00,4516,12487,5126,2854,409,24,488,1127,32,8151,498,202,0,552,411,1926
2021-01-01 07:15:00+01:00,4525,12433,5144,2900,410,24,1018,1129,26,8153,498,202,0,537,388,1994
2021-01-01 07:30:00+01:00,4530,12455,5142,2996,409,24,1108,1128,30,8153,498,202,0,545,377,2048
2021-01-01 07:45:00+01:00,4512,12515,5265,3058,406,24,1091,1126,32,8154,498,202,1,537,348,2043
2021-01-01 08:00:00+01:00,4539,12522,5491,3091,407,24,81,1126,23,8155,498,202,22,529,379,2080
2021-01-01 08:15:00+01:00,4547,12445,5511,3082,409,24,27,1124,21,8157,498,202,83,526,373,2116
2021-01-01 08:30:00+01:00,4555,12422,5566,3085,408,24,48,1120,20,8161,498,202,215,536,340,2176
2021-01-01 08:45:00+01:00,4556,12354,5709,3091,406,24,166,1122,53,8157,498,202,456,534,327,2169
2021-01-01 09:00:00+01:00,4540,12223,5943,3087,407,24,3,1120,25,8159,498,202,779,531,268,2229
2021-01-01 09:15:00+01:00,4525,12199,5991,3074,409,24,129,1125,25,8159,498,202,1137,533,226,2225
2021-01-01 09:30:00+01:00,4558,12218,6085,3100,408,24,78,1131,48,8160,498,202,1565,536,215,2164
2021-01-01 09:45:00+01:00,4542,12038,6191,3079,406,24,115,1131,49,8162,498,202,1974,539,270,2119
