,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2021-10-31 23:00:00+00:00,81.42,78.89,0.0,1.8,6.696,0.552,27.880000000000003,0.0,0.132,27.730999999999998
2021-11-01 00:00:00+00:00,83.72,79.38,0.0,0.0,6.072,3.888,27.880000000000003,0.0,0.06,31.822999999999997
2021-11-01 01:00:00+00:00,84.18,79.87,0.0,0.0,7.08,4.5360000000000005,27.880000000000003,0.0,0.108,27.576999999999998
2021-11-01 02:00:00+00:00,83.95,80.36,0.0,0.0,6.264,4.008,28.700000000000003,0.0,0.108,24.156
2021-11-01 03:00:00+00:00,83.26,79.87,0.0,0.0,5.736,3.6,27.880000000000003,0.0,0.096,24.474999999999998
2021-11-01 04:00:00+00:00,81.19,80.85,0.0,0.0,5.64,4.416,27.880000000000003,0.0,0.048,25.08
2021-11-01 05:00:00+00:00,83.49000000000001,81.83,0.0,0.0,5.5680000000000005,6.168,27.060000000000002,0.0,0.048,22.473
2021-11-01 06:00:00+00:00,83.72,82.32,0.0,0.0,5.6160000000000005,5.256,27.060000000000002,0.0,0.06,19.547
2021-11-01 07:00:00+00:00,83.49000000000001,87.22,0.0,0.0,5.856,5.808,27.880000000000003,1.0250000000000001,0.024,17.886
2021-11-01 08:00:00+00:00,85.56,89.67,0.0,0.0,6.192,6.864,27.880000000000003,5.0840000000000005,0.012,16.378999999999998
2021-11-01 09:00:00+00:00,86.25,96.03999999999999,0.0,0.0,6.12,4.968,28.700000000000003,9.758000000000001,0.012,16.026999999999997
2021-11-01 10:00:00+00:00,85.33,96.53,0.0,1.416,7.416,4.968,27.880000000000003,13.817,0.012,16.412
2021-11-01 11:00:00+00:00,85.79,96.03999999999999,0.0,0.36,6.432,4.896,26.240000000000002,16.523,0.024,17.721
2021-11-01 12:00:00+00:00,85.79,96.53,0.0,1.224,7.032,4.992,26.240000000000002,17.302,0.012,17.578
2021-11-01 13:00:00+00:00,86.71000000000001,95.55,0.0,1.224,6.696,4.416,27.060000000000002,15.58,0.07200000000000001,20.206999999999997
2021-11-01 14:00:00+00:00,85.56,151.9,0.0,1.1520000000000001,5.856,3.048,27.060000000000002,11.685,0.084,22.968
2021-11-01 15:00:00+00:00,86.71000000000001,251.37,0.0,1.08,6.216,2.8080000000000003,29.520000000000003,8.405000000000001,0.07200000000000001,24.628999999999998
2021-11-01 16:00:00+00:00,86.71000000000001,345.94,0.0,1.728,6.48,3.336,27.880000000000003,3.936,0.06,23.913999999999998
2021-11-01 17:00:00+00:00,85.79,385.14,0.0,20.76,9.048,5.5440000000000005,27.880000000000003,0.328,0.12,23.825999999999997
2021-11-01 18:00:00+00:00,86.48,386.12,0.0,27.0,16.68,5.376,27.880000000000003,0.0,0.084,24.519
2021-11-01 19:00:00+00:00,86.25,384.15999999999997,0.0,14.16,14.112,5.448,27.880000000000003,0.0,0.084,24.936999999999998
2021-11-01 20:00:00+00:00,85.10000000000001,369.46,0.0,2.8080000000000003,7.824,5.808,27.880000000000003,0.0,0.07200000000000001,26.037
2021-11-01 21:00:00+00:00,84.87,343.0,0.0,3.048,6.48,3.624,26.240000000000002,0.0,0.108,24.354
2021-11-01 22:00:00+00:00,84.87,343.0,0.0,2.904,4.632,3.528,26.240000000000002,0.0,0.036000000000000004,21.395
2021-11-01 23:00:00+00:00,86.25,288.61,0.0,2.064,4.8,4.08,27.880000000000003,0.0,0.06,20.294999999999998
2021-11-02 00:00:00+00:00,85.79,220.99,0.0,2.016,4.5120000000000005,4.5600000000000005,28.700000000000003,0.0,0.108,19.887999999999998
