,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
2021-11-01 00:00:00+01:00,149.73000000000002,237.16,4327.19,1271.8200000000002,78.431,24.358,0.0,48.432,2.976,1396.46,0.0,43.34434,11.891
2021-11-01 01:00:00+01:00,150.88,237.16,4238.99,1198.02,110.68299999999999,24.358,0.0,46.44,2.4,1336.6000000000001,0.0,43.34434,11.418
2021-11-01 02:00:00+01:00,148.58,236.18,4286.03,1285.76,99.688,24.358,0.216,40.104,1.608,1279.2,0.0,41.499900000000004,11.219999999999999
2021-11-01 03:00:00+01:00,149.96,236.18,4287.99,1142.26,101.154,24.396,0.0,39.480000000000004,1.176,1261.98,0.0,42.42212,11.989999999999998
2021-11-01 04:00:00+01:00,149.73000000000002,236.18,4383.05,1350.5400000000002,87.227,24.358,0.0,39.984,1.224,1243.1200000000001,0.0,44.26656,10.681
2021-11-01 05:00:00+01:00,149.96,236.67,4908.82,1197.2,107.751,24.32,0.0,39.672000000000004,1.6320000000000001,1278.38,0.0,43.34434,11.132
2021-11-01 06:00:00+01:00,149.04000000000002,236.18,5101.39,1240.66,82.096,24.32,1.56,47.688,5.496,1326.76,0.164,42.42212,13.155999999999999
2021-11-01 07:00:00+01:00,148.12,235.69,5357.66,1143.9,74.766,24.282,2.136,58.296,10.200000000000001,1352.18,9.143,41.499900000000004,15.235
2021-11-01 08:00:00+01:00,149.27,236.18,5880.98,1207.8600000000001,85.02799999999999,24.32,1.92,72.84,11.568,1398.1000000000001,32.144,41.499900000000004,16.555
2021-11-01 09:00:00+01:00,149.73000000000002,235.69,6158.32,1219.3400000000001,112.88199999999999,24.32,2.904,78.12,13.08,1481.74,55.719,41.499900000000004,17.589
2021-11-01 10:00:00+01:00,148.58,235.2,6274.94,1204.5800000000002,121.678,24.054,3.096,71.06400000000001,11.88,1555.5400000000002,73.39,41.499900000000004,19.415
2021-11-01 11:00:00+01:00,150.65,234.22,6342.07,1179.98,122.411,23.826,7.752,73.8,11.616,1575.22,82.82000000000001,42.42212,24.211
2021-11-01 12:00:00+01:00,146.28,234.71,6455.75,1316.1000000000001,126.076,23.977999999999998,11.208,67.752,10.992,1605.5600000000002,84.214,41.499900000000004,27.192
2021-11-01 13:00:00+01:00,145.13,234.71,6542.48,1186.5400000000002,129.74099999999999,24.092,0.624,58.296,7.68,1604.74,73.964,38.73324,30.965
2021-11-01 14:00:00+01:00,145.59,235.69,6492.99,1177.52,194.245,23.977999999999998,0.504,47.592,4.872,1617.8600000000001,58.999,38.73324,34.440999999999995
2021-11-01 15:00:00+01:00,148.58,235.2,6816.39,1261.98,161.993,23.902,0.624,50.112,5.5680000000000005,1617.0400000000002,26.117,40.57768,38.775
2021-11-01 16:00:00+01:00,148.35,235.2,7416.15,1136.52,199.376,23.902,8.472,55.032000000000004,8.52,1640.8200000000002,3.608,40.57768,40.689
2021-11-01 17:00:00+01:00,138.23000000000002,234.22,7817.95,1299.7,330.58299999999997,23.977999999999998,13.344,63.216,6.6000000000000005,1685.1000000000001,0.0,37.81102,43.196999999999996
2021-11-01 18:00:00+01:00,140.53,233.73,7687.12,1325.1200000000001,315.923,23.826,18.768,83.736,7.5120000000000005,1678.5400000000002,0.0,38.73324,46.870999999999995
2021-11-01 19:00:00+01:00,143.06,236.67,7744.45,1230.8200000000002,205.24,23.826,10.56,86.112,8.64,1655.5800000000002,0.0,51.64432,50.226
2021-11-01 20:00:00+01:00,145.36,238.14,6762.98,1074.2,188.381,23.864,10.68,81.19200000000001,6.5760000000000005,1653.1200000000001,0.0,52.56654,51.842999999999996
2021-11-01 21:00:00+01:00,144.9,237.16,5864.32,1011.0600000000001,189.114,23.939999999999998,0.0,69.60000000000001,7.368,1533.4,0.0,52.56654,53.163
2021-11-01 22:00:00+01:00,145.82,237.65,5489.96,1012.7,202.308,24.054,0.0,62.136,3.864,1366.94,0.0,51.64432,52.029999999999994
2021-11-01 23:00:00+01:00,141.91,237.65,4723.11,988.1,150.265,24.13,0.0,57.36,2.232,1236.5600000000002,0.369,47.03322,50.214999999999996
2021-11-02 00:00:00+01:00,146.28,236.18,4488.4,1026.64,24.922,24.396,,64.656,0.984,1126.68,0.0,43.34434,48.388999999999996
2021-11-02 01:00:00+01:00,147.43,236.18,4340.42,1005.32,17.592,24.396,,57.72,1.104,1090.6000000000001,0.0,43.34434,48.994
2021-11-02 02:00:00+01:00,147.43,236.18,3952.34,1059.44,17.592,24.434,0.0,57.624,1.1280000000000001,1099.6200000000001,0.0,41.499900000000004,52.337999999999994
2021-11-02 03:00:00+01:00,147.89000000000001,235.2,3946.46,1064.3600000000001,16.858999999999998,24.396,0.0,54.192,1.1280000000000001,1107.8200000000002,0.0,42.42212,53.129999999999995
2021-11-02 04:00:00+01:00,146.28,235.69,4249.28,1018.44,16.858999999999998,24.471999999999998,0.0,53.952,1.1520000000000001,1170.96,0.0,43.34434,57.464
2021-11-02 05:00:00+01:00,146.51000000000002,236.18,4977.91,1075.8400000000001,16.858999999999998,24.471999999999998,,57.84,1.176,1222.6200000000001,0.0,43.34434,61.324999999999996
2021-11-02 06:00:00+01:00,149.27,235.2,6639.01,1252.14,24.189,24.471999999999998,,57.408,5.904,1448.94,0.5740000000000001,41.499900000000004,64.856
2021-11-02 07:00:00+01:00,148.12,234.71,7879.69,1308.72,57.907,24.471999999999998,6.84,76.848,10.8,1864.68,40.057,42.42212,59.57599999999999
2021-11-02 08:00:00+01:00,147.43,234.22,8103.13,1305.44,75.499,24.471999999999998,9.792,105.816,13.488,1821.22,157.93200000000002,41.499900000000004,56.077999999999996
2021-11-02 09:00:00+01:00,147.43,234.71,8008.07,1323.48,96.756,24.471999999999998,6.984,97.368,11.304,1826.14,246.369,40.57768,58.684999999999995
2021-11-02 10:00:00+01:00,144.9,234.22,8012.97,1235.74,111.416,24.471999999999998,1.416,83.712,9.84,1794.9800000000002,285.03200000000004,39.655460000000005,58.971
2021-11-02 11:00:00+01:00,145.59,234.71,7907.13,1227.5400000000002,146.6,24.548,8.616,60.648,9.432,1723.64,299.997,37.81102,59.498999999999995
2021-11-02 12:00:00+01:00,142.14000000000001,233.73,7735.63,1191.46,200.84199999999998,24.471999999999998,7.5600000000000005,55.176,8.16,1767.92,291.059,40.57768,61.599999999999994
2021-11-02 13:00:00+01:00,143.75,235.2,7837.0599999999995,1091.42,268.278,24.434,2.856,53.4,6.744,1804.0000000000002,282.654,40.57768,61.489999999999995
2021-11-02 14:00:00+01:00,146.05,235.69,8501.5,1177.52,225.76399999999998,24.471999999999998,5.496,55.392,9.936,1913.88,217.17700000000002,38.73324,59.443999999999996
2021-11-02 15:00:00+01:00,145.36,234.71,9070.39,1299.7,185.44899999999998,24.509999999999998,6.36,63.984,10.344,1922.9,116.80900000000001,33.19992,55.428999999999995
2021-11-02 16:00:00+01:00,143.52,234.22,9814.21,1371.0400000000002,227.963,24.509999999999998,6.384,89.952,12.576,2104.94,21.771,34.12214,51.050999999999995
2021-11-02 17:00:00+01:00,144.44,234.71,10142.02,1439.1000000000001,150.998,24.548,81.696,120.504,24.192,2115.6000000000004,0.533,37.81102,46.552
2021-11-02 18:00:00+01:00,145.13,234.22,10164.56,1393.18,182.517,24.434,96.072,133.704,22.104,2097.56,0.0,37.81102,48.498999999999995
2021-11-02 19:00:00+01:00,145.59,234.22,10192.49,1453.8600000000001,228.696,24.509999999999998,79.848,128.68800000000002,21.072,2063.94,0.0,35.96658,46.166999999999994
2021-11-02 20:00:00+01:00,146.74,234.22,10010.7,1438.2800000000002,227.963,24.509999999999998,12.384,106.488,13.056000000000001,2029.5000000000002,0.0,36.8888,44.66
2021-11-02 21:00:00+01:00,146.97,234.71,9929.85,1296.42,227.23,24.509999999999998,6.336,82.08,9.744,1853.2,0.0,36.8888,40.864999999999995
2021-11-02 22:00:00+01:00,147.20000000000002,234.71,9213.96,1280.8400000000001,227.963,24.509999999999998,3.696,62.04,6.336,1677.72,0.0,36.8888,37.443999999999996
2021-11-02 23:00:00+01:00,146.97,234.22,7819.42,1252.14,226.49699999999999,24.509999999999998,2.544,57.048,2.448,1482.5600000000002,0.0,35.044360000000005,36.574999999999996
2021-11-03 00:00:00+01:00,145.59,248.43,6089.23,1205.4,224.298,24.509999999999998,0.0,57.0,2.112,1191.46,0.0,35.96658,35.629
2021-11-03 01:00:00+01:00,142.37,247.45,5504.66,1217.7,156.862,24.471999999999998,0.0,53.88,2.136,1194.74,0.0,34.12214,33.153999999999996
2021-11-03 02:00:00+01:00,143.75,248.43,5299.84,1195.5600000000002,118.01299999999999,24.396,0.0,47.424,2.136,1215.24,0.0,35.96658,30.073999999999998
2021-11-03 03:00:00+01:00,144.67000000000002,248.43,5474.7699999999995,1198.8400000000001,117.28,24.434,0.0,46.464,2.208,1193.1000000000001,0.0,35.96658,29.766
2021-11-03 04:00:00+01:00,145.13,248.43,5184.2,1206.22,117.28,24.396,0.0,48.120000000000005,3.624,1215.24,0.0,35.044360000000005,33.165
2021-11-03 05:00:00+01:00,144.67000000000002,248.92,5929.0,1204.5800000000002,118.01299999999999,24.32,0.0,52.128,3.624,1266.0800000000002,0.0,34.12214,39.479
2021-11-03 06:00:00+01:00,145.13,248.92,7553.349999999999,1271.8200000000002,116.547,24.282,0.0,64.2,4.5840000000000005,1652.3000000000002,0.6970000000000001,34.12214,43.571
2021-11-03 07:00:00+01:00,144.9,249.41,8961.119999999999,1500.6000000000001,121.678,24.282,3.024,89.616,7.5360000000000005,2024.5800000000002,10.414,34.12214,45.154999999999994
2021-11-03 08:00:00+01:00,135.70000000000002,263.62,9318.82,1615.4,182.517,24.282,7.296,107.16,17.424,2214.82,42.763000000000005,35.96658,45.528999999999996
2021-11-03 09:00:00+01:00,132.02,264.6,9276.68,1682.64,186.182,24.206,12.312,104.736,15.192,2276.32,74.497,37.81102,44.363
2021-11-03 10:00:00+01:00,130.18,263.13,9155.65,1628.5200000000002,195.71099999999998,24.244,23.136,92.352,14.568,2264.02,81.303,36.8888,46.629
