,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2021-11-30 23:00:00+00:00,397.0,2646.0,0.0,921.0,368.0,318.0,37.0,0.0,0.0,137.0
2021-12-01 00:00:00+00:00,394.0,2388.0,0.0,489.0,192.0,225.0,37.0,0.0,0.0,210.0
2021-12-01 01:00:00+00:00,390.0,2218.0,0.0,404.0,92.0,72.0,37.0,0.0,1.0,320.0
2021-12-01 02:00:00+00:00,390.0,2076.0,0.0,354.0,25.0,72.0,38.0,0.0,2.0,474.0
2021-12-01 03:00:00+00:00,394.0,2077.0,0.0,0.0,24.0,72.0,37.0,0.0,3.0,784.0
2021-12-01 04:00:00+00:00,397.0,2072.0,0.0,0.0,23.0,72.0,38.0,0.0,3.0,1045.0
2021-12-01 05:00:00+00:00,403.0,2308.0,0.0,16.0,30.0,82.0,38.0,0.0,4.0,1329.0
2021-12-01 06:00:00+00:00,397.0,2950.0,0.0,537.0,689.0,273.0,37.0,0.0,3.0,1506.0
2021-12-01 07:00:00+00:00,398.0,2997.0,0.0,833.0,706.0,341.0,35.0,9.0,2.0,1719.0
2021-12-01 08:00:00+00:00,400.0,2687.0,0.0,4.0,496.0,139.0,35.0,187.0,1.0,2060.0
2021-12-01 09:00:00+00:00,400.0,2597.0,0.0,0.0,275.0,71.0,35.0,442.0,2.0,2238.0
2021-12-01 10:00:00+00:00,406.0,2709.0,0.0,0.0,220.0,71.0,36.0,568.0,0.0,2303.0
2021-12-01 11:00:00+00:00,402.0,2388.0,0.0,0.0,163.0,70.0,35.0,610.0,1.0,2559.0
2021-12-01 12:00:00+00:00,399.0,2387.0,0.0,0.0,35.0,70.0,35.0,569.0,8.0,2860.0
2021-12-01 13:00:00+00:00,398.0,2346.0,0.0,0.0,34.0,6.0,35.0,439.0,24.0,3024.0
2021-12-01 14:00:00+00:00,396.0,2286.0,0.0,0.0,32.0,7.0,36.0,291.0,23.0,3210.0
2021-12-01 15:00:00+00:00,393.0,2657.0,0.0,167.0,64.0,86.0,35.0,128.0,18.0,3347.0
2021-12-01 16:00:00+00:00,385.0,2777.0,0.0,67.0,377.0,155.0,34.0,34.0,18.0,3531.0
2021-12-01 17:00:00+00:00,386.0,2964.0,0.0,808.0,760.0,163.0,34.0,0.0,16.0,3569.0
2021-12-01 18:00:00+00:00,390.0,2957.0,0.0,981.0,926.0,323.0,34.0,0.0,16.0,3683.0
2021-12-01 19:00:00+00:00,389.0,2957.0,0.0,911.0,909.0,274.0,34.0,0.0,10.0,3674.0
2021-12-01 20:00:00+00:00,387.0,3025.0,0.0,886.0,742.0,170.0,35.0,0.0,12.0,3486.0
2021-12-01 21:00:00+00:00,387.0,2685.0,0.0,148.0,424.0,9.0,35.0,0.0,8.0,3505.0
2021-12-01 22:00:00+00:00,383.0,2044.0,0.0,0.0,454.0,7.0,35.0,0.0,23.0,3555.0
2021-12-01 23:00:00+00:00,384.0,1959.0,0.0,0.0,207.0,7.0,34.0,0.0,19.0,3611.0
2021-12-02 00:00:00+00:00,390.0,1527.0,0.0,0.0,21.0,7.0,35.0,0.0,25.0,3907.0
2021-12-02 01:00:00+00:00,391.0,1419.0,0.0,0.0,20.0,7.0,35.0,0.0,19.0,3958.0
2021-12-02 02:00:00+00:00,391.0,1420.0,0.0,0.0,20.0,7.0,35.0,0.0,19.0,3993.0
2021-12-02 03:00:00+00:00,386.0,1365.0,0.0,0.0,23.0,7.0,34.0,0.0,25.0,3732.0
2021-12-02 04:00:00+00:00,389.0,1361.0,0.0,0.0,22.0,7.0,34.0,0.0,24.0,3698.0
2021-12-02 05:00:00+00:00,387.0,1544.0,0.0,0.0,21.0,7.0,34.0,0.0,23.0,3673.0
2021-12-02 06:00:00+00:00,390.0,1948.0,0.0,47.0,304.0,43.0,34.0,0.0,20.0,3588.0
2021-12-02 07:00:00+00:00,390.0,2009.0,0.0,553.0,491.0,336.0,33.0,4.0,25.0,3607.0
2021-12-02 08:00:00+00:00,389.0,2003.0,0.0,362.0,473.0,299.0,33.0,175.0,25.0,3545.0
2021-12-02 09:00:00+00:00,386.0,1981.0,0.0,9.0,202.0,91.0,33.0,484.0,22.0,3466.0
2021-12-02 10:00:00+00:00,390.0,1744.0,0.0,0.0,339.0,6.0,35.0,697.0,13.0,3277.0
2021-12-02 11:00:00+00:00,389.0,1741.0,0.0,0.0,176.0,6.0,35.0,782.0,10.0,2857.0
2021-12-02 12:00:00+00:00,391.0,1606.0,0.0,0.0,224.0,6.0,35.0,815.0,17.0,2732.0
2021-12-02 13:00:00+00:00,390.0,1533.0,0.0,0.0,140.0,6.0,35.0,786.0,12.0,2654.0
2021-12-02 14:00:00+00:00,388.0,1641.0,0.0,0.0,45.0,0.0,36.0,689.0,9.0,2645.0
2021-12-02 15:00:00+00:00,383.0,1964.0,0.0,37.0,413.0,13.0,35.0,473.0,9.0,2440.0
2021-12-02 16:00:00+00:00,396.0,2376.0,0.0,617.0,659.0,151.0,36.0,136.0,12.0,2408.0
2021-12-02 17:00:00+00:00,399.0,2427.0,0.0,1349.0,869.0,445.0,36.0,1.0,19.0,2725.0
2021-12-02 18:00:00+00:00,404.0,2438.0,0.0,1771.0,1047.0,509.0,36.0,0.0,17.0,2993.0
2021-12-02 19:00:00+00:00,404.0,2433.0,0.0,1927.0,1155.0,770.0,36.0,0.0,22.0,3064.0
2021-12-02 20:00:00+00:00,408.0,2451.0,0.0,1896.0,1153.0,532.0,36.0,0.0,16.0,3027.0
2021-12-02 21:00:00+00:00,406.0,2456.0,0.0,971.0,812.0,151.0,36.0,0.0,9.0,2773.0
2021-12-02 22:00:00+00:00,404.0,2202.0,0.0,103.0,494.0,73.0,35.0,0.0,7.0,2527.0
2021-12-02 23:00:00+00:00,402.0,2097.0,0.0,150.0,198.0,52.0,36.0,0.0,4.0,2483.0
2021-12-03 00:00:00+00:00,408.0,1674.0,0.0,0.0,71.0,8.0,36.0,0.0,3.0,2384.0
2021-12-03 01:00:00+00:00,407.0,1558.0,0.0,0.0,65.0,8.0,36.0,0.0,1.0,2373.0
2021-12-03 02:00:00+00:00,406.0,1596.0,0.0,0.0,68.0,8.0,35.0,0.0,0.0,2340.0
2021-12-03 03:00:00+00:00,405.0,1590.0,0.0,0.0,31.0,8.0,35.0,0.0,0.0,2166.0
2021-12-03 04:00:00+00:00,403.0,1677.0,0.0,0.0,23.0,7.0,34.0,0.0,0.0,2072.0
2021-12-03 05:00:00+00:00,407.0,2023.0,0.0,0.0,30.0,7.0,35.0,0.0,0.0,2183.0
2021-12-03 06:00:00+00:00,405.0,2378.0,0.0,127.0,229.0,13.0,35.0,0.0,0.0,2229.0
