,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2021-11-01 00:00:00+01:00,0.792,3.384,8.376,20.712,0.0,0.0
2021-11-01 01:00:00+01:00,0.36,3.3120000000000003,8.568,20.712,0.0,0.0
2021-11-01 02:00:00+01:00,0.192,3.384,8.448,20.712,0.0,0.0
2021-11-01 03:00:00+01:00,0.14400000000000002,3.384,7.728,20.688,0.0,0.0
2021-11-01 04:00:00+01:00,0.24,3.36,8.064,20.676000000000002,0.0,0.0
2021-11-01 05:00:00+01:00,1.248,3.528,7.704,20.688,0.0,0.0
2021-11-01 06:00:00+01:00,3.984,3.552,6.264,20.688,0.0,0.0
2021-11-01 07:00:00+01:00,4.848,3.552,10.704,20.676000000000002,0.0,0.0
2021-11-01 08:00:00+01:00,4.776,3.8160000000000003,9.504,20.688,0.0,0.0
2021-11-01 09:00:00+01:00,4.32,4.008,10.464,20.7,0.0,0.0
2021-11-01 10:00:00+01:00,4.296,3.648,12.312,20.7,0.0,0.0
2021-11-01 11:00:00+01:00,13.536,3.84,13.8,20.712,0.0,0.0
2021-11-01 12:00:00+01:00,11.424,3.888,11.448,20.7,0.0,0.0
2021-11-01 13:00:00+01:00,11.088000000000001,3.936,8.28,20.7,0.0,0.0
2021-11-01 14:00:00+01:00,6.768,4.008,14.280000000000001,20.688,0.0,0.0
2021-11-01 15:00:00+01:00,2.16,4.032,12.768,20.7,0.0,0.0
2021-11-01 16:00:00+01:00,2.328,3.984,14.040000000000001,20.688,0.0,0.0
2021-11-01 17:00:00+01:00,3.96,3.984,23.208000000000002,20.688,0.0,0.0
2021-11-01 18:00:00+01:00,7.6080000000000005,3.984,34.728,20.712,0.0,0.0
2021-11-01 19:00:00+01:00,4.68,4.008,22.344,20.712,0.0,0.0
2021-11-01 20:00:00+01:00,1.872,3.912,17.616,20.736,0.0,0.0
2021-11-01 21:00:00+01:00,2.544,3.72,16.464,20.736,0.0,0.0
2021-11-01 22:00:00+01:00,1.512,3.7680000000000002,13.272,20.724,0.0,0.0
2021-11-01 23:00:00+01:00,2.328,3.696,12.24,20.736,0.0,0.0
2021-11-02 00:00:00+01:00,1.608,3.648,11.352,20.76,0.0,0.0
2021-11-02 01:00:00+01:00,1.296,3.36,8.904,20.748,0.0,0.0
2021-11-02 02:00:00+01:00,1.224,3.12,9.648,20.748,0.0,0.0
2021-11-02 03:00:00+01:00,1.008,3.0,9.6,20.736,0.0,0.0
2021-11-02 04:00:00+01:00,0.984,3.504,10.008000000000001,20.736,0.0,0.0
2021-11-02 05:00:00+01:00,1.752,3.84,11.568,20.736,0.0,0.0
2021-11-02 06:00:00+01:00,4.344,3.696,17.808,20.724,0.0,0.0
2021-11-02 07:00:00+01:00,23.28,4.344,38.328,20.712,0.0,0.0
2021-11-02 08:00:00+01:00,45.696,5.832,48.072,20.748,0.0,0.0
2021-11-02 09:00:00+01:00,37.512,5.5680000000000005,40.128,20.748,0.0,0.0
2021-11-02 10:00:00+01:00,33.072,4.152,35.184,20.748,0.0,0.0
2021-11-02 11:00:00+01:00,30.744,3.648,29.856,20.748,0.0,0.0
2021-11-02 12:00:00+01:00,15.36,3.624,29.328,20.724,0.0,0.0
2021-11-02 13:00:00+01:00,17.76,3.216,28.584,20.688,0.0,0.0
2021-11-02 14:00:00+01:00,36.768,3.336,32.496,20.712,0.0,0.0
2021-11-02 15:00:00+01:00,40.848,3.552,39.552,20.7,0.0,0.0
2021-11-02 16:00:00+01:00,57.504,4.752,42.36,20.736,0.0,0.0
2021-11-02 17:00:00+01:00,55.92,5.256,52.632,20.712,0.0,0.0
2021-11-02 18:00:00+01:00,59.952,6.408,56.304,20.724,0.0,0.0
2021-11-02 19:00:00+01:00,41.76,6.696,47.64,20.736,0.0,0.0
2021-11-02 20:00:00+01:00,27.240000000000002,4.944,37.704,20.748,0.0,0.0
2021-11-02 21:00:00+01:00,7.248,3.744,20.928,20.772000000000002,0.0,0.0
2021-11-02 22:00:00+01:00,3.2880000000000003,3.7680000000000002,15.432,20.784,0.0,0.0
2021-11-02 23:00:00+01:00,3.192,3.84,9.888,20.784,0.0,0.0
2021-11-03 00:00:00+01:00,2.2800000000000002,3.336,8.856,20.772000000000002,0.0,0.0
2021-11-03 01:00:00+01:00,1.536,3.216,8.688,20.772000000000002,0.0,0.0
2021-11-03 02:00:00+01:00,2.04,3.216,8.352,20.796,0.0,0.0
2021-11-03 03:00:00+01:00,2.232,3.456,8.184000000000001,20.772000000000002,0.0,0.0
2021-11-03 04:00:00+01:00,2.8080000000000003,3.6,8.736,20.772000000000002,0.0,0.0
2021-11-03 05:00:00+01:00,3.528,3.576,10.104000000000001,20.904,0.0,0.0
2021-11-03 06:00:00+01:00,6.792,3.8160000000000003,23.592,20.892,0.0,0.0
2021-11-03 07:00:00+01:00,28.656000000000002,4.128,40.464,20.892,0.0,0.0
2021-11-03 08:00:00+01:00,34.656,4.824,40.776,20.892,0.0,0.0
2021-11-03 09:00:00+01:00,29.256,4.776,38.832,20.892,0.0,0.0
2021-11-03 10:00:00+01:00,29.832,4.872,37.776,20.892,0.0,0.0
2021-11-03 11:00:00+01:00,28.608,4.032,36.504,20.856,0.0,0.0
