,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2021-02-01 00:00:00+01:00,31.51,222.22000000000003,611.03,2.46,0.0,0.0,0.24,0.0,23.268,62.32000000000001,,0.0,11.98886,0.09899999999999999
2021-02-01 00:15:00+01:00,31.51,228.78000000000003,603.1899999999999,2.46,0.0,0.0,0.24,0.0,23.256,62.32000000000001,,0.0,11.98886,0.121
2021-02-01 00:30:00+01:00,31.28,223.04000000000002,597.8,0.8200000000000001,0.0,0.0,0.24,0.0,23.244,62.32000000000001,,0.0,11.06664,0.154
2021-02-01 00:45:00+01:00,31.51,218.94000000000003,590.45,2.46,0.0,0.0,0.24,0.0,23.256,62.32000000000001,,0.0,11.06664,0.187
2021-02-01 01:00:00+01:00,31.51,232.06000000000003,533.61,1.6400000000000001,0.0,0.0,0.24,0.0,23.268,62.32000000000001,,0.0,11.06664,0.187
2021-02-01 01:15:00+01:00,31.51,250.10000000000002,518.42,1.6400000000000001,0.0,0.0,0.24,0.0,23.256,62.32000000000001,,0.0,11.06664,0.187
2021-02-01 01:30:00+01:00,31.05,241.08,516.95,1.6400000000000001,0.0,0.0,0.24,0.0,23.256,62.32000000000001,,0.0,11.06664,0.176
2021-02-01 01:45:00+01:00,27.6,236.98000000000002,516.95,0.8200000000000001,0.0,0.0,0.24,0.0,23.256,62.32000000000001,,0.0,11.06664,0.154
2021-02-01 02:00:00+01:00,25.53,247.64000000000001,527.24,1.6400000000000001,0.0,0.0,0.24,0.0,23.28,61.50000000000001,,0.0,11.06664,0.088
2021-02-01 02:15:00+01:00,23.23,241.9,518.91,2.46,0.0,0.0,0.24,0.0,23.268,61.50000000000001,,0.0,10.14442,0.05499999999999999
2021-02-01 02:30:00+01:00,23.46,219.76000000000002,515.48,2.46,0.0,0.0,0.24,0.0,23.268,61.50000000000001,,0.0,10.14442,0.033
2021-02-01 02:45:00+01:00,23.0,198.44000000000003,512.05,2.46,0.0,0.0,0.24,0.0,23.256,61.50000000000001,,0.0,11.06664,0.022
2021-02-01 03:00:00+01:00,22.540000000000003,208.28000000000003,516.46,2.46,0.0,0.0,0.24,0.0,23.268,62.32000000000001,,0.0,11.06664,0.022
2021-02-01 03:15:00+01:00,22.77,204.18,514.99,1.6400000000000001,0.0,0.0,0.24,0.0,23.256,62.32000000000001,,0.0,12.91108,0.011
2021-02-01 03:30:00+01:00,22.080000000000002,200.9,514.99,2.46,0.0,0.0,0.24,0.0,23.268,62.32000000000001,,0.0,12.91108,0.011
2021-02-01 03:45:00+01:00,21.16,208.28000000000003,514.01,2.46,0.0,0.0,0.24,0.0,23.268,62.32000000000001,,0.0,12.91108,0.011
2021-02-01 04:00:00+01:00,21.85,200.08,506.17,2.46,0.0,0.0,0.24,0.0,23.268,61.50000000000001,,0.0,12.91108,0.011
2021-02-01 04:15:00+01:00,22.080000000000002,202.54000000000002,521.36,1.6400000000000001,0.0,0.0,0.24,0.0,23.268,61.50000000000001,,0.0,12.91108,0.011
2021-02-01 04:30:00+01:00,22.080000000000002,215.66000000000003,525.28,1.6400000000000001,0.0,0.0,0.24,0.0,23.268,61.50000000000001,,0.0,12.91108,0.011
2021-02-01 04:45:00+01:00,22.310000000000002,235.34000000000003,547.33,2.46,0.0,0.0,0.24,0.0,23.268,61.50000000000001,,0.0,11.98886,0.011
2021-02-01 05:00:00+01:00,21.62,213.20000000000002,596.8199999999999,2.46,0.0,0.0,0.24,0.0,23.256,61.50000000000001,,0.0,11.98886,0.022
2021-02-01 05:15:00+01:00,21.85,200.08,626.22,2.46,0.0,0.0,0.24,0.0,23.268,61.50000000000001,,0.0,11.06664,0.022
2021-02-01 05:30:00+01:00,22.080000000000002,216.48000000000002,633.5699999999999,2.46,0.0,0.0,0.24,0.0,23.268,61.50000000000001,,0.0,11.06664,0.022
2021-02-01 05:45:00+01:00,22.310000000000002,241.08,634.06,3.2800000000000002,0.0,0.0,0.24,0.0,23.256,61.50000000000001,,0.0,9.2222,0.033
2021-02-01 06:00:00+01:00,22.310000000000002,232.06000000000003,647.29,2.46,0.0,0.0,0.24,0.0,23.256,62.32000000000001,,0.0,10.14442,0.033
2021-02-01 06:15:00+01:00,21.85,234.52,660.52,2.46,0.0,0.0,0.24,0.0,23.244,62.32000000000001,,0.0,10.14442,0.033
2021-02-01 06:30:00+01:00,22.77,250.92000000000002,718.34,2.46,0.0,0.0,0.24,0.0,23.232,62.32000000000001,,0.0,10.14442,0.033
2021-02-01 06:45:00+01:00,21.85,256.66,710.01,2.46,0.0,0.0,0.24,0.0,23.22,62.32000000000001,,0.0,10.14442,0.033
2021-02-01 07:00:00+01:00,22.540000000000003,253.38000000000002,675.22,1.6400000000000001,0.0,0.0,0.24,0.0,23.22,63.14000000000001,,0.0,10.14442,0.022
2021-02-01 07:15:00+01:00,23.23,242.72000000000003,689.43,1.6400000000000001,0.0,0.0,0.24,0.0,23.22,63.14000000000001,,0.123,10.14442,0.022
2021-02-01 07:30:00+01:00,22.310000000000002,253.38000000000002,693.35,2.46,0.0,0.0,0.24,0.0,23.22,63.14000000000001,,0.41000000000000003,11.06664,0.033
2021-02-01 07:45:00+01:00,22.77,250.92000000000002,697.27,3.2800000000000002,0.0,0.0,0.24,0.0,23.232,63.14000000000001,,1.066,11.06664,0.033
2021-02-01 08:00:00+01:00,23.0,252.56000000000003,701.68,3.2800000000000002,0.0,0.0,0.24,0.0,23.244,63.14000000000001,,2.009,12.91108,0.044
2021-02-01 08:15:00+01:00,23.0,260.76000000000005,689.43,1.6400000000000001,0.0,0.0,0.24,0.0,23.232,63.14000000000001,,3.608,11.98886,0.05499999999999999
2021-02-01 08:30:00+01:00,23.23,268.96000000000004,690.9,2.46,0.0,0.0,0.24,0.0,23.244,63.14000000000001,,5.289000000000001,11.06664,0.066
2021-02-01 08:45:00+01:00,22.080000000000002,267.32,701.1899999999999,2.46,0.0,0.0,0.24,0.0,23.232,63.14000000000001,,7.093,10.14442,0.077
2021-02-01 09:00:00+01:00,21.62,256.66,702.66,1.6400000000000001,0.0,0.0,0.24,0.0,23.232,66.42,,8.487,9.2222,0.077
2021-02-01 09:15:00+01:00,23.0,255.84000000000003,688.4499999999999,2.46,0.0,0.0,0.24,0.0,23.232,66.42,,9.758000000000001,10.14442,0.077
2021-02-01 09:30:00+01:00,24.61,255.02,689.92,2.46,0.0,0.0,0.24,0.0,23.244,66.42,,10.865,9.2222,0.066
2021-02-01 09:45:00+01:00,28.75,253.38000000000002,692.86,2.46,0.733,0.0,0.24,0.0,23.232,66.42,,11.89,11.98886,0.05499999999999999
2021-02-01 10:00:00+01:00,28.060000000000002,261.58000000000004,718.83,2.46,0.733,0.0,0.24,0.0,23.22,66.42,,12.751000000000001,11.98886,0.05499999999999999
2021-02-01 10:15:00+01:00,27.6,269.78000000000003,689.43,2.46,0.733,0.0,0.24,0.0,23.232,66.42,,13.366000000000001,11.06664,0.05499999999999999
2021-02-01 10:30:00+01:00,28.060000000000002,282.08000000000004,686.98,2.46,0.0,0.0,0.24,0.0,23.22,66.42,,14.186,11.06664,0.066
2021-02-01 10:45:00+01:00,27.830000000000002,285.36,696.29,2.46,0.0,0.0,0.24,0.0,23.22,66.42,,15.334000000000001,11.06664,0.077
2021-02-01 11:00:00+01:00,27.6,274.70000000000005,695.31,3.2800000000000002,0.0,0.0,0.24,0.0,23.232,66.42,,16.523,11.98886,0.09899999999999999
2021-02-01 11:15:00+01:00,25.990000000000002,284.54,684.53,3.2800000000000002,0.0,0.0,0.24,0.0,23.244,66.42,,17.384,11.06664,0.09899999999999999
2021-02-01 11:30:00+01:00,26.450000000000003,280.44,683.55,2.46,0.0,0.0,0.24,0.0,23.268,66.42,,18.327,11.06664,0.09899999999999999
2021-02-01 11:45:00+01:00,26.68,272.24,683.06,2.46,0.0,0.0,0.24,0.0,23.244,66.42,,18.942,11.06664,0.088
2021-02-01 12:00:00+01:00,28.52,270.6,682.08,1.6400000000000001,0.0,0.0,0.24,0.0,23.244,66.42,,20.008,11.98886,0.088
2021-02-01 12:15:00+01:00,29.21,266.5,682.08,3.2800000000000002,0.0,0.0,0.24,0.0,23.232,66.42,,20.582,11.06664,0.09899999999999999
2021-02-01 12:30:00+01:00,27.830000000000002,249.28000000000003,683.55,1.6400000000000001,0.0,0.0,0.24,0.0,23.268,66.42,,21.197,11.06664,0.10999999999999999
2021-02-01 12:45:00+01:00,27.14,248.46,682.08,1.6400000000000001,0.0,0.0,0.24,0.0,23.268,66.42,,21.607,10.14442,0.10999999999999999
2021-02-01 13:00:00+01:00,27.830000000000002,255.02,681.59,0.8200000000000001,0.0,0.0,0.24,0.0,23.268,66.42,,21.771,11.06664,0.121
2021-02-01 13:15:00+01:00,28.75,258.3,680.12,2.46,0.0,0.0,0.24,0.0,23.28,66.42,,20.992,11.06664,0.132
2021-02-01 13:30:00+01:00,28.52,264.04,678.16,0.8200000000000001,0.0,0.0,0.24,0.0,23.292,65.60000000000001,,19.926000000000002,10.14442,0.121
2021-02-01 13:45:00+01:00,26.91,241.9,678.16,2.46,0.0,0.0,0.24,0.0,23.268,65.60000000000001,,18.532,10.14442,0.154
2021-02-01 14:00:00+01:00,25.76,246.82000000000002,679.14,2.46,0.0,0.0,0.24,0.0,23.28,66.42,,16.769000000000002,11.06664,0.176
2021-02-01 14:15:00+01:00,26.68,253.38000000000002,682.08,2.46,0.0,0.0,0.24,0.0,23.292,66.42,,14.842,10.14442,0.187
2021-02-01 14:30:00+01:00,28.060000000000002,249.28000000000003,677.67,3.2800000000000002,0.0,0.0,0.24,0.0,23.292,65.60000000000001,,13.079,11.06664,0.209
2021-02-01 14:45:00+01:00,28.98,251.74,675.22,3.2800000000000002,0.0,0.0,0.24,0.0,23.28,65.60000000000001,,11.07,11.06664,0.21999999999999997
2021-02-01 15:00:00+01:00,28.52,264.04,676.6899999999999,2.46,0.0,0.0,0.24,0.0,23.304000000000002,65.60000000000001,,8.938,11.06664,0.264
2021-02-01 15:15:00+01:00,28.290000000000003,266.5,665.91,1.6400000000000001,0.0,0.0,0.24,0.0,23.28,65.60000000000001,,6.929,11.06664,0.308
2021-02-01 15:30:00+01:00,28.75,266.5,680.61,2.46,0.0,0.0,0.24,0.0,23.28,65.60000000000001,,4.961,10.14442,0.286
