,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2021-09-01 00:00:00+02:00,53.82,4138.54,27.439999999999998,610.54,7125.8,138.537,1.968,5.712,1.272,0.0,32.879
2021-09-01 01:00:00+02:00,53.36,4163.14,30.38,623.28,6869.14,137.804,1.968,5.64,1.272,0.0,31.008999999999997
2021-09-01 02:00:00+02:00,53.59,4388.64,31.36,609.0699999999999,6177.06,137.804,1.968,5.088,1.272,0.0,31.107999999999997
2021-09-01 03:00:00+02:00,52.67,4571.5,31.36,610.54,6713.34,138.537,1.968,5.088,1.272,0.0,31.195999999999998
2021-09-01 04:00:00+02:00,53.59,4562.4800000000005,31.36,616.42,6715.8,138.537,1.968,5.088,1.272,0.0,31.503999999999998
2021-09-01 05:00:00+02:00,55.43,4609.22,29.89,623.77,7111.040000000001,138.537,1.968,5.112,1.272,0.0,30.976
2021-09-01 06:00:00+02:00,55.660000000000004,4691.22,27.93,681.59,8163.920000000001,138.537,1.968,5.208,1.272,1.722,28.523
2021-09-01 07:00:00+02:00,55.43,4743.700000000001,28.419999999999998,728.63,8391.880000000001,138.537,3.24,5.736,1.272,10.045,24.892999999999997
2021-09-01 08:00:00+02:00,55.2,4708.4400000000005,30.87,773.22,8645.26,138.537,8.928,6.168,1.272,22.55,21.604
2021-09-01 09:00:00+02:00,54.97,4582.9800000000005,32.339999999999996,807.03,8917.5,138.537,4.032,6.72,1.272,38.663000000000004,21.119999999999997
2021-09-01 10:00:00+02:00,53.13,4452.6,32.339999999999996,751.66,8842.060000000001,138.537,2.568,6.768,1.272,56.375,22.055
2021-09-01 11:00:00+02:00,53.82,4511.64,30.87,717.85,8757.6,137.804,2.568,6.744,1.272,63.919000000000004,23.221
2021-09-01 12:00:00+02:00,54.510000000000005,4526.400000000001,29.4,708.05,8539.480000000001,137.804,2.208,6.696,1.272,77.08,24.540999999999997
2021-09-01 13:00:00+02:00,54.28,4495.240000000001,28.419999999999998,674.73,8177.860000000001,138.537,2.184,6.672,1.272,78.556,26.729999999999997
2021-09-01 14:00:00+02:00,54.28,4483.76,26.46,660.52,7973.68,138.537,2.184,6.648000000000001,1.272,78.76100000000001,28.369
2021-09-01 15:00:00+02:00,55.43,4522.3,24.5,671.3,8012.22,138.537,2.184,6.24,1.272,70.151,28.017
2021-09-01 16:00:00+02:00,55.2,4517.38,24.009999999999998,698.25,8032.72,139.27,2.184,5.928,1.272,51.004000000000005,28.456999999999997
2021-09-01 17:00:00+02:00,53.59,4468.18,23.03,749.6999999999999,8252.480000000001,139.27,2.184,5.784,1.272,39.237,25.442999999999998
2021-09-01 18:00:00+02:00,54.050000000000004,4475.56,20.58,768.81,8684.62,139.27,3.576,5.808,1.272,20.5,21.549
2021-09-01 19:00:00+02:00,52.900000000000006,4630.54,19.6,809.48,8919.140000000001,138.537,11.376,5.88,1.272,4.223,20.701999999999998
2021-09-01 20:00:00+02:00,55.660000000000004,4643.660000000001,19.6,852.11,9183.18,138.537,16.344,6.936,1.272,0.041,22.395999999999997
2021-09-01 21:00:00+02:00,55.660000000000004,4527.22,19.11,724.22,8638.7,138.537,9.864,7.176,1.272,0.0,22.253
2021-09-01 22:00:00+02:00,55.89,4247.6,19.11,745.29,8588.68,138.537,5.76,7.176,1.272,0.0,19.744999999999997
2021-09-01 23:00:00+02:00,55.2,4214.8,20.09,725.1999999999999,8102.420000000001,138.537,2.208,7.056,1.296,0.0,18.865
2021-09-02 00:00:00+02:00,52.67,4088.5200000000004,20.58,726.67,7580.900000000001,138.537,2.184,6.12,1.272,0.0,18.061999999999998
2021-09-02 01:00:00+02:00,52.900000000000006,4054.9,23.03,712.9499999999999,7270.9400000000005,138.537,2.16,6.144,1.272,0.0,18.051
2021-09-02 02:00:00+02:00,52.900000000000006,4063.9200000000005,24.99,713.93,6819.9400000000005,138.537,2.16,6.144,1.272,0.0,18.061999999999998
2021-09-02 03:00:00+02:00,52.900000000000006,4036.86,27.93,715.4,6664.14,137.804,2.16,6.144,1.272,0.0,18.205
2021-09-02 04:00:00+02:00,54.050000000000004,4034.4,28.91,714.42,6922.4400000000005,138.537,2.16,6.144,1.272,0.0,19.47
2021-09-02 05:00:00+02:00,56.35,4123.780000000001,29.4,740.88,7673.56,138.537,2.16,6.144,1.272,0.0,19.997999999999998
2021-09-02 06:00:00+02:00,56.81,4227.92,30.87,761.46,8376.300000000001,138.537,3.648,6.12,1.272,2.255,20.108
2021-09-02 07:00:00+02:00,56.580000000000005,4464.08,31.36,780.08,8418.94,138.537,6.12,6.096,1.272,14.432,15.543
2021-09-02 08:00:00+02:00,56.81,4593.64,31.849999999999998,818.79,8129.4800000000005,138.537,12.024000000000001,6.456,1.272,35.383,11.869
2021-09-02 09:00:00+02:00,56.35,4480.4800000000005,31.36,873.67,8058.960000000001,136.338,12.312,6.672,1.272,53.71,12.803999999999998
2021-09-02 10:00:00+02:00,56.580000000000005,4382.08,30.38,808.99,7789.18,137.071,3.888,6.648000000000001,1.272,73.595,16.269
2021-09-02 11:00:00+02:00,56.35,4407.5,30.38,817.81,7514.4800000000005,137.071,2.712,6.648000000000001,1.272,90.32300000000001,18.612
2021-09-02 12:00:00+02:00,56.120000000000005,4370.6,30.38,811.93,7389.84,137.804,2.232,6.648000000000001,1.272,105.32900000000001,18.865
2021-09-02 13:00:00+02:00,55.660000000000004,4459.9800000000005,31.36,829.08,7574.34,137.804,2.184,6.696,1.272,98.933,17.951999999999998
2021-09-02 14:00:00+02:00,55.89,4463.26,30.87,839.37,7829.360000000001,137.071,2.184,6.36,1.272,97.99000000000001,17.500999999999998
2021-09-02 15:00:00+02:00,55.89,4395.200000000001,29.89,865.34,8093.400000000001,137.804,2.184,6.024,1.272,88.191,16.302
2021-09-02 16:00:00+02:00,56.120000000000005,4323.860000000001,29.4,865.83,8223.78,137.804,2.184,5.784,1.272,68.47,16.247
2021-09-02 17:00:00+02:00,55.89,4365.68,28.419999999999998,890.3299999999999,8514.060000000001,137.804,2.184,6.072,1.272,45.797000000000004,14.949
2021-09-02 18:00:00+02:00,55.660000000000004,4450.96,28.91,903.56,8823.2,137.804,3.744,6.384,1.272,26.322000000000003,10.152999999999999
2021-09-02 19:00:00+02:00,55.43,4449.320000000001,28.419999999999998,922.18,8969.980000000001,138.537,12.288,6.696,1.272,5.289000000000001,8.283
2021-09-02 20:00:00+02:00,55.660000000000004,4438.660000000001,28.419999999999998,930.51,9064.28,137.804,22.032,6.816,1.272,0.041,9.163
2021-09-02 21:00:00+02:00,55.89,4355.02,28.91,851.62,8736.28,137.804,10.656,6.5280000000000005,1.272,0.0,10.516
2021-09-02 22:00:00+02:00,55.89,4176.26,29.89,867.3,8530.460000000001,137.804,4.008,5.64,1.272,0.0,10.383999999999999
2021-09-02 23:00:00+02:00,56.120000000000005,4113.12,31.36,808.5,8192.62,137.804,2.712,5.472,1.272,0.0,11.296999999999999
2021-09-03 00:00:00+02:00,53.59,4085.2400000000002,31.849999999999998,767.34,7298.000000000001,137.804,1.992,5.256,1.272,0.0,12.594999999999999
2021-09-03 01:00:00+02:00,53.36,3960.6000000000004,31.36,742.84,6726.460000000001,137.804,1.968,5.16,1.272,0.0,15.488
2021-09-03 02:00:00+02:00,53.82,3886.8,31.36,740.88,6510.8,137.804,1.968,5.184,1.272,0.0,17.951999999999998
2021-09-03 03:00:00+02:00,53.82,3949.1200000000003,30.87,740.88,6752.700000000001,137.804,1.968,5.16,1.272,0.0,20.537
2021-09-03 04:00:00+02:00,55.660000000000004,3936.0000000000005,31.36,741.37,6821.580000000001,137.804,1.968,5.136,1.272,0.0,24.573999999999998
2021-09-03 05:00:00+02:00,56.35,3926.1600000000003,30.87,753.13,7243.88,137.804,1.968,5.16,1.272,0.0,27.753
2021-09-03 06:00:00+02:00,56.81,3881.0600000000004,30.87,823.1999999999999,8120.460000000001,137.804,2.04,5.088,1.272,2.5420000000000003,30.206
2021-09-03 07:00:00+02:00,56.81,4088.5200000000004,30.38,793.8,7699.8,137.804,2.4,5.112,1.272,17.466,33.461999999999996
2021-09-03 08:00:00+02:00,56.81,4112.3,30.38,821.73,7678.4800000000005,137.804,5.112,5.232,1.272,50.594,30.778
2021-09-03 09:00:00+02:00,56.81,4131.160000000001,25.48,824.18,7166.8,137.071,4.392,5.928,1.272,85.075,31.944
2021-09-03 10:00:00+02:00,56.580000000000005,4117.22,29.4,816.83,6829.780000000001,137.071,11.064,5.976,1.272,119.269,35.827
2021-09-03 11:00:00+02:00,56.81,4127.88,29.4,813.89,7043.8,137.804,2.952,5.5200000000000005,1.272,129.191,34.012
2021-09-03 12:00:00+02:00,56.81,4095.0800000000004,28.91,812.91,7122.52,137.804,2.04,5.472,1.272,131.61,31.921999999999997
2021-09-03 13:00:00+02:00,56.580000000000005,4130.34,28.419999999999998,808.01,7032.320000000001,137.071,1.968,5.4,1.272,128.945,28.787
2021-09-03 14:00:00+02:00,56.81,4086.88,28.91,809.97,7137.280000000001,137.804,1.968,5.376,1.272,118.32600000000001,27.180999999999997
2021-09-03 15:00:00+02:00,56.580000000000005,4114.76,29.4,816.34,7390.660000000001,138.537,1.968,5.352,1.272,97.99000000000001,26.862
