,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2021-10-01 00:00:00+02:00,58.88,400.82,0.0,,0.36,70.728,354.24,0.0,179.8329,25.788,15.146999999999998
2021-10-01 01:00:00+02:00,58.88,401.8,0.0,,0.336,70.70400000000001,361.62,0.0,170.6107,25.86,14.597
2021-10-01 02:00:00+02:00,59.11,413.56,0.0,,0.336,70.728,377.20000000000005,0.0,169.68848,25.776,15.146999999999998
2021-10-01 03:00:00+02:00,58.42,444.92,0.0,,0.312,70.728,409.18,0.0,178.91068,25.788,15.279
2021-10-01 04:00:00+02:00,58.190000000000005,394.94,0.0,,0.264,70.764,410.82000000000005,0.0,176.14402,23.736,15.488
2021-10-01 05:00:00+02:00,57.27,450.8,0.0,,0.264,70.764,392.78000000000003,0.0,177.06624,25.512,15.036999999999999
2021-10-01 06:00:00+02:00,56.81,478.24,0.0,,0.264,70.752,451.82000000000005,0.0,169.68848,25.584,15.399999999999999
2021-10-01 07:00:00+02:00,57.5,546.84,0.0,,0.192,70.69200000000001,551.0400000000001,0.123,164.15516,25.656,15.344999999999999
2021-10-01 08:00:00+02:00,60.03,557.62,0.0,,0.168,70.728,554.32,8.487,176.14402,25.656,15.113999999999999
2021-10-01 09:00:00+02:00,53.59,553.21,0.0,,0.216,70.74,506.76000000000005,25.994,171.53292000000002,25.62,14.751
2021-10-01 10:00:00+02:00,49.68,516.95,0.0,,0.216,70.70400000000001,467.40000000000003,47.15,169.68848,25.536,13.343
2021-10-01 11:00:00+02:00,49.68,541.9399999999999,0.0,,0.28800000000000003,70.656,433.78000000000003,63.386,165.07738,24.48,14.123999999999999
2021-10-01 12:00:00+02:00,51.980000000000004,528.71,0.0,,0.264,70.62,430.50000000000006,61.582,165.99960000000002,20.88,14.927
2021-10-01 13:00:00+02:00,56.120000000000005,637.98,0.0,,0.24,70.524,452.64000000000004,51.824000000000005,161.3885,22.524,15.982999999999999
2021-10-01 14:00:00+02:00,59.11,583.1,0.0,,0.14400000000000002,70.476,449.36,36.777,165.07738,25.740000000000002,15.257
2021-10-01 15:00:00+02:00,61.410000000000004,582.61,0.0,,0.168,70.272,537.1,27.675,166.92182,22.548000000000002,13.793999999999999
2021-10-01 16:00:00+02:00,61.870000000000005,659.54,0.0,,0.312,70.176,574.82,15.293000000000001,171.53292000000002,22.728,13.068
2021-10-01 17:00:00+02:00,63.02,685.51,0.0,,0.5760000000000001,70.272,623.2,7.421,177.98846,24.228,11.77
2021-10-01 18:00:00+02:00,62.330000000000005,441.49,0.0,0.552,0.456,70.32000000000001,643.7,1.845,177.98846,22.812,10.538
2021-10-01 19:00:00+02:00,62.56,431.69,0.0,0.552,0.192,70.34400000000001,661.74,0.082,180.75512,20.736,11.088
2021-10-01 20:00:00+02:00,62.56,438.55,0.0,0.264,0.096,70.38,587.94,0.0,185.36622,18.588,12.319999999999999
2021-10-01 21:00:00+02:00,61.870000000000005,573.3,13.193999999999999,2.472,0.048,70.38,650.2600000000001,0.0,187.21066000000002,5.916,12.319999999999999
2021-10-01 22:00:00+02:00,62.1,514.99,0.733,0.216,0.048,70.452,660.1,0.0,187.21066000000002,6.828,11.231
2021-10-01 23:00:00+02:00,62.1,455.21,0.0,,0.048,70.44,628.12,0.0,197.35508000000002,8.052,9.514999999999999
2021-10-02 00:00:00+02:00,62.1,406.21,0.0,,0.048,70.428,428.04,0.0,209.34394,4.872,7.611999999999999
2021-10-02 01:00:00+02:00,63.25,429.73,0.0,,0.096,70.416,446.90000000000003,0.0,212.1106,1.716,5.994999999999999
2021-10-02 02:00:00+02:00,62.56,419.44,0.0,,0.192,70.488,514.14,0.0,218.56614000000002,0.684,4.268
2021-10-02 03:00:00+02:00,63.25,414.05,0.0,,0.336,70.5,537.9200000000001,0.0,221.33280000000002,1.284,3.388
2021-10-02 04:00:00+02:00,62.56,376.81,0.0,,0.36,70.512,485.44000000000005,0.0,222.25502,2.4,2.9259999999999997
2021-10-02 05:00:00+02:00,62.1,398.37,0.0,,0.36,70.476,410.82000000000005,0.0,223.17724,3.528,2.552
2021-10-02 06:00:00+02:00,62.56,363.58,0.0,,0.384,70.524,496.92,0.0,223.17724,3.924,2.497
2021-10-02 07:00:00+02:00,62.330000000000005,395.43,0.0,,0.336,70.572,514.96,0.0,225.9439,5.196,3.278
2021-10-02 08:00:00+02:00,62.1,391.02,0.0,,0.264,70.572,560.0600000000001,5.781000000000001,225.9439,6.192,3.8939999999999997
2021-10-02 09:00:00+02:00,61.64,394.94,0.0,,0.216,70.5,544.48,19.352,225.9439,8.292,4.1579999999999995
2021-10-02 10:00:00+02:00,61.18,389.55,0.0,,0.192,70.452,563.34,32.841,216.7217,12.36,5.313
2021-10-02 11:00:00+02:00,61.410000000000004,416.5,0.0,,0.192,70.488,581.38,38.376000000000005,213.95504,14.58,7.2379999999999995
2021-10-02 12:00:00+02:00,62.1,395.92,0.0,1.6320000000000001,0.168,70.512,618.2800000000001,35.424,213.95504,21.156,10.703
