,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2020-06-01 00:00:00+02:00,130.0,305.0,598.0,0.0,14.0,18.0,1436.0,73.0,14.0,0.0,13.0,144.0
2020-06-01 00:15:00+02:00,130.0,317.0,601.0,0.0,14.0,18.0,1431.0,73.0,14.0,0.0,13.0,141.0
2020-06-01 00:30:00+02:00,130.0,296.0,576.0,0.0,14.0,18.0,1430.0,73.0,14.0,0.0,13.0,134.0
2020-06-01 00:45:00+02:00,130.0,301.0,527.0,0.0,14.0,18.0,1430.0,73.0,14.0,0.0,13.0,120.0
2020-06-01 01:00:00+02:00,130.0,315.0,603.0,0.0,14.0,18.0,1433.0,75.0,14.0,0.0,12.0,117.0
2020-06-01 01:15:00+02:00,129.0,318.0,605.0,0.0,14.0,18.0,1431.0,75.0,14.0,0.0,12.0,125.0
2020-06-01 01:30:00+02:00,129.0,310.0,560.0,0.0,14.0,18.0,1430.0,75.0,14.0,0.0,12.0,128.0
2020-06-01 01:45:00+02:00,128.0,302.0,515.0,0.0,14.0,18.0,1430.0,75.0,13.0,0.0,11.0,132.0
2020-06-01 02:00:00+02:00,129.0,331.0,519.0,0.0,14.0,18.0,1432.0,72.0,13.0,0.0,12.0,132.0
2020-06-01 02:15:00+02:00,129.0,320.0,515.0,0.0,14.0,18.0,1431.0,72.0,13.0,0.0,11.0,145.0
2020-06-01 02:30:00+02:00,125.0,290.0,498.0,0.0,14.0,18.0,1430.0,72.0,9.0,0.0,11.0,148.0
2020-06-01 02:45:00+02:00,118.0,258.0,495.0,0.0,14.0,18.0,1431.0,72.0,9.0,0.0,9.0,148.0
2020-06-01 03:00:00+02:00,105.0,248.0,498.0,0.0,14.0,18.0,1432.0,77.0,9.0,0.0,7.0,141.0
2020-06-01 03:15:00+02:00,90.0,250.0,496.0,0.0,14.0,18.0,1430.0,77.0,8.0,0.0,6.0,138.0
2020-06-01 03:30:00+02:00,86.0,239.0,513.0,0.0,14.0,18.0,1431.0,77.0,9.0,0.0,7.0,138.0
2020-06-01 03:45:00+02:00,86.0,229.0,524.0,0.0,14.0,18.0,1431.0,77.0,8.0,0.0,7.0,136.0
2020-06-01 04:00:00+02:00,86.0,234.0,542.0,0.0,14.0,18.0,1433.0,76.0,8.0,0.0,6.0,127.0
2020-06-01 04:15:00+02:00,86.0,232.0,541.0,0.0,14.0,18.0,1430.0,76.0,8.0,0.0,7.0,120.0
2020-06-01 04:30:00+02:00,86.0,231.0,539.0,0.0,14.0,18.0,1430.0,76.0,9.0,0.0,7.0,110.0
2020-06-01 04:45:00+02:00,86.0,231.0,527.0,0.0,14.0,18.0,1430.0,76.0,8.0,1.0,7.0,104.0
2020-06-01 05:00:00+02:00,87.0,229.0,517.0,0.0,14.0,18.0,1430.0,75.0,8.0,4.0,7.0,107.0
2020-06-01 05:15:00+02:00,87.0,231.0,506.0,0.0,14.0,18.0,1430.0,75.0,8.0,11.0,7.0,112.0
2020-06-01 05:30:00+02:00,87.0,225.0,505.0,0.0,14.0,18.0,1429.0,75.0,9.0,22.0,6.0,117.0
2020-06-01 05:45:00+02:00,88.0,228.0,503.0,0.0,14.0,18.0,1430.0,75.0,9.0,35.0,7.0,122.0
2020-06-01 06:00:00+02:00,87.0,240.0,503.0,0.0,14.0,18.0,1431.0,73.0,10.0,49.0,7.0,124.0
2020-06-01 06:15:00+02:00,92.0,255.0,511.0,0.0,14.0,18.0,1433.0,73.0,10.0,68.0,7.0,121.0
2020-06-01 06:30:00+02:00,100.0,270.0,505.0,0.0,14.0,18.0,1433.0,73.0,11.0,92.0,6.0,132.0
2020-06-01 06:45:00+02:00,108.0,301.0,492.0,0.0,14.0,18.0,1433.0,73.0,11.0,118.0,7.0,141.0
2020-06-01 07:00:00+02:00,116.0,311.0,492.0,0.0,15.0,18.0,1434.0,74.0,13.0,153.0,7.0,129.0
2020-06-01 07:15:00+02:00,121.0,320.0,503.0,0.0,15.0,18.0,1434.0,74.0,13.0,186.0,7.0,115.0
2020-06-01 07:30:00+02:00,125.0,339.0,509.0,0.0,15.0,18.0,1434.0,74.0,14.0,227.0,7.0,88.0
2020-06-01 07:45:00+02:00,127.0,353.0,508.0,0.0,15.0,18.0,1434.0,74.0,14.0,278.0,7.0,79.0
2020-06-01 08:00:00+02:00,128.0,348.0,483.0,0.0,15.0,18.0,1434.0,73.0,14.0,324.0,7.0,76.0
2020-06-01 08:15:00+02:00,126.0,339.0,493.0,0.0,16.0,18.0,1433.0,73.0,15.0,370.0,7.0,80.0
2020-06-01 08:30:00+02:00,127.0,341.0,492.0,0.0,16.0,18.0,1433.0,73.0,15.0,420.0,7.0,83.0
2020-06-01 08:45:00+02:00,128.0,339.0,474.0,0.0,16.0,18.0,1434.0,73.0,16.0,482.0,6.0,91.0
2020-06-01 09:00:00+02:00,129.0,334.0,473.0,0.0,16.0,18.0,1433.0,79.0,16.0,519.0,7.0,89.0
2020-06-01 09:15:00+02:00,128.0,316.0,480.0,0.0,16.0,18.0,1432.0,79.0,16.0,575.0,7.0,88.0
2020-06-01 09:30:00+02:00,129.0,300.0,433.0,0.0,16.0,18.0,1432.0,79.0,16.0,625.0,6.0,90.0
2020-06-01 09:45:00+02:00,129.0,291.0,378.0,0.0,16.0,18.0,1431.0,79.0,16.0,649.0,7.0,86.0
2020-06-01 10:00:00+02:00,129.0,273.0,446.0,0.0,16.0,18.0,1435.0,79.0,16.0,669.0,7.0,95.0
2020-06-01 10:15:00+02:00,129.0,239.0,485.0,0.0,16.0,18.0,1434.0,79.0,16.0,681.0,7.0,102.0
2020-06-01 10:30:00+02:00,130.0,221.0,461.0,0.0,16.0,18.0,1434.0,79.0,16.0,738.0,7.0,92.0
2020-06-01 10:45:00+02:00,129.0,219.0,429.0,0.0,16.0,18.0,1434.0,79.0,15.0,752.0,7.0,96.0
2020-06-01 11:00:00+02:00,129.0,216.0,453.0,0.0,16.0,18.0,1435.0,79.0,16.0,782.0,7.0,103.0
2020-06-01 11:15:00+02:00,129.0,219.0,483.0,0.0,16.0,18.0,1434.0,79.0,16.0,779.0,7.0,120.0
2020-06-01 11:30:00+02:00,130.0,220.0,484.0,0.0,16.0,18.0,1434.0,79.0,16.0,745.0,7.0,130.0
2020-06-01 11:45:00+02:00,129.0,219.0,462.0,0.0,16.0,18.0,1434.0,79.0,16.0,704.0,7.0,139.0
2020-06-01 12:00:00+02:00,129.0,216.0,525.0,0.0,16.0,18.0,1435.0,78.0,16.0,680.0,7.0,161.0
2020-06-01 12:15:00+02:00,129.0,221.0,517.0,0.0,16.0,18.0,1434.0,78.0,16.0,667.0,6.0,170.0
2020-06-01 12:30:00+02:00,129.0,219.0,515.0,0.0,16.0,18.0,1435.0,78.0,16.0,652.0,6.0,166.0
2020-06-01 12:45:00+02:00,130.0,223.0,499.0,0.0,16.0,18.0,1434.0,78.0,16.0,641.0,6.0,166.0
2020-06-01 13:00:00+02:00,129.0,220.0,594.0,0.0,16.0,18.0,1435.0,79.0,16.0,627.0,6.0,162.0
2020-06-01 13:15:00+02:00,130.0,220.0,606.0,0.0,16.0,18.0,1432.0,79.0,16.0,616.0,7.0,152.0
2020-06-01 13:30:00+02:00,130.0,222.0,593.0,0.0,16.0,18.0,1432.0,79.0,16.0,594.0,7.0,160.0
2020-06-01 13:45:00+02:00,131.0,223.0,586.0,0.0,16.0,18.0,1433.0,79.0,16.0,583.0,6.0,157.0
2020-06-01 14:00:00+02:00,130.0,227.0,560.0,0.0,15.0,18.0,1435.0,76.0,16.0,605.0,7.0,191.0
2020-06-01 14:15:00+02:00,130.0,233.0,548.0,0.0,15.0,18.0,1433.0,76.0,16.0,582.0,7.0,200.0
2020-06-01 14:30:00+02:00,130.0,233.0,524.0,0.0,15.0,18.0,1432.0,76.0,15.0,578.0,6.0,213.0
2020-06-01 14:45:00+02:00,130.0,235.0,531.0,0.0,15.0,18.0,1432.0,76.0,14.0,577.0,7.0,205.0
2020-06-01 15:00:00+02:00,131.0,242.0,511.0,0.0,15.0,18.0,1432.0,74.0,14.0,568.0,6.0,189.0
2020-06-01 15:15:00+02:00,130.0,245.0,500.0,0.0,15.0,18.0,1433.0,74.0,14.0,530.0,7.0,209.0
2020-06-01 15:30:00+02:00,130.0,249.0,514.0,0.0,15.0,18.0,1432.0,74.0,13.0,513.0,7.0,207.0
2020-06-01 15:45:00+02:00,131.0,267.0,517.0,0.0,15.0,18.0,1432.0,74.0,14.0,482.0,7.0,214.0
2020-06-01 16:00:00+02:00,130.0,272.0,491.0,0.0,15.0,18.0,1431.0,70.0,15.0,432.0,7.0,207.0
2020-06-01 16:15:00+02:00,131.0,276.0,507.0,0.0,15.0,18.0,1432.0,70.0,15.0,384.0,6.0,220.0
2020-06-01 16:30:00+02:00,132.0,280.0,531.0,0.0,15.0,18.0,1434.0,70.0,15.0,373.0,7.0,221.0
2020-06-01 16:45:00+02:00,132.0,288.0,519.0,0.0,15.0,18.0,1431.0,70.0,14.0,354.0,8.0,232.0
2020-06-01 17:00:00+02:00,130.0,287.0,465.0,0.0,15.0,18.0,1430.0,69.0,14.0,333.0,8.0,221.0
2020-06-01 17:15:00+02:00,130.0,284.0,491.0,0.0,15.0,18.0,1432.0,69.0,14.0,309.0,7.0,218.0
2020-06-01 17:30:00+02:00,129.0,288.0,494.0,0.0,15.0,18.0,1433.0,69.0,14.0,247.0,8.0,221.0
2020-06-01 17:45:00+02:00,129.0,291.0,508.0,0.0,15.0,18.0,1431.0,69.0,14.0,211.0,7.0,218.0
2020-06-01 18:00:00+02:00,129.0,290.0,452.0,0.0,15.0,18.0,1431.0,65.0,14.0,173.0,7.0,204.0
2020-06-01 18:15:00+02:00,129.0,287.0,475.0,0.0,15.0,18.0,1432.0,65.0,14.0,134.0,8.0,218.0
2020-06-01 18:30:00+02:00,130.0,287.0,502.0,0.0,15.0,18.0,1433.0,65.0,14.0,100.0,8.0,217.0
2020-06-01 18:45:00+02:00,130.0,292.0,532.0,0.0,15.0,18.0,1431.0,65.0,14.0,74.0,7.0,210.0
2020-06-01 19:00:00+02:00,130.0,286.0,448.0,0.0,15.0,18.0,1430.0,63.0,13.0,55.0,6.0,199.0
2020-06-01 19:15:00+02:00,131.0,279.0,497.0,0.0,15.0,18.0,1433.0,63.0,14.0,39.0,6.0,173.0
