,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2020-06-01 00:00:00+02:00,129.0,1133.0,0.0,19.0,7.0,4156.0,327.0,0.0,231.0,1097.0,610.0
2020-06-01 01:00:00+02:00,127.0,1120.0,0.0,216.0,7.0,4163.0,306.0,0.0,228.0,970.0,575.0
2020-06-01 02:00:00+02:00,126.0,1083.0,0.0,19.0,8.0,4171.0,321.0,0.0,230.0,694.0,490.0
2020-06-01 03:00:00+02:00,126.0,1126.0,0.0,162.0,9.0,4185.0,348.0,0.0,227.0,476.0,429.0
2020-06-01 04:00:00+02:00,128.0,1133.0,0.0,33.0,9.0,4196.0,362.0,0.0,229.0,474.0,400.0
2020-06-01 05:00:00+02:00,128.0,1087.0,0.0,72.0,6.0,4203.0,363.0,5.0,231.0,465.0,337.0
2020-06-01 06:00:00+02:00,124.0,1101.0,0.0,56.0,4.0,4206.0,450.0,127.0,230.0,315.0,301.0
2020-06-01 07:00:00+02:00,126.0,1088.0,0.0,67.0,4.0,4206.0,561.0,514.0,229.0,191.0,285.0
2020-06-01 08:00:00+02:00,123.0,1148.0,0.0,112.0,5.0,4210.0,612.0,1131.0,225.0,145.0,138.0
2020-06-01 09:00:00+02:00,125.0,1151.0,0.0,116.0,6.0,4213.0,639.0,1814.0,223.0,174.0,149.0
2020-06-01 10:00:00+02:00,125.0,1103.0,0.0,96.0,7.0,4228.0,624.0,2379.0,222.0,214.0,194.0
2020-06-01 11:00:00+02:00,126.0,1131.0,0.0,502.0,10.0,4225.0,576.0,2749.0,218.0,204.0,232.0
2020-06-01 12:00:00+02:00,126.0,1100.0,0.0,640.0,14.0,4220.0,588.0,2971.0,222.0,167.0,268.0
2020-06-01 13:00:00+02:00,120.0,1083.0,0.0,900.0,13.0,4217.0,557.0,3027.0,224.0,248.0,312.0
2020-06-01 14:00:00+02:00,120.0,1033.0,0.0,962.0,8.0,4211.0,518.0,2933.0,221.0,506.0,319.0
2020-06-01 15:00:00+02:00,121.0,1083.0,0.0,754.0,5.0,4206.0,435.0,2705.0,222.0,725.0,287.0
2020-06-01 16:00:00+02:00,127.0,1219.0,0.0,776.0,4.0,4202.0,507.0,2253.0,216.0,963.0,237.0
2020-06-01 17:00:00+02:00,128.0,1482.0,0.0,222.0,6.0,4202.0,598.0,1783.0,217.0,1044.0,216.0
2020-06-01 18:00:00+02:00,126.0,2080.0,0.0,387.0,9.0,4206.0,584.0,1160.0,217.0,908.0,231.0
2020-06-01 19:00:00+02:00,145.0,2470.0,0.0,241.0,10.0,4215.0,548.0,551.0,220.0,889.0,308.0
2020-06-01 20:00:00+02:00,161.0,2521.0,0.0,620.0,10.0,4234.0,422.0,226.0,221.0,757.0,340.0
2020-06-01 21:00:00+02:00,189.0,2666.0,0.0,685.0,10.0,4257.0,433.0,34.0,222.0,504.0,313.0
2020-06-01 22:00:00+02:00,223.0,2789.0,0.0,483.0,10.0,4274.0,443.0,0.0,224.0,359.0,404.0
2020-06-01 23:00:00+02:00,258.0,2754.0,0.0,154.0,9.0,4285.0,428.0,0.0,225.0,279.0,426.0
2020-06-02 00:00:00+02:00,321.0,2646.0,0.0,705.0,9.0,4294.0,372.0,0.0,224.0,198.0,361.0
2020-06-02 01:00:00+02:00,324.0,2637.0,0.0,895.0,7.0,4299.0,323.0,0.0,222.0,89.0,277.0
2020-06-02 02:00:00+02:00,326.0,2676.0,0.0,1018.0,7.0,4301.0,322.0,0.0,224.0,45.0,263.0
2020-06-02 03:00:00+02:00,325.0,2722.0,0.0,1002.0,7.0,4303.0,316.0,0.0,224.0,8.0,170.0
2020-06-02 04:00:00+02:00,327.0,2805.0,0.0,519.0,7.0,4308.0,324.0,0.0,219.0,1.0,127.0
2020-06-02 05:00:00+02:00,329.0,2840.0,0.0,66.0,8.0,4310.0,373.0,7.0,222.0,7.0,98.0
2020-06-02 06:00:00+02:00,331.0,3099.0,0.0,117.0,9.0,4314.0,471.0,143.0,227.0,16.0,78.0
2020-06-02 07:00:00+02:00,324.0,3192.0,0.0,46.0,9.0,4317.0,577.0,508.0,228.0,2.0,34.0
2020-06-02 08:00:00+02:00,322.0,3259.0,0.0,95.0,6.0,4320.0,626.0,1119.0,227.0,14.0,8.0
2020-06-02 09:00:00+02:00,326.0,3200.0,0.0,5.0,4.0,4319.0,677.0,1746.0,222.0,13.0,6.0
2020-06-02 10:00:00+02:00,326.0,3149.0,0.0,5.0,4.0,4310.0,676.0,2300.0,223.0,19.0,9.0
2020-06-02 11:00:00+02:00,321.0,3154.0,1.0,5.0,9.0,4284.0,665.0,2663.0,221.0,30.0,17.0
2020-06-02 12:00:00+02:00,324.0,3110.0,0.0,5.0,13.0,4286.0,675.0,2863.0,218.0,14.0,22.0
2020-06-02 13:00:00+02:00,331.0,3098.0,0.0,4.0,11.0,4292.0,645.0,2932.0,216.0,15.0,28.0
2020-06-02 14:00:00+02:00,326.0,3083.0,0.0,4.0,7.0,4297.0,634.0,2852.0,212.0,19.0,42.0
2020-06-02 15:00:00+02:00,328.0,3088.0,0.0,4.0,7.0,4324.0,644.0,2631.0,211.0,12.0,57.0
2020-06-02 16:00:00+02:00,326.0,3121.0,0.0,4.0,8.0,4328.0,654.0,2207.0,213.0,6.0,88.0
2020-06-02 17:00:00+02:00,328.0,3206.0,0.0,65.0,8.0,4330.0,614.0,1694.0,214.0,2.0,141.0
2020-06-02 18:00:00+02:00,327.0,3279.0,0.0,473.0,7.0,4331.0,587.0,1134.0,212.0,1.0,168.0
2020-06-02 19:00:00+02:00,328.0,3300.0,0.0,667.0,6.0,4333.0,517.0,578.0,212.0,1.0,312.0
2020-06-02 20:00:00+02:00,330.0,3350.0,0.0,664.0,7.0,4341.0,456.0,220.0,215.0,16.0,371.0
2020-06-02 21:00:00+02:00,328.0,3243.0,0.0,327.0,10.0,4347.0,465.0,37.0,215.0,26.0,302.0
2020-06-02 22:00:00+02:00,328.0,3325.0,0.0,531.0,9.0,4350.0,394.0,0.0,214.0,41.0,252.0
2020-06-02 23:00:00+02:00,326.0,3198.0,0.0,216.0,4.0,4355.0,432.0,0.0,211.0,37.0,187.0
2020-06-03 00:00:00+02:00,327.0,2952.0,0.0,385.0,3.0,4361.0,475.0,0.0,220.0,19.0,120.0
2020-06-03 01:00:00+02:00,326.0,2982.0,0.0,655.0,2.0,4368.0,427.0,0.0,215.0,6.0,56.0
2020-06-03 02:00:00+02:00,325.0,2977.0,0.0,369.0,2.0,4380.0,388.0,0.0,214.0,5.0,27.0
2020-06-03 03:00:00+02:00,324.0,2994.0,0.0,216.0,4.0,4389.0,352.0,0.0,216.0,2.0,18.0
2020-06-03 04:00:00+02:00,320.0,2942.0,0.0,320.0,4.0,4399.0,366.0,0.0,215.0,0.0,17.0
2020-06-03 05:00:00+02:00,316.0,2989.0,0.0,224.0,6.0,4411.0,396.0,5.0,212.0,19.0,23.0
