,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2020-08-01 00:00:00+02:00,13.8,3057.78,5.88,676.1999999999999,4854.400000000001,140.003,0.0,3.0,0.0,0.0,10.516
2020-08-01 01:00:00+02:00,10.35,3079.92,5.88,677.67,4834.72,141.469,0.0,3.0,0.0,0.0,9.526
2020-08-01 02:00:00+02:00,10.35,2982.34,5.88,675.22,4897.860000000001,144.401,0.0,2.976,0.0,0.0,9.107999999999999
2020-08-01 03:00:00+02:00,10.35,2940.5200000000004,5.88,674.24,4980.68,144.401,0.0,2.976,0.0,0.0,8.151
2020-08-01 04:00:00+02:00,10.35,2950.36,5.88,674.73,5107.780000000001,142.202,0.0,2.976,0.0,0.0,7.183
2020-08-01 05:00:00+02:00,10.35,2933.96,5.88,674.24,5011.02,142.202,0.0,3.0,0.0,0.123,6.8309999999999995
2020-08-01 06:00:00+02:00,10.35,2920.84,5.88,676.1999999999999,5377.56,142.935,0.0,3.024,0.0,3.649,4.5649999999999995
2020-08-01 07:00:00+02:00,10.35,3076.6400000000003,5.88,706.58,5781.820000000001,142.935,0.0,2.952,0.0,12.095,2.6069999999999998
2020-08-01 08:00:00+02:00,10.35,3067.6200000000003,5.39,705.6,6136.06,142.935,0.0,3.144,0.0,22.55,2.376
2020-08-01 09:00:00+02:00,10.35,3129.1200000000003,5.39,708.05,6259.06,142.935,0.0,3.2880000000000003,1.08,33.456,2.5629999999999997
2020-08-01 10:00:00+02:00,10.35,3093.0400000000004,5.39,720.79,6388.620000000001,142.935,0.792,3.2880000000000003,1.224,41.287,2.871
2020-08-01 11:00:00+02:00,10.35,3054.5000000000005,5.39,711.97,6365.660000000001,142.935,2.064,3.2880000000000003,1.224,46.986000000000004,3.3659999999999997
2020-08-01 12:00:00+02:00,10.35,3061.88,5.39,700.6999999999999,6300.88,142.935,1.008,3.504,1.224,51.209,3.6409999999999996
2020-08-01 13:00:00+02:00,10.35,3029.9,5.39,698.74,6089.320000000001,142.935,0.096,3.624,1.224,50.922000000000004,4.069999999999999
2020-08-01 14:00:00+02:00,10.35,3060.2400000000002,5.39,699.23,5822.0,142.935,0.0,3.576,0.14400000000000002,46.289,4.301
2020-08-01 15:00:00+02:00,10.35,3091.4,5.88,698.25,5710.4800000000005,142.202,0.0,3.576,0.0,38.786,4.795999999999999
2020-08-01 16:00:00+02:00,10.35,3258.6800000000003,6.37,700.21,5418.56,142.935,0.0,3.624,0.0,29.356,4.476999999999999
2020-08-01 17:00:00+02:00,10.35,3353.8,6.37,699.72,5374.280000000001,142.202,0.0,3.576,0.0,17.794,4.3999999999999995
2020-08-01 18:00:00+02:00,10.35,3449.7400000000002,6.37,698.25,5239.8,143.668,0.0,3.696,0.0,6.601,4.3229999999999995
2020-08-01 19:00:00+02:00,10.35,3486.6400000000003,6.37,686.0,5326.72,143.668,1.68,3.7680000000000002,0.0,0.492,4.455
2020-08-01 20:00:00+02:00,10.35,3511.2400000000002,6.37,703.15,5401.34,143.668,1.92,3.8160000000000003,0.0,0.0,5.444999999999999
2020-08-01 21:00:00+02:00,10.35,3536.6600000000003,6.37,693.35,5266.04,143.668,0.24,3.744,0.0,0.0,8.382
2020-08-01 22:00:00+02:00,10.35,3261.96,6.37,689.92,4906.88,142.935,0.0,2.976,0.0,0.0,11.462
2020-08-01 23:00:00+02:00,10.35,2586.28,6.859999999999999,675.22,4487.860000000001,143.668,0.0,2.976,0.0,0.0,15.531999999999998
2020-08-02 00:00:00+02:00,10.35,2209.0800000000004,6.859999999999999,671.79,4402.58,143.668,0.0,2.928,0.0,0.0,15.960999999999999
2020-08-02 01:00:00+02:00,10.35,2168.9,6.859999999999999,673.75,4412.42,143.668,0.0,2.856,0.0,0.0,14.311
2020-08-02 02:00:00+02:00,10.35,2229.5800000000004,6.859999999999999,676.6899999999999,4499.34,143.668,0.0,2.856,0.0,0.0,12.892
2020-08-02 03:00:00+02:00,10.35,2564.96,6.37,676.1999999999999,4635.46,143.668,0.0,2.856,0.0,0.0,11.11
2020-08-02 04:00:00+02:00,10.35,2526.42,6.37,673.26,4647.76,143.668,0.0,2.856,0.0,0.0,9.878
2020-08-02 05:00:00+02:00,10.35,2299.28,6.37,672.77,4629.72,143.668,0.0,2.88,0.0,0.20500000000000002,9.306
2020-08-02 06:00:00+02:00,10.35,2127.9,6.37,679.14,4499.34,143.668,0.0,2.88,0.0,4.92,8.019
2020-08-02 07:00:00+02:00,10.35,2195.1400000000003,6.37,693.84,4548.54,142.935,0.0,2.856,0.0,14.924000000000001,5.5329999999999995
2020-08-02 08:00:00+02:00,10.35,2225.48,6.37,693.84,4824.06,140.736,0.0,2.8080000000000003,0.0,25.502000000000002,2.673
2020-08-02 09:00:00+02:00,10.35,2294.36,6.37,696.29,4980.68,139.27,0.0,2.904,0.0,33.948,1.9469999999999998
2020-08-02 10:00:00+02:00,10.35,2543.6400000000003,6.37,688.4499999999999,5017.58,141.469,0.0,2.856,0.0,39.36,1.331
2020-08-02 11:00:00+02:00,10.35,2407.52,6.37,677.18,5016.76,141.469,1.68,2.88,0.0,44.526,1.254
2020-08-02 12:00:00+02:00,10.35,2462.46,6.37,674.24,5052.84,140.736,0.24,3.072,0.0,44.239000000000004,1.7489999999999999
2020-08-02 13:00:00+02:00,10.35,2415.7200000000003,6.37,673.26,5015.120000000001,140.736,3.408,3.144,0.0,39.893,2.409
