,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2020-07-31 23:00:00+01:00,85.33,1431.78,527.26,0.0,8.232,0.14400000000000002,18.040000000000003,0.0,0.132,18.986
2020-08-01 00:00:00+01:00,84.41,1179.92,287.0,0.0,7.296,0.5760000000000001,18.040000000000003,0.0,0.18,18.304
2020-08-01 01:00:00+01:00,87.17,1072.12,170.56,0.0,5.4,0.0,18.040000000000003,0.0,0.108,18.282
2020-08-01 02:00:00+01:00,87.86,1001.0699999999999,0.0,0.0,3.984,0.0,18.040000000000003,0.0,0.132,18.259999999999998
2020-08-01 03:00:00+01:00,87.17,966.28,13.940000000000001,0.0,5.904,0.0,17.220000000000002,0.0,0.168,18.403
2020-08-01 04:00:00+01:00,87.4,1006.46,118.08000000000001,0.0,4.056,0.0,17.220000000000002,0.0,0.24,18.942
2020-08-01 05:00:00+01:00,87.17,997.15,131.20000000000002,0.0,2.664,0.0,17.220000000000002,0.0,0.228,17.677
2020-08-01 06:00:00+01:00,86.25,1003.03,131.20000000000002,0.0,2.64,0.0,16.400000000000002,0.041,0.216,16.302
2020-08-01 07:00:00+01:00,86.71000000000001,1161.3,131.20000000000002,0.0,2.64,0.096,16.400000000000002,1.927,0.192,14.927
2020-08-01 08:00:00+01:00,86.71000000000001,1201.48,131.20000000000002,0.0,3.744,1.776,17.220000000000002,7.831,0.252,13.639999999999999
2020-08-01 09:00:00+01:00,86.48,1220.1,131.20000000000002,0.0,1.68,0.552,17.220000000000002,14.309000000000001,0.264,9.79
2020-08-01 10:00:00+01:00,85.56,1244.11,200.9,0.0,1.6560000000000001,0.8160000000000001,17.220000000000002,19.024,0.24,7.821
2020-08-01 11:00:00+01:00,85.56,1216.67,241.9,0.0,7.392,0.768,17.220000000000002,22.14,0.24,7.303999999999999
2020-08-01 12:00:00+01:00,85.33,1185.31,241.9,0.0,8.136000000000001,0.768,18.040000000000003,23.698,0.264,8.272
2020-08-01 13:00:00+01:00,85.56,1158.85,188.60000000000002,0.0,3.504,0.0,17.220000000000002,24.19,0.28800000000000003,10.713999999999999
2020-08-01 14:00:00+01:00,87.17,1089.76,131.20000000000002,0.0,2.2560000000000002,0.0,17.220000000000002,23.903000000000002,0.264,12.748999999999999
2020-08-01 15:00:00+01:00,87.17,1040.27,131.20000000000002,0.0,2.136,0.0,17.220000000000002,22.796,0.3,14.739999999999998
2020-08-01 16:00:00+01:00,87.4,1078.49,179.58,0.0,2.64,0.0,18.040000000000003,20.172,0.3,16.775
2020-08-01 17:00:00+01:00,87.63000000000001,921.1999999999999,241.9,2.64,3.984,0.84,18.040000000000003,15.949,0.28800000000000003,18.139
2020-08-01 18:00:00+01:00,85.10000000000001,844.76,241.9,11.616,5.5440000000000005,0.96,18.860000000000003,10.086,0.216,17.38
2020-08-01 19:00:00+01:00,83.26,860.93,241.9,17.76,10.392,1.488,18.040000000000003,3.444,0.3,16.962
2020-08-01 20:00:00+01:00,87.17,864.85,241.9,17.376,10.488,4.488,18.040000000000003,0.28700000000000003,0.3,18.567999999999998
2020-08-01 21:00:00+01:00,89.7,870.24,241.9,12.24,11.64,2.2800000000000002,18.040000000000003,0.0,0.3,19.282999999999998
2020-08-01 22:00:00+01:00,89.01,856.52,213.20000000000002,10.944,7.848,0.768,17.220000000000002,0.0,0.3,18.238
2020-08-01 23:00:00+01:00,88.78,767.83,164.0,0.12,11.016,0.024,18.040000000000003,0.0,0.252,15.674999999999999
2020-08-02 00:00:00+01:00,88.32000000000001,526.75,74.62,0.0,5.952,0.0,18.040000000000003,0.0,0.3,14.828
2020-08-02 01:00:00+01:00,88.55,445.9,74.62,0.0,4.896,0.0,18.040000000000003,0.0,0.3,15.51
2020-08-02 02:00:00+01:00,90.16000000000001,451.28999999999996,73.80000000000001,0.0,4.92,0.0,18.040000000000003,0.0,0.3,16.852
2020-08-02 03:00:00+01:00,90.16000000000001,455.21,73.80000000000001,0.0,4.872,0.0,16.400000000000002,0.0,0.3,17.237
2020-08-02 04:00:00+01:00,90.39,457.65999999999997,73.80000000000001,0.0,4.824,0.0,16.400000000000002,0.0,0.3,17.599999999999998
2020-08-02 05:00:00+01:00,89.7,475.78999999999996,73.80000000000001,0.0,4.728,0.0,16.400000000000002,0.0,0.252,18.381
2020-08-02 06:00:00+01:00,89.47,545.86,73.80000000000001,0.0,4.632,0.0,16.400000000000002,0.041,0.3,18.282
2020-08-02 07:00:00+01:00,90.39,549.78,73.80000000000001,0.0,4.5600000000000005,0.0,16.400000000000002,2.009,0.3,18.502
2020-08-02 08:00:00+01:00,90.39,558.11,73.80000000000001,0.0,4.272,0.24,16.400000000000002,8.405000000000001,0.3,15.411
2020-08-02 09:00:00+01:00,89.93,522.83,49.2,0.0,1.224,0.24,16.400000000000002,15.334000000000001,0.28800000000000003,12.957999999999998
2020-08-02 10:00:00+01:00,90.39,575.26,0.0,2.2800000000000002,0.5760000000000001,0.14400000000000002,17.220000000000002,20.541,0.264,11.363
2020-08-02 11:00:00+01:00,88.32000000000001,592.9,0.0,4.44,0.40800000000000003,1.344,17.220000000000002,23.493000000000002,0.3,10.549
2020-08-02 12:00:00+01:00,87.17,616.42,0.0,0.0,0.312,0.264,16.400000000000002,24.805,0.252,10.296
2020-08-02 13:00:00+01:00,87.4,552.23,0.0,0.0,0.312,0.0,17.220000000000002,25.133000000000003,0.3,12.54
2020-08-02 14:00:00+01:00,86.94,568.4,0.0,0.0,0.312,0.0,17.220000000000002,24.764,0.3,13.244
2020-08-02 15:00:00+01:00,86.71000000000001,621.3199999999999,0.0,0.0,0.336,0.0,17.220000000000002,23.616,0.276,15.014999999999999
2020-08-02 16:00:00+01:00,87.86,581.63,0.0,0.0,2.016,0.0,18.040000000000003,20.992,0.28800000000000003,16.313
2020-08-02 17:00:00+01:00,86.71000000000001,606.62,0.0,0.0,3.648,0.744,18.040000000000003,16.810000000000002,0.3,20.273
2020-08-02 18:00:00+01:00,87.4,588.49,0.0,0.168,6.6000000000000005,0.744,18.040000000000003,10.701,0.3,25.904999999999998
2020-08-02 19:00:00+01:00,87.4,659.54,0.0,8.544,12.96,0.936,18.040000000000003,3.69,0.252,29.314999999999998
2020-08-02 20:00:00+01:00,86.94,697.27,0.0,21.456,16.92,2.688,17.220000000000002,0.246,0.28800000000000003,30.063
