,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2020-04-01 00:00:00+02:00,327.0,2648.0,0.0,1.0,33.0,4119.0,354.0,0.0,249.0,290.0,319.0
2020-04-01 01:00:00+02:00,329.0,2576.0,0.0,1.0,33.0,4118.0,329.0,0.0,250.0,236.0,290.0
2020-04-01 02:00:00+02:00,330.0,2513.0,0.0,63.0,34.0,4119.0,306.0,0.0,251.0,122.0,209.0
2020-04-01 03:00:00+02:00,331.0,2568.0,0.0,45.0,34.0,4120.0,327.0,0.0,250.0,87.0,161.0
2020-04-01 04:00:00+02:00,330.0,2617.0,0.0,5.0,34.0,4121.0,342.0,0.0,250.0,35.0,125.0
2020-04-01 05:00:00+02:00,331.0,2765.0,0.0,5.0,34.0,4121.0,362.0,0.0,250.0,1.0,98.0
2020-04-01 06:00:00+02:00,327.0,3003.0,0.0,240.0,35.0,4121.0,392.0,0.0,250.0,12.0,69.0
2020-04-01 07:00:00+02:00,330.0,3042.0,0.0,329.0,36.0,4119.0,426.0,45.0,246.0,16.0,36.0
2020-04-01 08:00:00+02:00,326.0,2985.0,0.0,82.0,36.0,4120.0,423.0,491.0,247.0,17.0,19.0
2020-04-01 09:00:00+02:00,330.0,2893.0,0.0,32.0,36.0,4120.0,406.0,1220.0,246.0,18.0,16.0
2020-04-01 10:00:00+02:00,329.0,2872.0,0.0,2.0,36.0,4117.0,394.0,1944.0,244.0,18.0,17.0
2020-04-01 11:00:00+02:00,331.0,2922.0,0.0,2.0,36.0,4116.0,397.0,2485.0,243.0,17.0,24.0
2020-04-01 12:00:00+02:00,339.0,2855.0,0.0,3.0,34.0,4115.0,403.0,2827.0,244.0,18.0,28.0
2020-04-01 13:00:00+02:00,341.0,2463.0,0.0,309.0,34.0,4112.0,368.0,2950.0,244.0,18.0,30.0
2020-04-01 14:00:00+02:00,329.0,2476.0,0.0,905.0,34.0,4111.0,366.0,2886.0,248.0,18.0,32.0
2020-04-01 15:00:00+02:00,328.0,2231.0,0.0,539.0,33.0,4110.0,369.0,2650.0,246.0,18.0,38.0
2020-04-01 16:00:00+02:00,332.0,2589.0,0.0,69.0,31.0,4112.0,367.0,2177.0,240.0,17.0,58.0
2020-04-01 17:00:00+02:00,331.0,2909.0,0.0,57.0,31.0,4110.0,371.0,1533.0,236.0,12.0,73.0
2020-04-01 18:00:00+02:00,327.0,3507.0,0.0,22.0,32.0,4110.0,392.0,763.0,231.0,12.0,93.0
2020-04-01 19:00:00+02:00,326.0,3918.0,0.0,580.0,33.0,4113.0,413.0,172.0,237.0,1.0,132.0
2020-04-01 20:00:00+02:00,322.0,3971.0,0.0,810.0,34.0,4113.0,408.0,3.0,233.0,15.0,198.0
2020-04-01 21:00:00+02:00,317.0,3805.0,0.0,184.0,34.0,4115.0,403.0,0.0,232.0,14.0,272.0
2020-04-01 22:00:00+02:00,319.0,3778.0,0.0,1.0,33.0,4116.0,374.0,0.0,234.0,14.0,302.0
2020-04-01 23:00:00+02:00,321.0,3828.0,0.0,1.0,31.0,4117.0,386.0,0.0,233.0,11.0,245.0
2020-04-02 00:00:00+02:00,324.0,2662.0,0.0,1.0,33.0,4121.0,368.0,0.0,234.0,0.0,193.0
2020-04-02 01:00:00+02:00,326.0,2166.0,0.0,69.0,33.0,4122.0,362.0,0.0,234.0,0.0,139.0
2020-04-02 02:00:00+02:00,326.0,2100.0,0.0,87.0,34.0,4122.0,362.0,0.0,237.0,14.0,105.0
2020-04-02 03:00:00+02:00,326.0,2078.0,0.0,81.0,35.0,4123.0,365.0,0.0,232.0,13.0,87.0
2020-04-02 04:00:00+02:00,329.0,2063.0,0.0,0.0,36.0,4123.0,363.0,0.0,232.0,6.0,84.0
