,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2020-09-30 23:00:00+01:00,203.09,2245.67,0.0,0.0,0.0,2.484,34.362,60.68000000000001,0.0,34.89,10.8075
2020-09-30 23:30:00+01:00,202.51500000000001,2174.62,0.0,0.0,0.0,2.52,35.1,60.68000000000001,0.0,1.086,6.4735
2020-10-01 00:00:00+01:00,201.25,2140.32,0.0,0.0,1.584,2.688,35.058,102.50000000000001,0.0,33.432,9.68
2020-10-01 00:30:00+01:00,202.63,2243.71,0.0,0.0,0.0,2.508,35.07,73.80000000000001,0.0,31.77,9.696499999999999
2020-10-01 01:00:00+01:00,202.63,2208.92,0.0,0.0,0.0,2.232,35.034,73.80000000000001,0.0,31.560000000000002,8.668
2020-10-01 01:30:00+01:00,203.09,2218.475,0.0,0.0,0.0,1.992,35.112,84.46000000000001,0.0,31.092000000000002,8.8935
2020-10-01 02:00:00+01:00,203.895,2215.7799999999997,0.0,0.0,0.0,1.98,35.13,85.28,0.0,28.236,8.481
2020-10-01 02:30:00+01:00,203.32000000000002,2195.2,0.0,0.0,0.0,1.992,35.148,60.68000000000001,0.0,27.864,8.503
2020-10-01 03:00:00+01:00,203.32000000000002,2150.855,0.0,0.0,0.0,1.98,35.088,75.44000000000001,0.0,24.804000000000002,8.206
2020-10-01 03:30:00+01:00,203.78,2167.27,0.0,0.0,0.0,1.98,35.088,57.81,0.0,23.886,8.161999999999999
2020-10-01 04:00:00+01:00,203.66500000000002,2089.605,0.0,0.0,0.0,1.968,35.124,57.81,0.0,22.296,7.7935
2020-10-01 04:30:00+01:00,203.66500000000002,2129.295,22.55,0.0,0.0,1.98,35.106,58.220000000000006,0.0,19.266000000000002,7.969499999999999
2020-10-01 05:00:00+01:00,201.02,2207.45,40.18,0.0,0.0,1.968,35.088,75.03,0.0,16.068,7.5625
2020-10-01 05:30:00+01:00,192.85500000000002,2431.87,151.70000000000002,0.0,0.0,1.98,34.83,57.400000000000006,0.0,15.282,7.898
2020-10-01 06:00:00+01:00,195.155,3021.34,254.61,0.0,0.0,2.196,33.948,56.99,0.0,11.94,7.303999999999999
2020-10-01 06:30:00+01:00,203.55,3708.565,307.91,0.0,0.0,2.412,33.738,56.99,0.0,10.284,7.408499999999999
2020-10-01 07:00:00+01:00,203.205,4081.455,497.74000000000007,0.0,0.0,3.7560000000000002,33.696,59.45,1.8245,0.20400000000000001,2.8764999999999996
2020-10-01 07:30:00+01:00,203.205,4673.865,602.2900000000001,0.0,0.924,3.8280000000000003,33.708,88.15,6.1705000000000005,5.322,6.138
2020-10-01 08:00:00+01:00,203.32000000000002,4813.76,676.9100000000001,0.0,3.168,3.996,33.708,117.26,10.967500000000001,5.952,5.544
2020-10-01 08:30:00+01:00,203.435,4815.23,686.75,0.0,3.612,3.864,33.72,94.30000000000001,23.78,6.69,5.236
2020-10-01 09:00:00+01:00,203.435,4722.865,646.98,0.0,0.228,3.624,33.672000000000004,75.85000000000001,38.745000000000005,7.062,5.076499999999999
2020-10-01 09:30:00+01:00,203.55,4694.445,682.24,0.0,0.0,3.516,34.56,72.16000000000001,51.865,6.54,4.8565
2020-10-01 10:00:00+01:00,203.55,4747.855,696.1800000000001,0.0,0.0,3.348,35.07,63.96000000000001,63.755,6.372,4.3065
2020-10-01 10:30:00+01:00,203.78,4735.605,656.82,0.0,0.0,3.192,35.13,62.32000000000001,74.00500000000001,6.564,4.3835
2020-10-01 11:00:00+01:00,203.32000000000002,4716.495,620.33,0.0,0.0,2.748,35.1,62.32000000000001,78.515,5.634,4.5045
2020-10-01 11:30:00+01:00,201.71,4634.665,574.4100000000001,0.0,0.0,2.712,35.178,65.19000000000001,83.23,6.24,4.444
2020-10-01 12:00:00+01:00,203.66500000000002,4698.61,534.64,0.0,0.54,2.376,35.124,72.98,87.33,6.774,4.5485
2020-10-01 12:30:00+01:00,203.205,4726.785,548.58,0.0,0.0,2.412,35.196,75.44000000000001,89.995,6.75,4.51
2020-10-01 13:00:00+01:00,203.205,4697.875,421.48,0.0,0.0,2.2680000000000002,35.184,67.65,95.735,7.8420000000000005,4.191
2020-10-01 13:30:00+01:00,203.205,4540.585,423.94000000000005,0.0,0.0,2.484,35.184,63.96000000000001,97.58,7.494,4.2625
2020-10-01 14:00:00+01:00,202.86,4385.5,423.53000000000003,0.0,0.0,2.58,35.184,65.60000000000001,94.915,6.54,4.2459999999999996
2020-10-01 14:30:00+01:00,203.09,4341.6449999999995,425.17,0.0,0.0,2.592,35.196,59.86000000000001,87.535,7.2780000000000005,4.1415
2020-10-01 15:00:00+01:00,203.09,4435.235,448.13000000000005,0.0,0.0,3.372,35.148,61.09,76.465,7.0680000000000005,3.8939999999999997
2020-10-01 15:30:00+01:00,203.78,4447.73,762.19,0.0,0.0,3.72,35.13,61.09,63.550000000000004,6.432,3.8114999999999997
2020-10-01 16:00:00+01:00,203.66500000000002,4524.17,822.46,0.0,1.08,4.6080000000000005,35.124,82.0,45.92,6.096,3.597
2020-10-01 16:30:00+01:00,203.435,4668.72,938.9000000000001,0.0,2.076,5.472,34.578,71.34,34.235,6.0840000000000005,3.7784999999999997
2020-10-01 17:00:00+01:00,203.55,4797.1,1091.8300000000002,0.0,6.84,5.88,33.774,87.74000000000001,23.165000000000003,5.82,3.3274999999999997
2020-10-01 17:30:00+01:00,203.205,4923.275,1140.6200000000001,0.0,7.056,6.36,33.666000000000004,157.44,11.377500000000001,5.064,3.3935
2020-10-01 18:00:00+01:00,203.32000000000002,4854.1849999999995,1148.41,0.0,12.648,7.812,33.714,193.52,2.501,4.89,3.3659999999999997
2020-10-01 18:30:00+01:00,198.72,4975.705,1153.3300000000002,0.0,10.752,7.968,33.642,197.62,0.0615,5.994,3.1405
