,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2020-12-01 00:00:00+01:00,85.0,1049.0,1455.0,16459.0,19.0,,28.0,1900.0
2020-12-01 01:00:00+01:00,86.0,1019.0,1436.0,15935.0,19.0,,29.0,1959.0
2020-12-01 02:00:00+01:00,86.0,944.0,1407.0,15774.0,19.0,,29.0,1943.0
2020-12-01 03:00:00+01:00,83.0,936.0,1393.0,15816.0,19.0,16.0,29.0,2013.0
2020-12-01 04:00:00+01:00,84.0,957.0,1362.0,16045.0,19.0,,29.0,1818.0
2020-12-01 05:00:00+01:00,84.0,1110.0,1340.0,16930.0,19.0,,28.0,1717.0
2020-12-01 06:00:00+01:00,85.0,1154.0,1307.0,18204.0,19.0,,28.0,1385.0
2020-12-01 07:00:00+01:00,85.0,1046.0,1290.0,19661.0,19.0,28.0,27.0,1215.0
2020-12-01 08:00:00+01:00,86.0,1066.0,1271.0,20465.0,19.0,30.0,28.0,1001.0
2020-12-01 09:00:00+01:00,85.0,1088.0,1249.0,20524.0,19.0,25.0,28.0,721.0
2020-12-01 10:00:00+01:00,87.0,1091.0,1254.0,20454.0,19.0,34.0,27.0,644.0
2020-12-01 11:00:00+01:00,92.0,1113.0,1269.0,20739.0,19.0,28.0,28.0,634.0
2020-12-01 12:00:00+01:00,89.0,1123.0,1268.0,20623.0,19.0,,26.0,533.0
2020-12-01 13:00:00+01:00,87.0,1151.0,1260.0,20867.0,19.0,21.0,28.0,439.0
2020-12-01 14:00:00+01:00,83.0,1172.0,1259.0,21006.0,19.0,22.0,28.0,411.0
2020-12-01 15:00:00+01:00,84.0,1323.0,1259.0,20806.0,19.0,27.0,28.0,438.0
2020-12-01 16:00:00+01:00,84.0,1393.0,1253.0,21386.0,19.0,27.0,28.0,511.0
2020-12-01 17:00:00+01:00,86.0,1433.0,1246.0,22039.0,19.0,27.0,28.0,503.0
2020-12-01 18:00:00+01:00,89.0,1427.0,1240.0,22158.0,19.0,27.0,28.0,582.0
2020-12-01 19:00:00+01:00,90.0,1398.0,1236.0,21758.0,19.0,29.0,28.0,837.0
2020-12-01 20:00:00+01:00,92.0,1313.0,1231.0,21137.0,19.0,30.0,28.0,1190.0
2020-12-01 21:00:00+01:00,92.0,1260.0,1224.0,20551.0,19.0,30.0,28.0,1316.0
2020-12-01 22:00:00+01:00,92.0,1177.0,1224.0,19765.0,19.0,30.0,28.0,1296.0
2020-12-01 23:00:00+01:00,92.0,1137.0,1218.0,18642.0,19.0,25.0,28.0,1383.0
2020-12-02 00:00:00+01:00,92.0,862.0,1238.0,17865.0,19.0,26.0,28.0,1546.0
2020-12-02 01:00:00+01:00,90.0,863.0,1238.0,16707.0,19.0,29.0,27.0,1559.0
2020-12-02 02:00:00+01:00,91.0,756.0,1233.0,16167.0,19.0,28.0,28.0,1409.0
