,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2021-02-01 00:00:00+01:00,78.0,914.0,900.0,18070.0,0.0,33.0,18.0,329.0
2021-02-01 01:00:00+01:00,77.0,906.0,888.0,16989.0,0.0,33.0,18.0,384.0
2021-02-01 02:00:00+01:00,77.0,918.0,889.0,16770.0,0.0,31.0,18.0,383.0
2021-02-01 03:00:00+01:00,77.0,846.0,900.0,15942.0,0.0,30.0,21.0,376.0
2021-02-01 04:00:00+01:00,77.0,850.0,895.0,16283.0,0.0,32.0,17.0,377.0
2021-02-01 05:00:00+01:00,77.0,1088.0,892.0,18411.0,0.0,29.0,19.0,372.0
2021-02-01 06:00:00+01:00,77.0,1707.0,912.0,20294.0,0.0,27.0,19.0,330.0
2021-02-01 07:00:00+01:00,77.0,1737.0,929.0,21943.0,0.0,28.0,21.0,312.0
2021-02-01 08:00:00+01:00,78.0,1737.0,928.0,22150.0,0.0,32.0,18.0,296.0
2021-02-01 09:00:00+01:00,90.0,1756.0,927.0,22096.0,0.0,29.0,20.0,304.0
2021-02-01 10:00:00+01:00,77.0,1737.0,928.0,21751.0,0.0,25.0,21.0,376.0
2021-02-01 11:00:00+01:00,77.0,1746.0,932.0,21502.0,0.0,25.0,20.0,403.0
2021-02-01 12:00:00+01:00,77.0,1757.0,937.0,21693.0,0.0,26.0,20.0,434.0
2021-02-01 13:00:00+01:00,77.0,1734.0,936.0,21416.0,0.0,34.0,21.0,420.0
2021-02-01 14:00:00+01:00,77.0,1726.0,929.0,21225.0,0.0,29.0,22.0,386.0
2021-02-01 15:00:00+01:00,77.0,1725.0,934.0,21481.0,0.0,9.0,22.0,340.0
2021-02-01 16:00:00+01:00,77.0,1723.0,936.0,21368.0,0.0,11.0,22.0,303.0
2021-02-01 17:00:00+01:00,77.0,1737.0,939.0,21663.0,0.0,10.0,22.0,336.0
2021-02-01 18:00:00+01:00,77.0,1737.0,938.0,21751.0,0.0,8.0,22.0,255.0
2021-02-01 19:00:00+01:00,77.0,1739.0,944.0,21693.0,0.0,32.0,19.0,236.0
2021-02-01 20:00:00+01:00,77.0,1733.0,936.0,21376.0,0.0,36.0,21.0,219.0
2021-02-01 21:00:00+01:00,77.0,1678.0,930.0,20973.0,0.0,24.0,21.0,191.0
2021-02-01 22:00:00+01:00,77.0,1653.0,925.0,20594.0,0.0,29.0,22.0,206.0
2021-02-01 23:00:00+01:00,78.0,1668.0,920.0,20317.0,0.0,29.0,21.0,189.0
2021-02-02 00:00:00+01:00,78.0,1637.0,906.0,19436.0,0.0,35.0,21.0,175.0
2021-02-02 01:00:00+01:00,78.0,1652.0,904.0,19295.0,0.0,28.0,21.0,229.0
2021-02-02 02:00:00+01:00,78.0,1441.0,905.0,19064.0,0.0,32.0,20.0,226.0
2021-02-02 03:00:00+01:00,78.0,1336.0,902.0,18636.0,0.0,30.0,21.0,209.0
2021-02-02 04:00:00+01:00,78.0,1505.0,901.0,19038.0,0.0,26.0,18.0,201.0
2021-02-02 05:00:00+01:00,78.0,1683.0,898.0,19820.0,0.0,34.0,18.0,198.0
2021-02-02 06:00:00+01:00,78.0,1726.0,911.0,20719.0,0.0,33.0,14.0,196.0
2021-02-02 07:00:00+01:00,78.0,1736.0,913.0,22127.0,0.0,28.0,15.0,258.0
2021-02-02 08:00:00+01:00,78.0,1720.0,913.0,21966.0,0.0,25.0,15.0,267.0
2021-02-02 09:00:00+01:00,78.0,1762.0,912.0,21992.0,0.0,26.0,15.0,267.0
2021-02-02 10:00:00+01:00,80.0,1766.0,898.0,22068.0,0.0,25.0,17.0,259.0
2021-02-02 11:00:00+01:00,81.0,1756.0,879.0,22270.0,0.0,26.0,19.0,294.0
2021-02-02 12:00:00+01:00,81.0,1758.0,875.0,22309.0,0.0,30.0,18.0,329.0
2021-02-02 13:00:00+01:00,80.0,1738.0,877.0,22018.0,0.0,31.0,18.0,359.0
2021-02-02 14:00:00+01:00,80.0,1727.0,879.0,21929.0,0.0,26.0,18.0,397.0
2021-02-02 15:00:00+01:00,81.0,1743.0,884.0,21971.0,0.0,21.0,18.0,457.0
2021-02-02 16:00:00+01:00,81.0,1714.0,903.0,22013.0,0.0,28.0,18.0,570.0
2021-02-02 17:00:00+01:00,81.0,1738.0,901.0,22174.0,0.0,27.0,17.0,708.0
2021-02-02 18:00:00+01:00,80.0,1734.0,904.0,22239.0,0.0,27.0,17.0,821.0
2021-02-02 19:00:00+01:00,80.0,1721.0,904.0,21742.0,0.0,29.0,21.0,861.0
2021-02-02 20:00:00+01:00,80.0,1696.0,899.0,21316.0,0.0,25.0,19.0,906.0
2021-02-02 21:00:00+01:00,80.0,1690.0,897.0,20751.0,0.0,10.0,22.0,1028.0
2021-02-02 22:00:00+01:00,81.0,1615.0,872.0,19800.0,0.0,10.0,23.0,1058.0
2021-02-02 23:00:00+01:00,81.0,1052.0,877.0,18157.0,0.0,29.0,21.0,1090.0
2021-02-03 00:00:00+01:00,80.0,869.0,859.0,16149.0,0.0,25.0,22.0,1064.0
2021-02-03 01:00:00+01:00,80.0,522.0,851.0,15649.0,0.0,28.0,23.0,1002.0
2021-02-03 02:00:00+01:00,81.0,513.0,849.0,15368.0,0.0,33.0,29.0,1007.0
2021-02-03 03:00:00+01:00,80.0,518.0,848.0,15182.0,0.0,31.0,28.0,1029.0
2021-02-03 04:00:00+01:00,81.0,745.0,853.0,15832.0,0.0,29.0,31.0,1052.0
2021-02-03 05:00:00+01:00,80.0,1146.0,855.0,17191.0,0.0,38.0,19.0,1169.0
2021-02-03 06:00:00+01:00,80.0,1322.0,856.0,19215.0,0.0,21.0,21.0,1241.0
2021-02-03 07:00:00+01:00,80.0,1629.0,895.0,20740.0,0.0,35.0,22.0,1293.0
2021-02-03 08:00:00+01:00,80.0,1712.0,900.0,20957.0,0.0,31.0,19.0,1361.0
2021-02-03 09:00:00+01:00,82.0,1757.0,901.0,21204.0,0.0,15.0,19.0,1454.0
2021-02-03 10:00:00+01:00,83.0,1756.0,903.0,21150.0,0.0,,20.0,1550.0
2021-02-03 11:00:00+01:00,86.0,1748.0,896.0,21078.0,0.0,10.0,21.0,1650.0
2021-02-03 12:00:00+01:00,86.0,1739.0,899.0,20997.0,0.0,12.0,20.0,1668.0
2021-02-03 13:00:00+01:00,86.0,1711.0,899.0,20259.0,0.0,,20.0,1671.0
2021-02-03 14:00:00+01:00,86.0,1673.0,878.0,20261.0,0.0,9.0,20.0,1656.0
2021-02-03 15:00:00+01:00,86.0,1635.0,882.0,20455.0,0.0,16.0,19.0,1611.0
2021-02-03 16:00:00+01:00,86.0,1603.0,883.0,20574.0,0.0,17.0,18.0,1699.0
2021-02-03 17:00:00+01:00,86.0,1723.0,881.0,20828.0,0.0,21.0,19.0,1659.0
2021-02-03 18:00:00+01:00,81.0,1714.0,877.0,20668.0,0.0,22.0,20.0,1658.0
2021-02-03 19:00:00+01:00,81.0,1706.0,880.0,20487.0,0.0,22.0,20.0,1644.0
2021-02-03 20:00:00+01:00,81.0,1541.0,860.0,19591.0,0.0,23.0,21.0,1655.0
2021-02-03 21:00:00+01:00,81.0,1342.0,861.0,18591.0,0.0,23.0,21.0,1682.0
2021-02-03 22:00:00+01:00,82.0,910.0,850.0,17445.0,0.0,24.0,22.0,1687.0
2021-02-03 23:00:00+01:00,86.0,486.0,844.0,15749.0,0.0,31.0,24.0,1708.0
2021-02-04 00:00:00+01:00,84.0,285.0,838.0,14523.0,0.0,31.0,29.0,1668.0
2021-02-04 01:00:00+01:00,88.0,282.0,834.0,14165.0,0.0,29.0,32.0,1593.0
2021-02-04 02:00:00+01:00,87.0,288.0,831.0,14106.0,0.0,27.0,28.0,1498.0
2021-02-04 03:00:00+01:00,82.0,285.0,823.0,14452.0,0.0,25.0,28.0,1417.0
2021-02-04 04:00:00+01:00,81.0,392.0,817.0,15431.0,0.0,25.0,27.0,1210.0
2021-02-04 05:00:00+01:00,82.0,854.0,815.0,16943.0,0.0,27.0,23.0,1040.0
2021-02-04 06:00:00+01:00,81.0,1559.0,813.0,19683.0,0.0,26.0,19.0,981.0
2021-02-04 07:00:00+01:00,80.0,1729.0,842.0,20527.0,0.0,28.0,19.0,945.0
2021-02-04 08:00:00+01:00,18.0,1734.0,846.0,21008.0,0.0,26.0,21.0,904.0
2021-02-04 09:00:00+01:00,3.0,1758.0,859.0,21174.0,0.0,8.0,21.0,857.0
2021-02-04 10:00:00+01:00,3.0,1752.0,863.0,21138.0,0.0,9.0,21.0,885.0
2021-02-04 11:00:00+01:00,3.0,1771.0,863.0,21151.0,0.0,26.0,20.0,846.0
2021-02-04 12:00:00+01:00,3.0,1750.0,869.0,20765.0,0.0,25.0,22.0,793.0
2021-02-04 13:00:00+01:00,8.0,1723.0,892.0,20407.0,0.0,24.0,19.0,711.0
2021-02-04 14:00:00+01:00,44.0,1700.0,886.0,20499.0,0.0,32.0,19.0,589.0
2021-02-04 15:00:00+01:00,73.0,1706.0,891.0,20785.0,0.0,32.0,24.0,594.0
2021-02-04 16:00:00+01:00,73.0,1710.0,887.0,20725.0,0.0,31.0,22.0,610.0
2021-02-04 17:00:00+01:00,73.0,1722.0,888.0,20804.0,0.0,31.0,21.0,727.0
2021-02-04 18:00:00+01:00,73.0,1727.0,883.0,20921.0,0.0,32.0,19.0,856.0
2021-02-04 19:00:00+01:00,73.0,1729.0,879.0,20455.0,0.0,31.0,23.0,958.0
2021-02-04 20:00:00+01:00,73.0,1720.0,881.0,19638.0,0.0,29.0,21.0,1052.0
2021-02-04 21:00:00+01:00,73.0,1714.0,881.0,19229.0,0.0,30.0,20.0,1199.0
2021-02-04 22:00:00+01:00,73.0,1711.0,862.0,19115.0,0.0,38.0,18.0,1261.0
2021-02-04 23:00:00+01:00,73.0,1664.0,839.0,18555.0,0.0,35.0,19.0,1269.0
2021-02-05 00:00:00+01:00,73.0,1597.0,841.0,18214.0,0.0,28.0,21.0,1283.0
2021-02-05 01:00:00+01:00,73.0,1472.0,836.0,17767.0,0.0,29.0,21.0,1265.0
2021-02-05 02:00:00+01:00,73.0,998.0,856.0,17520.0,0.0,35.0,22.0,1275.0
2021-02-05 03:00:00+01:00,73.0,1046.0,856.0,16990.0,0.0,28.0,23.0,1281.0
2021-02-05 04:00:00+01:00,73.0,1099.0,850.0,17163.0,0.0,30.0,21.0,1237.0
2021-02-05 05:00:00+01:00,73.0,1349.0,834.0,18365.0,0.0,31.0,19.0,1210.0
2021-02-05 06:00:00+01:00,73.0,1558.0,845.0,19659.0,0.0,28.0,22.0,1135.0
2021-02-05 07:00:00+01:00,73.0,1643.0,866.0,20925.0,0.0,29.0,22.0,1074.0
2021-02-05 08:00:00+01:00,73.0,1652.0,864.0,21345.0,0.0,32.0,19.0,1065.0
2021-02-05 09:00:00+01:00,73.0,1685.0,864.0,21540.0,0.0,24.0,19.0,1082.0
2021-02-05 10:00:00+01:00,73.0,1702.0,869.0,21430.0,0.0,24.0,23.0,1038.0
2021-02-05 11:00:00+01:00,73.0,1708.0,869.0,21468.0,0.0,16.0,21.0,1012.0
2021-02-05 12:00:00+01:00,73.0,1650.0,868.0,21195.0,0.0,17.0,18.0,997.0
2021-02-05 13:00:00+01:00,73.0,1592.0,853.0,21072.0,0.0,18.0,19.0,1014.0
2021-02-05 14:00:00+01:00,73.0,1592.0,850.0,21052.0,0.0,20.0,20.0,958.0
2021-02-05 15:00:00+01:00,73.0,1566.0,841.0,20734.0,0.0,25.0,20.0,947.0
2021-02-05 16:00:00+01:00,73.0,1601.0,841.0,20534.0,0.0,24.0,19.0,1077.0
2021-02-05 17:00:00+01:00,73.0,1663.0,853.0,20750.0,0.0,23.0,18.0,1236.0
2021-02-05 18:00:00+01:00,73.0,1702.0,841.0,20904.0,0.0,23.0,19.0,1363.0
2021-02-05 19:00:00+01:00,73.0,1634.0,855.0,20065.0,0.0,24.0,22.0,1386.0
2021-02-05 20:00:00+01:00,73.0,1552.0,838.0,19424.0,0.0,23.0,20.0,1443.0
2021-02-05 21:00:00+01:00,73.0,1518.0,828.0,19266.0,0.0,31.0,18.0,1408.0
2021-02-05 22:00:00+01:00,73.0,1525.0,819.0,18886.0,0.0,30.0,21.0,1387.0
2021-02-05 23:00:00+01:00,73.0,1312.0,816.0,17775.0,0.0,30.0,21.0,1336.0
2021-02-06 00:00:00+01:00,73.0,1081.0,815.0,16689.0,0.0,30.0,21.0,1332.0
2021-02-06 01:00:00+01:00,73.0,862.0,805.0,15880.0,0.0,30.0,22.0,1264.0
2021-02-06 02:00:00+01:00,73.0,500.0,795.0,15336.0,0.0,27.0,23.0,1233.0
2021-02-06 03:00:00+01:00,73.0,479.0,788.0,14797.0,0.0,27.0,23.0,1167.0
2021-02-06 04:00:00+01:00,73.0,470.0,802.0,14902.0,0.0,30.0,23.0,1171.0
2021-02-06 05:00:00+01:00,73.0,605.0,792.0,15085.0,0.0,29.0,21.0,1117.0
2021-02-06 06:00:00+01:00,73.0,610.0,796.0,15687.0,0.0,29.0,21.0,1082.0
2021-02-06 07:00:00+01:00,73.0,714.0,803.0,16521.0,0.0,28.0,22.0,1144.0
2021-02-06 08:00:00+01:00,73.0,978.0,815.0,17535.0,0.0,28.0,25.0,1231.0
2021-02-06 09:00:00+01:00,73.0,1318.0,802.0,18676.0,0.0,24.0,22.0,1168.0
2021-02-06 10:00:00+01:00,73.0,1410.0,804.0,19330.0,0.0,18.0,19.0,1185.0
2021-02-06 11:00:00+01:00,73.0,1467.0,807.0,19722.0,0.0,26.0,19.0,1184.0
2021-02-06 12:00:00+01:00,73.0,1313.0,794.0,19193.0,0.0,26.0,19.0,1127.0
2021-02-06 13:00:00+01:00,73.0,956.0,801.0,18241.0,0.0,26.0,19.0,1093.0
2021-02-06 14:00:00+01:00,73.0,805.0,794.0,17427.0,0.0,25.0,19.0,1058.0
2021-02-06 15:00:00+01:00,73.0,751.0,789.0,16917.0,0.0,25.0,19.0,1058.0
2021-02-06 16:00:00+01:00,73.0,834.0,783.0,16768.0,0.0,27.0,25.0,1048.0
2021-02-06 17:00:00+01:00,73.0,1283.0,787.0,18272.0,0.0,24.0,27.0,1081.0
2021-02-06 18:00:00+01:00,73.0,1332.0,800.0,18915.0,0.0,25.0,23.0,1115.0
2021-02-06 19:00:00+01:00,93.0,959.0,794.0,18038.0,0.0,25.0,23.0,976.0
2021-02-06 20:00:00+01:00,111.0,707.0,785.0,17040.0,0.0,26.0,23.0,987.0
2021-02-06 21:00:00+01:00,72.0,601.0,781.0,16216.0,0.0,25.0,22.0,1025.0
2021-02-06 22:00:00+01:00,72.0,553.0,792.0,15460.0,0.0,27.0,25.0,913.0
2021-02-06 23:00:00+01:00,72.0,595.0,791.0,14858.0,0.0,29.0,22.0,1021.0
2021-02-07 00:00:00+01:00,72.0,618.0,776.0,14912.0,0.0,25.0,20.0,1009.0
2021-02-07 01:00:00+01:00,72.0,621.0,774.0,14451.0,0.0,27.0,23.0,996.0
2021-02-07 02:00:00+01:00,72.0,612.0,791.0,13415.0,0.0,22.0,20.0,1149.0
2021-02-07 03:00:00+01:00,72.0,646.0,793.0,12979.0,0.0,25.0,21.0,1268.0
2021-02-07 04:00:00+01:00,72.0,651.0,791.0,12780.0,0.0,28.0,19.0,1355.0
2021-02-07 05:00:00+01:00,72.0,661.0,791.0,13178.0,0.0,33.0,21.0,1323.0
2021-02-07 06:00:00+01:00,72.0,659.0,791.0,13349.0,0.0,31.0,22.0,1193.0
2021-02-07 07:00:00+01:00,73.0,665.0,793.0,14037.0,0.0,30.0,23.0,1122.0
2021-02-07 08:00:00+01:00,73.0,765.0,790.0,15550.0,0.0,30.0,28.0,1187.0
2021-02-07 09:00:00+01:00,75.0,932.0,779.0,16672.0,0.0,33.0,28.0,1249.0
2021-02-07 10:00:00+01:00,75.0,873.0,781.0,17277.0,0.0,32.0,22.0,1286.0
2021-02-07 11:00:00+01:00,73.0,918.0,774.0,17335.0,0.0,32.0,24.0,1233.0
2021-02-07 12:00:00+01:00,73.0,579.0,778.0,17095.0,0.0,33.0,25.0,1262.0
2021-02-07 13:00:00+01:00,73.0,558.0,776.0,16724.0,0.0,32.0,24.0,1389.0
2021-02-07 14:00:00+01:00,73.0,557.0,777.0,16571.0,0.0,34.0,22.0,1333.0
2021-02-07 15:00:00+01:00,73.0,554.0,778.0,16723.0,0.0,30.0,23.0,1253.0
2021-02-07 16:00:00+01:00,73.0,609.0,769.0,17185.0,0.0,30.0,24.0,1187.0
2021-02-07 17:00:00+01:00,73.0,894.0,771.0,18711.0,0.0,32.0,23.0,1076.0
2021-02-07 18:00:00+01:00,73.0,923.0,782.0,18910.0,0.0,30.0,19.0,1165.0
2021-02-07 19:00:00+01:00,73.0,721.0,772.0,17908.0,0.0,30.0,19.0,1284.0
2021-02-07 20:00:00+01:00,73.0,653.0,779.0,16976.0,0.0,29.0,24.0,1328.0
2021-02-07 21:00:00+01:00,73.0,604.0,771.0,16343.0,0.0,28.0,26.0,1342.0
2021-02-07 22:00:00+01:00,73.0,601.0,770.0,16125.0,0.0,31.0,24.0,1189.0
2021-02-07 23:00:00+01:00,73.0,589.0,768.0,15318.0,0.0,33.0,23.0,1069.0
2021-02-08 00:00:00+01:00,70.0,737.0,772.0,15780.0,0.0,24.0,20.0,945.0
2021-02-08 01:00:00+01:00,70.0,761.0,760.0,15093.0,0.0,29.0,22.0,954.0
2021-02-08 02:00:00+01:00,70.0,761.0,769.0,14656.0,0.0,32.0,20.0,900.0
2021-02-08 03:00:00+01:00,70.0,757.0,779.0,14614.0,0.0,31.0,20.0,874.0
2021-02-08 04:00:00+01:00,70.0,816.0,783.0,15114.0,0.0,29.0,21.0,983.0
2021-02-08 05:00:00+01:00,70.0,1182.0,770.0,17542.0,0.0,29.0,19.0,979.0
2021-02-08 06:00:00+01:00,70.0,1620.0,770.0,19495.0,0.0,26.0,21.0,925.0
2021-02-08 07:00:00+01:00,70.0,1782.0,796.0,21293.0,0.0,26.0,22.0,926.0
2021-02-08 08:00:00+01:00,70.0,1773.0,818.0,21466.0,0.0,25.0,21.0,1026.0
2021-02-08 09:00:00+01:00,70.0,1760.0,818.0,21411.0,0.0,25.0,20.0,994.0
2021-02-08 10:00:00+01:00,70.0,1775.0,816.0,21502.0,0.0,23.0,17.0,897.0
2021-02-08 11:00:00+01:00,70.0,1778.0,820.0,21813.0,0.0,26.0,20.0,746.0
2021-02-08 12:00:00+01:00,70.0,1769.0,826.0,22021.0,0.0,28.0,20.0,687.0
2021-02-08 13:00:00+01:00,70.0,1670.0,822.0,21751.0,0.0,28.0,19.0,650.0
2021-02-08 14:00:00+01:00,70.0,1709.0,821.0,21377.0,0.0,27.0,20.0,683.0
2021-02-08 15:00:00+01:00,70.0,1732.0,820.0,21368.0,0.0,29.0,19.0,718.0
2021-02-08 16:00:00+01:00,70.0,1730.0,831.0,21476.0,0.0,26.0,20.0,745.0
2021-02-08 17:00:00+01:00,70.0,1779.0,833.0,21746.0,0.0,28.0,22.0,776.0
2021-02-08 18:00:00+01:00,70.0,1774.0,837.0,21680.0,0.0,28.0,25.0,771.0
2021-02-08 19:00:00+01:00,70.0,1762.0,835.0,21332.0,0.0,27.0,25.0,882.0
2021-02-08 20:00:00+01:00,70.0,1663.0,830.0,20731.0,0.0,28.0,22.0,980.0
2021-02-08 21:00:00+01:00,70.0,1618.0,817.0,20382.0,0.0,28.0,19.0,1028.0
2021-02-08 22:00:00+01:00,70.0,1415.0,807.0,19436.0,0.0,33.0,19.0,1028.0
2021-02-08 23:00:00+01:00,70.0,1291.0,808.0,18705.0,0.0,30.0,24.0,1001.0
2021-02-09 00:00:00+01:00,70.0,1370.0,787.0,18382.0,0.0,30.0,23.0,1020.0
2021-02-09 01:00:00+01:00,70.0,1395.0,782.0,18737.0,0.0,30.0,20.0,1035.0
2021-02-09 02:00:00+01:00,70.0,1384.0,785.0,18651.0,0.0,29.0,20.0,1038.0
2021-02-09 03:00:00+01:00,70.0,1365.0,784.0,18338.0,0.0,30.0,19.0,1065.0
2021-02-09 04:00:00+01:00,70.0,1341.0,785.0,18291.0,0.0,29.0,21.0,1115.0
2021-02-09 05:00:00+01:00,70.0,1386.0,780.0,18526.0,0.0,31.0,22.0,1112.0
2021-02-09 06:00:00+01:00,70.0,1535.0,793.0,19937.0,0.0,30.0,21.0,1090.0
2021-02-09 07:00:00+01:00,70.0,1670.0,809.0,20989.0,0.0,31.0,22.0,1060.0
2021-02-09 08:00:00+01:00,70.0,1680.0,819.0,21334.0,0.0,36.0,23.0,997.0
2021-02-09 09:00:00+01:00,70.0,1756.0,817.0,21826.0,0.0,33.0,24.0,929.0
2021-02-09 10:00:00+01:00,71.0,1756.0,805.0,21966.0,0.0,32.0,25.0,926.0
2021-02-09 11:00:00+01:00,73.0,1742.0,811.0,21734.0,0.0,33.0,25.0,1002.0
2021-02-09 12:00:00+01:00,73.0,1763.0,808.0,21628.0,0.0,29.0,22.0,1077.0
2021-02-09 13:00:00+01:00,73.0,1761.0,809.0,21552.0,0.0,29.0,23.0,1135.0
2021-02-09 14:00:00+01:00,73.0,1759.0,807.0,21606.0,0.0,32.0,22.0,1160.0
2021-02-09 15:00:00+01:00,73.0,1763.0,815.0,21595.0,0.0,39.0,20.0,1209.0
2021-02-09 16:00:00+01:00,76.0,1777.0,809.0,21964.0,0.0,38.0,20.0,1014.0
2021-02-09 17:00:00+01:00,79.0,1767.0,804.0,21956.0,0.0,38.0,18.0,918.0
2021-02-09 18:00:00+01:00,79.0,1773.0,803.0,21787.0,0.0,35.0,18.0,809.0
2021-02-09 19:00:00+01:00,80.0,1777.0,802.0,21638.0,0.0,33.0,20.0,811.0
2021-02-09 20:00:00+01:00,82.0,1768.0,792.0,21192.0,0.0,34.0,21.0,802.0
2021-02-09 21:00:00+01:00,81.0,1751.0,779.0,20531.0,0.0,35.0,20.0,790.0
2021-02-09 22:00:00+01:00,80.0,1708.0,775.0,20132.0,0.0,36.0,22.0,771.0
2021-02-09 23:00:00+01:00,80.0,1710.0,760.0,20177.0,0.0,34.0,19.0,721.0
2021-02-10 00:00:00+01:00,80.0,1571.0,761.0,20090.0,0.0,34.0,20.0,696.0
2021-02-10 01:00:00+01:00,80.0,1394.0,773.0,19810.0,0.0,37.0,18.0,601.0
2021-02-10 02:00:00+01:00,80.0,1364.0,768.0,19573.0,0.0,39.0,19.0,550.0
2021-02-10 03:00:00+01:00,80.0,1357.0,759.0,19032.0,0.0,38.0,20.0,614.0
2021-02-10 04:00:00+01:00,80.0,1360.0,758.0,19077.0,0.0,34.0,19.0,594.0
2021-02-10 05:00:00+01:00,80.0,1512.0,757.0,19557.0,0.0,38.0,19.0,590.0
2021-02-10 06:00:00+01:00,80.0,1758.0,760.0,20293.0,0.0,37.0,20.0,588.0
2021-02-10 07:00:00+01:00,81.0,1774.0,786.0,21552.0,0.0,34.0,20.0,600.0
2021-02-10 08:00:00+01:00,102.0,1774.0,789.0,21718.0,0.0,30.0,18.0,636.0
2021-02-10 09:00:00+01:00,101.0,1764.0,792.0,21805.0,0.0,30.0,21.0,598.0
2021-02-10 10:00:00+01:00,101.0,1759.0,791.0,21843.0,0.0,25.0,17.0,645.0
2021-02-10 11:00:00+01:00,91.0,1758.0,794.0,21698.0,0.0,24.0,18.0,658.0
2021-02-10 12:00:00+01:00,80.0,1748.0,793.0,21351.0,0.0,34.0,17.0,633.0
2021-02-10 13:00:00+01:00,80.0,1760.0,789.0,21182.0,0.0,36.0,18.0,710.0
2021-02-10 14:00:00+01:00,80.0,1763.0,785.0,21342.0,0.0,32.0,18.0,689.0
2021-02-10 15:00:00+01:00,80.0,1751.0,787.0,21174.0,0.0,29.0,17.0,652.0
2021-02-10 16:00:00+01:00,81.0,1721.0,786.0,21192.0,0.0,37.0,18.0,682.0
2021-02-10 17:00:00+01:00,80.0,1764.0,788.0,21525.0,0.0,39.0,18.0,805.0
2021-02-10 18:00:00+01:00,101.0,1766.0,799.0,21511.0,0.0,39.0,19.0,938.0
2021-02-10 19:00:00+01:00,81.0,1763.0,791.0,21192.0,0.0,40.0,21.0,840.0
2021-02-10 20:00:00+01:00,80.0,1689.0,796.0,20329.0,0.0,37.0,22.0,929.0
2021-02-10 21:00:00+01:00,80.0,1493.0,816.0,19812.0,0.0,37.0,18.0,907.0
2021-02-10 22:00:00+01:00,80.0,1666.0,787.0,20174.0,0.0,41.0,21.0,963.0
2021-02-10 23:00:00+01:00,80.0,1717.0,768.0,20337.0,0.0,37.0,21.0,1071.0
2021-02-11 00:00:00+01:00,80.0,1689.0,774.0,19556.0,0.0,37.0,22.0,1083.0
2021-02-11 01:00:00+01:00,80.0,1672.0,777.0,19515.0,0.0,35.0,21.0,1193.0
2021-02-11 02:00:00+01:00,80.0,1680.0,776.0,19610.0,0.0,39.0,19.0,1173.0
2021-02-11 03:00:00+01:00,80.0,1682.0,763.0,19621.0,0.0,40.0,20.0,1163.0
2021-02-11 04:00:00+01:00,80.0,1665.0,763.0,19408.0,0.0,39.0,23.0,1146.0
