,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2020-12-01 00:00:00+01:00,120.0,532.0,1308.0,38.0,0.0,0.0,10.0,11.0,1445.0,71.0,14.0,0.0,13.0,89.0
2020-12-01 00:15:00+01:00,121.0,526.0,1292.0,38.0,0.0,0.0,10.0,11.0,1446.0,71.0,14.0,0.0,14.0,88.0
2020-12-01 00:30:00+01:00,120.0,522.0,1277.0,39.0,0.0,0.0,10.0,11.0,1448.0,71.0,13.0,0.0,14.0,88.0
2020-12-01 00:45:00+01:00,120.0,523.0,1249.0,40.0,0.0,0.0,10.0,11.0,1447.0,71.0,13.0,0.0,14.0,91.0
2020-12-01 01:00:00+01:00,120.0,531.0,1289.0,40.0,0.0,0.0,10.0,11.0,1449.0,71.0,13.0,0.0,14.0,94.0
2020-12-01 01:15:00+01:00,120.0,536.0,1294.0,40.0,0.0,0.0,10.0,11.0,1448.0,71.0,13.0,0.0,14.0,92.0
2020-12-01 01:30:00+01:00,116.0,535.0,1294.0,39.0,0.0,0.0,10.0,11.0,1448.0,71.0,10.0,0.0,15.0,97.0
2020-12-01 01:45:00+01:00,111.0,514.0,1245.0,37.0,0.0,0.0,10.0,11.0,1447.0,71.0,10.0,0.0,14.0,94.0
2020-12-01 02:00:00+01:00,106.0,530.0,1299.0,39.0,0.0,0.0,10.0,11.0,1447.0,70.0,10.0,0.0,14.0,99.0
2020-12-01 02:15:00+01:00,94.0,528.0,1332.0,40.0,0.0,0.0,10.0,11.0,1447.0,70.0,10.0,0.0,15.0,110.0
2020-12-01 02:30:00+01:00,91.0,505.0,1318.0,39.0,0.0,0.0,10.0,11.0,1447.0,70.0,10.0,0.0,14.0,110.0
2020-12-01 02:45:00+01:00,92.0,479.0,1302.0,38.0,0.0,0.0,10.0,11.0,1447.0,70.0,10.0,0.0,13.0,107.0
2020-12-01 03:00:00+01:00,93.0,499.0,1338.0,38.0,0.0,0.0,10.0,11.0,1448.0,71.0,10.0,0.0,15.0,105.0
2020-12-01 03:15:00+01:00,92.0,505.0,1336.0,39.0,0.0,0.0,10.0,11.0,1448.0,71.0,10.0,0.0,14.0,105.0
2020-12-01 03:30:00+01:00,92.0,508.0,1336.0,38.0,0.0,0.0,10.0,11.0,1448.0,71.0,10.0,0.0,14.0,105.0
2020-12-01 03:45:00+01:00,92.0,510.0,1331.0,39.0,0.0,0.0,10.0,11.0,1448.0,71.0,10.0,0.0,13.0,102.0
2020-12-01 04:00:00+01:00,91.0,500.0,1313.0,38.0,0.0,0.0,10.0,11.0,1448.0,72.0,10.0,0.0,14.0,102.0
2020-12-01 04:15:00+01:00,89.0,497.0,1331.0,39.0,0.0,0.0,10.0,11.0,1448.0,72.0,10.0,0.0,14.0,112.0
2020-12-01 04:30:00+01:00,90.0,509.0,1336.0,39.0,0.0,0.0,10.0,11.0,1448.0,72.0,10.0,0.0,14.0,113.0
2020-12-01 04:45:00+01:00,93.0,524.0,1330.0,38.0,0.0,0.0,10.0,11.0,1448.0,72.0,10.0,0.0,15.0,121.0
2020-12-01 05:00:00+01:00,98.0,500.0,1216.0,39.0,0.0,0.0,10.0,11.0,1447.0,72.0,10.0,0.0,14.0,120.0
2020-12-01 05:15:00+01:00,108.0,501.0,1231.0,39.0,0.0,0.0,10.0,11.0,1447.0,72.0,11.0,0.0,13.0,119.0
2020-12-01 05:30:00+01:00,111.0,529.0,1284.0,37.0,0.0,0.0,10.0,11.0,1447.0,72.0,12.0,0.0,14.0,122.0
2020-12-01 05:45:00+01:00,116.0,537.0,1336.0,37.0,0.0,0.0,10.0,11.0,1447.0,72.0,13.0,0.0,14.0,122.0
2020-12-01 06:00:00+01:00,119.0,516.0,1205.0,33.0,0.0,0.0,10.0,11.0,1446.0,73.0,12.0,0.0,14.0,112.0
2020-12-01 06:15:00+01:00,119.0,510.0,1324.0,32.0,0.0,0.0,10.0,11.0,1446.0,73.0,12.0,0.0,14.0,110.0
2020-12-01 06:30:00+01:00,121.0,524.0,1319.0,31.0,0.0,0.0,10.0,11.0,1447.0,73.0,13.0,0.0,15.0,102.0
2020-12-01 06:45:00+01:00,121.0,528.0,1323.0,30.0,0.0,0.0,10.0,11.0,1447.0,73.0,13.0,0.0,14.0,104.0
2020-12-01 07:00:00+01:00,121.0,526.0,1278.0,30.0,0.0,0.0,11.0,11.0,1447.0,74.0,13.0,1.0,14.0,102.0
2020-12-01 07:15:00+01:00,120.0,508.0,1315.0,31.0,0.0,0.0,11.0,11.0,1447.0,74.0,14.0,6.0,14.0,99.0
2020-12-01 07:30:00+01:00,121.0,521.0,1335.0,30.0,0.0,0.0,11.0,11.0,1447.0,74.0,14.0,17.0,14.0,96.0
2020-12-01 07:45:00+01:00,120.0,528.0,1349.0,30.0,0.0,0.0,11.0,11.0,1447.0,74.0,15.0,33.0,14.0,85.0
2020-12-01 08:00:00+01:00,120.0,533.0,1326.0,31.0,0.0,0.0,11.0,11.0,1446.0,71.0,15.0,52.0,15.0,81.0
2020-12-01 08:15:00+01:00,121.0,537.0,1334.0,32.0,0.0,0.0,11.0,11.0,1446.0,71.0,15.0,74.0,15.0,78.0
2020-12-01 08:30:00+01:00,121.0,536.0,1339.0,33.0,0.0,0.0,11.0,11.0,1446.0,71.0,15.0,96.0,15.0,74.0
2020-12-01 08:45:00+01:00,120.0,536.0,1339.0,34.0,0.0,0.0,11.0,11.0,1447.0,71.0,15.0,122.0,15.0,64.0
2020-12-01 09:00:00+01:00,122.0,539.0,1333.0,36.0,0.0,0.0,11.0,11.0,1448.0,75.0,16.0,148.0,15.0,56.0
2020-12-01 09:15:00+01:00,122.0,541.0,1325.0,38.0,0.0,0.0,11.0,11.0,1449.0,75.0,15.0,177.0,15.0,54.0
2020-12-01 09:30:00+01:00,121.0,539.0,1327.0,40.0,0.0,0.0,11.0,11.0,1449.0,75.0,14.0,205.0,12.0,49.0
2020-12-01 09:45:00+01:00,121.0,540.0,1327.0,41.0,0.0,0.0,11.0,11.0,1448.0,75.0,14.0,229.0,14.0,47.0
2020-12-01 10:00:00+01:00,118.0,545.0,1362.0,41.0,0.0,0.0,11.0,10.0,1448.0,75.0,14.0,239.0,14.0,46.0
2020-12-01 10:15:00+01:00,120.0,541.0,1360.0,41.0,0.0,0.0,11.0,10.0,1448.0,75.0,13.0,253.0,13.0,50.0
2020-12-01 10:30:00+01:00,120.0,546.0,1366.0,41.0,0.0,0.0,11.0,10.0,1449.0,75.0,14.0,262.0,12.0,50.0
2020-12-01 10:45:00+01:00,120.0,544.0,1362.0,41.0,0.0,0.0,11.0,10.0,1448.0,75.0,14.0,274.0,13.0,47.0
2020-12-01 11:00:00+01:00,122.0,540.0,1353.0,41.0,0.0,0.0,11.0,10.0,1449.0,75.0,13.0,286.0,14.0,46.0
2020-12-01 11:15:00+01:00,120.0,544.0,1370.0,41.0,0.0,0.0,11.0,10.0,1449.0,75.0,14.0,296.0,14.0,44.0
2020-12-01 11:30:00+01:00,122.0,550.0,1375.0,41.0,0.0,0.0,11.0,10.0,1449.0,75.0,15.0,299.0,14.0,42.0
2020-12-01 11:45:00+01:00,123.0,550.0,1375.0,40.0,0.0,0.0,11.0,10.0,1449.0,75.0,15.0,296.0,15.0,45.0
2020-12-01 12:00:00+01:00,118.0,548.0,1383.0,41.0,0.0,0.0,11.0,10.0,1449.0,74.0,14.0,297.0,14.0,51.0
2020-12-01 12:15:00+01:00,118.0,549.0,1386.0,41.0,0.0,0.0,11.0,10.0,1448.0,74.0,14.0,301.0,13.0,52.0
2020-12-01 12:30:00+01:00,118.0,548.0,1393.0,41.0,0.0,0.0,11.0,10.0,1448.0,74.0,14.0,287.0,12.0,48.0
2020-12-01 12:45:00+01:00,121.0,549.0,1381.0,41.0,0.0,0.0,11.0,10.0,1448.0,74.0,14.0,266.0,14.0,47.0
