,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2020-04-01 00:00:00+02:00,75.21000000000001,1297.52,0.0,0.024,0.792,49.428000000000004,290.28000000000003,0.0,229.63278,3.48,3.509
2020-04-01 01:00:00+02:00,75.67,1262.24,0.0,0.024,0.792,49.416000000000004,269.78000000000003,0.0,230.555,2.832,3.19
2020-04-01 02:00:00+02:00,75.9,1231.37,0.0,1.512,0.8160000000000001,49.428000000000004,250.92000000000002,0.0,231.47722000000002,1.464,2.299
2020-04-01 03:00:00+02:00,76.13000000000001,1258.32,0.0,1.08,0.8160000000000001,49.44,268.14000000000004,0.0,230.555,1.044,1.771
2020-04-01 04:00:00+02:00,75.9,1282.33,0.0,0.12,0.8160000000000001,49.452,280.44,0.0,230.555,0.42,1.375
2020-04-01 05:00:00+02:00,76.13000000000001,1354.85,0.0,0.12,0.8160000000000001,49.452,296.84000000000003,0.0,230.555,0.012,1.0779999999999998
2020-04-01 06:00:00+02:00,75.21000000000001,1471.47,0.0,5.76,0.84,49.452,321.44,0.0,230.555,0.14400000000000002,0.759
2020-04-01 07:00:00+02:00,75.9,1490.58,0.0,7.896,0.864,49.428000000000004,349.32000000000005,1.845,226.86612000000002,0.192,0.39599999999999996
2020-04-01 08:00:00+02:00,74.98,1462.6499999999999,0.0,1.968,0.864,49.44,346.86,20.131,227.78834,0.20400000000000001,0.209
2020-04-01 09:00:00+02:00,75.9,1417.57,0.0,0.768,0.864,49.44,332.92,50.02,226.86612000000002,0.216,0.176
2020-04-01 10:00:00+02:00,75.67,1407.28,0.0,0.048,0.864,49.404,323.08000000000004,79.70400000000001,225.02168,0.216,0.187
2020-04-01 11:00:00+02:00,76.13000000000001,1431.78,0.0,0.048,0.864,49.392,325.54,101.885,224.09946000000002,0.20400000000000001,0.264
2020-04-01 12:00:00+02:00,77.97,1398.95,0.0,0.07200000000000001,0.8160000000000001,49.38,330.46000000000004,115.90700000000001,225.02168,0.216,0.308
2020-04-01 13:00:00+02:00,78.43,1206.87,0.0,7.416,0.8160000000000001,49.344,301.76000000000005,120.95,225.02168,0.216,0.32999999999999996
2020-04-01 14:00:00+02:00,75.67,1213.24,0.0,21.72,0.8160000000000001,49.332,300.12,118.32600000000001,228.71056000000002,0.216,0.352
2020-04-01 15:00:00+02:00,75.44,1093.19,0.0,12.936,0.792,49.32,302.58000000000004,108.65,226.86612000000002,0.216,0.418
2020-04-01 16:00:00+02:00,76.36,1268.61,0.0,1.6560000000000001,0.744,49.344,300.94,89.257,221.33280000000002,0.20400000000000001,0.638
2020-04-01 17:00:00+02:00,76.13000000000001,1425.41,0.0,1.368,0.744,49.32,304.22,62.853,217.64392,0.14400000000000002,0.8029999999999999
2020-04-01 18:00:00+02:00,75.21000000000001,1718.43,0.0,0.528,0.768,49.32,321.44,31.283,213.03282000000002,0.14400000000000002,1.023
2020-04-01 19:00:00+02:00,74.98,1919.82,0.0,13.92,0.792,49.356,338.66,7.0520000000000005,218.56614000000002,0.012,1.452
2020-04-01 20:00:00+02:00,74.06,1945.79,0.0,19.44,0.8160000000000001,49.356,334.56,0.123,214.87726,0.18,2.178
2020-04-01 21:00:00+02:00,72.91,1864.45,0.0,4.416,0.8160000000000001,49.38,330.46000000000004,0.0,213.95504,0.168,2.992
2020-04-01 22:00:00+02:00,73.37,1851.22,0.0,0.024,0.792,49.392,306.68,0.0,215.79948000000002,0.168,3.3219999999999996
2020-04-01 23:00:00+02:00,73.83,1875.72,0.0,0.024,0.744,49.404,316.52000000000004,0.0,214.87726,0.132,2.695
2020-04-02 00:00:00+02:00,74.52000000000001,1304.3799999999999,0.0,0.024,0.792,49.452,301.76000000000005,0.0,215.79948000000002,0.0,2.1229999999999998
2020-04-02 01:00:00+02:00,74.98,1061.34,0.0,1.6560000000000001,0.792,49.464,296.84000000000003,0.0,215.79948000000002,0.0,1.529
2020-04-02 02:00:00+02:00,74.98,1029.0,0.0,2.088,0.8160000000000001,49.464,296.84000000000003,0.0,218.56614000000002,0.168,1.155
2020-04-02 03:00:00+02:00,74.98,1018.22,0.0,1.944,0.84,49.476,299.3,0.0,213.95504,0.156,0.957
2020-04-02 04:00:00+02:00,75.67,1010.87,0.0,0.0,0.864,49.476,297.66,0.0,213.95504,0.07200000000000001,0.9239999999999999
2020-04-02 05:00:00+02:00,74.52000000000001,1030.47,0.0,3.36,0.84,49.476,302.58000000000004,0.0,214.87726,0.264,0.9019999999999999
2020-04-02 06:00:00+02:00,70.61,1018.22,0.0,3.864,0.792,49.464,323.90000000000003,0.0,215.79948000000002,0.684,0.8799999999999999
2020-04-02 07:00:00+02:00,70.15,1010.38,0.0,0.0,0.768,49.464,331.28000000000003,1.599,213.95504,0.9480000000000001,0.847
2020-04-02 08:00:00+02:00,70.38000000000001,979.02,0.0,6.0,0.72,49.5,342.76000000000005,16.031000000000002,213.95504,0.768,0.9129999999999999
2020-04-02 09:00:00+02:00,70.15,942.76,0.0,1.44,0.72,49.488,346.04,38.745000000000005,212.1106,1.116,0.825
2020-04-02 10:00:00+02:00,70.38000000000001,919.24,2.199,2.928,0.72,49.452,330.46000000000004,61.008,213.95504,2.676,0.627
2020-04-02 11:00:00+02:00,70.61,864.85,0.0,5.208,0.72,49.44,312.42,76.21900000000001,213.03282000000002,3.48,0.638
2020-04-02 12:00:00+02:00,70.38000000000001,927.5699999999999,0.0,0.8160000000000001,0.768,49.428000000000004,331.28000000000003,69.536,206.57728,4.692,0.759
2020-04-02 13:00:00+02:00,71.3,961.38,0.0,6.864,0.744,49.428000000000004,357.52000000000004,51.455000000000005,212.1106,7.824,1.001
2020-04-02 14:00:00+02:00,72.68,963.34,0.0,6.336,0.72,49.392,359.98,57.195,216.7217,7.692,1.628
2020-04-02 15:00:00+02:00,72.68,865.83,0.0,11.424,0.8160000000000001,49.368,339.48,57.605000000000004,217.64392,6.912,2.3979999999999997
2020-04-02 16:00:00+02:00,72.22,876.12,0.0,4.344,0.84,49.392,323.08000000000004,41.205,215.79948000000002,8.736,3.014
2020-04-02 17:00:00+02:00,72.68,906.01,0.0,7.5120000000000005,0.792,49.404,345.22,24.395,213.95504,10.212,3.1239999999999997
2020-04-02 18:00:00+02:00,73.37,985.39,0.0,2.208,0.792,49.38,349.32000000000005,11.972000000000001,215.79948000000002,14.076,2.5959999999999996
2020-04-02 19:00:00+02:00,72.68,935.41,0.0,4.176,0.792,49.368,358.34000000000003,2.501,215.79948000000002,16.632,2.585
2020-04-02 20:00:00+02:00,72.45,943.25,0.0,0.5760000000000001,0.792,49.404,340.3,0.041,213.95504,16.956,2.629
2020-04-02 21:00:00+02:00,72.91,938.84,0.0,5.472,0.792,49.428000000000004,345.22,0.0,216.7217,13.572000000000001,2.86
2020-04-02 22:00:00+02:00,73.14,976.5699999999999,0.0,9.144,0.8160000000000001,49.44,349.32000000000005,0.0,217.64392,11.136000000000001,4.015
2020-04-02 23:00:00+02:00,74.52000000000001,1051.54,0.0,7.68,0.8160000000000001,49.452,347.68,0.0,216.7217,9.648,4.664
2020-04-03 00:00:00+02:00,74.98,1011.36,0.0,5.928,0.8160000000000001,49.452,338.66,0.0,214.87726,6.96,4.455
2020-04-03 01:00:00+02:00,74.98,982.9399999999999,0.0,5.5200000000000005,0.768,49.44,332.1,0.0,213.95504,7.08,4.136
2020-04-03 02:00:00+02:00,75.9,978.04,0.0,7.272,0.72,49.428000000000004,318.16,0.0,214.87726,5.208,4.1579999999999995
2020-04-03 03:00:00+02:00,76.59,987.84,0.0,3.984,0.72,49.428000000000004,310.78000000000003,0.0,216.7217,7.98,3.9379999999999997
2020-04-03 04:00:00+02:00,77.51,931.49,0.0,2.856,0.72,49.428000000000004,277.98,0.0,216.7217,8.652000000000001,3.6409999999999996
2020-04-03 05:00:00+02:00,77.74000000000001,920.71,0.0,1.848,0.744,49.44,296.02000000000004,0.0,215.79948000000002,7.992,2.7609999999999997
2020-04-03 06:00:00+02:00,77.97,1068.69,0.0,0.168,0.768,49.44,329.64000000000004,0.0,214.87726,5.6160000000000005,2.0789999999999997
2020-04-03 07:00:00+02:00,77.05,1052.52,0.0,0.168,0.792,49.392,341.12,1.722,214.87726,4.572,2.4749999999999996
2020-04-03 08:00:00+02:00,73.37,1120.6299999999999,0.0,3.096,0.8160000000000001,49.392,340.3,17.753,215.79948000000002,3.576,2.574
