,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore
2020-08-01 00:00:00+02:00,184.0,408.0,0.0,0.0,0.0,425.0,3066.0,1019.0,22.0,0.0,0.0,100.0,176.0
2020-08-01 00:15:00+02:00,184.0,410.0,0.0,0.0,0.0,300.0,3060.0,974.0,22.0,0.0,0.0,100.0,176.0
2020-08-01 00:30:00+02:00,184.0,419.0,0.0,0.0,0.0,264.0,3014.0,953.0,22.0,0.0,0.0,100.0,180.0
2020-08-01 00:45:00+02:00,184.0,424.0,0.0,0.0,0.0,223.0,2983.0,891.0,22.0,0.0,0.0,100.0,176.0
2020-08-01 01:00:00+02:00,184.0,443.0,0.0,0.0,0.0,0.0,3150.0,490.0,22.0,0.0,0.0,100.0,164.0
2020-08-01 01:15:00+02:00,184.0,451.0,0.0,0.0,0.0,0.0,3186.0,352.0,22.0,0.0,0.0,100.0,152.0
2020-08-01 01:30:00+02:00,184.0,450.0,0.0,0.0,0.0,0.0,3155.0,310.0,22.0,0.0,0.0,100.0,144.0
2020-08-01 01:45:00+02:00,184.0,455.0,0.0,0.0,0.0,0.0,3179.0,313.0,22.0,0.0,0.0,100.0,116.0
2020-08-01 02:00:00+02:00,184.0,453.0,0.0,0.0,0.0,0.0,3093.0,350.0,22.0,0.0,0.0,100.0,116.0
2020-08-01 02:15:00+02:00,184.0,456.0,0.0,0.0,0.0,0.0,2973.0,374.0,22.0,0.0,0.0,100.0,96.0
2020-08-01 02:30:00+02:00,184.0,457.0,0.0,0.0,0.0,0.0,2973.0,388.0,22.0,0.0,0.0,100.0,88.0
2020-08-01 02:45:00+02:00,184.0,458.0,0.0,0.0,0.0,0.0,2974.0,368.0,22.0,0.0,0.0,100.0,92.0
2020-08-01 03:00:00+02:00,184.0,459.0,0.0,0.0,0.0,0.0,2973.0,430.0,22.0,0.0,0.0,100.0,96.0
2020-08-01 03:15:00+02:00,184.0,459.0,0.0,0.0,0.0,0.0,3120.0,338.0,22.0,0.0,0.0,100.0,116.0
2020-08-01 03:30:00+02:00,184.0,456.0,0.0,0.0,0.0,0.0,3158.0,305.0,22.0,0.0,0.0,100.0,116.0
2020-08-01 03:45:00+02:00,184.0,457.0,0.0,0.0,0.0,0.0,3156.0,295.0,22.0,0.0,0.0,100.0,120.0
2020-08-01 04:00:00+02:00,184.0,460.0,0.0,0.0,0.0,0.0,3162.0,267.0,22.0,0.0,0.0,100.0,132.0
2020-08-01 04:15:00+02:00,184.0,452.0,0.0,0.0,0.0,0.0,3180.0,266.0,22.0,0.0,0.0,100.0,124.0
2020-08-01 04:30:00+02:00,184.0,440.0,0.0,0.0,0.0,0.0,3157.0,274.0,22.0,0.0,0.0,100.0,120.0
2020-08-01 04:45:00+02:00,184.0,442.0,0.0,0.0,0.0,0.0,3167.0,282.0,22.0,0.0,0.0,100.0,120.0
2020-08-01 05:00:00+02:00,184.0,441.0,0.0,0.0,0.0,0.0,3171.0,325.0,22.0,0.0,0.0,100.0,116.0
2020-08-01 05:15:00+02:00,184.0,444.0,0.0,0.0,0.0,0.0,3167.0,228.0,22.0,0.0,0.0,100.0,128.0
2020-08-01 05:30:00+02:00,184.0,447.0,0.0,0.0,0.0,0.0,3159.0,232.0,22.0,0.0,0.0,100.0,124.0
2020-08-01 05:45:00+02:00,184.0,457.0,0.0,0.0,0.0,0.0,3158.0,243.0,22.0,0.0,0.0,100.0,116.0
2020-08-01 06:00:00+02:00,184.0,454.0,0.0,0.0,0.0,0.0,3133.0,289.0,22.0,0.0,8.0,100.0,108.0
2020-08-01 06:15:00+02:00,184.0,452.0,0.0,0.0,0.0,0.0,3128.0,459.0,22.0,0.0,16.0,100.0,92.0
2020-08-01 06:30:00+02:00,184.0,458.0,0.0,0.0,0.0,0.0,3161.0,358.0,22.0,0.0,24.0,100.0,92.0
2020-08-01 06:45:00+02:00,184.0,454.0,0.0,0.0,0.0,0.0,3151.0,484.0,22.0,0.0,32.0,100.0,104.0
2020-08-01 07:00:00+02:00,184.0,457.0,0.0,0.0,0.0,130.0,3147.0,439.0,22.0,0.0,52.0,100.0,112.0
2020-08-01 07:15:00+02:00,184.0,461.0,0.0,0.0,0.0,136.0,3172.0,443.0,22.0,0.0,76.0,100.0,104.0
2020-08-01 07:30:00+02:00,184.0,460.0,0.0,0.0,0.0,132.0,3181.0,558.0,22.0,0.0,96.0,100.0,68.0
2020-08-01 07:45:00+02:00,184.0,458.0,0.0,0.0,0.0,148.0,3181.0,577.0,22.0,0.0,120.0,100.0,44.0
2020-08-01 08:00:00+02:00,184.0,470.0,0.0,0.0,0.0,0.0,3274.0,444.0,22.0,0.0,148.0,100.0,24.0
2020-08-01 08:15:00+02:00,184.0,473.0,0.0,0.0,0.0,30.0,3296.0,426.0,22.0,0.0,176.0,100.0,16.0
2020-08-01 08:30:00+02:00,184.0,477.0,0.0,0.0,0.0,35.0,3283.0,394.0,22.0,0.0,204.0,100.0,12.0
2020-08-01 08:45:00+02:00,184.0,475.0,0.0,0.0,0.0,16.0,3274.0,474.0,22.0,0.0,232.0,100.0,8.0
2020-08-01 09:00:00+02:00,184.0,466.0,0.0,0.0,0.0,0.0,3298.0,628.0,22.0,0.0,260.0,100.0,8.0
2020-08-01 09:15:00+02:00,184.0,462.0,0.0,0.0,0.0,0.0,3358.0,430.0,22.0,0.0,288.0,100.0,4.0
2020-08-01 09:30:00+02:00,184.0,435.0,0.0,0.0,0.0,0.0,3371.0,520.0,22.0,0.0,320.0,100.0,4.0
2020-08-01 09:45:00+02:00,184.0,438.0,0.0,0.0,0.0,0.0,3409.0,471.0,22.0,0.0,344.0,100.0,4.0
2020-08-01 10:00:00+02:00,184.0,422.0,0.0,0.0,0.0,0.0,3586.0,520.0,22.0,0.0,372.0,100.0,8.0
2020-08-01 10:15:00+02:00,184.0,426.0,0.0,0.0,0.0,0.0,3648.0,410.0,22.0,0.0,392.0,100.0,12.0
2020-08-01 10:30:00+02:00,184.0,428.0,0.0,0.0,0.0,0.0,3685.0,350.0,22.0,0.0,416.0,100.0,12.0
2020-08-01 10:45:00+02:00,184.0,430.0,0.0,0.0,0.0,0.0,3673.0,308.0,22.0,0.0,440.0,100.0,20.0
2020-08-01 11:00:00+02:00,184.0,420.0,0.0,0.0,0.0,0.0,3598.0,390.0,22.0,0.0,456.0,100.0,24.0
2020-08-01 11:15:00+02:00,184.0,422.0,0.0,0.0,0.0,0.0,3600.0,292.0,22.0,0.0,476.0,100.0,20.0
2020-08-01 11:30:00+02:00,188.0,421.0,0.0,0.0,0.0,0.0,3584.0,288.0,22.0,0.0,492.0,100.0,16.0
2020-08-01 11:45:00+02:00,188.0,421.0,0.0,0.0,0.0,0.0,3588.0,276.0,22.0,0.0,508.0,100.0,20.0
2020-08-01 12:00:00+02:00,188.0,419.0,0.0,0.0,0.0,0.0,3572.0,351.0,22.0,0.0,516.0,100.0,20.0
2020-08-01 12:15:00+02:00,188.0,422.0,0.0,0.0,0.0,0.0,3575.0,286.0,22.0,0.0,520.0,100.0,24.0
2020-08-01 12:30:00+02:00,188.0,436.0,0.0,0.0,0.0,0.0,3551.0,266.0,22.0,0.0,528.0,100.0,32.0
2020-08-01 12:45:00+02:00,188.0,452.0,0.0,0.0,0.0,0.0,3530.0,258.0,22.0,0.0,532.0,100.0,32.0
2020-08-01 13:00:00+02:00,188.0,452.0,0.0,0.0,0.0,0.0,3556.0,292.0,22.0,0.0,532.0,100.0,36.0
2020-08-01 13:15:00+02:00,188.0,452.0,0.0,0.0,0.0,0.0,3537.0,250.0,22.0,0.0,532.0,100.0,44.0
2020-08-01 13:30:00+02:00,188.0,450.0,0.0,0.0,0.0,0.0,3526.0,259.0,22.0,0.0,532.0,100.0,56.0
2020-08-01 13:45:00+02:00,188.0,452.0,0.0,0.0,0.0,0.0,3525.0,254.0,22.0,0.0,532.0,100.0,68.0
2020-08-01 14:00:00+02:00,188.0,448.0,0.0,0.0,0.0,0.0,3534.0,267.0,22.0,0.0,524.0,100.0,80.0
2020-08-01 14:15:00+02:00,188.0,447.0,0.0,0.0,0.0,0.0,3514.0,248.0,22.0,0.0,516.0,100.0,100.0
2020-08-01 14:30:00+02:00,188.0,447.0,0.0,0.0,0.0,0.0,3513.0,244.0,22.0,0.0,508.0,100.0,132.0
2020-08-01 14:45:00+02:00,184.0,442.0,0.0,0.0,0.0,0.0,3500.0,234.0,22.0,0.0,496.0,100.0,160.0
2020-08-01 15:00:00+02:00,184.0,442.0,0.0,0.0,0.0,0.0,3516.0,256.0,22.0,0.0,480.0,100.0,176.0
2020-08-01 15:15:00+02:00,184.0,439.0,0.0,0.0,0.0,0.0,3481.0,274.0,22.0,0.0,464.0,100.0,192.0
2020-08-01 15:30:00+02:00,184.0,437.0,0.0,0.0,0.0,0.0,3448.0,280.0,22.0,0.0,448.0,100.0,212.0
