,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2020-01-01 00:00:00+01:00,31.05,236.98000000000002,347.40999999999997,0.0,0.456,0.312,23.28,60.68000000000001,,0.0,18.4444,1.8809999999999998
2020-01-01 00:15:00+01:00,31.740000000000002,254.20000000000002,339.08,0.0,0.456,0.312,23.256,60.68000000000001,,0.0,17.522180000000002,2.101
2020-01-01 00:30:00+01:00,31.740000000000002,228.78000000000003,349.86,0.733,0.456,0.312,23.256,60.68000000000001,,0.0,16.59996,2.409
2020-01-01 00:45:00+01:00,31.740000000000002,246.82000000000002,323.4,0.733,0.456,0.312,23.256,60.68000000000001,,0.0,16.59996,2.629
2020-01-01 01:00:00+01:00,32.2,277.98,324.87,0.733,0.456,0.312,23.28,60.68000000000001,,0.0,17.522180000000002,2.673
2020-01-01 01:15:00+01:00,32.2,273.06,315.56,0.733,0.456,0.312,23.268,60.68000000000001,,0.0,17.522180000000002,2.552
2020-01-01 01:30:00+01:00,30.59,259.94,305.76,0.733,0.456,0.312,23.28,60.68000000000001,,0.0,17.522180000000002,2.497
2020-01-01 01:45:00+01:00,30.360000000000003,257.48,286.65,0.733,0.456,0.312,23.268,60.68000000000001,,0.0,17.522180000000002,2.376
2020-01-01 02:00:00+01:00,28.98,269.78000000000003,296.45,0.733,0.456,0.312,23.304000000000002,59.86000000000001,,0.0,18.4444,2.299
2020-01-01 02:15:00+01:00,25.3,258.3,289.59,0.0,0.456,0.312,23.268,59.86000000000001,,0.0,17.522180000000002,2.266
2020-01-01 02:30:00+01:00,24.84,229.60000000000002,286.65,0.733,0.456,0.312,22.92,59.86000000000001,,0.0,18.4444,2.255
2020-01-01 02:45:00+01:00,24.84,205.00000000000003,286.65,0.733,0.456,0.312,22.668,59.86000000000001,,0.0,17.522180000000002,2.222
2020-01-01 03:00:00+01:00,24.84,215.66000000000003,300.86,0.0,0.456,0.312,23.052,59.86000000000001,,0.0,17.522180000000002,2.057
2020-01-01 03:15:00+01:00,24.61,209.92000000000002,293.51,0.0,0.456,0.312,23.268,59.86000000000001,,0.0,16.59996,2.068
2020-01-01 03:30:00+01:00,24.61,200.08,288.12,0.733,0.456,0.312,23.268,59.86000000000001,,0.0,18.4444,2.013
2020-01-01 03:45:00+01:00,25.07,198.44000000000003,277.34,0.733,0.456,0.312,23.256,59.86000000000001,,0.0,17.522180000000002,2.0789999999999997
2020-01-01 04:00:00+01:00,24.84,198.44000000000003,273.90999999999997,0.733,0.456,0.312,23.28,60.68000000000001,,0.0,16.59996,2.2769999999999997
2020-01-01 04:15:00+01:00,24.61,198.44000000000003,272.44,0.733,0.456,0.312,23.28,60.68000000000001,,0.0,17.522180000000002,2.387
2020-01-01 04:30:00+01:00,24.61,198.44000000000003,264.11,0.733,0.456,0.312,23.268,60.68000000000001,,0.0,17.522180000000002,2.3979999999999997
2020-01-01 04:45:00+01:00,24.61,209.10000000000002,267.05,0.733,0.456,0.312,23.28,60.68000000000001,,0.0,16.59996,2.332
2020-01-01 05:00:00+01:00,24.84,200.9,272.93,0.0,0.456,0.312,23.256,61.50000000000001,,0.0,16.59996,2.288
2020-01-01 05:15:00+01:00,24.84,198.44000000000003,272.93,0.0,0.456,0.312,23.256,61.50000000000001,,0.0,17.522180000000002,2.299
2020-01-01 05:30:00+01:00,25.53,200.9,266.07,0.0,0.456,0.312,23.268,61.50000000000001,,0.0,18.4444,2.343
2020-01-01 05:45:00+01:00,26.450000000000003,205.82000000000002,261.17,0.0,0.456,0.312,23.256,61.50000000000001,,0.0,17.522180000000002,2.31
2020-01-01 06:00:00+01:00,27.14,200.9,254.79999999999998,0.0,0.456,0.312,23.28,61.50000000000001,,0.0,17.522180000000002,2.1999999999999997
2020-01-01 06:15:00+01:00,29.21,194.34,257.25,0.0,0.456,0.312,23.268,61.50000000000001,,0.0,17.522180000000002,2.112
2020-01-01 06:30:00+01:00,31.28,168.92000000000002,270.48,0.0,0.456,0.312,23.268,61.50000000000001,,0.0,16.59996,2.178
2020-01-01 06:45:00+01:00,31.970000000000002,182.04000000000002,275.87,0.0,0.456,0.312,23.28,61.50000000000001,,0.0,17.522180000000002,2.178
2020-01-01 07:00:00+01:00,32.89,161.54000000000002,273.90999999999997,0.733,0.456,0.312,23.268,61.50000000000001,,0.0,16.59996,2.134
2020-01-01 07:15:00+01:00,31.970000000000002,147.60000000000002,270.48,0.733,0.456,0.312,23.28,61.50000000000001,,0.041,16.59996,2.057
2020-01-01 07:30:00+01:00,31.740000000000002,146.78,271.46,0.733,0.456,0.312,23.268,61.50000000000001,,0.246,18.4444,1.958
2020-01-01 07:45:00+01:00,31.51,150.06,278.81,0.733,0.456,0.312,23.256,61.50000000000001,,0.738,16.59996,1.837
2020-01-01 08:00:00+01:00,32.2,168.10000000000002,269.01,0.733,0.456,0.312,23.268,62.32000000000001,,1.681,15.67774,1.7599999999999998
2020-01-01 08:15:00+01:00,33.120000000000005,203.36,250.88,0.733,0.456,0.312,23.268,62.32000000000001,,2.952,16.59996,1.7599999999999998
2020-01-01 08:30:00+01:00,32.89,218.94000000000003,253.82,0.733,0.456,0.312,23.268,62.32000000000001,,4.346,17.522180000000002,1.628
2020-01-01 08:45:00+01:00,31.970000000000002,246.82000000000002,260.68,0.733,0.456,0.312,23.256,62.32000000000001,,5.863,16.59996,1.43
2020-01-01 09:00:00+01:00,32.2,241.08,240.1,0.733,0.456,0.312,23.268,66.42,,7.462000000000001,17.522180000000002,1.287
2020-01-01 09:15:00+01:00,32.2,197.62,253.32999999999998,0.733,0.456,0.312,23.268,66.42,,9.43,17.522180000000002,1.21
2020-01-01 09:30:00+01:00,32.89,154.98000000000002,271.46,0.733,0.456,0.312,23.268,66.42,,11.357000000000001,17.522180000000002,1.265
2020-01-01 09:45:00+01:00,32.660000000000004,145.96,263.62,0.0,0.456,0.312,23.256,66.42,,13.571,18.4444,1.2209999999999999
2020-01-01 10:00:00+01:00,31.740000000000002,146.78,249.9,0.0,0.456,0.312,23.256,67.24000000000001,,15.662,16.59996,1.1219999999999999
2020-01-01 10:15:00+01:00,31.740000000000002,145.96,244.51,0.0,0.456,0.312,23.268,67.24000000000001,,17.302,18.4444,1.034
2020-01-01 10:30:00+01:00,31.740000000000002,146.78,229.32,0.0,0.432,0.312,23.268,67.24000000000001,,18.696,17.522180000000002,1.1989999999999998
2020-01-01 10:45:00+01:00,31.740000000000002,146.78,217.07,0.0,0.432,0.312,23.268,67.24000000000001,,19.844,17.522180000000002,1.0999999999999999
2020-01-01 11:00:00+01:00,31.970000000000002,146.78,200.41,0.0,0.432,0.312,23.268,65.60000000000001,,20.623,17.522180000000002,1.21
2020-01-01 11:15:00+01:00,32.2,146.78,195.02,0.0,0.432,0.312,23.268,65.60000000000001,,21.156000000000002,17.522180000000002,1.2429999999999999
2020-01-01 11:30:00+01:00,32.43,146.78,196.98,0.0,0.432,0.312,23.268,65.60000000000001,,21.361,17.522180000000002,1.188
2020-01-01 11:45:00+01:00,32.660000000000004,146.78,211.19,0.0,0.432,0.312,23.268,65.60000000000001,,21.361,16.59996,1.155
2020-01-01 12:00:00+01:00,32.660000000000004,146.78,205.79999999999998,0.0,0.432,0.312,23.064,65.60000000000001,,21.238,15.67774,1.023
2020-01-01 12:15:00+01:00,32.660000000000004,145.96,208.74,0.0,0.432,0.312,22.98,65.60000000000001,,20.746000000000002,17.522180000000002,1.056
2020-01-01 12:30:00+01:00,32.89,146.78,215.6,0.0,0.432,0.312,23.004,65.60000000000001,,20.008,16.59996,1.2209999999999999
2020-01-01 12:45:00+01:00,32.43,146.78,212.17,0.0,0.456,0.312,22.992,65.60000000000001,,19.147000000000002,17.522180000000002,1.287
2020-01-01 13:00:00+01:00,32.43,147.60000000000002,178.85,0.0,0.456,0.312,22.98,65.60000000000001,,17.589000000000002,16.59996,1.3639999999999999
2020-01-01 13:15:00+01:00,32.43,146.78,182.77,0.0,0.456,0.312,22.956,65.60000000000001,,16.072,15.67774,1.155
2020-01-01 13:30:00+01:00,32.2,145.96,206.29,0.0,0.432,0.312,22.764,65.60000000000001,,14.391,17.522180000000002,1.089
2020-01-01 13:45:00+01:00,32.660000000000004,146.78,233.73,0.0,0.456,0.312,22.668,65.60000000000001,,12.259,17.522180000000002,0.957
2020-01-01 14:00:00+01:00,32.43,148.42000000000002,248.92,0.0,0.456,0.312,22.668,64.78,,10.209,16.59996,0.9129999999999999
2020-01-01 14:15:00+01:00,32.43,154.16000000000003,267.54,0.733,0.456,0.312,22.668,64.78,,8.200000000000001,15.67774,0.9239999999999999
2020-01-01 14:30:00+01:00,31.970000000000002,170.56,278.81,0.733,0.456,0.336,22.86,64.78,,6.355,16.59996,0.759
2020-01-01 14:45:00+01:00,31.970000000000002,218.94000000000003,287.14,0.733,0.432,0.336,23.112000000000002,64.78,,4.715,16.59996,0.5499999999999999
2020-01-01 15:00:00+01:00,31.05,222.22000000000003,273.90999999999997,0.733,0.456,0.336,23.208000000000002,64.78,,3.116,15.67774,0.473
2020-01-01 15:15:00+01:00,30.82,240.26000000000002,283.21999999999997,0.733,0.456,0.336,23.256,64.78,,1.927,16.59996,0.528
2020-01-01 15:30:00+01:00,31.05,276.34000000000003,288.12,0.0,0.456,0.336,23.268,64.78,,0.9430000000000001,15.67774,0.46199999999999997
2020-01-01 15:45:00+01:00,31.28,305.86,310.17,0.0,0.456,0.336,23.268,64.78,,0.369,16.59996,0.418
