,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2020-07-01 00:00:00+02:00,384.0,,1629.0,8505.0,0.0,,,1247.0
2020-07-01 01:00:00+02:00,382.0,,1629.0,7742.0,0.0,,,1166.0
2020-07-01 02:00:00+02:00,380.0,,1629.0,7612.0,0.0,,,1023.0
2020-07-01 03:00:00+02:00,381.0,,1628.0,7385.0,0.0,,,847.0
2020-07-01 04:00:00+02:00,378.0,,1625.0,7530.0,0.0,,,779.0
2020-07-01 05:00:00+02:00,380.0,,1627.0,8463.0,0.0,,,739.0
2020-07-01 06:00:00+02:00,382.0,,1626.0,10511.0,0.0,,,676.0
2020-07-01 07:00:00+02:00,383.0,,1627.0,11977.0,0.0,,,588.0
2020-07-01 08:00:00+02:00,378.0,,1630.0,12100.0,0.0,,,552.0
2020-07-01 09:00:00+02:00,377.0,,1631.0,12634.0,0.0,,,500.0
2020-07-01 10:00:00+02:00,381.0,,1625.0,12558.0,0.0,,,450.0
2020-07-01 11:00:00+02:00,379.0,,1629.0,12560.0,0.0,,,456.0
2020-07-01 12:00:00+02:00,377.0,,1626.0,12656.0,0.0,,,442.0
2020-07-01 13:00:00+02:00,375.0,,1624.0,12431.0,0.0,,,436.0
2020-07-01 14:00:00+02:00,377.0,,1626.0,12280.0,0.0,,,500.0
2020-07-01 15:00:00+02:00,377.0,,1619.0,12365.0,0.0,,,528.0
2020-07-01 16:00:00+02:00,374.0,,1618.0,12344.0,0.0,,,529.0
2020-07-01 17:00:00+02:00,374.0,,1617.0,12113.0,0.0,,,560.0
2020-07-01 18:00:00+02:00,376.0,,1617.0,11894.0,0.0,,,598.0
2020-07-01 19:00:00+02:00,376.0,,1621.0,11755.0,0.0,,,614.0
2020-07-01 20:00:00+02:00,377.0,,1622.0,11649.0,0.0,,,593.0
2020-07-01 21:00:00+02:00,377.0,,1617.0,11846.0,0.0,,,621.0
2020-07-01 22:00:00+02:00,377.0,,1622.0,11632.0,,,,
2020-07-01 23:00:00+02:00,377.0,,1622.0,11076.0,,,,
2020-07-02 00:00:00+02:00,279.0,309.0,1459.0,10913.0,19.0,27.0,56.0,643.0
2020-07-02 01:00:00+02:00,279.0,332.0,1459.0,10451.0,19.0,28.0,58.0,675.0
