,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2020-09-01 00:00:00+02:00,18.400000000000002,437.06000000000006,479.71,,0.0,,0.264,0.264,16.740000000000002,38.540000000000006,,0.0,0.92222,0.8799999999999999
2020-09-01 00:15:00+02:00,18.630000000000003,455.92,481.67,,0.0,,0.264,0.264,16.728,38.540000000000006,,0.0,0.0,0.7919999999999999
2020-09-01 00:30:00+02:00,18.400000000000002,451.82000000000005,469.42,,0.0,,0.264,0.264,16.752,38.540000000000006,,0.0,0.0,0.6599999999999999
2020-09-01 00:45:00+02:00,18.17,454.28000000000003,462.07,,0.0,,0.264,0.264,16.752,38.540000000000006,,0.0,0.92222,0.605
2020-09-01 01:00:00+02:00,18.400000000000002,465.76000000000005,489.51,,0.0,,0.264,0.264,16.764,39.36,,0.0,0.0,0.8029999999999999
2020-09-01 01:15:00+02:00,18.400000000000002,475.6,474.81,,0.0,,0.264,0.264,16.752,39.36,,0.0,0.0,1.034
2020-09-01 01:30:00+02:00,18.17,469.86,459.13,,0.0,,0.264,0.264,16.752,39.36,,0.0,0.0,1.012
2020-09-01 01:45:00+02:00,18.400000000000002,465.76000000000005,441.0,,0.0,,0.264,0.264,16.752,39.36,,0.0,0.92222,0.869
2020-09-01 02:00:00+02:00,18.400000000000002,471.50000000000006,432.67,,0.0,,0.264,0.264,16.764,35.260000000000005,,0.0,0.0,1.067
2020-09-01 02:15:00+02:00,18.17,450.18,428.75,,0.0,,0.264,0.264,16.764,35.260000000000005,,0.0,0.0,1.386
2020-09-01 02:30:00+02:00,17.71,436.24,409.15,,0.0,,0.264,0.264,16.764,35.260000000000005,,0.0,0.0,1.2979999999999998
2020-09-01 02:45:00+02:00,16.560000000000002,438.70000000000005,416.5,,0.0,,0.264,0.264,16.764,35.260000000000005,,0.0,0.0,0.737
2020-09-01 03:00:00+02:00,14.49,464.12000000000006,429.73,,0.0,,0.264,0.264,16.764,32.800000000000004,,0.0,0.0,0.737
2020-09-01 03:15:00+02:00,11.96,469.04,430.21999999999997,,0.0,,0.24,0.264,16.704,32.800000000000004,,0.0,0.0,0.6709999999999999
2020-09-01 03:30:00+02:00,11.040000000000001,469.04,434.14,,0.0,,0.24,0.264,16.716,32.800000000000004,,0.0,0.0,0.693
2020-09-01 03:45:00+02:00,10.81,466.58000000000004,428.75,,0.0,,0.24,0.264,16.716,32.800000000000004,,0.0,0.0,0.704
2020-09-01 04:00:00+02:00,10.81,441.16,389.55,,0.0,,0.24,0.264,16.716,31.980000000000004,,0.0,0.92222,0.6599999999999999
2020-09-01 04:15:00+02:00,10.81,441.16,410.62,,0.0,,0.24,0.264,16.728,31.980000000000004,,0.0,0.92222,0.5389999999999999
2020-09-01 04:30:00+02:00,10.81,444.44000000000005,439.53,,0.0,,0.24,0.264,16.740000000000002,31.980000000000004,,0.0,0.92222,0.418
2020-09-01 04:45:00+02:00,10.81,451.00000000000006,451.28999999999996,,0.0,,0.24,0.264,16.728,31.980000000000004,,0.0,0.0,0.352
2020-09-01 05:00:00+02:00,10.81,415.74,425.81,,0.0,,0.24,0.264,16.740000000000002,31.980000000000004,,0.0,0.92222,0.352
2020-09-01 05:15:00+02:00,11.73,423.12,444.43,,0.0,,0.24,0.264,16.752,31.980000000000004,,0.0,0.92222,0.363
2020-09-01 05:30:00+02:00,12.190000000000001,450.18,463.05,,0.0,,0.24,0.264,16.752,31.980000000000004,,0.0,0.92222,0.363
2020-09-01 05:45:00+02:00,13.110000000000001,467.40000000000003,475.3,,0.0,,0.24,0.264,16.740000000000002,31.980000000000004,,0.0,0.92222,0.352
2020-09-01 06:00:00+02:00,14.030000000000001,428.86,392.98,,0.0,,0.24,0.264,16.740000000000002,33.620000000000005,,0.0,0.92222,0.363
2020-09-01 06:15:00+02:00,15.870000000000001,427.22,431.69,,0.0,,0.24,0.264,16.740000000000002,33.620000000000005,,0.082,0.92222,0.363
2020-09-01 06:30:00+02:00,17.02,460.02000000000004,455.7,,0.0,,0.24,0.264,16.740000000000002,33.620000000000005,,0.28700000000000003,0.92222,0.374
2020-09-01 06:45:00+02:00,17.25,470.68000000000006,483.14,,0.0,,0.24,0.264,16.752,33.620000000000005,,0.6970000000000001,0.92222,0.418
2020-09-01 07:00:00+02:00,17.71,471.50000000000006,441.49,,0.0,,0.264,0.264,16.752,33.620000000000005,,1.189,0.92222,0.418
2020-09-01 07:15:00+02:00,17.94,462.48,449.33,,0.0,,0.264,0.264,16.764,33.620000000000005,,1.681,0.92222,0.429
2020-09-01 07:30:00+02:00,17.94,472.32000000000005,462.56,,0.0,,0.264,0.264,16.776,33.620000000000005,,1.804,0.92222,0.45099999999999996
2020-09-01 07:45:00+02:00,18.17,477.24,477.26,,0.0,,0.264,0.264,16.776,33.620000000000005,,2.214,0.92222,0.429
2020-09-01 08:00:00+02:00,18.17,482.16,478.24,,0.0,,0.264,0.264,16.776,37.720000000000006,,2.624,0.92222,0.46199999999999997
2020-09-01 08:15:00+02:00,18.400000000000002,483.8,465.5,,0.0,,0.264,0.264,16.740000000000002,37.720000000000006,,3.321,0.92222,0.5389999999999999
2020-09-01 08:30:00+02:00,18.17,486.26000000000005,466.96999999999997,,0.0,,0.264,0.264,16.740000000000002,37.720000000000006,,4.059,0.92222,0.638
2020-09-01 08:45:00+02:00,18.400000000000002,478.06000000000006,471.87,,0.0,,0.264,0.264,16.740000000000002,37.720000000000006,,4.551,0.92222,0.6599999999999999
2020-09-01 09:00:00+02:00,18.400000000000002,482.16,469.42,,0.0,,0.264,0.264,16.740000000000002,43.46,,5.248,0.92222,0.704
2020-09-01 09:15:00+02:00,18.630000000000003,484.62000000000006,464.03,,0.0,,0.264,0.264,16.716,43.46,,6.0680000000000005,0.92222,0.7699999999999999
2020-09-01 09:30:00+02:00,18.630000000000003,487.08000000000004,470.4,,0.0,,0.264,0.264,16.716,43.46,,7.257000000000001,0.92222,0.99
2020-09-01 09:45:00+02:00,18.630000000000003,487.08000000000004,466.96999999999997,,0.0,,0.264,0.264,16.728,43.46,,7.38,0.92222,0.979
2020-09-01 10:00:00+02:00,18.400000000000002,487.90000000000003,470.4,,0.0,,0.264,0.264,16.728,37.720000000000006,,8.077,0.92222,0.979
2020-09-01 10:15:00+02:00,18.400000000000002,485.44000000000005,464.52,,0.0,,0.264,0.264,16.728,37.720000000000006,,9.594000000000001,0.92222,1.045
2020-09-01 10:30:00+02:00,18.400000000000002,487.08000000000004,477.26,,0.0,,0.264,0.264,16.740000000000002,37.720000000000006,,10.66,0.92222,1.0779999999999998
2020-09-01 10:45:00+02:00,18.400000000000002,486.26000000000005,464.03,,0.0,,0.264,0.264,16.752,37.720000000000006,,11.603,0.92222,1.155
2020-09-01 11:00:00+02:00,17.02,486.26000000000005,468.93,,0.0,,0.264,0.264,16.752,38.540000000000006,,12.464,0.92222,1.144
2020-09-01 11:15:00+02:00,15.870000000000001,487.08000000000004,463.05,,0.0,,0.264,0.264,16.740000000000002,38.540000000000006,,13.981,0.92222,1.2979999999999998
2020-09-01 11:30:00+02:00,17.94,491.18000000000006,466.96999999999997,,0.0,,0.24,0.264,16.740000000000002,38.540000000000006,,14.924000000000001,0.92222,1.276
2020-09-01 11:45:00+02:00,18.400000000000002,492.00000000000006,481.67,,0.0,,0.24,0.264,16.740000000000002,38.540000000000006,,15.293000000000001,0.92222,1.254
2020-09-01 12:00:00+02:00,18.17,478.06000000000006,466.48,,0.0,,0.24,0.264,16.740000000000002,38.540000000000006,,15.211,0.92222,1.3419999999999999
2020-09-01 12:15:00+02:00,18.17,478.88000000000005,491.96,,0.0,,0.24,0.264,16.740000000000002,38.540000000000006,,16.277,0.92222,1.496
2020-09-01 12:30:00+02:00,18.17,475.6,459.13,,0.0,,0.24,0.264,16.740000000000002,38.540000000000006,,16.318,0.92222,1.551
2020-09-01 12:45:00+02:00,18.17,474.78000000000003,455.7,,0.0,,0.264,0.264,16.728,38.540000000000006,,17.548000000000002,0.92222,1.5839999999999999
2020-09-01 13:00:00+02:00,17.94,476.42,458.15,,0.0,,0.24,0.264,16.752,38.540000000000006,,18.286,0.92222,1.694
2020-09-01 13:15:00+02:00,18.17,478.88000000000005,448.84,,0.0,,0.24,0.264,16.752,38.540000000000006,,19.762,0.92222,1.771
2020-09-01 13:30:00+02:00,17.94,469.04,450.8,,0.0,,0.24,0.264,16.764,38.540000000000006,,19.393,0.92222,1.771
2020-09-01 13:45:00+02:00,18.17,464.94000000000005,415.52,,0.0,,0.24,0.264,16.776,38.540000000000006,,20.787000000000003,0.92222,1.914
2020-09-01 14:00:00+02:00,17.94,474.78000000000003,441.0,,0.733,,0.24,0.264,16.776,38.540000000000006,,20.049,0.92222,1.98
2020-09-01 14:15:00+02:00,17.71,479.70000000000005,449.33,,0.733,,0.24,0.264,16.776,38.540000000000006,,18.901,0.92222,1.9029999999999998
2020-09-01 14:30:00+02:00,17.71,482.16,451.28999999999996,,0.733,,0.24,0.264,16.776,38.540000000000006,,17.671,0.92222,1.9469999999999998
2020-09-01 14:45:00+02:00,17.71,478.06000000000006,446.39,,0.733,,0.24,0.264,16.776,38.540000000000006,,18.819,0.92222,1.9249999999999998
2020-09-01 15:00:00+02:00,17.25,473.14000000000004,440.02,,0.733,,0.24,0.264,16.788,38.540000000000006,,18.081,0.92222,2.002
2020-09-01 15:15:00+02:00,17.25,475.6,435.61,,0.733,,0.24,0.264,16.788,38.540000000000006,,18.286,0.92222,2.222
2020-09-01 15:30:00+02:00,17.48,474.78000000000003,437.57,,0.733,,0.24,0.264,16.8,38.540000000000006,,17.261,0.92222,2.31
2020-09-01 15:45:00+02:00,17.48,468.22,430.21999999999997,,0.733,,0.24,0.264,16.8,38.540000000000006,,17.056,0.0,2.53
2020-09-01 16:00:00+02:00,17.48,450.18,387.59,,0.0,,0.264,0.264,16.8,38.540000000000006,,16.687,0.0,2.4859999999999998
