,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2020-07-01 00:00:00+02:00,188.16,,39.096000000000004,204.12,0.0,,,13.716999999999999
2020-07-01 01:00:00+02:00,187.18,,39.096000000000004,185.808,0.0,,,12.825999999999999
2020-07-01 02:00:00+02:00,186.2,,39.096000000000004,182.68800000000002,0.0,,,11.253
2020-07-01 03:00:00+02:00,186.69,,39.072,177.24,0.0,,,9.317
2020-07-01 04:00:00+02:00,185.22,,39.0,180.72,0.0,,,8.568999999999999
2020-07-01 05:00:00+02:00,186.2,,39.048,203.112,0.0,,,8.129
2020-07-01 06:00:00+02:00,187.18,,39.024,252.264,0.0,,,7.436
2020-07-01 07:00:00+02:00,187.67,,39.048,287.448,0.0,,,6.468
2020-07-01 08:00:00+02:00,185.22,,39.12,290.40000000000003,0.0,,,6.072
2020-07-01 09:00:00+02:00,184.73,,39.144,303.216,0.0,,,5.5
2020-07-01 10:00:00+02:00,186.69,,39.0,301.392,0.0,,,4.949999999999999
2020-07-01 11:00:00+02:00,185.71,,39.096000000000004,301.44,0.0,,,5.016
2020-07-01 12:00:00+02:00,184.73,,39.024,303.744,0.0,,,4.862
2020-07-01 13:00:00+02:00,183.75,,38.976,298.344,0.0,,,4.795999999999999
2020-07-01 14:00:00+02:00,184.73,,39.024,294.72,0.0,,,5.5
2020-07-01 15:00:00+02:00,184.73,,38.856,296.76,0.0,,,5.808
2020-07-01 16:00:00+02:00,183.26,,38.832,296.25600000000003,0.0,,,5.819
2020-07-01 17:00:00+02:00,183.26,,38.808,290.712,0.0,,,6.159999999999999
2020-07-01 18:00:00+02:00,184.24,,38.808,285.456,0.0,,,6.577999999999999
2020-07-01 19:00:00+02:00,184.24,,38.904,282.12,0.0,,,6.754
2020-07-01 20:00:00+02:00,184.73,,38.928,279.576,0.0,,,6.523
2020-07-01 21:00:00+02:00,184.73,,38.808,284.30400000000003,0.0,,,6.8309999999999995
2020-07-01 22:00:00+02:00,184.73,,38.928,279.168,,,,
2020-07-01 23:00:00+02:00,184.73,,38.928,265.824,,,,
2020-07-02 00:00:00+02:00,136.71,7.416,35.016,261.912,15.580000000000002,,51.64432,7.0729999999999995
2020-07-02 01:00:00+02:00,136.71,7.968,35.016,250.824,15.580000000000002,,53.48876,7.425
2020-07-02 02:00:00+02:00,136.71,7.5120000000000005,35.04,242.088,15.580000000000002,,50.722100000000005,7.7219999999999995
2020-07-02 03:00:00+02:00,136.71,7.32,34.968,241.68,15.580000000000002,,50.722100000000005,7.204999999999999
2020-07-02 04:00:00+02:00,135.73,7.5600000000000005,34.92,243.816,15.580000000000002,,49.79988,7.3919999999999995
2020-07-02 05:00:00+02:00,136.71,7.6080000000000005,34.800000000000004,258.192,15.580000000000002,,50.722100000000005,6.864
2020-07-02 06:00:00+02:00,136.71,7.5600000000000005,34.848,273.192,15.580000000000002,,51.64432,5.928999999999999
2020-07-02 07:00:00+02:00,135.73,8.088000000000001,34.848,282.408,15.580000000000002,,48.87766,5.874
2020-07-02 08:00:00+02:00,136.71,8.136000000000001,34.824,285.696,13.940000000000001,,49.79988,6.170999999999999
2020-07-02 09:00:00+02:00,137.2,8.088000000000001,34.68,300.432,13.940000000000001,,51.64432,6.314
2020-07-02 10:00:00+02:00,136.22,8.232,34.416000000000004,310.2,13.940000000000001,,48.87766,6.545
2020-07-02 11:00:00+02:00,136.71,8.208,34.392,310.32,14.760000000000002,,51.64432,6.776
2020-07-02 12:00:00+02:00,137.2,8.232,35.160000000000004,310.128,15.580000000000002,,57.177640000000004,7.029
2020-07-02 13:00:00+02:00,142.59,8.136000000000001,35.256,305.712,15.580000000000002,,50.722100000000005,8.107
2020-07-02 14:00:00+02:00,136.71,8.544,35.016,304.704,15.580000000000002,,49.79988,8.293999999999999
2020-07-02 15:00:00+02:00,136.71,8.208,35.28,305.976,15.580000000000002,,48.87766,8.228
2020-07-02 16:00:00+02:00,137.2,8.184000000000001,34.992,302.088,15.580000000000002,,48.87766,7.821
2020-07-02 17:00:00+02:00,135.73,8.208,34.776,302.76,15.580000000000002,,48.87766,7.997
2020-07-02 18:00:00+02:00,136.22,10.104000000000001,34.872,298.968,15.580000000000002,,48.87766,7.843
2020-07-02 19:00:00+02:00,135.73,10.104000000000001,34.968,295.992,15.580000000000002,,49.79988,7.611999999999999
2020-07-02 20:00:00+02:00,135.73,9.648,35.04,293.76,15.580000000000002,,48.87766,6.523
2020-07-02 21:00:00+02:00,135.24,9.672,35.112,292.632,15.580000000000002,,49.79988,5.521999999999999
2020-07-02 22:00:00+02:00,136.71,9.648,35.256,288.24,15.580000000000002,,49.79988,4.9719999999999995
2020-07-02 23:00:00+02:00,136.22,7.272,34.824,279.024,15.580000000000002,,49.79988,4.29
