,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Run-of-river and poundage,Nuclear,Other,Other renewable,Waste,Wind Onshore
2020-11-01 01:00:00+02:00,709.0,279.0,281.0,1.0,285.0,2084.0,2776.0,66.0,27.0,0.0,1089.0
2020-11-01 02:00:00+02:00,703.0,285.0,282.0,1.0,282.0,2061.0,2775.0,66.0,28.0,0.0,1131.0
2020-11-01 03:00:00+02:00,697.0,274.0,281.0,1.0,302.0,2008.0,2775.0,66.0,27.0,0.0,1129.0
2020-11-01 04:00:00+02:00,700.0,280.0,281.0,1.0,296.0,2051.0,2775.0,66.0,28.0,0.0,1175.0
2020-11-01 05:00:00+02:00,706.0,280.0,279.0,1.0,297.0,2144.0,2776.0,66.0,26.0,0.0,1165.0
2020-11-01 06:00:00+02:00,704.0,280.0,291.0,1.0,294.0,2124.0,2775.0,66.0,26.0,0.0,1190.0
2020-11-01 07:00:00+02:00,705.0,284.0,291.0,1.0,289.0,2136.0,2775.0,66.0,27.0,0.0,1221.0
2020-11-01 08:00:00+02:00,713.0,285.0,292.0,1.0,283.0,2112.0,2776.0,63.0,27.0,0.0,1341.0
2020-11-01 09:00:00+02:00,711.0,278.0,292.0,1.0,286.0,2136.0,2776.0,63.0,27.0,0.0,1463.0
2020-11-01 10:00:00+02:00,710.0,270.0,295.0,1.0,280.0,2081.0,2778.0,63.0,26.0,0.0,1536.0
2020-11-01 11:00:00+02:00,709.0,270.0,295.0,1.0,280.0,2128.0,2776.0,63.0,26.0,0.0,1543.0
2020-11-01 12:00:00+02:00,700.0,276.0,293.0,1.0,278.0,2112.0,2777.0,63.0,26.0,0.0,1524.0
2020-11-01 13:00:00+02:00,711.0,271.0,294.0,1.0,278.0,2115.0,2777.0,61.0,26.0,0.0,1565.0
2020-11-01 14:00:00+02:00,712.0,274.0,290.0,1.0,283.0,2137.0,2777.0,60.0,27.0,0.0,1601.0
2020-11-01 15:00:00+02:00,701.0,266.0,264.0,1.0,288.0,2153.0,2776.0,60.0,27.0,0.0,1675.0
2020-11-01 16:00:00+02:00,703.0,273.0,255.0,1.0,290.0,2158.0,2776.0,60.0,26.0,0.0,1687.0
