,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2020-07-01 00:00:00+02:00,78.66,1777.23,4.1000000000000005,100.42099999999999,12.672,123.19200000000001,50.304,319.164,4.838,152.1663,34.638999999999996
2020-07-01 01:00:00+02:00,78.43,1724.31,4.1000000000000005,99.688,0.336,118.584,38.856,312.636,5.002,151.24408,33.473
2020-07-01 02:00:00+02:00,78.66,1703.73,4.1000000000000005,99.688,13.8,115.32000000000001,39.648,313.728,5.002,152.1663,34.891999999999996
2020-07-01 03:00:00+02:00,78.66,1651.79,4.1000000000000005,100.42099999999999,28.464000000000002,113.47200000000001,35.064,313.02,5.002,152.1663,36.696
2020-07-01 04:00:00+02:00,78.89,1673.84,4.1000000000000005,100.42099999999999,30.864,113.47200000000001,34.296,313.02,4.961,152.1663,37.29
2020-07-01 05:00:00+02:00,78.89,1679.23,4.1000000000000005,100.42099999999999,27.624000000000002,114.864,38.256,318.78000000000003,5.043,151.24408,37.135999999999996
2020-07-01 06:00:00+02:00,78.66,1766.94,4.1000000000000005,99.688,3.336,121.632,48.144,321.24,8.323,152.1663,35.464
2020-07-01 07:00:00+02:00,78.66,1788.99,4.1000000000000005,99.688,17.424,123.552,53.76,322.152,24.19,152.1663,33.506
2020-07-01 08:00:00+02:00,78.43,1857.1,4.1000000000000005,100.42099999999999,21.864,131.016,60.096000000000004,322.824,60.68,152.1663,31.756999999999998
2020-07-01 09:00:00+02:00,77.05,1844.36,4.1000000000000005,100.42099999999999,25.248,134.256,62.592,322.452,105.37,152.1663,32.439
2020-07-01 10:00:00+02:00,73.83,1879.1499999999999,4.1000000000000005,164.192,27.792,131.112,62.208,322.092,145.714,152.1663,34.815
2020-07-01 11:00:00+02:00,74.98,1911.0,4.1000000000000005,491.11,32.256,130.512,61.056000000000004,322.992,167.44400000000002,151.24408,34.583999999999996
