,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
2021-01-01 00:00:00+01:00,719.0,590.0,10158.0,1352.0,26.0,621.0,254.0,2753.0,619.0,1508.0,0.0,32.0,2646.0
2021-01-01 01:00:00+01:00,706.0,589.0,9369.0,1353.0,26.0,620.0,83.0,2581.0,502.0,1489.0,0.0,30.0,2801.0
2021-01-01 02:00:00+01:00,712.0,589.0,8570.0,1349.0,26.0,620.0,77.0,2454.0,485.0,1420.0,0.0,31.0,2673.0
2021-01-01 03:00:00+01:00,710.0,589.0,7972.0,1335.0,26.0,620.0,19.0,2363.0,461.0,1270.0,0.0,32.0,2671.0
2021-01-01 04:00:00+01:00,701.0,590.0,7873.0,1311.0,26.0,619.0,0.0,2381.0,455.0,1272.0,0.0,33.0,2654.0
2021-01-01 05:00:00+01:00,700.0,590.0,8043.0,1328.0,26.0,618.0,0.0,2445.0,465.0,1317.0,0.0,30.0,2521.0
2021-01-01 06:00:00+01:00,719.0,589.0,7867.0,1443.0,26.0,618.0,0.0,2497.0,474.0,1309.0,0.0,30.0,2584.0
2021-01-01 07:00:00+01:00,717.0,587.0,7903.0,1460.0,26.0,617.0,0.0,2566.0,503.0,1265.0,77.0,33.0,2457.0
2021-01-01 08:00:00+01:00,725.0,587.0,7539.0,1453.0,26.0,617.0,0.0,3175.0,564.0,1189.0,895.0,32.0,2442.0
2021-01-01 09:00:00+01:00,728.0,587.0,7885.0,1375.0,26.0,607.0,0.0,3280.0,550.0,1208.0,2162.0,33.0,2356.0
2021-01-01 10:00:00+01:00,729.0,586.0,8750.0,1381.0,27.0,600.0,0.0,3142.0,619.0,1205.0,2365.0,33.0,2608.0
2021-01-01 11:00:00+01:00,727.0,584.0,10008.0,1496.0,26.0,598.0,121.0,3129.0,643.0,1216.0,2873.0,31.0,2851.0
2021-01-01 12:00:00+01:00,727.0,582.0,10241.0,1718.0,27.0,578.0,584.0,3500.0,825.0,1280.0,3254.0,28.0,3120.0
2021-01-01 13:00:00+01:00,730.0,582.0,9370.0,1638.0,27.0,578.0,302.0,3208.0,761.0,1299.0,2704.0,31.0,3426.0
2021-01-01 14:00:00+01:00,747.0,582.0,8968.0,1424.0,26.0,576.0,15.0,2864.0,589.0,1245.0,1759.0,34.0,3674.0
2021-01-01 15:00:00+01:00,753.0,580.0,9780.0,1351.0,26.0,576.0,0.0,3104.0,614.0,1325.0,753.0,36.0,3487.0
2021-01-01 16:00:00+01:00,756.0,583.0,10856.0,1352.0,26.0,562.0,68.0,3592.0,716.0,1485.0,83.0,34.0,3074.0
2021-01-01 17:00:00+01:00,754.0,585.0,11487.0,1339.0,26.0,565.0,128.0,4374.0,873.0,1456.0,0.0,34.0,3045.0
