,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2020-11-30 23:00:00+00:00,95.68,1299.97,964.32,0.0,15.936,7.5600000000000005,18.860000000000003,0.0,0.012,25.575
2020-12-01 00:00:00+00:00,94.3,1186.29,952.84,0.12,10.536,6.5760000000000005,18.040000000000003,0.0,0.012,24.75
2020-12-01 01:00:00+00:00,94.76,1195.6,965.96,0.024,10.416,6.5040000000000004,18.040000000000003,0.0,0.012,22.230999999999998
2020-12-01 02:00:00+00:00,96.83,1166.2,966.7800000000001,0.0,9.288,7.5120000000000005,18.860000000000003,0.0,0.048,20.218
2020-12-01 03:00:00+00:00,96.60000000000001,1151.99,966.7800000000001,0.0,9.648,6.5520000000000005,18.860000000000003,0.0,0.024,18.436
2020-12-01 04:00:00+00:00,96.37,1123.08,966.7800000000001,0.096,11.16,6.384,18.040000000000003,0.0,0.012,18.073
2020-12-01 05:00:00+00:00,96.37,1274.98,966.7800000000001,3.3120000000000003,18.048000000000002,9.936,18.040000000000003,0.0,0.024,17.325
2020-12-01 06:00:00+00:00,95.22,1538.6,933.1600000000001,4.776,22.824,10.392,18.040000000000003,0.0,0.0,15.158
2020-12-01 07:00:00+00:00,95.91000000000001,1601.81,746.2,4.992,29.736,14.88,18.040000000000003,0.164,0.0,12.924999999999999
2020-12-01 08:00:00+00:00,95.91000000000001,1692.95,745.3800000000001,5.328,28.368000000000002,13.224,18.860000000000003,5.248,0.0,11.638
2020-12-01 09:00:00+00:00,94.53,1631.21,745.3800000000001,5.064,32.712,12.528,18.040000000000003,13.407,0.0,11.296999999999999
2020-12-01 10:00:00+00:00,94.99000000000001,1482.74,745.3800000000001,2.328,28.272000000000002,10.416,16.400000000000002,18.45,0.0,11.902
2020-12-01 11:00:00+00:00,95.22,1502.34,745.3800000000001,3.48,28.968,9.984,16.400000000000002,21.771,0.0,10.075999999999999
2020-12-01 12:00:00+00:00,96.83,1626.31,741.2800000000001,3.48,29.952,10.944,15.580000000000002,22.509,0.0,8.437
2020-12-01 13:00:00+00:00,97.06,1589.07,735.5400000000001,2.184,27.624000000000002,10.848,17.220000000000002,21.894000000000002,0.0,7.138999999999999
2020-12-01 14:00:00+00:00,96.83,1670.41,745.3800000000001,0.768,27.96,10.584,18.860000000000003,19.311,0.0,5.367999999999999
2020-12-01 15:00:00+00:00,96.37,1694.42,745.3800000000001,0.768,30.504,11.184000000000001,18.040000000000003,13.243,0.012,5.313
2020-12-01 16:00:00+00:00,97.06,1717.94,745.3800000000001,9.912,34.584,19.728,18.860000000000003,3.813,0.036000000000000004,7.271
2020-12-01 17:00:00+00:00,96.14,1720.8799999999999,745.3800000000001,16.464,35.376,22.368000000000002,18.860000000000003,0.0,0.036000000000000004,10.054
2020-12-01 18:00:00+00:00,96.14,1740.97,744.5600000000001,22.416,34.584,26.952,18.040000000000003,0.0,0.048,11.088
2020-12-01 19:00:00+00:00,95.68,1754.69,744.5600000000001,26.112000000000002,34.464,26.952,18.040000000000003,0.0,0.048,11.549999999999999
2020-12-01 20:00:00+00:00,95.91000000000001,1677.76,745.3800000000001,10.848,33.96,20.016000000000002,18.040000000000003,0.0,0.096,11.681999999999999
2020-12-01 21:00:00+00:00,92.46000000000001,1608.18,745.3800000000001,8.856,33.936,19.296,17.220000000000002,0.0,0.20400000000000001,10.615
2020-12-01 22:00:00+00:00,91.77000000000001,1466.57,745.3800000000001,3.3120000000000003,22.44,15.96,18.040000000000003,0.0,0.264,9.548
2020-12-01 23:00:00+00:00,94.07000000000001,1062.81,744.5600000000001,3.48,16.056,17.304000000000002,18.860000000000003,0.0,0.192,7.534999999999999
2020-12-02 00:00:00+00:00,94.07000000000001,730.59,778.1800000000001,2.232,5.5920000000000005,10.224,18.040000000000003,0.0,0.228,6.633
2020-12-02 01:00:00+00:00,94.3,718.83,778.1800000000001,0.40800000000000003,5.832,9.504,18.860000000000003,0.0,0.228,7.292999999999999
2020-12-02 02:00:00+00:00,95.91000000000001,682.08,778.1800000000001,0.024,2.832,8.568,19.68,0.0,0.216,8.987
2020-12-02 03:00:00+00:00,96.60000000000001,734.02,778.1800000000001,0.864,2.856,8.88,19.68,0.0,0.276,10.604
2020-12-02 04:00:00+00:00,97.06,722.26,778.1800000000001,0.0,2.856,7.776,21.32,0.0,0.276,11.561
2020-12-02 05:00:00+00:00,96.60000000000001,735.49,810.1600000000001,0.168,5.088,6.6000000000000005,20.5,0.0,0.252,14.091
2020-12-02 06:00:00+00:00,96.83,1076.04,870.0200000000001,3.216,12.96,10.488,22.96,0.0,0.20400000000000001,16.456
