,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2021-02-01 00:00:00+01:00,137.0,271.0,1247.0,3.0,0.0,0.0,10.0,0.0,1939.0,76.0,11.0,0.0,13.0,9.0
2021-02-01 00:15:00+01:00,137.0,279.0,1231.0,3.0,0.0,0.0,10.0,0.0,1938.0,76.0,11.0,0.0,13.0,11.0
2021-02-01 00:30:00+01:00,136.0,272.0,1220.0,1.0,0.0,0.0,10.0,0.0,1937.0,76.0,11.0,0.0,12.0,14.0
2021-02-01 00:45:00+01:00,137.0,267.0,1205.0,3.0,0.0,0.0,10.0,0.0,1938.0,76.0,11.0,0.0,12.0,17.0
2021-02-01 01:00:00+01:00,137.0,283.0,1089.0,2.0,0.0,0.0,10.0,0.0,1939.0,76.0,11.0,0.0,12.0,17.0
2021-02-01 01:15:00+01:00,137.0,305.0,1058.0,2.0,0.0,0.0,10.0,0.0,1938.0,76.0,10.0,0.0,12.0,17.0
2021-02-01 01:30:00+01:00,135.0,294.0,1055.0,2.0,0.0,0.0,10.0,0.0,1938.0,76.0,8.0,0.0,12.0,16.0
2021-02-01 01:45:00+01:00,120.0,289.0,1055.0,1.0,0.0,0.0,10.0,0.0,1938.0,76.0,8.0,0.0,12.0,14.0
2021-02-01 02:00:00+01:00,111.0,302.0,1076.0,2.0,0.0,0.0,10.0,0.0,1940.0,75.0,8.0,0.0,12.0,8.0
2021-02-01 02:15:00+01:00,101.0,295.0,1059.0,3.0,0.0,0.0,10.0,0.0,1939.0,75.0,8.0,0.0,11.0,5.0
2021-02-01 02:30:00+01:00,102.0,268.0,1052.0,3.0,0.0,0.0,10.0,0.0,1939.0,75.0,8.0,0.0,11.0,3.0
2021-02-01 02:45:00+01:00,100.0,242.0,1045.0,3.0,0.0,0.0,10.0,0.0,1938.0,75.0,8.0,0.0,12.0,2.0
2021-02-01 03:00:00+01:00,98.0,254.0,1054.0,3.0,0.0,0.0,10.0,0.0,1939.0,76.0,8.0,0.0,12.0,2.0
2021-02-01 03:15:00+01:00,99.0,249.0,1051.0,2.0,0.0,0.0,10.0,0.0,1938.0,76.0,8.0,0.0,14.0,1.0
2021-02-01 03:30:00+01:00,96.0,245.0,1051.0,3.0,0.0,0.0,10.0,0.0,1939.0,76.0,8.0,0.0,14.0,1.0
2021-02-01 03:45:00+01:00,92.0,254.0,1049.0,3.0,0.0,0.0,10.0,0.0,1939.0,76.0,7.0,0.0,14.0,1.0
2021-02-01 04:00:00+01:00,95.0,244.0,1033.0,3.0,0.0,0.0,10.0,0.0,1939.0,75.0,7.0,0.0,14.0,1.0
2021-02-01 04:15:00+01:00,96.0,247.0,1064.0,2.0,0.0,0.0,10.0,0.0,1939.0,75.0,7.0,0.0,14.0,1.0
2021-02-01 04:30:00+01:00,96.0,263.0,1072.0,2.0,0.0,0.0,10.0,0.0,1939.0,75.0,7.0,0.0,14.0,1.0
2021-02-01 04:45:00+01:00,97.0,287.0,1117.0,3.0,0.0,0.0,10.0,0.0,1939.0,75.0,7.0,0.0,13.0,1.0
2021-02-01 05:00:00+01:00,94.0,260.0,1218.0,3.0,0.0,0.0,10.0,0.0,1938.0,75.0,7.0,0.0,13.0,2.0
2021-02-01 05:15:00+01:00,95.0,244.0,1278.0,3.0,0.0,0.0,10.0,0.0,1939.0,75.0,9.0,0.0,12.0,2.0
2021-02-01 05:30:00+01:00,96.0,264.0,1293.0,3.0,0.0,0.0,10.0,0.0,1939.0,75.0,9.0,0.0,12.0,2.0
2021-02-01 05:45:00+01:00,97.0,294.0,1294.0,4.0,0.0,0.0,10.0,0.0,1938.0,75.0,9.0,0.0,10.0,3.0
2021-02-01 06:00:00+01:00,97.0,283.0,1321.0,3.0,0.0,0.0,10.0,0.0,1938.0,76.0,9.0,0.0,11.0,3.0
2021-02-01 06:15:00+01:00,95.0,286.0,1348.0,3.0,0.0,0.0,10.0,0.0,1937.0,76.0,9.0,0.0,11.0,3.0
