,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2020-11-01 00:00:00+01:00,264.0,1116.0,0.0,53.0,24.0,3947.0,614.0,0.0,254.0,1595.0,480.0
2020-11-01 01:00:00+01:00,262.0,1185.0,0.0,301.0,23.0,3947.0,537.0,0.0,256.0,1506.0,511.0
2020-11-01 02:00:00+01:00,263.0,1271.0,0.0,300.0,23.0,3948.0,570.0,0.0,257.0,1097.0,398.0
2020-11-01 03:00:00+01:00,267.0,1189.0,0.0,432.0,22.0,3951.0,680.0,0.0,259.0,1374.0,349.0
2020-11-01 04:00:00+01:00,253.0,1152.0,0.0,691.0,21.0,3952.0,609.0,0.0,258.0,1892.0,408.0
2020-11-01 05:00:00+01:00,189.0,1167.0,0.0,607.0,20.0,3952.0,595.0,0.0,253.0,1792.0,477.0
2020-11-01 06:00:00+01:00,191.0,1148.0,0.0,26.0,18.0,3950.0,647.0,0.0,258.0,1867.0,654.0
2020-11-01 07:00:00+01:00,192.0,1064.0,0.0,7.0,19.0,3948.0,644.0,2.0,257.0,1939.0,850.0
2020-11-01 08:00:00+01:00,191.0,1041.0,0.0,114.0,20.0,3947.0,659.0,113.0,259.0,1966.0,1176.0
2020-11-01 09:00:00+01:00,190.0,1217.0,0.0,216.0,21.0,3945.0,687.0,257.0,257.0,1988.0,1195.0
2020-11-01 10:00:00+01:00,212.0,1266.0,0.0,217.0,19.0,3943.0,770.0,289.0,253.0,2014.0,1238.0
2020-11-01 11:00:00+01:00,265.0,1229.0,0.0,301.0,19.0,3940.0,770.0,286.0,251.0,2020.0,1376.0
2020-11-01 12:00:00+01:00,267.0,1262.0,0.0,272.0,20.0,3935.0,771.0,313.0,257.0,2022.0,1514.0
2020-11-01 13:00:00+01:00,259.0,1108.0,0.0,514.0,21.0,3931.0,728.0,333.0,252.0,2015.0,1577.0
2020-11-01 14:00:00+01:00,259.0,1058.0,0.0,757.0,19.0,3929.0,700.0,364.0,253.0,2013.0,1558.0
2020-11-01 15:00:00+01:00,252.0,1191.0,0.0,830.0,19.0,3929.0,659.0,193.0,251.0,2028.0,1495.0
2020-11-01 16:00:00+01:00,256.0,1116.0,0.0,335.0,21.0,3930.0,734.0,43.0,252.0,2033.0,1420.0
2020-11-01 17:00:00+01:00,257.0,1239.0,0.0,354.0,24.0,3922.0,725.0,0.0,257.0,2034.0,1362.0
2020-11-01 18:00:00+01:00,261.0,1363.0,0.0,795.0,29.0,3925.0,722.0,0.0,256.0,2033.0,1336.0
2020-11-01 19:00:00+01:00,261.0,1234.0,0.0,833.0,31.0,3927.0,671.0,0.0,256.0,2030.0,1401.0
2020-11-01 20:00:00+01:00,259.0,1101.0,0.0,749.0,30.0,3928.0,605.0,0.0,256.0,2026.0,1410.0
2020-11-01 21:00:00+01:00,257.0,1191.0,0.0,530.0,29.0,3930.0,583.0,0.0,254.0,2026.0,1489.0
2020-11-01 22:00:00+01:00,228.0,1139.0,0.0,469.0,24.0,3930.0,550.0,0.0,256.0,2033.0,1599.0
2020-11-01 23:00:00+01:00,158.0,1033.0,0.0,3.0,13.0,3930.0,519.0,0.0,257.0,2014.0,1621.0
2020-11-02 00:00:00+01:00,150.0,1116.0,0.0,668.0,8.0,3927.0,514.0,0.0,253.0,2011.0,1623.0
2020-11-02 01:00:00+01:00,152.0,1178.0,0.0,545.0,12.0,3914.0,525.0,0.0,250.0,1978.0,1628.0
2020-11-02 02:00:00+01:00,163.0,1086.0,0.0,708.0,19.0,3822.0,518.0,0.0,264.0,1981.0,1638.0
2020-11-02 03:00:00+01:00,169.0,1112.0,0.0,874.0,27.0,3824.0,500.0,0.0,272.0,1939.0,1629.0
2020-11-02 04:00:00+01:00,167.0,1101.0,0.0,834.0,28.0,3873.0,507.0,0.0,271.0,1899.0,1629.0
2020-11-02 05:00:00+01:00,168.0,1048.0,0.0,754.0,28.0,3920.0,531.0,0.0,276.0,1881.0,1638.0
2020-11-02 06:00:00+01:00,165.0,1121.0,0.0,438.0,28.0,3927.0,580.0,0.0,271.0,1943.0,1644.0
2020-11-02 07:00:00+01:00,170.0,1113.0,0.0,69.0,30.0,3929.0,627.0,1.0,270.0,1955.0,1665.0
2020-11-02 08:00:00+01:00,187.0,1276.0,0.0,5.0,29.0,3931.0,653.0,51.0,271.0,1979.0,1687.0
2020-11-02 09:00:00+01:00,229.0,1358.0,0.0,59.0,28.0,3929.0,701.0,211.0,269.0,2003.0,1684.0
2020-11-02 10:00:00+01:00,268.0,1378.0,0.0,98.0,23.0,3927.0,750.0,365.0,269.0,2012.0,1654.0
2020-11-02 11:00:00+01:00,279.0,1303.0,0.0,5.0,22.0,3929.0,749.0,479.0,271.0,2018.0,1637.0
2020-11-02 12:00:00+01:00,280.0,1360.0,0.0,2.0,22.0,3926.0,725.0,594.0,272.0,2022.0,1634.0
2020-11-02 13:00:00+01:00,280.0,1407.0,0.0,2.0,23.0,3925.0,742.0,405.0,270.0,2016.0,1620.0
2020-11-02 14:00:00+01:00,281.0,1412.0,0.0,2.0,25.0,3926.0,775.0,276.0,269.0,2006.0,1622.0
2020-11-02 15:00:00+01:00,281.0,1411.0,0.0,48.0,26.0,3929.0,777.0,178.0,264.0,2006.0,1518.0
2020-11-02 16:00:00+01:00,283.0,1471.0,0.0,0.0,25.0,3934.0,785.0,54.0,271.0,2003.0,1381.0
2020-11-02 17:00:00+01:00,282.0,1506.0,0.0,67.0,24.0,3939.0,719.0,1.0,270.0,1996.0,1270.0
2020-11-02 18:00:00+01:00,281.0,1560.0,0.0,734.0,24.0,3943.0,673.0,0.0,275.0,2031.0,1052.0
2020-11-02 19:00:00+01:00,282.0,1545.0,0.0,681.0,24.0,3943.0,752.0,0.0,275.0,2033.0,938.0
2020-11-02 20:00:00+01:00,283.0,1465.0,0.0,557.0,23.0,3943.0,686.0,0.0,276.0,2029.0,997.0
2020-11-02 21:00:00+01:00,285.0,1367.0,0.0,5.0,23.0,3944.0,637.0,0.0,276.0,2029.0,986.0
2020-11-02 22:00:00+01:00,281.0,1393.0,0.0,58.0,24.0,3945.0,608.0,0.0,273.0,2031.0,1006.0
2020-11-02 23:00:00+01:00,276.0,1315.0,0.0,22.0,26.0,3949.0,598.0,0.0,260.0,2030.0,1045.0
2020-11-03 00:00:00+01:00,276.0,1266.0,0.0,36.0,27.0,3950.0,572.0,0.0,264.0,2019.0,937.0
2020-11-03 01:00:00+01:00,237.0,1236.0,0.0,791.0,28.0,3952.0,590.0,0.0,265.0,1906.0,826.0
2020-11-03 02:00:00+01:00,211.0,1435.0,0.0,613.0,28.0,3955.0,617.0,0.0,258.0,1638.0,696.0
2020-11-03 03:00:00+01:00,271.0,1442.0,0.0,819.0,28.0,3957.0,681.0,0.0,254.0,1583.0,645.0
2020-11-03 04:00:00+01:00,273.0,1576.0,0.0,722.0,28.0,3959.0,663.0,0.0,256.0,1157.0,585.0
2020-11-03 05:00:00+01:00,272.0,1734.0,0.0,42.0,28.0,3960.0,671.0,0.0,254.0,759.0,503.0
2020-11-03 06:00:00+01:00,269.0,2397.0,0.0,17.0,28.0,3960.0,707.0,0.0,250.0,268.0,513.0
2020-11-03 07:00:00+01:00,271.0,2572.0,0.0,60.0,28.0,3957.0,777.0,9.0,223.0,1079.0,529.0
2020-11-03 08:00:00+01:00,270.0,2364.0,0.0,1.0,27.0,3957.0,762.0,198.0,243.0,1591.0,572.0
2020-11-03 09:00:00+01:00,270.0,2262.0,0.0,28.0,26.0,3956.0,759.0,728.0,249.0,1947.0,538.0
