,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2020-09-01 00:00:00+02:00,276.0,2528.0,313.0,120.0,226.0,7.0,145.0,84.0,57.0,3891.0,96.0,265.0,0.0,24.0,54.0
2020-09-01 01:00:00+02:00,276.0,2500.0,306.0,120.0,215.0,5.0,0.0,83.0,55.0,3895.0,96.0,266.0,0.0,23.0,54.0
2020-09-01 02:00:00+02:00,276.0,2452.0,305.0,120.0,211.0,5.0,0.0,80.0,51.0,3895.0,96.0,266.0,0.0,23.0,71.0
2020-09-01 03:00:00+02:00,274.0,2645.0,308.0,121.0,216.0,5.0,0.0,76.0,91.0,3894.0,95.0,269.0,0.0,23.0,86.0
2020-09-01 04:00:00+02:00,270.0,2619.0,305.0,120.0,213.0,5.0,0.0,72.0,99.0,3897.0,95.0,267.0,0.0,23.0,88.0
2020-09-01 05:00:00+02:00,269.0,2683.0,309.0,120.0,214.0,5.0,0.0,68.0,277.0,3897.0,96.0,266.0,6.0,23.0,97.0
2020-09-01 06:00:00+02:00,271.0,2855.0,330.0,133.0,263.0,7.0,21.0,67.0,366.0,3894.0,109.0,270.0,12.0,24.0,95.0
2020-09-01 07:00:00+02:00,271.0,2899.0,328.0,145.0,280.0,7.0,422.0,67.0,401.0,3894.0,117.0,272.0,30.0,24.0,99.0
2020-09-01 08:00:00+02:00,276.0,2895.0,322.0,144.0,273.0,6.0,454.0,66.0,381.0,3898.0,120.0,275.0,74.0,24.0,109.0
2020-09-01 09:00:00+02:00,278.0,2884.0,322.0,144.0,273.0,7.0,381.0,68.0,316.0,3901.0,119.0,274.0,121.0,24.0,111.0
2020-09-01 10:00:00+02:00,275.0,2902.0,322.0,141.0,274.0,7.0,356.0,67.0,318.0,3901.0,112.0,271.0,170.0,24.0,115.0
2020-09-01 11:00:00+02:00,274.0,2914.0,323.0,133.0,270.0,7.0,369.0,66.0,313.0,3900.0,109.0,270.0,232.0,24.0,117.0
2020-09-01 12:00:00+02:00,274.0,2767.0,319.0,129.0,267.0,7.0,4.0,65.0,260.0,3899.0,102.0,269.0,332.0,24.0,114.0
2020-09-01 13:00:00+02:00,269.0,2692.0,319.0,127.0,266.0,7.0,0.0,77.0,40.0,3899.0,97.0,269.0,431.0,24.0,127.0
2020-09-01 14:00:00+02:00,269.0,2686.0,317.0,127.0,260.0,6.0,0.0,80.0,27.0,3896.0,97.0,268.0,449.0,24.0,129.0
2020-09-01 15:00:00+02:00,270.0,2534.0,318.0,127.0,261.0,7.0,168.0,77.0,34.0,3891.0,97.0,268.0,404.0,25.0,131.0
2020-09-01 16:00:00+02:00,270.0,2275.0,318.0,128.0,267.0,6.0,235.0,76.0,35.0,3894.0,99.0,268.0,327.0,24.0,127.0
2020-09-01 17:00:00+02:00,270.0,2286.0,328.0,132.0,270.0,6.0,3.0,78.0,29.0,3898.0,103.0,271.0,197.0,25.0,111.0
2020-09-01 18:00:00+02:00,272.0,2309.0,322.0,140.0,269.0,7.0,242.0,71.0,117.0,3899.0,108.0,274.0,90.0,24.0,106.0
2020-09-01 19:00:00+02:00,274.0,2335.0,324.0,142.0,275.0,7.0,779.0,68.0,133.0,3901.0,112.0,276.0,19.0,24.0,104.0
2020-09-01 20:00:00+02:00,276.0,2309.0,322.0,141.0,275.0,7.0,733.0,69.0,114.0,3904.0,111.0,275.0,6.0,24.0,86.0
2020-09-01 21:00:00+02:00,277.0,2282.0,319.0,130.0,272.0,7.0,23.0,77.0,41.0,3904.0,106.0,273.0,0.0,24.0,74.0
2020-09-01 22:00:00+02:00,279.0,2363.0,319.0,121.0,258.0,7.0,0.0,77.0,77.0,3906.0,96.0,270.0,0.0,24.0,63.0
2020-09-01 23:00:00+02:00,279.0,2405.0,318.0,118.0,240.0,7.0,86.0,85.0,20.0,3908.0,94.0,269.0,0.0,24.0,54.0
2020-09-02 00:00:00+02:00,279.0,2459.0,312.0,119.0,224.0,7.0,0.0,89.0,19.0,3910.0,94.0,268.0,0.0,24.0,45.0
2020-09-02 01:00:00+02:00,279.0,2253.0,314.0,119.0,224.0,7.0,0.0,91.0,19.0,3915.0,93.0,268.0,0.0,23.0,39.0
