,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2020-12-01 00:00:00+01:00,4534.0,12691.0,9934.0,7038.0,436.0,31.0,70.0,1243.0,42.0,6453.0,486.0,200.0,0.0,529.0,3532.0,15484.0
2020-12-01 00:15:00+01:00,4523.0,12667.0,9883.0,6611.0,434.0,31.0,131.0,1241.0,39.0,6525.0,486.0,200.0,0.0,524.0,3404.0,14953.0
2020-12-01 00:30:00+01:00,4508.0,12739.0,9514.0,6477.0,434.0,31.0,171.0,1241.0,41.0,6547.0,486.0,200.0,0.0,525.0,3231.0,14460.0
2020-12-01 00:45:00+01:00,4505.0,12763.0,9431.0,6352.0,434.0,31.0,170.0,1244.0,34.0,6598.0,486.0,200.0,0.0,525.0,3040.0,13868.0
2020-12-01 01:00:00+01:00,4486.0,12837.0,9435.0,6458.0,434.0,31.0,425.0,1242.0,87.0,6687.0,486.0,200.0,0.0,474.0,2756.0,13439.0
2020-12-01 01:15:00+01:00,4473.0,12799.0,9398.0,6634.0,434.0,32.0,375.0,1239.0,27.0,6749.0,486.0,200.0,0.0,275.0,2469.0,13060.0
2020-12-01 01:30:00+01:00,4505.0,12816.0,9426.0,6855.0,434.0,32.0,345.0,1243.0,93.0,6790.0,486.0,200.0,0.0,171.0,2396.0,12693.0
2020-12-01 01:45:00+01:00,4517.0,12712.0,9256.0,7053.0,434.0,32.0,231.0,1246.0,120.0,6820.0,485.0,200.0,0.0,170.0,2575.0,12334.0
2020-12-01 02:00:00+01:00,4515.0,12620.0,9090.0,7132.0,434.0,31.0,239.0,1248.0,63.0,6848.0,485.0,199.0,0.0,166.0,2745.0,11944.0
2020-12-01 02:15:00+01:00,4504.0,12681.0,9311.0,7032.0,434.0,31.0,88.0,1250.0,25.0,6847.0,485.0,199.0,0.0,158.0,2918.0,11653.0
2020-12-01 02:30:00+01:00,4500.0,12703.0,9338.0,7177.0,434.0,31.0,29.0,1252.0,22.0,6850.0,484.0,199.0,0.0,166.0,3153.0,11395.0
2020-12-01 02:45:00+01:00,4504.0,12668.0,9321.0,7084.0,434.0,31.0,66.0,1251.0,22.0,6892.0,484.0,199.0,0.0,166.0,3012.0,11113.0
2020-12-01 03:00:00+01:00,4503.0,12693.0,9331.0,6953.0,434.0,31.0,27.0,1246.0,22.0,7039.0,486.0,199.0,0.0,166.0,3006.0,10814.0
2020-12-01 03:15:00+01:00,4494.0,12638.0,9374.0,7000.0,434.0,31.0,8.0,1243.0,21.0,7106.0,486.0,199.0,0.0,166.0,3127.0,10470.0
2020-12-01 03:30:00+01:00,4485.0,12638.0,9530.0,7039.0,434.0,31.0,8.0,1233.0,24.0,7209.0,485.0,199.0,0.0,166.0,3332.0,9999.0
2020-12-01 03:45:00+01:00,4476.0,12599.0,9562.0,7044.0,434.0,31.0,33.0,1230.0,25.0,7246.0,485.0,199.0,0.0,166.0,3378.0,9634.0
2020-12-01 04:00:00+01:00,4471.0,12438.0,9747.0,7303.0,434.0,31.0,51.0,1227.0,81.0,7313.0,485.0,199.0,0.0,152.0,3704.0,9122.0
2020-12-01 04:15:00+01:00,4482.0,12370.0,9762.0,7449.0,434.0,31.0,30.0,1228.0,67.0,7388.0,485.0,198.0,0.0,156.0,3955.0,8759.0
2020-12-01 04:30:00+01:00,4484.0,12366.0,9901.0,7831.0,434.0,31.0,110.0,1227.0,31.0,7450.0,485.0,198.0,0.0,152.0,4111.0,8467.0
2020-12-01 04:45:00+01:00,4485.0,12668.0,10030.0,8270.0,434.0,31.0,81.0,1227.0,48.0,7482.0,485.0,198.0,0.0,152.0,4071.0,8036.0
2020-12-01 05:00:00+01:00,4494.0,12868.0,10294.0,8596.0,434.0,31.0,72.0,1225.0,128.0,7540.0,484.0,199.0,0.0,151.0,4143.0,7793.0
2020-12-01 05:15:00+01:00,4502.0,13137.0,10386.0,8873.0,434.0,31.0,202.0,1224.0,87.0,7565.0,484.0,199.0,0.0,151.0,4379.0,7565.0
2020-12-01 05:30:00+01:00,4487.0,13463.0,10457.0,9153.0,434.0,31.0,208.0,1223.0,98.0,7625.0,485.0,199.0,0.0,151.0,4609.0,7284.0
2020-12-01 05:45:00+01:00,4497.0,13758.0,10651.0,9839.0,434.0,31.0,211.0,1222.0,106.0,7696.0,486.0,200.0,0.0,151.0,4642.0,7078.0
2020-12-01 06:00:00+01:00,4504.0,13996.0,11308.0,10495.0,434.0,30.0,41.0,1217.0,48.0,7724.0,493.0,200.0,0.0,147.0,4773.0,6865.0
2020-12-01 06:15:00+01:00,4516.0,14454.0,11985.0,11334.0,434.0,30.0,82.0,1220.0,97.0,7738.0,493.0,200.0,0.0,148.0,4845.0,6544.0
2020-12-01 06:30:00+01:00,4526.0,14677.0,12424.0,11847.0,432.0,30.0,196.0,1219.0,112.0,7736.0,493.0,200.0,0.0,148.0,4700.0,6226.0
2020-12-01 06:45:00+01:00,4533.0,14703.0,12610.0,12676.0,431.0,30.0,617.0,1215.0,184.0,7743.0,493.0,200.0,0.0,148.0,4844.0,5921.0
2020-12-01 07:00:00+01:00,4526.0,14928.0,12761.0,13639.0,431.0,30.0,276.0,1214.0,165.0,7740.0,492.0,200.0,0.0,148.0,4732.0,5659.0
2020-12-01 07:15:00+01:00,4532.0,15322.0,13072.0,14361.0,431.0,30.0,588.0,1212.0,144.0,7743.0,492.0,201.0,0.0,148.0,4549.0,5358.0
2020-12-01 07:30:00+01:00,4510.0,15382.0,13440.0,14535.0,431.0,30.0,868.0,1206.0,214.0,7744.0,492.0,200.0,11.0,148.0,4586.0,5230.0
2020-12-01 07:45:00+01:00,4514.0,15446.0,13521.0,14575.0,431.0,29.0,1674.0,1207.0,259.0,7743.0,492.0,200.0,64.0,148.0,4554.0,5013.0
2020-12-01 08:00:00+01:00,4540.0,15634.0,13551.0,14644.0,431.0,29.0,2478.0,1213.0,258.0,7747.0,492.0,201.0,142.0,150.0,4568.0,4810.0
2020-12-01 08:15:00+01:00,4527.0,15800.0,13623.0,14698.0,432.0,30.0,2871.0,1215.0,251.0,7750.0,492.0,201.0,150.0,149.0,4597.0,4657.0
