,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2020-04-01 00:00:00+02:00,236.0,2795.0,53.0,1405.0,7487.0,213.0,143.0,153.0,0.0,,2218.0
2020-04-01 01:00:00+02:00,236.0,2655.0,54.0,1400.0,7471.0,213.0,0.0,152.0,0.0,,2500.0
2020-04-01 02:00:00+02:00,235.0,2331.0,54.0,1397.0,7342.0,212.0,0.0,152.0,0.0,,2904.0
2020-04-01 03:00:00+02:00,232.0,2313.0,54.0,1407.0,7247.0,213.0,0.0,151.0,0.0,,3155.0
2020-04-01 04:00:00+02:00,236.0,2352.0,54.0,1408.0,7240.0,213.0,0.0,151.0,0.0,,3229.0
2020-04-01 05:00:00+02:00,241.0,2470.0,53.0,1417.0,7468.0,213.0,0.0,151.0,0.0,,3284.0
2020-04-01 06:00:00+02:00,245.0,2604.0,54.0,1421.0,7755.0,214.0,0.0,151.0,0.0,,3430.0
2020-04-01 07:00:00+02:00,244.0,2769.0,54.0,1478.0,8513.0,214.0,0.0,151.0,0.0,,3372.0
2020-04-01 08:00:00+02:00,245.0,2811.0,55.0,1493.0,8666.0,202.0,215.0,177.0,38.0,,3036.0
2020-04-01 09:00:00+02:00,245.0,2913.0,54.0,1469.0,8539.0,207.0,307.0,198.0,43.0,,3055.0
2020-04-01 10:00:00+02:00,245.0,2339.0,55.0,1406.0,8076.0,216.0,54.0,203.0,30.0,,3399.0
2020-04-01 11:00:00+02:00,245.0,2340.0,54.0,1427.0,7956.0,215.0,20.0,200.0,29.0,,3580.0
2020-04-01 12:00:00+02:00,244.0,2462.0,53.0,1433.0,7856.0,212.0,3.0,189.0,4.0,,3551.0
2020-04-01 13:00:00+02:00,244.0,2540.0,53.0,1442.0,7821.0,209.0,0.0,188.0,0.0,,3426.0
2020-04-01 14:00:00+02:00,245.0,2367.0,51.0,1423.0,7714.0,204.0,0.0,187.0,0.0,,3365.0
2020-04-01 15:00:00+02:00,244.0,2297.0,52.0,1416.0,7737.0,203.0,0.0,169.0,0.0,,3421.0
2020-04-01 16:00:00+02:00,244.0,2258.0,51.0,1404.0,7661.0,205.0,0.0,157.0,0.0,,3244.0
2020-04-01 17:00:00+02:00,244.0,2319.0,50.0,1420.0,7778.0,206.0,0.0,157.0,0.0,,3086.0
2020-04-01 18:00:00+02:00,246.0,2452.0,48.0,1438.0,7987.0,210.0,251.0,177.0,0.0,,2784.0
2020-04-01 19:00:00+02:00,245.0,3053.0,49.0,1466.0,8403.0,219.0,424.0,194.0,38.0,,2676.0
2020-04-01 20:00:00+02:00,245.0,3613.0,50.0,1478.0,8553.0,219.0,408.0,212.0,43.0,,2862.0
2020-04-01 21:00:00+02:00,244.0,3364.0,51.0,1460.0,8181.0,220.0,275.0,212.0,5.0,,3154.0
2020-04-01 22:00:00+02:00,246.0,3027.0,52.0,1410.0,7879.0,221.0,150.0,195.0,0.0,,3286.0
2020-04-01 23:00:00+02:00,244.0,2678.0,52.0,1410.0,7782.0,220.0,0.0,175.0,0.0,,3428.0
2020-04-02 00:00:00+02:00,235.0,2340.0,53.0,1393.0,7340.0,219.0,0.0,142.0,0.0,,3546.0
2020-04-02 01:00:00+02:00,233.0,2315.0,53.0,1388.0,7086.0,219.0,0.0,141.0,0.0,,3398.0
2020-04-02 02:00:00+02:00,232.0,2307.0,53.0,1384.0,7095.0,218.0,0.0,141.0,0.0,,3360.0
2020-04-02 03:00:00+02:00,236.0,2306.0,53.0,1380.0,7150.0,217.0,0.0,141.0,0.0,,3351.0
2020-04-02 04:00:00+02:00,235.0,2384.0,53.0,1381.0,7231.0,217.0,0.0,141.0,0.0,,3251.0
2020-04-02 05:00:00+02:00,233.0,2581.0,53.0,1400.0,7384.0,217.0,0.0,141.0,0.0,,3204.0
2020-04-02 06:00:00+02:00,242.0,2696.0,54.0,1422.0,7680.0,216.0,0.0,140.0,0.0,,3189.0
2020-04-02 07:00:00+02:00,244.0,3057.0,53.0,1399.0,8260.0,216.0,0.0,140.0,0.0,,3048.0
2020-04-02 08:00:00+02:00,246.0,3217.0,53.0,1440.0,8508.0,213.0,109.0,160.0,38.0,,2794.0
2020-04-02 09:00:00+02:00,243.0,3335.0,53.0,1482.0,8521.0,212.0,391.0,190.0,43.0,,2674.0
2020-04-02 10:00:00+02:00,245.0,3409.0,53.0,1479.0,8372.0,204.0,299.0,174.0,43.0,,2841.0
2020-04-02 11:00:00+02:00,246.0,3424.0,54.0,1460.0,8227.0,203.0,271.0,172.0,5.0,,3147.0
2020-04-02 12:00:00+02:00,244.0,2820.0,53.0,1407.0,8046.0,208.0,75.0,176.0,0.0,,3471.0
2020-04-02 13:00:00+02:00,244.0,2667.0,52.0,1421.0,7947.0,212.0,248.0,174.0,0.0,,3388.0
2020-04-02 14:00:00+02:00,247.0,2492.0,51.0,1413.0,7782.0,212.0,217.0,157.0,0.0,,3463.0
2020-04-02 15:00:00+02:00,246.0,2422.0,43.0,1412.0,7807.0,215.0,222.0,156.0,0.0,,3404.0
