,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2020-07-31 23:00:00+01:00,371.0,2922.0,643.0,0.0,343.0,6.0,22.0,0.0,11.0,1726.0
2020-08-01 00:00:00+01:00,367.0,2408.0,350.0,0.0,304.0,24.0,22.0,0.0,15.0,1664.0
2020-08-01 01:00:00+01:00,379.0,2188.0,208.0,0.0,225.0,0.0,22.0,0.0,9.0,1662.0
2020-08-01 02:00:00+01:00,382.0,2043.0,0.0,0.0,166.0,0.0,22.0,0.0,11.0,1660.0
2020-08-01 03:00:00+01:00,379.0,1972.0,17.0,0.0,246.0,0.0,21.0,0.0,14.0,1673.0
2020-08-01 04:00:00+01:00,380.0,2054.0,144.0,0.0,169.0,0.0,21.0,0.0,20.0,1722.0
2020-08-01 05:00:00+01:00,379.0,2035.0,160.0,0.0,111.0,0.0,21.0,0.0,19.0,1607.0
2020-08-01 06:00:00+01:00,375.0,2047.0,160.0,0.0,110.0,0.0,20.0,1.0,18.0,1482.0
2020-08-01 07:00:00+01:00,377.0,2370.0,160.0,0.0,110.0,4.0,20.0,47.0,16.0,1357.0
2020-08-01 08:00:00+01:00,377.0,2452.0,160.0,0.0,156.0,74.0,21.0,191.0,21.0,1240.0
2020-08-01 09:00:00+01:00,376.0,2490.0,160.0,0.0,70.0,23.0,21.0,349.0,22.0,890.0
2020-08-01 10:00:00+01:00,372.0,2539.0,245.0,0.0,69.0,34.0,21.0,464.0,20.0,711.0
2020-08-01 11:00:00+01:00,372.0,2483.0,295.0,0.0,308.0,32.0,21.0,540.0,20.0,664.0
2020-08-01 12:00:00+01:00,371.0,2419.0,295.0,0.0,339.0,32.0,22.0,578.0,22.0,752.0
2020-08-01 13:00:00+01:00,372.0,2365.0,230.0,0.0,146.0,0.0,21.0,590.0,24.0,974.0
2020-08-01 14:00:00+01:00,379.0,2224.0,160.0,0.0,94.0,0.0,21.0,583.0,22.0,1159.0
2020-08-01 15:00:00+01:00,379.0,2123.0,160.0,0.0,89.0,0.0,21.0,556.0,25.0,1340.0
2020-08-01 16:00:00+01:00,380.0,2201.0,219.0,0.0,110.0,0.0,22.0,492.0,25.0,1525.0
2020-08-01 17:00:00+01:00,381.0,1880.0,295.0,110.0,166.0,35.0,22.0,389.0,24.0,1649.0
2020-08-01 18:00:00+01:00,370.0,1724.0,295.0,484.0,231.0,40.0,23.0,246.0,18.0,1580.0
2020-08-01 19:00:00+01:00,362.0,1757.0,295.0,740.0,433.0,62.0,22.0,84.0,25.0,1542.0
2020-08-01 20:00:00+01:00,379.0,1765.0,295.0,724.0,437.0,187.0,22.0,7.0,25.0,1688.0
2020-08-01 21:00:00+01:00,390.0,1776.0,295.0,510.0,485.0,95.0,22.0,0.0,25.0,1753.0
2020-08-01 22:00:00+01:00,387.0,1748.0,260.0,456.0,327.0,32.0,21.0,0.0,25.0,1658.0
2020-08-01 23:00:00+01:00,386.0,1567.0,200.0,5.0,459.0,1.0,22.0,0.0,21.0,1425.0
2020-08-02 00:00:00+01:00,384.0,1075.0,91.0,0.0,248.0,0.0,22.0,0.0,25.0,1348.0
2020-08-02 01:00:00+01:00,385.0,910.0,91.0,0.0,204.0,0.0,22.0,0.0,25.0,1410.0
2020-08-02 02:00:00+01:00,392.0,921.0,90.0,0.0,205.0,0.0,22.0,0.0,25.0,1532.0
2020-08-02 03:00:00+01:00,392.0,929.0,90.0,0.0,203.0,0.0,20.0,0.0,25.0,1567.0
2020-08-02 04:00:00+01:00,393.0,934.0,90.0,0.0,201.0,0.0,20.0,0.0,25.0,1600.0
2020-08-02 05:00:00+01:00,390.0,971.0,90.0,0.0,197.0,0.0,20.0,0.0,21.0,1671.0
2020-08-02 06:00:00+01:00,389.0,1114.0,90.0,0.0,193.0,0.0,20.0,1.0,25.0,1662.0
2020-08-02 07:00:00+01:00,393.0,1122.0,90.0,0.0,190.0,0.0,20.0,49.0,25.0,1682.0
2020-08-02 08:00:00+01:00,393.0,1139.0,90.0,0.0,178.0,10.0,20.0,205.0,25.0,1401.0
2020-08-02 09:00:00+01:00,391.0,1067.0,60.0,0.0,51.0,10.0,20.0,374.0,24.0,1178.0
2020-08-02 10:00:00+01:00,393.0,1174.0,0.0,95.0,24.0,6.0,21.0,501.0,22.0,1033.0
2020-08-02 11:00:00+01:00,384.0,1210.0,0.0,185.0,17.0,56.0,21.0,573.0,25.0,959.0
2020-08-02 12:00:00+01:00,379.0,1258.0,0.0,0.0,13.0,11.0,20.0,605.0,21.0,936.0
2020-08-02 13:00:00+01:00,380.0,1127.0,0.0,0.0,13.0,0.0,21.0,613.0,25.0,1140.0
