,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2020-07-01 00:00:00+02:00,283.0,3823.0,0.0,162.0,8.0,2730.0,425.0,0.0,238.0,1105.0,510.0
2020-07-01 01:00:00+02:00,284.0,3779.0,0.0,217.0,10.0,2729.0,452.0,0.0,239.0,1139.0,558.0
2020-07-01 02:00:00+02:00,283.0,3739.0,0.0,32.0,10.0,2729.0,503.0,0.0,240.0,880.0,546.0
2020-07-01 03:00:00+02:00,286.0,3778.0,0.0,610.0,8.0,2728.0,484.0,0.0,241.0,964.0,494.0
2020-07-01 04:00:00+02:00,286.0,3876.0,0.0,718.0,6.0,2727.0,393.0,0.0,242.0,939.0,438.0
2020-07-01 05:00:00+02:00,287.0,3827.0,0.0,80.0,5.0,2726.0,474.0,0.0,239.0,925.0,437.0
2020-07-01 06:00:00+02:00,283.0,3940.0,0.0,200.0,6.0,2725.0,577.0,23.0,239.0,1062.0,478.0
2020-07-01 07:00:00+02:00,286.0,4214.0,0.0,33.0,5.0,2726.0,650.0,84.0,234.0,1051.0,547.0
2020-07-01 08:00:00+02:00,286.0,4334.0,0.0,576.0,6.0,2725.0,691.0,209.0,238.0,955.0,465.0
2020-07-01 09:00:00+02:00,287.0,4288.0,0.0,244.0,6.0,2730.0,711.0,387.0,233.0,1116.0,446.0
2020-07-01 10:00:00+02:00,283.0,3910.0,0.0,3.0,6.0,2732.0,703.0,596.0,237.0,1229.0,472.0
2020-07-01 11:00:00+02:00,282.0,3852.0,0.0,0.0,5.0,2730.0,671.0,839.0,240.0,1326.0,459.0
2020-07-01 12:00:00+02:00,285.0,3545.0,0.0,162.0,3.0,2729.0,654.0,1215.0,242.0,1419.0,456.0
2020-07-01 13:00:00+02:00,283.0,3411.0,0.0,665.0,2.0,2728.0,603.0,1631.0,245.0,1380.0,414.0
2020-07-01 14:00:00+02:00,284.0,3553.0,0.0,639.0,3.0,2726.0,591.0,1646.0,243.0,1349.0,459.0
2020-07-01 15:00:00+02:00,283.0,3393.0,0.0,454.0,6.0,2721.0,595.0,1650.0,241.0,1466.0,430.0
2020-07-01 16:00:00+02:00,284.0,3136.0,0.0,267.0,9.0,2721.0,590.0,1495.0,239.0,1561.0,442.0
2020-07-01 17:00:00+02:00,284.0,3632.0,0.0,7.0,12.0,2721.0,582.0,1243.0,237.0,1555.0,519.0
2020-07-01 18:00:00+02:00,286.0,3833.0,0.0,4.0,11.0,2720.0,583.0,1008.0,225.0,1515.0,476.0
2020-07-01 19:00:00+02:00,284.0,4180.0,0.0,519.0,8.0,2721.0,551.0,620.0,226.0,1515.0,486.0
2020-07-01 20:00:00+02:00,288.0,4257.0,0.0,514.0,6.0,2723.0,516.0,236.0,238.0,1497.0,494.0
2020-07-01 21:00:00+02:00,287.0,4181.0,0.0,473.0,4.0,2723.0,545.0,44.0,240.0,1445.0,465.0
2020-07-01 22:00:00+02:00,285.0,4172.0,0.0,363.0,3.0,2725.0,427.0,0.0,241.0,1282.0,448.0
2020-07-01 23:00:00+02:00,288.0,3971.0,0.0,3.0,3.0,2730.0,443.0,0.0,240.0,1124.0,443.0
2020-07-02 00:00:00+02:00,285.0,3970.0,0.0,6.0,3.0,2733.0,456.0,0.0,241.0,983.0,361.0
2020-07-02 01:00:00+02:00,286.0,3853.0,0.0,681.0,6.0,2735.0,429.0,0.0,241.0,1037.0,310.0
2020-07-02 02:00:00+02:00,285.0,3744.0,0.0,716.0,7.0,2734.0,378.0,0.0,240.0,967.0,277.0
2020-07-02 03:00:00+02:00,288.0,3712.0,0.0,386.0,8.0,2735.0,519.0,0.0,243.0,986.0,244.0
