,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2021-02-01 00:00:00+01:00,35.0,3696.0,54.0,1371.0,8729.0,347.0,0.0,209.0,0.0,0.0,1685.0
2021-02-01 01:00:00+01:00,35.0,3918.0,53.0,1372.0,8776.0,347.0,0.0,207.0,0.0,0.0,1408.0
2021-02-01 02:00:00+01:00,35.0,4297.0,53.0,1372.0,8925.0,347.0,0.0,208.0,0.0,0.0,1202.0
2021-02-01 03:00:00+01:00,35.0,4374.0,54.0,1367.0,9118.0,346.0,0.0,208.0,0.0,0.0,1047.0
2021-02-01 04:00:00+01:00,35.0,4397.0,53.0,1369.0,9598.0,346.0,0.0,208.0,0.0,0.0,957.0
2021-02-01 05:00:00+01:00,36.0,4664.0,54.0,1378.0,9993.0,346.0,0.0,207.0,0.0,0.0,1094.0
2021-02-01 06:00:00+01:00,36.0,5267.0,53.0,1403.0,11020.0,345.0,0.0,208.0,0.0,12.0,1200.0
2021-02-01 07:00:00+01:00,35.0,5729.0,54.0,1450.0,12795.0,346.0,0.0,221.0,0.0,130.0,1364.0
2021-02-01 08:00:00+01:00,35.0,5779.0,54.0,1499.0,13228.0,344.0,150.0,225.0,38.0,277.0,1553.0
2021-02-01 09:00:00+01:00,35.0,5727.0,51.0,1553.0,13287.0,346.0,193.0,244.0,43.0,582.0,1629.0
2021-02-01 10:00:00+01:00,36.0,5522.0,52.0,1578.0,13228.0,350.0,158.0,254.0,43.0,981.0,1332.0
2021-02-01 11:00:00+01:00,36.0,5458.0,53.0,1575.0,13063.0,349.0,295.0,255.0,5.0,964.0,1024.0
2021-02-01 12:00:00+01:00,36.0,5360.0,53.0,1555.0,12921.0,349.0,342.0,260.0,0.0,751.0,906.0
2021-02-01 13:00:00+01:00,36.0,5341.0,52.0,1483.0,13038.0,348.0,286.0,269.0,0.0,575.0,884.0
2021-02-01 14:00:00+01:00,37.0,5319.0,52.0,1348.0,13052.0,347.0,114.0,265.0,0.0,377.0,1161.0
2021-02-01 15:00:00+01:00,37.0,5283.0,53.0,1356.0,12895.0,346.0,0.0,264.0,0.0,82.0,1498.0
2021-02-01 16:00:00+01:00,36.0,5344.0,50.0,1454.0,12890.0,344.0,146.0,263.0,38.0,29.0,2065.0
2021-02-01 17:00:00+01:00,36.0,5379.0,49.0,1456.0,13029.0,346.0,717.0,263.0,43.0,3.0,2733.0
2021-02-01 18:00:00+01:00,36.0,4985.0,49.0,1469.0,12735.0,348.0,968.0,269.0,43.0,0.0,3393.0
2021-02-01 19:00:00+01:00,36.0,4226.0,50.0,1489.0,12738.0,350.0,940.0,273.0,5.0,0.0,3618.0
2021-02-01 20:00:00+01:00,36.0,3851.0,51.0,1439.0,12316.0,351.0,859.0,263.0,0.0,0.0,3641.0
2021-02-01 21:00:00+01:00,36.0,3954.0,52.0,1418.0,11425.0,354.0,335.0,238.0,0.0,0.0,3620.0
2021-02-01 22:00:00+01:00,35.0,3682.0,53.0,1407.0,10497.0,354.0,0.0,209.0,0.0,0.0,3466.0
2021-02-01 23:00:00+01:00,35.0,3390.0,51.0,1403.0,10368.0,356.0,0.0,206.0,0.0,0.0,3061.0
2021-02-02 00:00:00+01:00,35.0,3559.0,51.0,1379.0,10136.0,355.0,0.0,200.0,0.0,0.0,2921.0
2021-02-02 01:00:00+01:00,36.0,3633.0,52.0,1388.0,10217.0,350.0,0.0,196.0,0.0,0.0,2850.0
2021-02-02 02:00:00+01:00,37.0,3726.0,52.0,1368.0,10255.0,349.0,0.0,195.0,0.0,0.0,2571.0
2021-02-02 03:00:00+01:00,38.0,4077.0,52.0,1387.0,10289.0,349.0,0.0,195.0,0.0,0.0,2277.0
2021-02-02 04:00:00+01:00,38.0,4240.0,52.0,1391.0,10374.0,349.0,0.0,196.0,0.0,0.0,2164.0
2021-02-02 05:00:00+01:00,38.0,4076.0,52.0,1382.0,10606.0,349.0,0.0,195.0,0.0,0.0,2013.0
2021-02-02 06:00:00+01:00,38.0,5083.0,52.0,1384.0,11343.0,349.0,0.0,195.0,0.0,6.0,1934.0
2021-02-02 07:00:00+01:00,38.0,5594.0,52.0,1354.0,12908.0,348.0,0.0,195.0,0.0,41.0,1897.0
2021-02-02 08:00:00+01:00,39.0,5761.0,53.0,1296.0,13585.0,347.0,133.0,162.0,0.0,196.0,1999.0
2021-02-02 09:00:00+01:00,40.0,5792.0,52.0,1466.0,13533.0,342.0,178.0,139.0,0.0,442.0,1915.0
2021-02-02 10:00:00+01:00,40.0,5749.0,52.0,1432.0,13363.0,339.0,372.0,147.0,0.0,662.0,1641.0
2021-02-02 11:00:00+01:00,40.0,5620.0,52.0,1331.0,13277.0,335.0,525.0,150.0,0.0,684.0,1559.0
2021-02-02 12:00:00+01:00,40.0,5542.0,51.0,1497.0,13162.0,335.0,471.0,148.0,0.0,534.0,1451.0
2021-02-02 13:00:00+01:00,40.0,5389.0,52.0,1428.0,12885.0,336.0,393.0,151.0,0.0,402.0,1343.0
