,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2020-11-01 00:00:00+01:00,104.0,213.0,466.0,2983.0,0.0,27.0
2020-11-01 01:00:00+01:00,78.0,199.0,368.0,2984.0,0.0,26.0
2020-11-01 02:00:00+01:00,21.0,211.0,379.0,2986.0,0.0,26.0
2020-11-01 03:00:00+01:00,19.0,214.0,347.0,2983.0,0.0,31.0
2020-11-01 04:00:00+01:00,38.0,227.0,331.0,2985.0,0.0,32.0
2020-11-01 05:00:00+01:00,32.0,242.0,408.0,2983.0,0.0,33.0
2020-11-01 06:00:00+01:00,33.0,240.0,362.0,2983.0,0.0,38.0
2020-11-01 07:00:00+01:00,36.0,239.0,335.0,2981.0,0.0,36.0
2020-11-01 08:00:00+01:00,51.0,218.0,395.0,2982.0,16.0,33.0
2020-11-01 09:00:00+01:00,74.0,204.0,418.0,2981.0,54.0,36.0
2020-11-01 10:00:00+01:00,75.0,205.0,423.0,2974.0,128.0,28.0
2020-11-01 11:00:00+01:00,72.0,214.0,399.0,2971.0,276.0,21.0
2020-11-01 12:00:00+01:00,47.0,211.0,358.0,2968.0,452.0,23.0
2020-11-01 13:00:00+01:00,22.0,209.0,326.0,2973.0,368.0,25.0
2020-11-01 14:00:00+01:00,24.0,207.0,461.0,2970.0,212.0,28.0
2020-11-01 15:00:00+01:00,26.0,205.0,446.0,2966.0,199.0,31.0
2020-11-01 16:00:00+01:00,69.0,225.0,371.0,2959.0,51.0,30.0
2020-11-01 17:00:00+01:00,99.0,224.0,617.0,2956.0,1.0,43.0
2020-11-01 18:00:00+01:00,729.0,223.0,1011.0,2957.0,0.0,46.0
2020-11-01 19:00:00+01:00,769.0,221.0,953.0,2956.0,0.0,47.0
2020-11-01 20:00:00+01:00,427.0,218.0,451.0,2957.0,0.0,45.0
2020-11-01 21:00:00+01:00,102.0,217.0,357.0,2956.0,0.0,42.0
2020-11-01 22:00:00+01:00,46.0,203.0,384.0,2958.0,0.0,40.0
2020-11-01 23:00:00+01:00,40.0,203.0,308.0,2957.0,0.0,35.0
2020-11-02 00:00:00+01:00,42.0,200.0,319.0,2959.0,0.0,39.0
