,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2020-12-01 00:00:00+01:00,79.0,119.0,736.0,3009.0,0.0,3.0
2020-12-01 01:00:00+01:00,50.0,97.0,655.0,3009.0,0.0,0.0
2020-12-01 02:00:00+01:00,52.0,111.0,665.0,3007.0,0.0,0.0
2020-12-01 03:00:00+01:00,39.0,122.0,604.0,3008.0,0.0,0.0
2020-12-01 04:00:00+01:00,45.0,114.0,614.0,3005.0,0.0,0.0
2020-12-01 05:00:00+01:00,120.0,121.0,813.0,3002.0,0.0,0.0
2020-12-01 06:00:00+01:00,437.0,153.0,1893.0,3002.0,0.0,0.0
2020-12-01 07:00:00+01:00,1559.0,190.0,2839.0,3001.0,0.0,0.0
2020-12-01 08:00:00+01:00,1802.0,248.0,3206.0,3001.0,2.0,0.0
2020-12-01 09:00:00+01:00,2349.0,244.0,3306.0,3000.0,44.0,0.0
2020-12-01 10:00:00+01:00,2126.0,186.0,3242.0,3000.0,70.0,0.0
2020-12-01 11:00:00+01:00,2233.0,193.0,3184.0,2998.0,98.0,0.0
2020-12-01 12:00:00+01:00,2167.0,177.0,3008.0,2845.0,266.0,0.0
2020-12-01 13:00:00+01:00,2006.0,186.0,2910.0,2919.0,154.0,0.0
2020-12-01 14:00:00+01:00,1934.0,198.0,3140.0,2997.0,150.0,0.0
2020-12-01 15:00:00+01:00,1986.0,222.0,3120.0,2995.0,83.0,0.0
2020-12-01 16:00:00+01:00,1990.0,223.0,3083.0,2995.0,31.0,0.0
2020-12-01 17:00:00+01:00,2375.0,244.0,3391.0,2996.0,0.0,0.0
2020-12-01 18:00:00+01:00,2515.0,240.0,3407.0,2998.0,0.0,0.0
2020-12-01 19:00:00+01:00,2315.0,210.0,3250.0,2999.0,0.0,0.0
2020-12-01 20:00:00+01:00,1686.0,168.0,3206.0,3000.0,0.0,0.0
2020-12-01 21:00:00+01:00,843.0,150.0,2800.0,3000.0,0.0,0.0
2020-12-01 22:00:00+01:00,405.0,130.0,2272.0,3002.0,0.0,0.0
2020-12-01 23:00:00+01:00,112.0,127.0,1213.0,3002.0,0.0,0.0
2020-12-02 00:00:00+01:00,66.0,124.0,937.0,3003.0,0.0,0.0
2020-12-02 01:00:00+01:00,15.0,116.0,839.0,3002.0,0.0,0.0
2020-12-02 02:00:00+01:00,37.0,125.0,939.0,3001.0,0.0,0.0
2020-12-02 03:00:00+01:00,24.0,119.0,888.0,3001.0,0.0,0.0
2020-12-02 04:00:00+01:00,27.0,116.0,867.0,3000.0,0.0,0.0
2020-12-02 05:00:00+01:00,76.0,126.0,1054.0,2999.0,0.0,0.0
2020-12-02 06:00:00+01:00,1339.0,145.0,2657.0,2999.0,0.0,0.0
