,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2020-06-01 00:00:00+02:00,61.410000000000004,1761.3600000000001,5.39,603.1899999999999,4254.160000000001,120.212,0.0,3.696,1.272,0.0,28.116
2020-06-01 01:00:00+02:00,61.18,1858.1200000000001,5.39,558.11,4341.08,120.212,0.0,3.576,1.272,0.0,26.785
2020-06-01 02:00:00+02:00,61.64,1910.6000000000001,5.39,552.23,4303.360000000001,120.212,0.0,3.576,1.272,0.0,26.564999999999998
2020-06-01 03:00:00+02:00,60.95,1981.94,5.39,574.77,4418.160000000001,120.945,0.0,3.552,1.272,0.123,26.785
2020-06-01 04:00:00+02:00,61.18,2014.7400000000002,5.39,569.38,4401.76,122.411,0.0,3.552,1.272,0.861,26.267999999999997
2020-06-01 05:00:00+02:00,65.09,2266.48,5.88,563.5,4514.92,122.411,0.0,3.552,1.272,2.255,23.363999999999997
2020-06-01 06:00:00+02:00,67.85000000000001,3019.2400000000002,6.37,583.1,5115.9800000000005,121.678,4.344,3.576,1.272,7.831,15.146999999999998
2020-06-01 07:00:00+02:00,69.0,3785.9400000000005,6.37,586.53,5571.080000000001,119.479,7.872,3.6,1.272,17.671,9.372
2020-06-01 08:00:00+02:00,68.77,3978.6400000000003,6.37,576.24,6040.120000000001,111.416,5.856,3.576,1.272,29.397000000000002,8.591
2020-06-01 09:00:00+02:00,69.0,3826.1200000000003,5.88,581.14,5967.14,109.217,3.336,4.32,1.296,40.754000000000005,13.639999999999999
2020-06-01 10:00:00+02:00,69.0,3705.5800000000004,4.9,544.39,5424.3,117.28,3.696,4.632,1.32,48.831,20.910999999999998
2020-06-01 11:00:00+02:00,69.0,3533.38,4.9,539.0,5410.360000000001,131.207,2.496,4.656,1.32,53.833000000000006,24.706
2020-06-01 12:00:00+02:00,69.23,3525.1800000000003,4.41,539.49,5234.88,134.139,1.92,4.656,1.32,54.981,26.564999999999998
2020-06-01 13:00:00+02:00,68.77,3329.2000000000003,4.41,539.0,5206.18,123.877,1.8,4.68,1.32,51.947,27.06
2020-06-01 14:00:00+02:00,69.0,3079.1000000000004,4.41,538.02,5193.88,123.877,0.216,4.6080000000000005,1.32,46.248000000000005,28.973999999999997
2020-06-01 15:00:00+02:00,62.790000000000006,2976.6000000000004,4.41,537.53,5181.580000000001,120.212,0.0,4.5360000000000005,1.32,37.72,29.084
2020-06-01 16:00:00+02:00,55.43,2939.7000000000003,4.41,539.0,5232.42,117.28,0.0,4.5120000000000005,1.32,28.085,29.380999999999997
2020-06-01 17:00:00+02:00,55.2,2986.44,4.41,539.98,5310.320000000001,116.547,1.68,4.488,1.32,16.482,26.598
2020-06-01 18:00:00+02:00,55.2,3293.1200000000003,4.9,539.0,5316.88,116.547,3.744,4.488,1.32,6.314,23.287
2020-06-01 19:00:00+02:00,54.510000000000005,3661.3,4.9,541.9399999999999,5535.820000000001,117.28,4.44,4.488,1.32,1.189,18.601
2020-06-01 20:00:00+02:00,56.580000000000005,3962.2400000000002,4.9,558.11,5578.46,118.01299999999999,4.32,4.464,1.32,0.246,14.157
2020-06-01 21:00:00+02:00,67.16,3906.4800000000005,4.9,577.22,5545.660000000001,118.746,3.36,4.392,1.32,0.0,14.629999999999999
2020-06-01 22:00:00+02:00,67.39,3567.0000000000005,4.9,527.73,5084.820000000001,118.746,1.8960000000000001,4.056,1.32,0.0,16.423
2020-06-01 23:00:00+02:00,64.63000000000001,3043.0200000000004,4.9,523.3199999999999,4642.84,120.212,0.24,4.056,1.32,0.0,17.291999999999998
2020-06-02 00:00:00+02:00,61.410000000000004,2946.26,4.9,525.28,4652.68,120.212,0.0,4.032,1.32,0.0,17.633
2020-06-02 01:00:00+02:00,60.720000000000006,2810.1400000000003,4.9,524.79,4651.04,122.411,0.0,3.912,1.32,0.0,17.116
2020-06-02 02:00:00+02:00,60.95,2972.5,4.9,527.24,4691.22,122.411,0.0,3.912,1.32,0.0,17.226
2020-06-02 03:00:00+02:00,60.720000000000006,3109.44,4.9,527.24,4707.620000000001,123.14399999999999,0.0,3.912,1.32,0.0,14.761999999999999
2020-06-02 04:00:00+02:00,61.64,3150.44,5.39,525.77,4728.120000000001,123.14399999999999,0.0,3.912,1.32,0.5740000000000001,14.795
2020-06-02 05:00:00+02:00,64.86,2928.2200000000003,6.37,533.12,4915.900000000001,122.411,0.0,3.912,1.32,1.7630000000000001,13.024
2020-06-02 06:00:00+02:00,63.71,3612.92,5.88,587.51,5693.26,122.411,1.1280000000000001,3.912,1.32,7.462000000000001,7.832
2020-06-02 07:00:00+02:00,58.650000000000006,3972.0800000000004,4.9,593.39,6595.26,120.945,1.104,3.912,1.32,15.908000000000001,4.8069999999999995
2020-06-02 08:00:00+02:00,58.650000000000006,3942.5600000000004,4.9,587.51,6942.9400000000005,120.945,5.112,4.2,1.32,24.6,5.324
2020-06-02 09:00:00+02:00,58.42,3904.84,4.41,577.71,6712.52,120.945,5.28,4.704,1.32,34.317,8.293999999999999
2020-06-02 10:00:00+02:00,58.88,3736.7400000000002,4.9,574.77,6356.64,121.678,5.6160000000000005,4.824,1.32,38.622,10.549
