,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2020-07-01 00:00:00+02:00,6.44,3007.76,5.39,616.42,4997.08,104.819,0.672,6.648000000000001,0.0,0.0,22.011
2020-07-01 01:00:00+02:00,6.44,2962.6600000000003,5.39,617.89,4952.8,104.819,0.0,6.5520000000000005,0.0,0.0,24.112
2020-07-01 02:00:00+02:00,6.44,2827.36,5.39,620.34,4983.14,106.285,0.0,6.6000000000000005,0.0,0.0,23.54
2020-07-01 03:00:00+02:00,6.44,2952.0,5.39,620.34,4988.88,105.55199999999999,0.0,6.6240000000000006,0.0,0.0,24.177999999999997
2020-07-01 04:00:00+02:00,6.44,3199.6400000000003,4.9,618.87,5002.820000000001,105.55199999999999,0.0,6.6000000000000005,0.0,0.20500000000000002,24.904
2020-07-01 05:00:00+02:00,6.44,3332.4800000000005,3.92,616.42,5053.660000000001,104.819,0.0,6.6000000000000005,0.0,0.861,24.816
2020-07-01 06:00:00+02:00,6.44,3657.2000000000003,3.92,608.58,5467.76,110.68299999999999,0.0,6.5760000000000005,0.0,5.289000000000001,22.956999999999997
2020-07-01 07:00:00+02:00,6.44,3748.2200000000003,2.94,607.6,6462.42,128.275,2.7600000000000002,6.456,0.0,15.662,18.172
2020-07-01 08:00:00+02:00,6.67,3885.9800000000005,2.45,613.48,6901.9400000000005,129.008,5.28,6.912,1.1280000000000001,26.732000000000003,17.831
2020-07-01 09:00:00+02:00,6.44,4168.88,2.45,625.73,6783.040000000001,125.343,4.632,7.08,1.272,37.146,19.634999999999998
2020-07-01 10:00:00+02:00,6.44,4150.02,1.96,615.4399999999999,6714.160000000001,124.61,5.5200000000000005,7.08,1.272,46.002,22.759
2020-07-01 11:00:00+02:00,6.44,4121.320000000001,1.96,614.46,6801.900000000001,124.61,5.5440000000000005,7.176,1.272,50.717,23.605999999999998
