,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2021-03-01 00:00:00+01:00,85.0,326.0,1157.0,13456.0,0.0,29.0,28.0,1923.0
2021-03-01 01:00:00+01:00,85.0,358.0,1149.0,13605.0,0.0,31.0,28.0,1874.0
2021-03-01 02:00:00+01:00,85.0,268.0,1147.0,13387.0,0.0,32.0,28.0,1788.0
2021-03-01 03:00:00+01:00,85.0,272.0,1145.0,13434.0,0.0,37.0,28.0,1667.0
2021-03-01 04:00:00+01:00,85.0,377.0,1140.0,13593.0,0.0,37.0,28.0,1696.0
2021-03-01 05:00:00+01:00,85.0,516.0,1133.0,14301.0,0.0,36.0,27.0,1773.0
2021-03-01 06:00:00+01:00,84.0,839.0,1134.0,15420.0,0.0,36.0,21.0,1835.0
2021-03-01 07:00:00+01:00,82.0,1218.0,1139.0,16944.0,0.0,34.0,15.0,1968.0
2021-03-01 08:00:00+01:00,83.0,1394.0,1127.0,17673.0,0.0,38.0,14.0,2135.0
2021-03-01 09:00:00+01:00,79.0,1332.0,1147.0,17499.0,0.0,32.0,16.0,2023.0
2021-03-01 10:00:00+01:00,79.0,1258.0,1143.0,17283.0,0.0,29.0,15.0,1859.0
2021-03-01 11:00:00+01:00,78.0,1268.0,1144.0,16900.0,0.0,24.0,17.0,1828.0
2021-03-01 12:00:00+01:00,79.0,1271.0,1147.0,16720.0,0.0,32.0,18.0,1784.0
2021-03-01 13:00:00+01:00,81.0,1239.0,1148.0,16666.0,0.0,33.0,22.0,1817.0
2021-03-01 14:00:00+01:00,85.0,1206.0,1158.0,16382.0,0.0,32.0,17.0,1830.0
2021-03-01 15:00:00+01:00,85.0,1131.0,1163.0,16017.0,0.0,33.0,17.0,1846.0
2021-03-01 16:00:00+01:00,84.0,1165.0,1172.0,16137.0,0.0,29.0,21.0,1749.0
2021-03-01 17:00:00+01:00,85.0,1240.0,1172.0,16366.0,0.0,36.0,23.0,1651.0
2021-03-01 18:00:00+01:00,81.0,1279.0,1181.0,17159.0,0.0,34.0,24.0,1646.0
2021-03-01 19:00:00+01:00,79.0,1180.0,1175.0,16257.0,0.0,30.0,26.0,1604.0
2021-03-01 20:00:00+01:00,81.0,798.0,1181.0,15337.0,0.0,34.0,26.0,1593.0
2021-03-01 21:00:00+01:00,83.0,744.0,1182.0,14911.0,0.0,35.0,28.0,1648.0
2021-03-01 22:00:00+01:00,82.0,642.0,1177.0,14090.0,0.0,34.0,29.0,1599.0
2021-03-01 23:00:00+01:00,81.0,642.0,1171.0,13722.0,0.0,34.0,29.0,1305.0
2021-03-02 00:00:00+01:00,79.0,612.0,1155.0,13240.0,0.0,35.0,34.0,1529.0
2021-03-02 01:00:00+01:00,79.0,580.0,1154.0,12960.0,0.0,29.0,35.0,1517.0
2021-03-02 02:00:00+01:00,80.0,580.0,1150.0,12949.0,0.0,31.0,35.0,1517.0
2021-03-02 03:00:00+01:00,79.0,578.0,1156.0,13118.0,0.0,34.0,35.0,1480.0
