,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2020-06-30 23:00:00+01:00,328.0,2401.0,163.0,471.0,864.0,336.0,29.0,0.0,13.0,1887.0
2020-07-01 00:00:00+01:00,329.0,2263.0,184.0,354.0,432.0,112.0,30.0,0.0,9.0,1954.0
2020-07-01 01:00:00+01:00,327.0,2296.0,183.0,3.0,243.0,60.0,30.0,0.0,6.0,1934.0
2020-07-01 02:00:00+01:00,296.0,2482.0,104.0,38.0,161.0,82.0,30.0,0.0,4.0,1824.0
2020-07-01 03:00:00+01:00,285.0,2462.0,0.0,1.0,124.0,111.0,28.0,0.0,5.0,1788.0
2020-07-01 04:00:00+01:00,281.0,2641.0,0.0,31.0,77.0,110.0,29.0,0.0,3.0,1799.0
2020-07-01 05:00:00+01:00,285.0,2768.0,0.0,247.0,189.0,112.0,29.0,0.0,2.0,1740.0
2020-07-01 06:00:00+01:00,291.0,2752.0,0.0,402.0,761.0,283.0,28.0,7.0,1.0,1618.0
2020-07-01 07:00:00+01:00,292.0,3060.0,0.0,693.0,949.0,833.0,28.0,52.0,0.0,1428.0
2020-07-01 08:00:00+01:00,291.0,3168.0,0.0,1012.0,1091.0,836.0,28.0,126.0,0.0,1076.0
2020-07-01 09:00:00+01:00,288.0,3261.0,0.0,529.0,829.0,525.0,29.0,259.0,0.0,770.0
2020-07-01 10:00:00+01:00,281.0,3282.0,0.0,515.0,837.0,551.0,29.0,425.0,2.0,679.0
2020-07-01 11:00:00+01:00,286.0,3525.0,0.0,728.0,962.0,829.0,29.0,499.0,1.0,714.0
2020-07-01 12:00:00+01:00,289.0,3465.0,0.0,825.0,940.0,855.0,30.0,537.0,0.0,843.0
2020-07-01 13:00:00+01:00,307.0,3494.0,0.0,535.0,715.0,230.0,29.0,554.0,0.0,954.0
2020-07-01 14:00:00+01:00,320.0,3447.0,0.0,162.0,269.0,135.0,29.0,548.0,0.0,1088.0
2020-07-01 15:00:00+01:00,323.0,3187.0,0.0,65.0,124.0,103.0,29.0,526.0,0.0,1256.0
2020-07-01 16:00:00+01:00,318.0,3381.0,0.0,27.0,165.0,106.0,29.0,470.0,0.0,1352.0
2020-07-01 17:00:00+01:00,321.0,3391.0,0.0,8.0,172.0,197.0,29.0,379.0,0.0,1435.0
2020-07-01 18:00:00+01:00,325.0,3477.0,0.0,33.0,599.0,262.0,30.0,252.0,1.0,1568.0
2020-07-01 19:00:00+01:00,332.0,3569.0,0.0,694.0,1011.0,670.0,29.0,105.0,2.0,1649.0
2020-07-01 20:00:00+01:00,331.0,3590.0,0.0,830.0,1025.0,957.0,29.0,16.0,2.0,1595.0
2020-07-01 21:00:00+01:00,332.0,3662.0,0.0,766.0,1103.0,889.0,29.0,0.0,3.0,1567.0
