,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2020-08-01 00:00:00+02:00,235.0,389.0,1374.0,12239.0,19.0,33.0,53.0,589.0
2020-08-01 01:00:00+02:00,231.0,376.0,1385.0,11721.0,19.0,34.0,53.0,667.0
2020-08-01 02:00:00+02:00,231.0,366.0,1377.0,11538.0,19.0,36.0,53.0,698.0
2020-08-01 03:00:00+02:00,233.0,360.0,1392.0,11194.0,19.0,35.0,53.0,791.0
2020-08-01 04:00:00+02:00,232.0,356.0,1388.0,11080.0,19.0,34.0,54.0,828.0
2020-08-01 05:00:00+02:00,233.0,369.0,1387.0,10865.0,19.0,32.0,53.0,882.0
2020-08-01 06:00:00+02:00,233.0,391.0,1383.0,10825.0,19.0,32.0,54.0,868.0
2020-08-01 07:00:00+02:00,234.0,392.0,1381.0,11346.0,19.0,32.0,53.0,812.0
2020-08-01 08:00:00+02:00,238.0,392.0,1376.0,11834.0,19.0,32.0,55.0,794.0
2020-08-01 09:00:00+02:00,236.0,392.0,1375.0,12205.0,19.0,31.0,55.0,759.0
2020-08-01 10:00:00+02:00,237.0,392.0,1374.0,12373.0,19.0,31.0,54.0,813.0
2020-08-01 11:00:00+02:00,237.0,392.0,1375.0,12281.0,19.0,33.0,51.0,871.0
2020-08-01 12:00:00+02:00,240.0,392.0,1357.0,12171.0,19.0,32.0,54.0,904.0
2020-08-01 13:00:00+02:00,240.0,391.0,1354.0,12083.0,19.0,31.0,51.0,859.0
2020-08-01 14:00:00+02:00,238.0,392.0,1358.0,12075.0,19.0,31.0,54.0,697.0
2020-08-01 15:00:00+02:00,232.0,379.0,1354.0,12123.0,19.0,29.0,53.0,658.0
2020-08-01 16:00:00+02:00,232.0,378.0,1357.0,12247.0,19.0,29.0,53.0,706.0
2020-08-01 17:00:00+02:00,234.0,380.0,1357.0,12274.0,19.0,30.0,53.0,894.0
2020-08-01 18:00:00+02:00,233.0,379.0,1356.0,12303.0,19.0,31.0,53.0,891.0
2020-08-01 19:00:00+02:00,229.0,378.0,1357.0,12119.0,19.0,33.0,54.0,925.0
2020-08-01 20:00:00+02:00,228.0,378.0,1357.0,11906.0,19.0,31.0,52.0,968.0
2020-08-01 21:00:00+02:00,227.0,379.0,1358.0,11945.0,19.0,31.0,55.0,943.0
2020-08-01 22:00:00+02:00,228.0,391.0,1359.0,11874.0,19.0,32.0,50.0,923.0
2020-08-01 23:00:00+02:00,227.0,392.0,1355.0,11792.0,19.0,30.0,52.0,766.0
2020-08-02 00:00:00+02:00,227.0,392.0,1366.0,11512.0,19.0,31.0,55.0,616.0
2020-08-02 01:00:00+02:00,228.0,392.0,1362.0,11319.0,19.0,31.0,56.0,428.0
2020-08-02 02:00:00+02:00,227.0,393.0,1357.0,11276.0,19.0,32.0,56.0,312.0
2020-08-02 03:00:00+02:00,227.0,384.0,1359.0,11203.0,19.0,32.0,56.0,229.0
