date,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2021-01-01 00:00:00+01:00,365,5292,9,198,630,4844,1107,50378,0,247,1082
2021-01-01 01:00:00+01:00,365,4265,9,207,574,4723,901,49465,0,251,1075
2021-01-01 02:00:00+01:00,364,3876,9,206,127,4516,802,48294,0,256,1086
2021-01-01 03:00:00+01:00,364,3610,9,207,1290,4442,937,48380,0,253,1149
2021-01-01 04:00:00+01:00,364,3472,9,207,1623,4212,1000,48560,0,251,1170
2021-01-01 05:00:00+01:00,361,3464,9,207,2512,4138,669,48534,0,247,1190
2021-01-01 06:00:00+01:00,361,3489,9,207,2653,4255,814,48558,0,248,1261
2021-01-01 07:00:00+01:00,365,3553,9,207,2562,4446,1488,48677,0,245,1275
2021-01-01 08:00:00+01:00,363,3547,9,206,2530,4484,690,49538,179,247,1323
2021-01-01 09:00:00+01:00,362,3628,9,206,2468,4761,448,50023,505,247,1294
2021-01-01 10:00:00+01:00,363,3746,9,207,2125,4817,504,50316,1347,248,1237
2021-01-01 11:00:00+01:00,364,3892,10,207,1765,4784,584,50616,2019,245,1156
2021-01-01 12:00:00+01:00,362,3782,9,206,307,4819,741,50295,2407,245,1054
2021-01-01 13:00:00+01:00,362,3723,9,207,730,4783,1077,50404,2335,245,1036
2021-01-01 14:00:00+01:00,363,3782,9,207,1553,4748,1279,50354,1907,248,1136
2021-01-01 15:00:00+01:00,362,4234,9,207,1405,4663,1171,50335,1152,246,1226
2021-01-01 16:00:00+01:00,362,4974,9,206,349,4762,1025,50531,437,248,1299
2021-01-01 17:00:00+01:00,363,5428,9,207,586,4835,1389,50698,166,249,1434
2021-01-01 18:00:00+01:00,363,5664,9,207,1082,5402,2228,50772,0,249,1608
2021-01-01 19:00:00+01:00,369,5636,9,206,1028,5482,1953,50758,0,248,1645
2021-01-01 20:00:00+01:00,370,5688,9,206,634,5217,2076,51125,0,250,1632
2021-01-01 21:00:00+01:00,370,5565,9,206,258,4934,1283,51158,0,250,1570
2021-01-01 22:00:00+01:00,370,5451,9,206,254,4619,748,50927,0,248,1502
2021-01-01 23:00:00+01:00,369,5467,9,206,466,4614,687,50872,0,251,1486
2021-01-02 00:00:00+01:00,370,4808,9,206,341,4516,838,50587,0,254,1485
2021-01-02 01:00:00+01:00,370,4060,9,206,333,4418,470,50274,0,258,1505
2021-01-02 02:00:00+01:00,369,4103,9,206,1167,4251,335,50348,0,255,1527
2021-01-02 03:00:00+01:00,370,3778,9,207,2578,4144,663,50308,0,257,1560
2021-01-02 04:00:00+01:00,368,3819,9,207,2880,4115,1100,50237,0,254,1647
2021-01-02 05:00:00+01:00,368,3873,9,207,2781,4047,659,50350,0,252,1767
2021-01-02 06:00:00+01:00,368,3772,9,207,1478,4246,723,50421,0,248,1800
2021-01-02 07:00:00+01:00,369,4530,9,207,322,4297,426,50320,0,249,1888
2021-01-02 08:00:00+01:00,369,5001,9,206,301,4483,707,50750,177,248,1924
2021-01-02 09:00:00+01:00,369,5738,9,207,398,4851,1072,50845,362,245,1865
2021-01-02 10:00:00+01:00,369,6232,8,207,642,4997,1796,50981,856,246,1839
2021-01-02 11:00:00+01:00,369,6437,6,206,839,5137,2055,51106,1431,245,1820
2021-01-02 12:00:00+01:00,370,6621,8,206,929,5289,2840,51132,1740,246,1851
2021-01-02 13:00:00+01:00,369,6608,10,207,1017,5252,2887,51104,1734,247,1905
2021-01-02 14:00:00+01:00,370,6570,9,207,737,5023,2144,50982,1482,250,1969
2021-01-02 15:00:00+01:00,369,6622,9,207,665,5069,2135,50847,978,248,1988
2021-01-02 16:00:00+01:00,369,6722,9,207,1103,5125,2037,50705,412,249,1944
2021-01-02 17:00:00+01:00,368,6767,8,207,1373,5229,1972,50986,177,253,1938
2021-01-02 18:00:00+01:00,367,6785,8,207,1503,5644,2670,51135,0,253,2018
2021-01-02 19:00:00+01:00,366,6782,8,207,1502,5695,2653,51157,0,251,1965
2021-01-02 20:00:00+01:00,367,6774,7,206,1045,5310,2730,51254,0,256,1874
2021-01-02 21:00:00+01:00,367,6641,7,207,678,5171,1611,51278,0,248,1840
2021-01-02 22:00:00+01:00,366,6489,7,207,572,4897,1215,51187,0,245,1759
2021-01-02 23:00:00+01:00,360,6343,7,206,399,4707,940,51156,0,248,1753
2021-01-03 00:00:00+01:00,356,5002,7,205,653,4430,1513,50414,0,246,1706
2021-01-03 01:00:00+01:00,362,3901,7,206,1377,4375,879,49672,0,241,1739
2021-01-03 02:00:00+01:00,367,3825,6,206,1954,4201,670,49808,0,238,1747
2021-01-03 03:00:00+01:00,364,3608,5,206,2531,4074,665,49709,0,239,1766
2021-01-03 04:00:00+01:00,366,3436,5,206,3090,4041,521,49474,0,239,1734
2021-01-03 05:00:00+01:00,367,3451,1,206,3081,3937,388,49600,0,242,1691
2021-01-03 06:00:00+01:00,367,3560,1,207,2925,3821,573,49903,0,239,1683
2021-01-03 07:00:00+01:00,368,3586,1,206,2549,3906,748,50136,0,241,1698
2021-01-03 08:00:00+01:00,365,3872,3,206,2513,4080,563,50048,190,239,1696
2021-01-03 09:00:00+01:00,364,4231,0,207,1320,4325,857,50495,527,240,1702
2021-01-03 10:00:00+01:00,364,4523,110,207,222,4399,853,50665,1339,239,1663
