,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2020-10-01 01:00:00+03:00,31.0,1694.0,190.0,56.0,0.0,33.0,6.0,1071.0,0.0,5.0,225.0
2020-10-01 02:00:00+03:00,31.0,1659.0,195.0,56.0,0.0,33.0,6.0,1070.0,0.0,5.0,187.0
2020-10-01 03:00:00+03:00,31.0,1647.0,196.0,56.0,0.0,31.0,6.0,1071.0,0.0,5.0,193.0
2020-10-01 04:00:00+03:00,31.0,1668.0,197.0,56.0,0.0,35.0,6.0,1072.0,0.0,5.0,165.0
2020-10-01 05:00:00+03:00,31.0,1636.0,195.0,56.0,0.0,40.0,6.0,1071.0,0.0,5.0,157.0
2020-10-01 06:00:00+03:00,29.0,1734.0,195.0,56.0,0.0,40.0,12.0,1071.0,0.0,5.0,163.0
2020-10-01 07:00:00+03:00,31.0,1859.0,198.0,57.0,0.0,54.0,285.0,1070.0,4.0,5.0,174.0
2020-10-01 08:00:00+03:00,30.0,1891.0,196.0,58.0,145.0,95.0,285.0,1069.0,45.0,5.0,182.0
2020-10-01 09:00:00+03:00,29.0,2110.0,199.0,58.0,204.0,104.0,336.0,1069.0,96.0,4.0,217.0
2020-10-01 10:00:00+03:00,27.0,2052.0,207.0,58.0,1.0,114.0,246.0,1071.0,153.0,5.0,273.0
2020-10-01 11:00:00+03:00,28.0,2129.0,208.0,57.0,0.0,73.0,206.0,1070.0,203.0,4.0,233.0
2020-10-01 12:00:00+03:00,30.0,2063.0,210.0,57.0,0.0,41.0,25.0,1070.0,252.0,4.0,227.0
2020-10-01 13:00:00+03:00,30.0,1793.0,210.0,60.0,0.0,34.0,6.0,1071.0,261.0,4.0,241.0
2020-10-01 14:00:00+03:00,31.0,1854.0,211.0,56.0,0.0,32.0,7.0,1070.0,218.0,4.0,216.0
2020-10-01 15:00:00+03:00,32.0,1883.0,214.0,56.0,0.0,41.0,6.0,1071.0,161.0,3.0,150.0
2020-10-01 16:00:00+03:00,31.0,1900.0,219.0,57.0,0.0,39.0,14.0,1072.0,126.0,4.0,87.0
2020-10-01 17:00:00+03:00,31.0,1866.0,219.0,54.0,7.0,48.0,198.0,1072.0,66.0,4.0,60.0
2020-10-01 18:00:00+03:00,31.0,1980.0,216.0,54.0,370.0,77.0,311.0,1071.0,11.0,5.0,50.0
2020-10-01 19:00:00+03:00,31.0,2242.0,215.0,54.0,414.0,108.0,463.0,1070.0,0.0,5.0,81.0
2020-10-01 20:00:00+03:00,30.0,2297.0,222.0,54.0,419.0,109.0,517.0,1071.0,0.0,5.0,106.0
2020-10-01 21:00:00+03:00,26.0,2082.0,219.0,54.0,309.0,64.0,210.0,1071.0,0.0,5.0,61.0
2020-10-01 22:00:00+03:00,27.0,2064.0,222.0,55.0,2.0,40.0,6.0,1072.0,0.0,5.0,65.0
2020-10-01 23:00:00+03:00,27.0,1854.0,221.0,55.0,0.0,27.0,5.0,1073.0,0.0,4.0,59.0
2020-10-02 00:00:00+03:00,31.0,1686.0,226.0,54.0,0.0,34.0,6.0,1073.0,0.0,5.0,183.0
2020-10-02 01:00:00+03:00,30.0,1582.0,229.0,56.0,0.0,27.0,6.0,1070.0,0.0,5.0,224.0
2020-10-02 02:00:00+03:00,30.0,1526.0,229.0,57.0,0.0,27.0,6.0,1070.0,0.0,4.0,245.0
