,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
2020-09-01 00:00:00+02:00,715.0,792.0,14959.0,1017.0,78.0,657.0,0.0,4645.0,602.0,1718.0,0.0,47.0,3825.0
2020-09-01 01:00:00+02:00,726.0,793.0,13399.0,1020.0,77.0,657.0,0.0,4487.0,604.0,1641.0,0.0,47.0,4084.0
2020-09-01 02:00:00+02:00,719.0,791.0,12438.0,979.0,77.0,657.0,0.0,4475.0,608.0,1586.0,0.0,45.0,4088.0
2020-09-01 03:00:00+02:00,721.0,790.0,12770.0,975.0,77.0,657.0,0.0,4540.0,611.0,1579.0,0.0,47.0,3580.0
2020-09-01 04:00:00+02:00,726.0,785.0,12576.0,979.0,78.0,656.0,0.0,4770.0,609.0,1588.0,0.0,48.0,3119.0
2020-09-01 05:00:00+02:00,726.0,786.0,14571.0,1018.0,78.0,657.0,0.0,4869.0,643.0,1667.0,0.0,49.0,2616.0
2020-09-01 06:00:00+02:00,724.0,787.0,17273.0,1058.0,79.0,656.0,220.0,5087.0,763.0,1851.0,20.0,47.0,2127.0
2020-09-01 07:00:00+02:00,719.0,787.0,19160.0,1283.0,89.0,656.0,640.0,5772.0,1275.0,2110.0,944.0,46.0,1747.0
2020-09-01 08:00:00+02:00,727.0,788.0,20115.0,1450.0,86.0,655.0,1688.0,5911.0,1321.0,2064.0,3616.0,45.0,1286.0
2020-09-01 09:00:00+02:00,728.0,788.0,19479.0,1551.0,84.0,650.0,911.0,5956.0,1214.0,2052.0,6312.0,44.0,1258.0
2020-09-01 10:00:00+02:00,721.0,786.0,18569.0,1520.0,102.0,650.0,622.0,5548.0,1166.0,2087.0,8338.0,47.0,1187.0
2020-09-01 11:00:00+02:00,720.0,781.0,18183.0,1300.0,111.0,648.0,421.0,5320.0,1128.0,2087.0,9385.0,41.0,1221.0
