,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2020-08-01 00:00:00+02:00,274.0,3206.0,0.0,84.0,2.0,2841.0,381.0,0.0,172.0,924.0,271.0
2020-08-01 01:00:00+02:00,290.0,3077.0,0.0,357.0,2.0,2824.0,305.0,0.0,174.0,1177.0,372.0
2020-08-01 02:00:00+02:00,298.0,3021.0,0.0,339.0,2.0,2794.0,290.0,0.0,176.0,1205.0,336.0
2020-08-01 03:00:00+02:00,316.0,2907.0,0.0,207.0,2.0,2847.0,291.0,0.0,177.0,1025.0,336.0
2020-08-01 04:00:00+02:00,325.0,2926.0,0.0,117.0,2.0,2858.0,286.0,0.0,174.0,840.0,376.0
2020-08-01 05:00:00+02:00,326.0,2837.0,0.0,154.0,2.0,2856.0,298.0,0.0,177.0,923.0,329.0
2020-08-01 06:00:00+02:00,325.0,3000.0,0.0,36.0,2.0,2856.0,351.0,29.0,178.0,712.0,341.0
2020-08-01 07:00:00+02:00,327.0,3215.0,0.0,7.0,2.0,2857.0,447.0,204.0,174.0,650.0,289.0
2020-08-01 08:00:00+02:00,324.0,3445.0,0.0,7.0,2.0,2859.0,499.0,526.0,176.0,448.0,272.0
2020-08-01 09:00:00+02:00,324.0,3370.0,0.0,233.0,2.0,2857.0,552.0,927.0,178.0,493.0,161.0
2020-08-01 10:00:00+02:00,324.0,3174.0,0.0,355.0,2.0,2856.0,573.0,1327.0,178.0,550.0,83.0
2020-08-01 11:00:00+02:00,328.0,3499.0,0.0,363.0,2.0,2853.0,593.0,1614.0,176.0,381.0,76.0
2020-08-01 12:00:00+02:00,328.0,3402.0,0.0,428.0,2.0,2852.0,628.0,1829.0,179.0,255.0,73.0
2020-08-01 13:00:00+02:00,328.0,3191.0,0.0,1035.0,2.0,2850.0,537.0,2037.0,180.0,199.0,77.0
2020-08-01 14:00:00+02:00,331.0,3176.0,0.0,1047.0,2.0,2851.0,527.0,2064.0,180.0,166.0,115.0
2020-08-01 15:00:00+02:00,329.0,3342.0,0.0,839.0,3.0,2851.0,509.0,2003.0,176.0,237.0,139.0
2020-08-01 16:00:00+02:00,331.0,3143.0,0.0,270.0,4.0,2852.0,482.0,1888.0,173.0,431.0,159.0
2020-08-01 17:00:00+02:00,332.0,3252.0,0.0,232.0,4.0,2851.0,488.0,1542.0,174.0,641.0,157.0
2020-08-01 18:00:00+02:00,332.0,3360.0,0.0,602.0,4.0,2851.0,474.0,993.0,171.0,928.0,183.0
2020-08-01 19:00:00+02:00,337.0,3388.0,0.0,732.0,4.0,2853.0,443.0,483.0,173.0,972.0,254.0
2020-08-01 20:00:00+02:00,337.0,3613.0,0.0,786.0,3.0,2849.0,396.0,128.0,177.0,944.0,314.0
2020-08-01 21:00:00+02:00,337.0,3622.0,0.0,925.0,2.0,2852.0,427.0,6.0,178.0,882.0,265.0
2020-08-01 22:00:00+02:00,337.0,3578.0,0.0,445.0,2.0,2856.0,485.0,0.0,182.0,802.0,210.0
2020-08-01 23:00:00+02:00,336.0,3565.0,0.0,72.0,2.0,2859.0,404.0,0.0,181.0,731.0,175.0
2020-08-02 00:00:00+02:00,332.0,3141.0,0.0,7.0,2.0,2864.0,389.0,0.0,176.0,828.0,113.0
2020-08-02 01:00:00+02:00,338.0,3018.0,0.0,7.0,2.0,2871.0,352.0,0.0,176.0,952.0,113.0
2020-08-02 02:00:00+02:00,333.0,3050.0,0.0,7.0,2.0,2871.0,311.0,0.0,182.0,689.0,143.0
2020-08-02 03:00:00+02:00,334.0,3220.0,0.0,7.0,2.0,2876.0,273.0,0.0,183.0,426.0,146.0
2020-08-02 04:00:00+02:00,333.0,3176.0,0.0,8.0,2.0,2880.0,326.0,0.0,182.0,261.0,174.0
2020-08-02 05:00:00+02:00,333.0,3189.0,0.0,10.0,2.0,2878.0,357.0,0.0,184.0,107.0,237.0
2020-08-02 06:00:00+02:00,328.0,3219.0,0.0,10.0,2.0,2879.0,418.0,38.0,184.0,53.0,259.0
2020-08-02 07:00:00+02:00,329.0,3142.0,0.0,10.0,2.0,2877.0,488.0,240.0,182.0,101.0,230.0
2020-08-02 08:00:00+02:00,330.0,3106.0,0.0,10.0,2.0,2873.0,534.0,506.0,183.0,144.0,198.0
2020-08-02 09:00:00+02:00,326.0,3244.0,0.0,8.0,2.0,2870.0,573.0,745.0,183.0,233.0,154.0
2020-08-02 10:00:00+02:00,325.0,3256.0,0.0,98.0,2.0,2870.0,641.0,1126.0,182.0,146.0,132.0
2020-08-02 11:00:00+02:00,326.0,3162.0,0.0,8.0,2.0,2868.0,635.0,1454.0,180.0,46.0,151.0
2020-08-02 12:00:00+02:00,324.0,2990.0,0.0,417.0,1.0,2868.0,604.0,1724.0,178.0,73.0,159.0
2020-08-02 13:00:00+02:00,326.0,3123.0,0.0,930.0,1.0,2872.0,526.0,1968.0,180.0,113.0,169.0
2020-08-02 14:00:00+02:00,328.0,3116.0,0.0,1002.0,1.0,2873.0,509.0,1840.0,182.0,106.0,147.0
2020-08-02 15:00:00+02:00,329.0,3144.0,0.0,1019.0,1.0,2875.0,492.0,1892.0,180.0,58.0,144.0
2020-08-02 16:00:00+02:00,325.0,3166.0,0.0,676.0,2.0,2876.0,503.0,1746.0,180.0,83.0,149.0
2020-08-02 17:00:00+02:00,327.0,3235.0,0.0,0.0,1.0,2868.0,487.0,1468.0,179.0,196.0,152.0
2020-08-02 18:00:00+02:00,333.0,3435.0,0.0,130.0,2.0,2871.0,464.0,1084.0,178.0,244.0,163.0
2020-08-02 19:00:00+02:00,335.0,3513.0,0.0,26.0,2.0,2872.0,465.0,539.0,180.0,247.0,137.0
2020-08-02 20:00:00+02:00,336.0,3515.0,0.0,243.0,2.0,2873.0,416.0,130.0,181.0,303.0,100.0
2020-08-02 21:00:00+02:00,334.0,3436.0,0.0,344.0,2.0,2874.0,357.0,3.0,180.0,361.0,90.0
2020-08-02 22:00:00+02:00,334.0,3574.0,0.0,442.0,2.0,2875.0,349.0,0.0,179.0,340.0,83.0
2020-08-02 23:00:00+02:00,334.0,3487.0,0.0,131.0,2.0,2878.0,372.0,0.0,177.0,401.0,86.0
2020-08-03 00:00:00+02:00,331.0,3168.0,0.0,10.0,2.0,2877.0,366.0,0.0,182.0,405.0,107.0
2020-08-03 01:00:00+02:00,335.0,3167.0,0.0,151.0,3.0,2877.0,356.0,0.0,183.0,313.0,123.0
2020-08-03 02:00:00+02:00,339.0,3164.0,0.0,12.0,3.0,2881.0,322.0,0.0,184.0,268.0,73.0
2020-08-03 03:00:00+02:00,339.0,3049.0,0.0,8.0,3.0,2888.0,328.0,0.0,184.0,274.0,38.0
2020-08-03 04:00:00+02:00,338.0,3200.0,0.0,121.0,2.0,2891.0,317.0,0.0,181.0,154.0,25.0
2020-08-03 05:00:00+02:00,338.0,3310.0,0.0,75.0,2.0,2889.0,333.0,0.0,185.0,5.0,30.0
2020-08-03 06:00:00+02:00,336.0,3474.0,0.0,6.0,2.0,2889.0,425.0,35.0,184.0,31.0,27.0
2020-08-03 07:00:00+02:00,335.0,3508.0,0.0,3.0,2.0,2887.0,499.0,250.0,179.0,75.0,29.0
2020-08-03 08:00:00+02:00,334.0,3468.0,0.0,3.0,2.0,2886.0,543.0,679.0,180.0,69.0,20.0
2020-08-03 09:00:00+02:00,335.0,3572.0,0.0,3.0,2.0,2879.0,575.0,1236.0,178.0,21.0,10.0
2020-08-03 10:00:00+02:00,335.0,3546.0,0.0,3.0,2.0,2877.0,590.0,1642.0,175.0,70.0,17.0
2020-08-03 11:00:00+02:00,336.0,3126.0,0.0,67.0,2.0,2876.0,558.0,2104.0,173.0,324.0,19.0
2020-08-03 12:00:00+02:00,337.0,3117.0,0.0,99.0,2.0,2872.0,496.0,2230.0,181.0,440.0,25.0
2020-08-03 13:00:00+02:00,337.0,3455.0,0.0,71.0,2.0,2872.0,513.0,2033.0,180.0,382.0,28.0
2020-08-03 14:00:00+02:00,337.0,3524.0,0.0,188.0,2.0,2873.0,646.0,1715.0,178.0,320.0,46.0
2020-08-03 15:00:00+02:00,336.0,3382.0,0.0,40.0,2.0,2876.0,666.0,1343.0,180.0,358.0,121.0
2020-08-03 16:00:00+02:00,338.0,3444.0,0.0,192.0,2.0,2880.0,669.0,1074.0,178.0,256.0,274.0
