,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2021-02-28 23:00:00+00:00,375.0,407.0,0.0,108.0,2244.0,742.0,23.0,0.0,0.0,573.0
2021-03-01 00:00:00+00:00,368.0,400.0,0.0,0.0,2113.0,586.0,22.0,0.0,0.0,810.0
2021-03-01 01:00:00+00:00,362.0,399.0,0.0,0.0,2084.0,586.0,23.0,0.0,0.0,1010.0
2021-03-01 02:00:00+00:00,359.0,397.0,0.0,0.0,2014.0,585.0,23.0,0.0,0.0,1174.0
2021-03-01 03:00:00+00:00,360.0,395.0,0.0,0.0,1984.0,585.0,22.0,0.0,0.0,1266.0
2021-03-01 04:00:00+00:00,358.0,461.0,0.0,0.0,1941.0,584.0,23.0,0.0,0.0,1473.0
2021-03-01 05:00:00+00:00,358.0,577.0,0.0,208.0,2110.0,583.0,23.0,0.0,0.0,1609.0
2021-03-01 06:00:00+00:00,357.0,783.0,0.0,297.0,2140.0,854.0,22.0,0.0,0.0,1676.0
2021-03-01 07:00:00+00:00,358.0,1124.0,0.0,417.0,2131.0,1134.0,22.0,20.0,0.0,1669.0
2021-03-01 08:00:00+00:00,358.0,1372.0,0.0,992.0,2175.0,1152.0,21.0,137.0,0.0,1571.0
2021-03-01 09:00:00+00:00,358.0,1581.0,0.0,878.0,2164.0,1159.0,22.0,252.0,0.0,1449.0
2021-03-01 10:00:00+00:00,356.0,1602.0,0.0,549.0,2163.0,1091.0,21.0,360.0,0.0,1418.0
2021-03-01 11:00:00+00:00,360.0,1581.0,0.0,1208.0,2206.0,1037.0,22.0,433.0,0.0,1385.0
2021-03-01 12:00:00+00:00,363.0,1581.0,0.0,1317.0,2197.0,1117.0,21.0,434.0,0.0,1227.0
2021-03-01 13:00:00+00:00,366.0,1581.0,0.0,983.0,2078.0,1052.0,21.0,374.0,0.0,1157.0
2021-03-01 14:00:00+00:00,365.0,1581.0,0.0,1038.0,2087.0,1057.0,20.0,281.0,0.0,1133.0
2021-03-01 15:00:00+00:00,365.0,1578.0,0.0,1029.0,2070.0,897.0,21.0,275.0,0.0,1085.0
2021-03-01 16:00:00+00:00,357.0,1676.0,0.0,1133.0,2071.0,856.0,21.0,199.0,0.0,987.0
2021-03-01 17:00:00+00:00,363.0,1814.0,0.0,1109.0,2147.0,926.0,21.0,72.0,0.0,1020.0
2021-03-01 18:00:00+00:00,341.0,1767.0,0.0,1745.0,2455.0,1140.0,21.0,5.0,0.0,1162.0
2021-03-01 19:00:00+00:00,353.0,1771.0,0.0,1646.0,2479.0,1128.0,20.0,0.0,0.0,1112.0
2021-03-01 20:00:00+00:00,361.0,1627.0,0.0,1175.0,2497.0,934.0,21.0,0.0,0.0,1182.0
2021-03-01 21:00:00+00:00,359.0,1563.0,0.0,663.0,2399.0,835.0,22.0,0.0,0.0,1279.0
2021-03-01 22:00:00+00:00,357.0,1346.0,0.0,621.0,2357.0,775.0,22.0,0.0,0.0,1263.0
2021-03-01 23:00:00+00:00,362.0,1194.0,0.0,196.0,2243.0,598.0,22.0,0.0,0.0,1131.0
