,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2020-11-01 00:00:00+01:00,127.0,500.0,815.0,38.0,0.0,0.0,14.0,17.0,1930.0,64.0,13.0,0.0,19.0,58.0
2020-11-01 00:15:00+01:00,127.0,490.0,816.0,38.0,0.0,0.0,14.0,17.0,1929.0,64.0,13.0,0.0,19.0,62.0
2020-11-01 00:30:00+01:00,127.0,480.0,805.0,40.0,0.0,0.0,14.0,17.0,1929.0,64.0,13.0,0.0,19.0,60.0
2020-11-01 00:45:00+01:00,124.0,472.0,744.0,38.0,0.0,0.0,14.0,17.0,1930.0,64.0,13.0,0.0,19.0,64.0
2020-11-01 01:00:00+01:00,121.0,489.0,827.0,37.0,0.0,0.0,14.0,17.0,1930.0,64.0,13.0,0.0,19.0,67.0
2020-11-01 01:15:00+01:00,122.0,511.0,822.0,39.0,0.0,0.0,14.0,17.0,1929.0,64.0,12.0,0.0,19.0,69.0
2020-11-01 01:30:00+01:00,120.0,504.0,821.0,39.0,0.0,0.0,14.0,17.0,1930.0,64.0,10.0,0.0,20.0,65.0
2020-11-01 01:45:00+01:00,113.0,495.0,759.0,38.0,0.0,0.0,14.0,17.0,1930.0,64.0,10.0,0.0,20.0,57.0
2020-11-01 02:00:00+01:00,104.0,468.0,824.0,38.0,0.0,0.0,14.0,17.0,1930.0,63.0,10.0,0.0,20.0,55.0
2020-11-01 02:15:00+01:00,96.0,434.0,827.0,38.0,0.0,0.0,14.0,17.0,1929.0,63.0,10.0,0.0,20.0,60.0
2020-11-01 02:30:00+01:00,89.0,399.0,833.0,38.0,0.0,0.0,14.0,17.0,1930.0,63.0,10.0,0.0,19.0,62.0
2020-11-01 02:45:00+01:00,88.0,367.0,826.0,39.0,0.0,0.0,14.0,17.0,1929.0,63.0,9.0,0.0,19.0,65.0
2020-11-01 03:00:00+01:00,87.0,356.0,819.0,38.0,0.0,0.0,14.0,17.0,1930.0,64.0,9.0,0.0,18.0,71.0
2020-11-01 03:15:00+01:00,87.0,354.0,819.0,38.0,0.0,0.0,14.0,17.0,1929.0,64.0,9.0,0.0,17.0,80.0
2020-11-01 03:30:00+01:00,88.0,361.0,807.0,38.0,0.0,0.0,14.0,17.0,1929.0,64.0,9.0,0.0,16.0,79.0
2020-11-01 03:45:00+01:00,88.0,361.0,749.0,38.0,0.0,0.0,14.0,17.0,1929.0,64.0,9.0,0.0,16.0,82.0
2020-11-01 04:00:00+01:00,88.0,362.0,735.0,39.0,0.0,0.0,14.0,17.0,1929.0,63.0,9.0,0.0,16.0,87.0
2020-11-01 04:15:00+01:00,88.0,355.0,782.0,40.0,0.0,0.0,14.0,17.0,1929.0,63.0,9.0,0.0,16.0,84.0
2020-11-01 04:30:00+01:00,91.0,359.0,829.0,40.0,0.0,0.0,14.0,17.0,1929.0,63.0,9.0,0.0,16.0,79.0
2020-11-01 04:45:00+01:00,90.0,361.0,834.0,40.0,0.0,0.0,14.0,17.0,1928.0,63.0,10.0,0.0,18.0,76.0
2020-11-01 05:00:00+01:00,92.0,359.0,854.0,39.0,0.0,0.0,14.0,18.0,1929.0,63.0,9.0,0.0,17.0,68.0
2020-11-01 05:15:00+01:00,97.0,361.0,863.0,36.0,0.0,0.0,14.0,17.0,1928.0,63.0,10.0,0.0,17.0,56.0
2020-11-01 05:30:00+01:00,105.0,363.0,863.0,35.0,0.0,0.0,14.0,18.0,1928.0,63.0,9.0,0.0,17.0,58.0
2020-11-01 05:45:00+01:00,109.0,369.0,852.0,34.0,0.0,0.0,14.0,17.0,1928.0,63.0,9.0,0.0,16.0,66.0
2020-11-01 06:00:00+01:00,116.0,359.0,794.0,36.0,0.0,0.0,14.0,17.0,1927.0,64.0,10.0,0.0,16.0,61.0
2020-11-01 06:15:00+01:00,117.0,360.0,800.0,38.0,0.0,0.0,14.0,17.0,1928.0,64.0,12.0,2.0,17.0,59.0
2020-11-01 06:30:00+01:00,120.0,374.0,802.0,39.0,0.0,0.0,14.0,18.0,1928.0,64.0,12.0,13.0,17.0,56.0
2020-11-01 06:45:00+01:00,123.0,396.0,793.0,38.0,0.0,0.0,14.0,17.0,1928.0,64.0,12.0,39.0,17.0,60.0
2020-11-01 07:00:00+01:00,126.0,432.0,702.0,38.0,0.0,0.0,14.0,17.0,1927.0,65.0,13.0,75.0,16.0,66.0
2020-11-01 07:15:00+01:00,128.0,443.0,679.0,39.0,0.0,0.0,14.0,17.0,1929.0,65.0,13.0,121.0,17.0,63.0
2020-11-01 07:30:00+01:00,131.0,458.0,717.0,39.0,0.0,0.0,14.0,17.0,1929.0,65.0,13.0,180.0,17.0,57.0
2020-11-01 07:45:00+01:00,128.0,469.0,710.0,38.0,0.0,0.0,14.0,17.0,1929.0,65.0,14.0,237.0,17.0,51.0
2020-11-01 08:00:00+01:00,129.0,464.0,672.0,40.0,0.0,0.0,14.0,18.0,1929.0,65.0,14.0,301.0,19.0,48.0
2020-11-01 08:15:00+01:00,129.0,472.0,667.0,38.0,0.0,0.0,14.0,18.0,1929.0,65.0,15.0,356.0,20.0,45.0
2020-11-01 08:30:00+01:00,128.0,478.0,721.0,39.0,0.0,0.0,14.0,17.0,1930.0,65.0,15.0,408.0,19.0,42.0
2020-11-01 08:45:00+01:00,128.0,487.0,745.0,41.0,0.0,0.0,14.0,18.0,1929.0,65.0,15.0,461.0,19.0,37.0
2020-11-01 09:00:00+01:00,129.0,478.0,731.0,39.0,0.0,0.0,14.0,18.0,1929.0,69.0,15.0,497.0,18.0,37.0
2020-11-01 09:15:00+01:00,127.0,478.0,816.0,41.0,0.0,0.0,14.0,18.0,1929.0,69.0,15.0,531.0,18.0,42.0
2020-11-01 09:30:00+01:00,125.0,482.0,871.0,39.0,0.0,0.0,14.0,18.0,1930.0,69.0,16.0,551.0,19.0,42.0
2020-11-01 09:45:00+01:00,127.0,488.0,872.0,39.0,0.0,0.0,14.0,18.0,1931.0,69.0,16.0,579.0,20.0,36.0
