,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2020-10-01 00:00:00+02:00,0.0,11.568,28.776,311.184,14.760000000000002,,10.14442,18.689
2020-10-01 01:00:00+02:00,0.0,10.968,28.8,303.576,14.760000000000002,,10.14442,18.238
2020-10-01 02:00:00+02:00,0.0,9.696,28.704,301.104,14.760000000000002,,10.14442,17.919
2020-10-01 03:00:00+02:00,0.0,9.648,28.728,299.184,14.760000000000002,,10.14442,19.788999999999998
2020-10-01 04:00:00+02:00,0.0,9.504,28.752,295.992,14.760000000000002,,10.14442,20.383
2020-10-01 05:00:00+02:00,0.0,9.6,28.752,307.944,14.760000000000002,,10.14442,20.944
2020-10-01 06:00:00+02:00,0.0,12.192,28.752,332.112,14.760000000000002,,10.14442,21.625999999999998
2020-10-01 07:00:00+02:00,0.0,14.328000000000001,28.824,348.216,14.760000000000002,,9.2222,21.197
2020-10-01 08:00:00+02:00,0.0,14.88,29.16,357.552,14.760000000000002,,10.14442,20.712999999999997
2020-10-01 09:00:00+02:00,0.0,15.144,29.232,356.448,14.760000000000002,,10.14442,20.724
2020-10-01 10:00:00+02:00,0.0,15.120000000000001,29.256,359.568,14.760000000000002,,10.14442,21.680999999999997
2020-10-01 11:00:00+02:00,0.0,15.120000000000001,29.304000000000002,355.008,14.760000000000002,,10.14442,20.79
2020-10-01 12:00:00+02:00,0.0,15.072000000000001,29.232,351.48,14.760000000000002,,10.14442,21.307
2020-10-01 13:00:00+02:00,0.0,14.568,28.824,350.37600000000003,14.760000000000002,,10.14442,22.121
2020-10-01 14:00:00+02:00,0.0,14.568,28.656000000000002,347.112,14.760000000000002,,10.14442,21.516
2020-10-01 15:00:00+02:00,0.0,14.256,28.848,351.384,14.760000000000002,,10.14442,21.625999999999998
2020-10-01 16:00:00+02:00,0.0,14.328000000000001,28.848,348.36,14.760000000000002,,10.14442,21.923
2020-10-01 17:00:00+02:00,0.0,16.944,28.896,345.624,14.760000000000002,,10.14442,22.186999999999998
2020-10-01 18:00:00+02:00,0.0,15.552,28.728,350.136,14.760000000000002,,10.14442,21.724999999999998
2020-10-01 19:00:00+02:00,0.0,15.264000000000001,28.632,350.016,14.760000000000002,,13.833300000000001,22.572
2020-10-01 20:00:00+02:00,0.0,15.120000000000001,28.632,340.56,14.760000000000002,,17.522180000000002,22.747999999999998
2020-10-01 21:00:00+02:00,0.0,14.592,28.296,331.104,14.760000000000002,,18.4444,22.781
2020-10-01 22:00:00+02:00,0.0,13.392,28.224,315.48,14.760000000000002,,18.4444,23.551
2020-10-01 23:00:00+02:00,0.0,13.248000000000001,28.152,304.488,14.760000000000002,,18.4444,24.156
2020-10-02 00:00:00+02:00,0.0,13.416,27.672,299.664,14.760000000000002,,18.4444,24.75
2020-10-02 01:00:00+02:00,0.0,13.488,27.672,294.84000000000003,14.760000000000002,,18.4444,25.784
2020-10-02 02:00:00+02:00,0.0,13.512,27.456,293.472,14.760000000000002,,18.4444,26.026
2020-10-02 03:00:00+02:00,0.0,13.344,27.528000000000002,298.92,14.760000000000002,,18.4444,25.311
2020-10-02 04:00:00+02:00,0.0,13.32,27.48,299.088,14.760000000000002,,19.36662,25.288999999999998
2020-10-02 05:00:00+02:00,0.0,13.488,27.672,299.04,14.760000000000002,,18.4444,25.453999999999997
2020-10-02 06:00:00+02:00,0.0,14.448,27.672,320.88,14.760000000000002,,18.4444,25.915999999999997
2020-10-02 07:00:00+02:00,0.0,14.472,27.648,342.576,14.760000000000002,,18.4444,26.686
2020-10-02 08:00:00+02:00,0.0,14.76,27.648,355.056,14.760000000000002,,18.4444,26.136
2020-10-02 09:00:00+02:00,0.0,14.784,27.72,358.296,14.760000000000002,,19.36662,26.279
2020-10-02 10:00:00+02:00,0.0,14.736,27.648,354.624,13.940000000000001,,19.36662,26.081
2020-10-02 11:00:00+02:00,0.0,14.736,27.624000000000002,346.92,13.940000000000001,,19.36662,26.014999999999997
2020-10-02 12:00:00+02:00,0.0,14.856,27.048000000000002,345.72,13.940000000000001,,18.4444,26.069999999999997
2020-10-02 13:00:00+02:00,0.0,13.728,27.6,349.56,13.940000000000001,,18.4444,25.773
2020-10-02 14:00:00+02:00,0.0,15.072000000000001,27.552,350.616,13.940000000000001,,18.4444,25.706999999999997
2020-10-02 15:00:00+02:00,0.0,15.168000000000001,27.552,346.632,13.940000000000001,,18.4444,25.607999999999997
2020-10-02 16:00:00+02:00,0.0,15.0,27.6,354.672,13.940000000000001,,18.4444,26.102999999999998
2020-10-02 17:00:00+02:00,0.0,14.184000000000001,27.312,349.968,13.940000000000001,,18.4444,25.872
2020-10-02 18:00:00+02:00,0.0,14.304,27.36,350.976,13.940000000000001,,18.4444,25.761999999999997
2020-10-02 19:00:00+02:00,0.0,15.072000000000001,27.36,347.448,13.940000000000001,,18.4444,26.224
2020-10-02 20:00:00+02:00,0.0,14.208,27.672,329.736,13.940000000000001,,18.4444,26.686
2020-10-02 21:00:00+02:00,0.0,12.984,27.696,308.568,13.940000000000001,,18.4444,25.674
2020-10-02 22:00:00+02:00,0.0,10.848,27.504,281.136,13.940000000000001,,17.522180000000002,26.136
2020-10-02 23:00:00+02:00,0.0,9.36,27.36,255.672,13.940000000000001,,18.4444,26.279
2020-10-03 00:00:00+02:00,0.0,11.88,27.504,243.168,15.580000000000002,,15.67774,26.003999999999998
2020-10-03 01:00:00+02:00,0.0,10.704,27.48,238.536,16.400000000000002,,16.59996,25.784
2020-10-03 02:00:00+02:00,0.0,8.352,27.36,234.768,15.580000000000002,,21.21106,25.113
2020-10-03 03:00:00+02:00,0.0,7.344,27.240000000000002,235.96800000000002,16.400000000000002,,22.13328,24.046
2020-10-03 04:00:00+02:00,0.0,7.392,27.336000000000002,241.008,16.400000000000002,,23.055500000000002,24.012999999999998
2020-10-03 05:00:00+02:00,0.0,7.488,27.312,236.568,15.580000000000002,,26.74438,23.209999999999997
2020-10-03 06:00:00+02:00,0.0,10.944,27.312,236.544,15.580000000000002,,19.36662,23.034
2020-10-03 07:00:00+02:00,0.0,11.112,27.48,251.376,15.580000000000002,,18.4444,22.285999999999998
2020-10-03 08:00:00+02:00,0.0,12.432,27.6,285.88800000000003,15.580000000000002,,17.522180000000002,23.715999999999998
2020-10-03 09:00:00+02:00,0.0,12.0,27.528000000000002,299.904,15.580000000000002,,17.522180000000002,24.540999999999997
2020-10-03 10:00:00+02:00,0.0,12.864,27.528000000000002,304.896,16.400000000000002,,18.4444,24.871
2020-10-03 11:00:00+02:00,0.0,12.072000000000001,27.288,303.288,15.580000000000002,,19.36662,24.980999999999998
2020-10-03 12:00:00+02:00,0.0,11.856,27.168,311.40000000000003,16.400000000000002,,22.13328,23.837
2020-10-03 13:00:00+02:00,0.0,12.432,27.096,311.40000000000003,15.580000000000002,,19.36662,24.002
2020-10-03 14:00:00+02:00,0.0,11.88,27.264,306.12,16.400000000000002,,21.21106,25.278
2020-10-03 15:00:00+02:00,0.0,8.544,27.0,306.12,16.400000000000002,,21.21106,25.651999999999997
2020-10-03 16:00:00+02:00,0.0,8.568,26.808,301.176,13.940000000000001,,21.21106,25.058
2020-10-03 17:00:00+02:00,0.0,13.944,26.664,309.79200000000003,13.940000000000001,,21.21106,24.991999999999997
2020-10-03 18:00:00+02:00,0.0,17.088,26.688,323.064,13.940000000000001,,21.21106,25.322
2020-10-03 19:00:00+02:00,0.0,15.792,26.616,321.024,13.940000000000001,,21.21106,26.102999999999998
2020-10-03 20:00:00+02:00,0.0,9.72,26.544,305.736,13.940000000000001,,21.21106,25.761999999999997
2020-10-03 21:00:00+02:00,0.0,7.704,26.904,291.88800000000003,13.940000000000001,,16.59996,25.343999999999998
2020-10-03 22:00:00+02:00,0.0,7.392,26.856,276.552,13.940000000000001,,20.28884,24.782999999999998
2020-10-03 23:00:00+02:00,0.0,6.456,26.784,259.944,13.940000000000001,,16.59996,25.299999999999997
2020-10-04 00:00:00+02:00,0.0,3.72,26.64,235.104,13.940000000000001,,16.59996,25.476
2020-10-04 01:00:00+02:00,0.0,3.72,26.64,230.352,13.940000000000001,,17.522180000000002,25.641
2020-10-04 02:00:00+02:00,0.0,3.696,26.544,222.168,13.940000000000001,,19.36662,25.794999999999998
2020-10-04 03:00:00+02:00,0.0,3.696,26.592000000000002,220.8,13.940000000000001,,19.36662,25.333
2020-10-04 04:00:00+02:00,0.0,3.648,26.64,194.208,13.940000000000001,,18.4444,24.793999999999997
2020-10-04 05:00:00+02:00,0.0,2.568,26.688,179.71200000000002,13.940000000000001,,16.59996,25.223
2020-10-04 06:00:00+02:00,0.0,2.568,26.64,182.232,13.940000000000001,,16.59996,25.938
2020-10-04 07:00:00+02:00,0.0,3.696,26.736,209.352,13.940000000000001,,16.59996,26.421999999999997
2020-10-04 08:00:00+02:00,0.0,3.72,26.808,240.24,13.940000000000001,,19.36662,25.794999999999998
2020-10-04 09:00:00+02:00,0.0,3.72,27.072,285.408,13.940000000000001,,20.28884,24.772
2020-10-04 10:00:00+02:00,0.0,3.72,27.696,307.872,13.940000000000001,,19.36662,22.131999999999998
2020-10-04 11:00:00+02:00,0.0,3.696,27.888,311.832,13.940000000000001,,21.21106,22.165
2020-10-04 12:00:00+02:00,0.0,3.672,27.816,304.944,13.940000000000001,,22.13328,23.122
2020-10-04 13:00:00+02:00,0.0,3.72,27.864,299.32800000000003,13.940000000000001,,18.4444,22.956999999999997
2020-10-04 14:00:00+02:00,0.0,3.72,27.96,306.936,13.940000000000001,,17.522180000000002,22.572
2020-10-04 15:00:00+02:00,0.0,3.72,28.032,321.81600000000003,13.940000000000001,,16.59996,22.682
2020-10-04 16:00:00+02:00,0.0,5.184,27.864,344.16,13.940000000000001,,15.67774,22.857999999999997
2020-10-04 17:00:00+02:00,0.0,9.408,27.792,347.52,13.940000000000001,,20.28884,23.099999999999998
2020-10-04 18:00:00+02:00,0.0,10.608,27.984,357.88800000000003,13.940000000000001,,20.28884,22.198
2020-10-04 19:00:00+02:00,0.0,11.28,28.176000000000002,360.624,13.940000000000001,,21.21106,21.372999999999998
2020-10-04 20:00:00+02:00,0.0,11.28,28.248,357.216,13.940000000000001,,21.21106,19.371
2020-10-04 21:00:00+02:00,0.0,10.8,28.344,349.2,13.940000000000001,,20.28884,18.15
2020-10-04 22:00:00+02:00,0.0,7.392,28.608,338.64,13.940000000000001,,20.28884,17.852999999999998
2020-10-04 23:00:00+02:00,0.0,6.096,28.632,317.544,13.940000000000001,,20.28884,18.139
