,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2020-08-01 00:00:00+02:00,688.0,329.0,1674.0,1322.0,0.0,9.0
2020-08-01 01:00:00+02:00,560.0,319.0,1133.0,1377.0,0.0,30.0
2020-08-01 02:00:00+02:00,465.0,328.0,991.0,1425.0,0.0,19.0
2020-08-01 03:00:00+02:00,488.0,294.0,896.0,1439.0,0.0,9.0
2020-08-01 04:00:00+02:00,444.0,300.0,835.0,1451.0,0.0,2.0
2020-08-01 05:00:00+02:00,432.0,291.0,831.0,1452.0,0.0,3.0
2020-08-01 06:00:00+02:00,483.0,311.0,794.0,1453.0,2.0,4.0
2020-08-01 07:00:00+02:00,488.0,311.0,849.0,1459.0,85.0,4.0
2020-08-01 08:00:00+02:00,531.0,303.0,1287.0,1464.0,279.0,4.0
2020-08-01 09:00:00+02:00,537.0,294.0,950.0,1460.0,372.0,2.0
2020-08-01 10:00:00+02:00,557.0,317.0,885.0,1450.0,405.0,2.0
2020-08-01 11:00:00+02:00,574.0,290.0,966.0,1407.0,383.0,1.0
2020-08-01 12:00:00+02:00,546.0,300.0,1107.0,1369.0,494.0,1.0
2020-08-01 13:00:00+02:00,506.0,306.0,1087.0,1330.0,1475.0,6.0
2020-08-01 14:00:00+02:00,502.0,305.0,879.0,1330.0,1060.0,7.0
2020-08-01 15:00:00+02:00,453.0,312.0,833.0,1366.0,1088.0,9.0
2020-08-01 16:00:00+02:00,492.0,329.0,850.0,1393.0,1162.0,8.0
2020-08-01 17:00:00+02:00,564.0,331.0,1012.0,1410.0,528.0,6.0
2020-08-01 18:00:00+02:00,581.0,349.0,1863.0,1420.0,176.0,2.0
2020-08-01 19:00:00+02:00,657.0,336.0,1827.0,1459.0,68.0,5.0
2020-08-01 20:00:00+02:00,712.0,304.0,1930.0,1478.0,10.0,6.0
2020-08-01 21:00:00+02:00,676.0,316.0,2001.0,1522.0,0.0,13.0
2020-08-01 22:00:00+02:00,653.0,350.0,2008.0,1565.0,0.0,6.0
2020-08-01 23:00:00+02:00,450.0,336.0,1186.0,1575.0,0.0,5.0
2020-08-02 00:00:00+02:00,509.0,231.0,926.0,1580.0,0.0,1.0
2020-08-02 01:00:00+02:00,231.0,235.0,760.0,1583.0,0.0,9.0
2020-08-02 02:00:00+02:00,133.0,226.0,690.0,1586.0,0.0,11.0
2020-08-02 03:00:00+02:00,115.0,229.0,687.0,1588.0,0.0,21.0
2020-08-02 04:00:00+02:00,135.0,224.0,648.0,1587.0,0.0,8.0
2020-08-02 05:00:00+02:00,129.0,243.0,675.0,1588.0,0.0,2.0
2020-08-02 06:00:00+02:00,125.0,248.0,689.0,1590.0,0.0,1.0
2020-08-02 07:00:00+02:00,148.0,245.0,706.0,1590.0,84.0,1.0
2020-08-02 08:00:00+02:00,176.0,227.0,669.0,1591.0,307.0,3.0
2020-08-02 09:00:00+02:00,194.0,225.0,669.0,1596.0,640.0,5.0
2020-08-02 10:00:00+02:00,205.0,205.0,760.0,1592.0,871.0,3.0
