,Hydro Water Reservoir,Nuclear,Other,Wind Onshore
2020-02-01 00:00:00+01:00,146.64000000000001,93.684,826.5600000000001,37.994
2020-02-01 01:00:00+01:00,133.104,93.684,829.0200000000001,38.379
2020-02-01 02:00:00+01:00,130.272,93.66,802.7800000000001,40.611999999999995
2020-02-01 03:00:00+01:00,123.96000000000001,93.684,815.08,42.416
2020-02-01 04:00:00+01:00,119.784,93.624,828.2,45.397
2020-02-01 05:00:00+01:00,125.44800000000001,93.61200000000001,846.24,46.684
2020-02-01 06:00:00+01:00,136.752,93.60000000000001,845.4200000000001,50.522999999999996
2020-02-01 07:00:00+01:00,143.784,93.58800000000001,872.48,52.425999999999995
2020-02-01 08:00:00+01:00,164.04,93.58800000000001,877.4000000000001,52.162
2020-02-01 09:00:00+01:00,174.864,93.60000000000001,893.8000000000001,52.811
2020-02-01 10:00:00+01:00,175.032,93.624,877.4000000000001,54.428
2020-02-01 11:00:00+01:00,172.056,93.648,881.5000000000001,54.163999999999994
2020-02-01 12:00:00+01:00,169.8,93.648,874.94,54.614999999999995
2020-02-01 13:00:00+01:00,169.632,93.636,873.3000000000001,51.754999999999995
2020-02-01 14:00:00+01:00,169.08,93.66,868.3800000000001,49.467
2020-02-01 15:00:00+01:00,176.544,93.56400000000001,892.1600000000001,48.268
2020-02-01 16:00:00+01:00,195.0,93.348,883.1400000000001,47.696
2020-02-01 17:00:00+01:00,207.576,93.048,884.7800000000001,49.983999999999995
2020-02-01 18:00:00+01:00,208.752,93.336,880.6800000000001,48.147
2020-02-01 19:00:00+01:00,193.536,93.552,882.32,45.836999999999996
2020-02-01 20:00:00+01:00,169.416,93.672,870.0200000000001,44.55
2020-02-01 21:00:00+01:00,162.096,93.684,876.58,43.098
2020-02-01 22:00:00+01:00,152.04,93.696,847.0600000000001,41.14
2020-02-01 23:00:00+01:00,146.28,93.672,849.5200000000001,40.974999999999994
2020-02-02 00:00:00+01:00,119.08800000000001,93.66,863.46,42.833999999999996
2020-02-02 01:00:00+01:00,107.712,93.66,860.1800000000001,44.759
2020-02-02 02:00:00+01:00,105.60000000000001,93.66,894.6200000000001,45.738
2020-02-02 03:00:00+01:00,104.4,93.672,873.3000000000001,46.089999999999996
2020-02-02 04:00:00+01:00,103.8,93.648,896.2600000000001,47.641
2020-02-02 05:00:00+01:00,109.176,93.648,911.0200000000001,49.928999999999995
2020-02-02 06:00:00+01:00,113.85600000000001,93.66,888.0600000000001,51.678
2020-02-02 07:00:00+01:00,118.68,93.648,909.3800000000001,52.096
2020-02-02 08:00:00+01:00,154.752,93.66,963.5000000000001,53.349999999999994
2020-02-02 09:00:00+01:00,188.04,93.648,979.9000000000001,53.537
2020-02-02 10:00:00+01:00,198.24,93.648,1016.8000000000001,54.186
2020-02-02 11:00:00+01:00,201.168,93.648,1029.92,54.757999999999996
2020-02-02 12:00:00+01:00,202.89600000000002,93.66,1012.7,55.571999999999996
2020-02-02 13:00:00+01:00,203.424,93.672,1012.7,55.714999999999996
2020-02-02 14:00:00+01:00,205.392,93.648,1000.4000000000001,55.869
2020-02-02 15:00:00+01:00,212.856,93.648,984.0000000000001,56.550999999999995
2020-02-02 16:00:00+01:00,224.616,93.624,985.6400000000001,55.571999999999996
2020-02-02 17:00:00+01:00,238.272,93.57600000000001,994.6600000000001,55.846999999999994
2020-02-02 18:00:00+01:00,238.368,93.58800000000001,975.8000000000001,55.946
2020-02-02 19:00:00+01:00,231.672,93.61200000000001,968.4200000000001,56.925
2020-02-02 20:00:00+01:00,220.368,93.624,954.48,56.836999999999996
2020-02-02 21:00:00+01:00,215.064,93.636,934.8000000000001,56.254
2020-02-02 22:00:00+01:00,208.15200000000002,93.648,932.34,55.538999999999994
2020-02-02 23:00:00+01:00,196.824,93.672,919.22,55.561
2020-02-03 00:00:00+01:00,173.424,93.684,924.96,53.547999999999995
2020-02-03 01:00:00+01:00,161.064,93.708,920.86,53.757
2020-02-03 02:00:00+01:00,159.576,93.708,924.96,52.052
2020-02-03 03:00:00+01:00,159.888,93.708,922.5000000000001,49.687
2020-02-03 04:00:00+01:00,179.928,93.696,943.82,47.882999999999996
2020-02-03 05:00:00+01:00,232.92000000000002,93.684,962.6800000000001,43.769
2020-02-03 06:00:00+01:00,264.144,93.636,985.6400000000001,39.940999999999995
2020-02-03 07:00:00+01:00,275.64,93.648,1043.8600000000001,39.71
2020-02-03 08:00:00+01:00,281.472,93.636,1057.8000000000002,35.364999999999995
2020-02-03 09:00:00+01:00,282.528,93.636,1064.3600000000001,32.824
2020-02-03 10:00:00+01:00,282.216,93.636,1079.94,29.194
2020-02-03 11:00:00+01:00,286.176,93.60000000000001,1057.8000000000002,25.718
2020-02-03 12:00:00+01:00,286.392,93.60000000000001,1072.5600000000002,22.352
2020-02-03 13:00:00+01:00,286.512,93.56400000000001,1046.3200000000002,19.91
2020-02-03 14:00:00+01:00,284.688,93.61200000000001,1029.1000000000001,19.25
2020-02-03 15:00:00+01:00,286.608,93.60000000000001,1010.2400000000001,19.118
2020-02-03 16:00:00+01:00,288.76800000000003,93.60000000000001,1015.9800000000001,19.613
2020-02-03 17:00:00+01:00,289.728,93.528,1029.92,20.503999999999998
2020-02-03 18:00:00+01:00,289.608,93.54,1029.92,20.592
2020-02-03 19:00:00+01:00,286.344,93.516,1008.6,21.098
2020-02-03 20:00:00+01:00,271.824,93.528,971.7,21.009999999999998
2020-02-03 21:00:00+01:00,253.104,93.54,935.6200000000001,20.910999999999998
2020-02-03 22:00:00+01:00,232.94400000000002,93.54,898.72,20.724
2020-02-03 23:00:00+01:00,214.22400000000002,93.516,876.58,20.482
2020-02-04 00:00:00+01:00,194.136,93.504,842.96,19.788999999999998
2020-02-04 01:00:00+01:00,177.24,93.516,851.1600000000001,19.316
2020-02-04 02:00:00+01:00,169.992,93.552,867.5600000000001,18.81
2020-02-04 03:00:00+01:00,173.256,93.552,895.44,18.105999999999998
2020-02-04 04:00:00+01:00,192.768,93.528,933.98,17.962999999999997
2020-02-04 05:00:00+01:00,230.808,93.54,971.7,16.994999999999997
2020-02-04 06:00:00+01:00,277.68,93.528,1034.02,16.104
2020-02-04 07:00:00+01:00,296.448,93.516,1064.3600000000001,16.401
2020-02-04 08:00:00+01:00,296.616,93.492,1061.9,15.543
2020-02-04 09:00:00+01:00,298.44,93.516,1077.48,14.85
2020-02-04 10:00:00+01:00,296.37600000000003,93.516,1075.8400000000001,15.466
2020-02-04 11:00:00+01:00,292.8,93.54,1088.14,14.344
2020-02-04 12:00:00+01:00,290.688,93.528,1086.5,14.068999999999999
2020-02-04 13:00:00+01:00,289.632,93.54,1100.44,15.146999999999998
2020-02-04 14:00:00+01:00,286.728,93.552,1097.98,18.458
2020-02-04 15:00:00+01:00,286.296,93.552,1077.48,24.023999999999997
2020-02-04 16:00:00+01:00,281.568,93.552,1075.8400000000001,29.171999999999997
2020-02-04 17:00:00+01:00,275.952,93.56400000000001,1081.5800000000002,36.629999999999995
2020-02-04 18:00:00+01:00,271.44,93.54,1061.0800000000002,41.668
2020-02-04 19:00:00+01:00,266.64,93.58800000000001,1038.94,46.607
2020-02-04 20:00:00+01:00,261.86400000000003,93.60000000000001,1007.7800000000001,49.379
2020-02-04 21:00:00+01:00,248.808,93.61200000000001,986.46,50.358
2020-02-04 22:00:00+01:00,231.96,93.61200000000001,917.58,51.711
2020-02-04 23:00:00+01:00,211.104,93.636,894.6200000000001,51.678
2020-02-05 00:00:00+01:00,187.368,93.648,891.34,52.47
2020-02-05 01:00:00+01:00,181.632,93.636,892.1600000000001,52.074
2020-02-05 02:00:00+01:00,180.576,93.624,910.2,51.666999999999994
2020-02-05 03:00:00+01:00,180.48,93.61200000000001,915.1200000000001,50.556
2020-02-05 04:00:00+01:00,191.66400000000002,93.58800000000001,923.32,53.9
2020-02-05 05:00:00+01:00,214.392,93.56400000000001,984.0000000000001,55.395999999999994
2020-02-05 06:00:00+01:00,255.6,93.58800000000001,1006.96,54.416999999999994
2020-02-05 07:00:00+01:00,269.448,93.61200000000001,1036.48,54.263
2020-02-05 08:00:00+01:00,264.648,93.61200000000001,1002.0400000000001,55.407
2020-02-05 09:00:00+01:00,262.992,93.636,999.58,56.638999999999996
2020-02-05 10:00:00+01:00,261.12,93.636,1034.02,59.080999999999996
2020-02-05 11:00:00+01:00,256.56,93.60000000000001,1023.3600000000001,59.773999999999994
2020-02-05 12:00:00+01:00,249.192,93.61200000000001,1030.74,59.73
2020-02-05 13:00:00+01:00,242.76,93.636,1029.1000000000001,59.641999999999996
2020-02-05 14:00:00+01:00,237.936,93.636,959.4000000000001,60.775
2020-02-05 15:00:00+01:00,238.08,93.66,978.2600000000001,63.217
2020-02-05 16:00:00+01:00,246.72,93.648,1002.8600000000001,65.40599999999999
2020-02-05 17:00:00+01:00,250.488,93.60000000000001,1015.9800000000001,67.496
2020-02-05 18:00:00+01:00,246.38400000000001,93.61200000000001,988.9200000000001,68.827
2020-02-05 19:00:00+01:00,231.24,93.60000000000001,989.7400000000001,69.817
2020-02-05 20:00:00+01:00,213.912,93.636,939.72,69.267
2020-02-05 21:00:00+01:00,205.824,93.636,897.9000000000001,67.47399999999999
2020-02-05 22:00:00+01:00,191.28,93.648,838.0400000000001,65.494
2020-02-05 23:00:00+01:00,180.45600000000002,93.684,832.3000000000001,62.556999999999995
2020-02-06 00:00:00+01:00,168.696,93.696,815.08,58.233999999999995
2020-02-06 01:00:00+01:00,165.672,93.708,814.2600000000001,53.855999999999995
2020-02-06 02:00:00+01:00,163.8,93.696,809.34,52.227999999999994
2020-02-06 03:00:00+01:00,165.552,93.708,812.6200000000001,49.257999999999996
2020-02-06 04:00:00+01:00,175.872,93.696,828.2,45.638999999999996
2020-02-06 05:00:00+01:00,192.84,93.684,870.0200000000001,42.812
2020-02-06 06:00:00+01:00,247.824,93.66,875.7600000000001,40.656
2020-02-06 07:00:00+01:00,274.536,93.66,901.1800000000001,38.247
2020-02-06 08:00:00+01:00,285.168,93.648,902.0000000000001,36.058
2020-02-06 09:00:00+01:00,284.568,93.636,924.96,34.54
2020-02-06 10:00:00+01:00,284.37600000000003,93.384,951.2,32.846
2020-02-06 11:00:00+01:00,281.568,93.432,955.3000000000001,29.325999999999997
2020-02-06 12:00:00+01:00,279.288,93.636,963.5000000000001,26.916999999999998
2020-02-06 13:00:00+01:00,279.528,93.58800000000001,968.4200000000001,24.683999999999997
2020-02-06 14:00:00+01:00,281.04,93.60000000000001,953.6600000000001,23.044999999999998
2020-02-06 15:00:00+01:00,283.872,93.58800000000001,922.5000000000001,22.759
2020-02-06 16:00:00+01:00,294.096,93.56400000000001,917.58,22.549999999999997
2020-02-06 17:00:00+01:00,294.576,93.56400000000001,906.9200000000001,21.735999999999997
2020-02-06 18:00:00+01:00,295.704,93.58800000000001,922.5000000000001,19.569
2020-02-06 19:00:00+01:00,296.184,93.61200000000001,920.0400000000001,16.412
2020-02-06 20:00:00+01:00,293.952,93.624,907.7400000000001,13.024
2020-02-06 21:00:00+01:00,290.28000000000003,93.61200000000001,832.3000000000001,9.844999999999999
2020-02-06 22:00:00+01:00,283.56,93.624,812.6200000000001,7.699999999999999
2020-02-06 23:00:00+01:00,270.264,93.624,801.96,7.5569999999999995
2020-02-07 00:00:00+01:00,239.904,93.61200000000001,813.44,7.843
2020-02-07 01:00:00+01:00,235.272,93.648,794.58,10.692
2020-02-07 02:00:00+01:00,234.96,93.636,774.9000000000001,16.026999999999997
2020-02-07 03:00:00+01:00,235.32,93.624,779.0000000000001,23.375
2020-02-07 04:00:00+01:00,235.872,93.60000000000001,789.6600000000001,29.578999999999997
2020-02-07 05:00:00+01:00,240.744,93.61200000000001,856.08,34.518
2020-02-07 06:00:00+01:00,268.104,93.57600000000001,908.5600000000001,36.817
2020-02-07 07:00:00+01:00,282.168,93.552,934.8000000000001,39.171
2020-02-07 08:00:00+01:00,282.504,93.552,947.9200000000001,40.821
2020-02-07 09:00:00+01:00,283.056,93.552,938.9000000000001,42.525999999999996
2020-02-07 10:00:00+01:00,277.08,93.552,949.5600000000001,42.141
2020-02-07 11:00:00+01:00,274.968,93.56400000000001,971.7,42.580999999999996
2020-02-07 12:00:00+01:00,274.68,93.528,998.7600000000001,43.108999999999995
2020-02-07 13:00:00+01:00,275.064,93.528,965.96,43.361999999999995
2020-02-07 14:00:00+01:00,273.86400000000003,93.516,938.9000000000001,43.637
2020-02-07 15:00:00+01:00,277.08,93.504,894.6200000000001,43.747
2020-02-07 16:00:00+01:00,280.68,93.504,911.84,45.507
2020-02-07 17:00:00+01:00,280.488,93.504,941.3600000000001,44.748
2020-02-07 18:00:00+01:00,280.488,93.54,907.7400000000001,41.437
2020-02-07 19:00:00+01:00,277.776,93.58800000000001,874.1200000000001,38.907
2020-02-07 20:00:00+01:00,272.928,93.61200000000001,861.0000000000001,36.684999999999995
2020-02-07 21:00:00+01:00,262.176,93.60000000000001,835.58,34.375
2020-02-07 22:00:00+01:00,251.256,93.57600000000001,826.5600000000001,32.131
2020-02-07 23:00:00+01:00,244.704,93.552,842.1400000000001,27.621
2020-02-08 00:00:00+01:00,212.448,93.516,806.8800000000001,26.520999999999997
2020-02-08 01:00:00+01:00,202.272,93.54,798.6800000000001,26.631
2020-02-08 02:00:00+01:00,197.66400000000002,93.60000000000001,797.86,26.674999999999997
2020-02-08 03:00:00+01:00,195.504,93.61200000000001,791.3000000000001,30.426
2020-02-08 04:00:00+01:00,194.256,93.61200000000001,773.2600000000001,32.384
2020-02-08 05:00:00+01:00,195.45600000000002,93.624,769.1600000000001,35.53
2020-02-08 06:00:00+01:00,201.0,93.624,770.8000000000001,38.126
2020-02-08 07:00:00+01:00,209.73600000000002,93.61200000000001,775.72,40.623
2020-02-08 08:00:00+01:00,219.264,93.61200000000001,783.1,43.461
2020-02-08 09:00:00+01:00,227.68800000000002,93.61200000000001,822.46,45.132999999999996
2020-02-08 10:00:00+01:00,233.28,93.60000000000001,879.86,46.035
2020-02-08 11:00:00+01:00,240.312,93.61200000000001,915.1200000000001,44.483999999999995
2020-02-08 12:00:00+01:00,243.984,93.60000000000001,929.0600000000001,45.022999999999996
2020-02-08 13:00:00+01:00,241.512,93.624,913.48,45.242999999999995
2020-02-08 14:00:00+01:00,240.792,93.61200000000001,872.48,44.22
2020-02-08 15:00:00+01:00,243.50400000000002,93.636,842.1400000000001,44.198
2020-02-08 16:00:00+01:00,253.56,93.492,848.7,46.254999999999995
2020-02-08 17:00:00+01:00,260.16,93.096,861.82,47.421
2020-02-08 18:00:00+01:00,249.576,92.952,851.1600000000001,49.092999999999996
2020-02-08 19:00:00+01:00,236.4,93.372,828.2,51.501999999999995
2020-02-08 20:00:00+01:00,220.94400000000002,93.648,825.74,50.962999999999994
2020-02-08 21:00:00+01:00,211.20000000000002,93.636,794.58,51.986
2020-02-08 22:00:00+01:00,200.71200000000002,93.648,783.1,49.5
2020-02-08 23:00:00+01:00,187.848,92.736,780.6400000000001,49.94
2020-02-09 00:00:00+01:00,168.552,91.176,759.32,48.224
2020-02-09 01:00:00+01:00,160.632,91.056,747.0200000000001,48.355999999999995
2020-02-09 02:00:00+01:00,155.568,91.164,755.22,47.102
2020-02-09 03:00:00+01:00,143.424,91.188,756.0400000000001,47.201
2020-02-09 04:00:00+01:00,135.288,91.2,751.94,50.236999999999995
2020-02-09 05:00:00+01:00,121.464,91.176,756.0400000000001,53.086
2020-02-09 06:00:00+01:00,118.056,91.164,759.32,56.199
2020-02-09 07:00:00+01:00,124.56,91.164,759.32,62.007
2020-02-09 08:00:00+01:00,123.672,91.176,769.98,67.463
2020-02-09 09:00:00+01:00,124.68,91.176,779.0000000000001,71.41199999999999
2020-02-09 10:00:00+01:00,122.568,91.2,809.34,73.854
2020-02-09 11:00:00+01:00,123.48,91.212,813.44,75.273
2020-02-09 12:00:00+01:00,125.736,91.2,824.1,76.91199999999999
2020-02-09 13:00:00+01:00,127.824,91.188,826.5600000000001,77.737
2020-02-09 14:00:00+01:00,127.152,91.2,807.7,79.684
2020-02-09 15:00:00+01:00,131.64000000000001,91.2,800.32,81.015
2020-02-09 16:00:00+01:00,145.464,91.2,797.86,81.576
2020-02-09 17:00:00+01:00,155.616,91.212,801.1400000000001,82.39
2020-02-09 18:00:00+01:00,154.08,91.212,800.32,83.193
2020-02-09 19:00:00+01:00,141.552,91.212,801.96,83.479
2020-02-09 20:00:00+01:00,128.952,91.2,801.1400000000001,83.567
2020-02-09 21:00:00+01:00,108.144,91.188,761.7800000000001,82.91799999999999
2020-02-09 22:00:00+01:00,92.88,91.164,756.0400000000001,82.225
2020-02-09 23:00:00+01:00,81.768,91.164,751.94,81.58699999999999
2020-02-10 00:00:00+01:00,75.744,91.152,745.3800000000001,80.201
2020-02-10 01:00:00+01:00,71.496,91.152,751.12,79.057
2020-02-10 02:00:00+01:00,71.568,91.152,750.3000000000001,77.74799999999999
2020-02-10 03:00:00+01:00,71.08800000000001,91.164,754.4000000000001,76.29599999999999
2020-02-10 04:00:00+01:00,76.176,91.164,769.1600000000001,74.899
2020-02-10 05:00:00+01:00,114.024,91.164,781.46,74.822
