,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2020-03-01 00:00:00+01:00,12.190000000000001,282.90000000000003,299.88,0.0,0.264,0.14400000000000002,21.864,47.56,,0.0,19.36662,2.3539999999999996
2020-03-01 00:15:00+01:00,12.88,270.6,280.77,0.0,0.264,0.14400000000000002,21.936,47.56,,0.0,19.36662,2.299
2020-03-01 00:30:00+01:00,12.65,255.02,279.79,0.0,0.264,0.14400000000000002,22.032,47.56,,0.0,18.4444,2.1229999999999998
2020-03-01 00:45:00+01:00,12.88,257.48,275.87,0.0,0.264,0.14400000000000002,22.116,47.56,,0.0,18.4444,2.0349999999999997
2020-03-01 01:00:00+01:00,13.110000000000001,267.32,302.33,0.0,0.264,0.14400000000000002,22.224,48.38,,0.0,19.36662,1.8809999999999998
2020-03-01 01:15:00+01:00,13.110000000000001,274.70000000000005,288.12,0.0,0.264,0.14400000000000002,22.284,48.38,,0.0,18.4444,1.551
2020-03-01 01:30:00+01:00,13.110000000000001,275.52000000000004,280.77,0.0,0.264,0.14400000000000002,22.368000000000002,48.38,,0.0,19.36662,1.3419999999999999
2020-03-01 01:45:00+01:00,12.88,270.6,267.54,0.0,0.264,0.14400000000000002,22.44,48.38,,0.0,19.36662,1.166
2020-03-01 02:00:00+01:00,12.42,272.24,278.32,0.0,0.264,0.14400000000000002,22.536,49.2,,0.0,18.4444,1.023
2020-03-01 02:15:00+01:00,11.5,262.40000000000003,277.34,0.0,0.264,0.14400000000000002,22.62,49.2,,0.0,19.36662,0.979
2020-03-01 02:30:00+01:00,9.66,241.08,278.81,0.0,0.264,0.14400000000000002,22.692,49.2,,0.0,19.36662,0.99
2020-03-01 02:45:00+01:00,8.74,225.50000000000003,272.93,0.0,0.24,0.14400000000000002,22.716,49.2,,0.0,19.36662,0.968
2020-03-01 03:00:00+01:00,9.43,239.44000000000003,292.04,0.0,0.24,0.14400000000000002,22.716,49.2,,0.0,18.4444,0.858
2020-03-01 03:15:00+01:00,9.43,235.34000000000003,287.63,0.0,0.264,0.14400000000000002,22.752,49.2,,0.0,18.4444,0.693
2020-03-01 03:30:00+01:00,9.200000000000001,228.78000000000003,284.69,0.0,0.24,0.14400000000000002,22.836000000000002,49.2,,0.0,19.36662,0.5609999999999999
2020-03-01 03:45:00+01:00,8.97,226.32000000000002,272.93,0.0,0.264,0.14400000000000002,22.908,49.2,,0.0,19.36662,0.45099999999999996
2020-03-01 04:00:00+01:00,8.97,238.62,279.3,0.0,0.264,0.14400000000000002,23.004,48.38,,0.0,19.36662,0.407
2020-03-01 04:15:00+01:00,9.200000000000001,248.46,282.24,0.0,0.264,0.14400000000000002,23.088,48.38,,0.0,18.4444,0.38499999999999995
2020-03-01 04:30:00+01:00,9.200000000000001,250.10000000000002,278.81,0.0,0.264,0.14400000000000002,23.16,48.38,,0.0,19.36662,0.46199999999999997
2020-03-01 04:45:00+01:00,9.43,250.10000000000002,283.71,0.0,0.24,0.14400000000000002,23.16,48.38,,0.0,19.36662,0.5389999999999999
2020-03-01 05:00:00+01:00,8.74,255.02,269.5,0.0,0.24,0.14400000000000002,23.148,48.38,,0.0,19.36662,0.5389999999999999
2020-03-01 05:15:00+01:00,9.200000000000001,259.12,270.96999999999997,0.0,0.24,0.14400000000000002,23.148,48.38,,0.0,19.36662,0.495
2020-03-01 05:30:00+01:00,10.35,264.86,269.99,0.0,0.24,0.14400000000000002,23.148,48.38,,0.0,18.4444,0.495
2020-03-01 05:45:00+01:00,10.35,268.14000000000004,267.54,0.0,0.24,0.12,23.148,48.38,,0.0,19.36662,0.5499999999999999
2020-03-01 06:00:00+01:00,10.35,259.12,241.07999999999998,0.0,0.24,0.12,23.124,50.02,,0.0,18.4444,0.506
2020-03-01 06:15:00+01:00,11.96,250.92000000000002,241.57,0.0,0.24,0.12,23.088,50.02,,0.0,19.36662,0.517
2020-03-01 06:30:00+01:00,12.88,264.04,244.01999999999998,0.0,0.24,0.12,23.124,50.02,,0.123,19.36662,0.616
2020-03-01 06:45:00+01:00,13.110000000000001,279.62,264.6,0.0,0.24,0.12,23.112000000000002,50.02,,0.615,19.36662,0.528
2020-03-01 07:00:00+01:00,12.88,268.14000000000004,248.43,0.0,0.24,0.12,23.028000000000002,49.2,,1.312,19.36662,0.407
2020-03-01 07:15:00+01:00,14.26,265.68,263.62,0.0,0.24,0.12,22.956,49.2,,2.214,20.28884,0.38499999999999995
2020-03-01 07:30:00+01:00,14.26,280.44,292.53,0.0,0.24,0.12,23.016000000000002,49.2,,3.608,19.36662,0.34099999999999997
2020-03-01 07:45:00+01:00,14.030000000000001,304.22,295.96,0.0,0.24,0.12,23.136,49.2,,5.043,19.36662,0.21999999999999997
2020-03-01 08:00:00+01:00,14.26,294.38,236.67,0.0,0.24,0.12,23.22,48.38,,6.0680000000000005,19.36662,0.088
2020-03-01 08:15:00+01:00,14.030000000000001,280.44,238.14,0.0,0.24,0.12,23.22,48.38,,7.913,19.36662,0.033
2020-03-01 08:30:00+01:00,13.57,289.46000000000004,235.2,0.0,0.24,0.12,23.172,48.38,,10.004,19.36662,0.022
2020-03-01 08:45:00+01:00,12.88,296.02000000000004,259.21,0.0,0.24,0.12,23.196,48.38,,11.275,18.4444,0.033
2020-03-01 09:00:00+01:00,12.65,291.1,223.93,0.0,0.24,0.12,23.244,54.120000000000005,,12.013,18.4444,0.05499999999999999
2020-03-01 09:15:00+01:00,12.65,297.66,219.03,0.0,0.24,0.12,23.232,54.120000000000005,,12.423,17.522180000000002,0.066
2020-03-01 09:30:00+01:00,11.96,296.84000000000003,242.06,0.0,0.24,0.12,23.208000000000002,54.120000000000005,,12.546000000000001,17.522180000000002,0.066
2020-03-01 09:45:00+01:00,11.040000000000001,304.22,266.07,0.0,0.24,0.12,23.16,54.120000000000005,,12.833,18.4444,0.05499999999999999
2020-03-01 10:00:00+01:00,11.270000000000001,299.3,252.84,0.733,0.24,0.12,23.136,54.940000000000005,,13.530000000000001,18.4444,0.05499999999999999
2020-03-01 10:15:00+01:00,12.190000000000001,300.12,232.75,0.733,0.24,0.12,23.136,54.940000000000005,,14.965,18.4444,0.066
2020-03-01 10:30:00+01:00,11.96,303.40000000000003,227.85,0.733,0.264,0.12,23.22,54.940000000000005,,14.965,17.522180000000002,0.077
2020-03-01 10:45:00+01:00,12.190000000000001,301.76000000000005,224.91,0.733,0.264,0.12,23.232,54.940000000000005,,15.539000000000001,17.522180000000002,0.066
2020-03-01 11:00:00+01:00,11.96,290.28000000000003,200.9,0.733,0.264,0.12,23.244,53.300000000000004,,17.138,18.4444,0.077
2020-03-01 11:15:00+01:00,12.190000000000001,284.54,193.54999999999998,0.733,0.264,0.12,23.232,53.300000000000004,,17.548000000000002,19.36662,0.121
2020-03-01 11:30:00+01:00,11.73,268.96000000000004,181.29999999999998,0.733,0.264,0.12,23.232,53.300000000000004,,18.778000000000002,18.4444,0.209
2020-03-01 11:45:00+01:00,12.42,255.02,187.67,0.733,0.264,0.12,23.232,53.300000000000004,,18.286,18.4444,0.19799999999999998
2020-03-01 12:00:00+01:00,11.73,259.12,216.09,0.0,0.264,0.12,23.244,53.300000000000004,,16.564,19.36662,0.19799999999999998
2020-03-01 12:15:00+01:00,11.73,278.8,210.7,0.0,0.264,0.12,23.22,53.300000000000004,,15.457,19.36662,0.176
2020-03-01 12:30:00+01:00,11.96,288.64000000000004,208.25,0.0,0.264,0.12,23.196,53.300000000000004,,13.776,19.36662,0.154
2020-03-01 12:45:00+01:00,11.96,282.08000000000004,212.17,0.0,0.264,0.12,23.172,53.300000000000004,,13.407,18.4444,0.16499999999999998
2020-03-01 13:00:00+01:00,11.73,287.0,229.81,0.0,0.264,0.12,23.196,53.300000000000004,,11.275,17.522180000000002,0.143
2020-03-01 13:15:00+01:00,11.73,285.36,239.60999999999999,0.0,0.264,0.12,23.196,53.300000000000004,,9.676,16.59996,0.143
