,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2021-03-01 00:00:00+01:00,87.0,302.0,916.0,0.0,0.0,1.0,6.0,0.0,1943.0,72.0,10.0,0.0,14.0,122.0
2021-03-01 00:15:00+01:00,86.0,293.0,903.0,0.0,0.0,1.0,6.0,0.0,1942.0,72.0,10.0,0.0,15.0,129.0
2021-03-01 00:30:00+01:00,91.0,292.0,896.0,0.0,0.0,1.0,6.0,0.0,1941.0,72.0,10.0,0.0,15.0,133.0
2021-03-01 00:45:00+01:00,88.0,292.0,830.0,0.0,0.0,1.0,6.0,0.0,1941.0,72.0,9.0,0.0,14.0,135.0
2021-03-01 01:00:00+01:00,86.0,312.0,889.0,0.0,0.0,1.0,6.0,0.0,1942.0,72.0,9.0,0.0,14.0,136.0
2021-03-01 01:15:00+01:00,86.0,338.0,861.0,0.0,0.0,1.0,6.0,0.0,1942.0,72.0,8.0,0.0,13.0,134.0
2021-03-01 01:30:00+01:00,85.0,337.0,839.0,0.0,0.0,1.0,6.0,0.0,1943.0,72.0,8.0,0.0,12.0,145.0
2021-03-01 01:45:00+01:00,86.0,317.0,817.0,0.0,0.0,1.0,6.0,0.0,1943.0,72.0,8.0,0.0,13.0,152.0
2021-03-01 02:00:00+01:00,81.0,336.0,921.0,0.0,0.0,1.0,6.0,0.0,1942.0,71.0,8.0,0.0,14.0,151.0
2021-03-01 02:15:00+01:00,72.0,321.0,958.0,0.0,0.0,1.0,6.0,0.0,1941.0,71.0,9.0,0.0,14.0,151.0
2021-03-01 02:30:00+01:00,68.0,299.0,946.0,0.0,0.0,1.0,6.0,0.0,1942.0,71.0,9.0,0.0,15.0,163.0
2021-03-01 02:45:00+01:00,64.0,290.0,944.0,0.0,0.0,1.0,6.0,0.0,1942.0,71.0,8.0,0.0,14.0,178.0
2021-03-01 03:00:00+01:00,64.0,293.0,938.0,0.0,0.0,1.0,6.0,0.0,1942.0,72.0,8.0,0.0,14.0,180.0
2021-03-01 03:15:00+01:00,63.0,297.0,935.0,0.0,0.0,1.0,6.0,0.0,1942.0,72.0,8.0,0.0,14.0,177.0
2021-03-01 03:30:00+01:00,64.0,296.0,927.0,0.0,0.0,1.0,6.0,0.0,1942.0,72.0,8.0,0.0,14.0,170.0
2021-03-01 03:45:00+01:00,58.0,297.0,927.0,0.0,0.0,1.0,6.0,0.0,1942.0,72.0,8.0,0.0,15.0,170.0
2021-03-01 04:00:00+01:00,62.0,293.0,898.0,0.0,0.0,1.0,6.0,0.0,1942.0,71.0,7.0,0.0,14.0,181.0
2021-03-01 04:15:00+01:00,68.0,301.0,908.0,0.0,0.0,1.0,6.0,0.0,1943.0,71.0,7.0,0.0,14.0,177.0
2021-03-01 04:30:00+01:00,66.0,310.0,933.0,0.0,0.0,1.0,6.0,0.0,1943.0,71.0,7.0,0.0,14.0,175.0
2021-03-01 04:45:00+01:00,65.0,320.0,952.0,0.0,0.0,1.0,6.0,0.0,1943.0,71.0,7.0,0.0,15.0,167.0
2021-03-01 05:00:00+01:00,66.0,302.0,890.0,0.0,0.0,1.0,6.0,0.0,1942.0,71.0,7.0,0.0,13.0,153.0
2021-03-01 05:15:00+01:00,76.0,297.0,892.0,0.0,0.0,1.0,6.0,0.0,1943.0,71.0,7.0,0.0,13.0,158.0
2021-03-01 05:30:00+01:00,81.0,311.0,931.0,0.0,0.0,1.0,6.0,0.0,1942.0,71.0,8.0,0.0,12.0,139.0
2021-03-01 05:45:00+01:00,87.0,340.0,950.0,0.0,0.0,1.0,6.0,0.0,1942.0,71.0,8.0,0.0,13.0,138.0
2021-03-01 06:00:00+01:00,93.0,318.0,825.0,0.0,0.0,1.0,6.0,0.0,1942.0,72.0,8.0,0.0,14.0,152.0
2021-03-01 06:15:00+01:00,93.0,305.0,955.0,0.0,0.0,1.0,6.0,0.0,1942.0,72.0,10.0,3.0,14.0,148.0
