,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2020-02-01 00:00:00+01:00,118.0,409.0,995.0,0.0,16.0,16.0,1902.0,65.0,16.0,0.0,17.0,35.0
2020-02-01 00:15:00+01:00,117.0,385.0,1005.0,0.0,16.0,16.0,1836.0,65.0,15.0,0.0,16.0,36.0
2020-02-01 00:30:00+01:00,117.0,386.0,1061.0,0.0,16.0,16.0,1777.0,65.0,15.0,0.0,17.0,47.0
2020-02-01 00:45:00+01:00,118.0,395.0,1095.0,0.0,16.0,16.0,1718.0,65.0,15.0,0.0,16.0,65.0
2020-02-01 01:00:00+01:00,118.0,377.0,991.0,0.0,16.0,16.0,1679.0,65.0,14.0,0.0,17.0,78.0
2020-02-01 01:15:00+01:00,119.0,340.0,986.0,0.0,16.0,16.0,1625.0,65.0,13.0,0.0,17.0,77.0
2020-02-01 01:30:00+01:00,116.0,344.0,1023.0,0.0,16.0,16.0,1550.0,65.0,11.0,0.0,19.0,74.0
2020-02-01 01:45:00+01:00,110.0,338.0,1053.0,0.0,16.0,16.0,1477.0,65.0,11.0,0.0,19.0,64.0
2020-02-01 02:00:00+01:00,96.0,334.0,1102.0,0.0,16.0,16.0,1426.0,64.0,10.0,0.0,18.0,49.0
2020-02-01 02:15:00+01:00,84.0,313.0,1109.0,0.0,16.0,16.0,1427.0,64.0,10.0,0.0,18.0,44.0
2020-02-01 02:30:00+01:00,91.0,281.0,1117.0,0.0,16.0,16.0,1427.0,64.0,10.0,0.0,18.0,54.0
2020-02-01 02:45:00+01:00,92.0,253.0,1105.0,0.0,16.0,16.0,1427.0,64.0,10.0,0.0,19.0,57.0
2020-02-01 03:00:00+01:00,94.0,271.0,1165.0,0.0,16.0,16.0,1424.0,65.0,10.0,0.0,18.0,47.0
2020-02-01 03:15:00+01:00,94.0,275.0,1147.0,0.0,16.0,16.0,1423.0,65.0,10.0,0.0,19.0,47.0
2020-02-01 03:30:00+01:00,93.0,279.0,1141.0,0.0,16.0,16.0,1423.0,65.0,10.0,0.0,18.0,48.0
2020-02-01 03:45:00+01:00,86.0,275.0,1139.0,1.0,16.0,16.0,1425.0,65.0,9.0,0.0,17.0,41.0
2020-02-01 04:00:00+01:00,85.0,263.0,1145.0,1.0,16.0,16.0,1426.0,64.0,9.0,0.0,18.0,33.0
2020-02-01 04:15:00+01:00,85.0,264.0,1151.0,1.0,15.0,16.0,1425.0,64.0,9.0,0.0,18.0,31.0
2020-02-01 04:30:00+01:00,83.0,269.0,1147.0,1.0,16.0,16.0,1424.0,64.0,9.0,0.0,19.0,41.0
2020-02-01 04:45:00+01:00,82.0,272.0,1167.0,1.0,16.0,16.0,1423.0,64.0,9.0,0.0,18.0,53.0
2020-02-01 05:00:00+01:00,83.0,260.0,1132.0,0.0,16.0,16.0,1423.0,64.0,10.0,0.0,18.0,70.0
2020-02-01 05:15:00+01:00,86.0,257.0,1129.0,0.0,16.0,16.0,1422.0,64.0,10.0,0.0,18.0,68.0
2020-02-01 05:30:00+01:00,90.0,267.0,1143.0,0.0,16.0,16.0,1423.0,64.0,11.0,0.0,18.0,72.0
2020-02-01 05:45:00+01:00,93.0,278.0,1154.0,0.0,16.0,16.0,1423.0,64.0,11.0,0.0,18.0,76.0
2020-02-01 06:00:00+01:00,95.0,275.0,1087.0,0.0,17.0,16.0,1423.0,66.0,13.0,0.0,18.0,79.0
2020-02-01 06:15:00+01:00,104.0,282.0,1158.0,0.0,17.0,16.0,1423.0,66.0,15.0,0.0,17.0,73.0
2020-02-01 06:30:00+01:00,113.0,312.0,1179.0,0.0,17.0,16.0,1423.0,66.0,15.0,0.0,18.0,81.0
2020-02-01 06:45:00+01:00,124.0,331.0,1179.0,0.0,17.0,16.0,1423.0,66.0,16.0,0.0,17.0,82.0
2020-02-01 07:00:00+01:00,125.0,319.0,1099.0,0.0,17.0,16.0,1423.0,66.0,16.0,1.0,18.0,74.0
2020-02-01 07:15:00+01:00,132.0,301.0,1125.0,0.0,17.0,16.0,1424.0,66.0,16.0,9.0,18.0,69.0
2020-02-01 07:30:00+01:00,131.0,292.0,1178.0,0.0,17.0,16.0,1423.0,66.0,16.0,31.0,18.0,59.0
2020-02-01 07:45:00+01:00,135.0,326.0,1176.0,0.0,17.0,16.0,1424.0,66.0,17.0,63.0,17.0,51.0
2020-02-01 08:00:00+01:00,132.0,338.0,1074.0,0.0,17.0,16.0,1422.0,64.0,17.0,100.0,17.0,60.0
2020-02-01 08:15:00+01:00,133.0,351.0,1025.0,0.0,17.0,16.0,1423.0,64.0,17.0,150.0,17.0,71.0
2020-02-01 08:30:00+01:00,132.0,349.0,1063.0,0.0,17.0,16.0,1423.0,64.0,17.0,218.0,18.0,76.0
2020-02-01 08:45:00+01:00,131.0,354.0,1118.0,0.0,17.0,16.0,1422.0,64.0,17.0,282.0,18.0,69.0
2020-02-01 09:00:00+01:00,127.0,350.0,992.0,0.0,17.0,14.0,1424.0,69.0,17.0,331.0,19.0,65.0
2020-02-01 09:15:00+01:00,133.0,348.0,950.0,0.0,17.0,13.0,1423.0,69.0,17.0,382.0,19.0,56.0
2020-02-01 09:30:00+01:00,126.0,344.0,947.0,0.0,17.0,14.0,1423.0,69.0,17.0,422.0,19.0,50.0
2020-02-01 09:45:00+01:00,129.0,355.0,937.0,0.0,17.0,14.0,1423.0,69.0,16.0,454.0,17.0,44.0
2020-02-01 10:00:00+01:00,126.0,348.0,937.0,0.0,17.0,16.0,1422.0,68.0,16.0,481.0,18.0,41.0
2020-02-01 10:15:00+01:00,127.0,343.0,946.0,0.0,17.0,16.0,1422.0,68.0,16.0,507.0,19.0,29.0
2020-02-01 10:30:00+01:00,124.0,340.0,934.0,0.0,17.0,16.0,1422.0,68.0,16.0,526.0,17.0,20.0
2020-02-01 10:45:00+01:00,125.0,351.0,925.0,0.0,17.0,16.0,1419.0,68.0,15.0,543.0,17.0,14.0
2020-02-01 11:00:00+01:00,123.0,329.0,929.0,0.0,17.0,16.0,1418.0,68.0,15.0,560.0,17.0,10.0
2020-02-01 11:15:00+01:00,125.0,332.0,933.0,0.0,17.0,16.0,1418.0,68.0,16.0,572.0,17.0,9.0
2020-02-01 11:30:00+01:00,121.0,337.0,904.0,0.0,17.0,16.0,1416.0,68.0,16.0,580.0,18.0,9.0
2020-02-01 11:45:00+01:00,125.0,349.0,900.0,0.0,17.0,16.0,1417.0,68.0,16.0,588.0,19.0,7.0
2020-02-01 12:00:00+01:00,126.0,345.0,948.0,0.0,17.0,16.0,1417.0,68.0,15.0,598.0,18.0,8.0
2020-02-01 12:15:00+01:00,125.0,343.0,931.0,0.0,17.0,16.0,1417.0,68.0,15.0,594.0,18.0,11.0
2020-02-01 12:30:00+01:00,124.0,332.0,891.0,0.0,17.0,16.0,1418.0,68.0,15.0,586.0,18.0,16.0
2020-02-01 12:45:00+01:00,128.0,333.0,882.0,0.0,17.0,16.0,1417.0,68.0,15.0,574.0,19.0,12.0
2020-02-01 13:00:00+01:00,124.0,330.0,931.0,0.0,17.0,16.0,1418.0,68.0,14.0,560.0,18.0,11.0
2020-02-01 13:15:00+01:00,127.0,334.0,919.0,0.0,17.0,16.0,1416.0,68.0,14.0,536.0,17.0,12.0
2020-02-01 13:30:00+01:00,127.0,330.0,861.0,0.0,17.0,16.0,1419.0,68.0,14.0,511.0,17.0,13.0
