,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2016-05-01 00:00:00+02:00,114.0,551.0,241.0,0.0,15.0,22.0,1908.0,88.0,8.0,19.0,62.0
2016-05-01 00:15:00+02:00,113.0,530.0,246.0,0.0,15.0,22.0,1905.0,88.0,8.0,18.0,46.0
2016-05-01 00:30:00+02:00,111.0,513.0,217.0,0.0,15.0,22.0,1906.0,88.0,8.0,18.0,31.0
2016-05-01 00:45:00+02:00,111.0,511.0,210.0,0.0,15.0,22.0,1905.0,88.0,8.0,18.0,22.0
2016-05-01 01:00:00+02:00,112.0,516.0,290.0,0.0,15.0,22.0,1908.0,88.0,8.0,19.0,19.0
2016-05-01 01:15:00+02:00,111.0,500.0,280.0,0.0,15.0,22.0,1905.0,88.0,8.0,20.0,18.0
2016-05-01 01:30:00+02:00,114.0,496.0,215.0,0.0,15.0,22.0,1906.0,88.0,8.0,18.0,16.0
2016-05-01 01:45:00+02:00,114.0,490.0,204.0,0.0,15.0,22.0,1906.0,88.0,7.0,19.0,17.0
2016-05-01 02:00:00+02:00,113.0,489.0,243.0,0.0,15.0,22.0,1907.0,88.0,7.0,19.0,15.0
2016-05-01 02:15:00+02:00,111.0,492.0,231.0,0.0,15.0,22.0,1905.0,88.0,7.0,19.0,13.0
2016-05-01 02:30:00+02:00,107.0,467.0,230.0,0.0,15.0,22.0,1906.0,88.0,7.0,19.0,12.0
2016-05-01 02:45:00+02:00,102.0,433.0,256.0,0.0,14.0,22.0,1906.0,79.0,7.0,19.0,11.0
2016-05-01 03:00:00+02:00,88.0,418.0,265.0,0.0,14.0,22.0,1908.0,79.0,6.0,18.0,9.0
2016-05-01 03:15:00+02:00,76.0,418.0,259.0,0.0,14.0,22.0,1905.0,79.0,5.0,19.0,8.0
2016-05-01 03:30:00+02:00,75.0,416.0,254.0,0.0,14.0,22.0,1906.0,79.0,6.0,18.0,6.0
2016-05-01 03:45:00+02:00,75.0,418.0,244.0,0.0,14.0,22.0,1906.0,79.0,6.0,18.0,4.0
2016-05-01 04:00:00+02:00,75.0,420.0,243.0,0.0,14.0,22.0,1907.0,79.0,6.0,17.0,5.0
2016-05-01 04:15:00+02:00,75.0,422.0,242.0,0.0,14.0,22.0,1908.0,79.0,5.0,18.0,4.0
2016-05-01 04:30:00+02:00,75.0,420.0,234.0,0.0,14.0,22.0,1906.0,79.0,6.0,18.0,5.0
2016-05-01 04:45:00+02:00,75.0,419.0,208.0,0.0,14.0,22.0,1906.0,79.0,5.0,17.0,7.0
