,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2016-02-01 00:00:00+01:00,278.0,1506.0,0.0,0.0,87.0,31.0,5932.0,481.0,0.0,238.0,651.0,952.0
2016-02-01 01:00:00+01:00,266.0,1369.0,0.0,0.0,605.0,32.0,5934.0,489.0,0.0,237.0,653.0,975.0
2016-02-01 02:00:00+01:00,200.0,1410.0,0.0,0.0,615.0,33.0,5933.0,470.0,0.0,241.0,652.0,964.0
2016-02-01 03:00:00+01:00,202.0,1371.0,0.0,0.0,1006.0,33.0,5933.0,476.0,0.0,247.0,653.0,925.0
2016-02-01 04:00:00+01:00,226.0,1380.0,0.0,0.0,945.0,33.0,5930.0,487.0,0.0,249.0,632.0,877.0
2016-02-01 05:00:00+01:00,313.0,1391.0,0.0,0.0,877.0,32.0,5934.0,525.0,0.0,251.0,604.0,832.0
2016-02-01 06:00:00+01:00,346.0,1590.0,0.0,0.0,29.0,32.0,5936.0,576.0,0.0,253.0,642.0,844.0
2016-02-01 07:00:00+01:00,351.0,1655.0,0.0,0.0,294.0,32.0,5938.0,670.0,0.0,254.0,651.0,888.0
2016-02-01 08:00:00+01:00,357.0,1605.0,0.0,0.0,249.0,32.0,5938.0,686.0,2.0,254.0,659.0,927.0
2016-02-01 09:00:00+01:00,356.0,1523.0,0.0,0.0,196.0,35.0,5942.0,664.0,40.0,251.0,657.0,989.0
2016-02-01 10:00:00+01:00,357.0,1498.0,0.0,0.0,0.0,36.0,5940.0,652.0,125.0,245.0,654.0,972.0
2016-02-01 11:00:00+01:00,355.0,1514.0,0.0,0.0,75.0,38.0,5938.0,652.0,196.0,236.0,656.0,972.0
2016-02-01 12:00:00+01:00,356.0,1553.0,0.0,0.0,21.0,35.0,5936.0,647.0,201.0,249.0,655.0,988.0
2016-02-01 13:00:00+01:00,357.0,1555.0,0.0,0.0,16.0,34.0,5935.0,656.0,181.0,243.0,657.0,997.0
2016-02-01 14:00:00+01:00,356.0,1495.0,0.0,0.0,0.0,33.0,5933.0,641.0,150.0,246.0,653.0,979.0
2016-02-01 15:00:00+01:00,355.0,1522.0,0.0,0.0,1.0,34.0,5947.0,652.0,83.0,251.0,652.0,986.0
2016-02-01 16:00:00+01:00,354.0,1431.0,0.0,0.0,3.0,35.0,5960.0,654.0,30.0,257.0,654.0,988.0
2016-02-01 17:00:00+01:00,355.0,1544.0,0.0,0.0,371.0,36.0,5960.0,649.0,1.0,258.0,642.0,986.0
2016-02-01 18:00:00+01:00,314.0,1671.0,0.0,0.0,936.0,36.0,5964.0,658.0,0.0,264.0,589.0,993.0
2016-02-01 19:00:00+01:00,280.0,1869.0,0.0,0.0,950.0,37.0,5963.0,653.0,0.0,262.0,536.0,959.0
2016-02-01 20:00:00+01:00,352.0,1561.0,0.0,0.0,284.0,37.0,5963.0,628.0,0.0,263.0,520.0,945.0
2016-02-01 21:00:00+01:00,356.0,1431.0,0.0,0.0,123.0,36.0,5966.0,582.0,0.0,264.0,589.0,974.0
2016-02-01 22:00:00+01:00,358.0,1370.0,0.0,0.0,62.0,36.0,5967.0,542.0,0.0,261.0,625.0,968.0
2016-02-01 23:00:00+01:00,357.0,1431.0,0.0,0.0,101.0,35.0,5965.0,526.0,0.0,261.0,652.0,947.0
2016-02-02 00:00:00+01:00,307.0,1356.0,0.0,0.0,419.0,35.0,5966.0,477.0,0.0,254.0,654.0,932.0
2016-02-02 01:00:00+01:00,276.0,1385.0,0.0,0.0,843.0,36.0,5967.0,472.0,0.0,253.0,640.0,910.0
2016-02-02 02:00:00+01:00,278.0,1368.0,0.0,0.0,970.0,36.0,5968.0,463.0,0.0,257.0,646.0,894.0
2016-02-02 03:00:00+01:00,283.0,1315.0,0.0,0.0,1004.0,36.0,5968.0,451.0,0.0,260.0,648.0,875.0
2016-02-02 04:00:00+01:00,281.0,1347.0,0.0,0.0,891.0,35.0,5968.0,447.0,0.0,256.0,652.0,910.0
2016-02-02 05:00:00+01:00,278.0,1437.0,0.0,0.0,899.0,33.0,5968.0,471.0,0.0,256.0,645.0,808.0
2016-02-02 06:00:00+01:00,326.0,1553.0,0.0,0.0,13.0,32.0,5967.0,549.0,0.0,260.0,640.0,801.0
2016-02-02 07:00:00+01:00,359.0,1638.0,0.0,0.0,171.0,33.0,5966.0,661.0,0.0,259.0,649.0,796.0
2016-02-02 08:00:00+01:00,357.0,1602.0,0.0,0.0,278.0,34.0,5966.0,691.0,2.0,260.0,655.0,722.0
2016-02-02 09:00:00+01:00,349.0,1614.0,0.0,0.0,497.0,35.0,5978.0,687.0,40.0,258.0,654.0,728.0
2016-02-02 10:00:00+01:00,336.0,1586.0,0.0,5.0,288.0,34.0,5978.0,678.0,120.0,253.0,642.0,709.0
2016-02-02 11:00:00+01:00,337.0,1635.0,0.0,0.0,344.0,34.0,5970.0,681.0,147.0,249.0,608.0,709.0
2016-02-02 12:00:00+01:00,327.0,1696.0,0.0,0.0,293.0,35.0,5968.0,683.0,144.0,226.0,636.0,724.0
2016-02-02 13:00:00+01:00,337.0,1682.0,0.0,0.0,115.0,34.0,5971.0,679.0,163.0,223.0,651.0,743.0
2016-02-02 14:00:00+01:00,335.0,1602.0,0.0,0.0,18.0,33.0,5972.0,685.0,209.0,255.0,648.0,711.0
2016-02-02 15:00:00+01:00,355.0,1545.0,0.0,0.0,1.0,35.0,5974.0,677.0,215.0,253.0,655.0,731.0
2016-02-02 16:00:00+01:00,356.0,1404.0,0.0,0.0,1.0,35.0,5975.0,656.0,133.0,262.0,656.0,734.0
2016-02-02 17:00:00+01:00,357.0,1441.0,0.0,0.0,104.0,35.0,5973.0,633.0,12.0,264.0,656.0,716.0
2016-02-02 18:00:00+01:00,358.0,1584.0,0.0,0.0,830.0,35.0,5973.0,629.0,0.0,263.0,655.0,727.0
2016-02-02 19:00:00+01:00,355.0,1658.0,0.0,0.0,745.0,35.0,5976.0,639.0,0.0,263.0,655.0,803.0
2016-02-02 20:00:00+01:00,357.0,1677.0,0.0,0.0,224.0,34.0,5980.0,613.0,0.0,263.0,652.0,774.0
2016-02-02 21:00:00+01:00,356.0,1550.0,0.0,0.0,13.0,35.0,5981.0,580.0,0.0,264.0,652.0,693.0
2016-02-02 22:00:00+01:00,356.0,1530.0,0.0,0.0,0.0,35.0,5982.0,563.0,0.0,266.0,649.0,636.0
2016-02-02 23:00:00+01:00,354.0,1639.0,0.0,0.0,46.0,35.0,5981.0,580.0,0.0,265.0,642.0,629.0
2016-02-03 00:00:00+01:00,355.0,1444.0,0.0,0.0,399.0,35.0,5981.0,545.0,0.0,266.0,638.0,585.0
2016-02-03 01:00:00+01:00,352.0,1416.0,0.0,0.0,826.0,35.0,5980.0,506.0,0.0,266.0,617.0,531.0
2016-02-03 02:00:00+01:00,355.0,1480.0,0.0,0.0,1015.0,35.0,5979.0,481.0,0.0,267.0,602.0,442.0
2016-02-03 03:00:00+01:00,323.0,1517.0,0.0,0.0,1004.0,35.0,5982.0,498.0,0.0,269.0,600.0,434.0
2016-02-03 04:00:00+01:00,351.0,1525.0,0.0,0.0,987.0,35.0,5982.0,547.0,0.0,269.0,575.0,427.0
2016-02-03 05:00:00+01:00,353.0,1583.0,0.0,0.0,769.0,34.0,5982.0,545.0,0.0,268.0,610.0,351.0
