,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2016-07-01 00:00:00+02:00,331.0,1640.0,12353.0,50.0,328.0
2016-07-01 01:00:00+02:00,333.0,1636.0,11349.0,50.0,309.0
2016-07-01 02:00:00+02:00,334.0,1631.0,10719.0,50.0,315.0
2016-07-01 03:00:00+02:00,331.0,1631.0,9887.0,50.0,271.0
2016-07-01 04:00:00+02:00,333.0,1620.0,9263.0,49.0,241.0
2016-07-01 05:00:00+02:00,335.0,1628.0,11003.0,59.0,154.0
2016-07-01 06:00:00+02:00,336.0,1645.0,12838.0,64.0,155.0
2016-07-01 07:00:00+02:00,334.0,1644.0,14236.0,64.0,153.0
2016-07-01 08:00:00+02:00,334.0,1623.0,14439.0,53.0,158.0
2016-07-01 09:00:00+02:00,329.0,1622.0,14374.0,53.0,181.0
2016-07-01 10:00:00+02:00,336.0,1632.0,14243.0,55.0,209.0
2016-07-01 11:00:00+02:00,315.0,1633.0,13818.0,55.0,233.0
2016-07-01 12:00:00+02:00,336.0,1625.0,13317.0,54.0,223.0
2016-07-01 13:00:00+02:00,331.0,1610.0,12635.0,49.0,179.0
2016-07-01 14:00:00+02:00,331.0,1614.0,12441.0,42.0,187.0
2016-07-01 15:00:00+02:00,338.0,1616.0,12313.0,39.0,251.0
2016-07-01 16:00:00+02:00,337.0,1631.0,12582.0,40.0,256.0
2016-07-01 17:00:00+02:00,335.0,1644.0,13204.0,51.0,245.0
2016-07-01 18:00:00+02:00,333.0,1637.0,14100.0,50.0,249.0
2016-07-01 19:00:00+02:00,332.0,1643.0,14327.0,50.0,234.0
2016-07-01 20:00:00+02:00,326.0,1638.0,14224.0,50.0,260.0
2016-07-01 21:00:00+02:00,336.0,1632.0,13940.0,50.0,258.0
2016-07-01 22:00:00+02:00,336.0,1630.0,13457.0,50.0,205.0
2016-07-01 23:00:00+02:00,340.0,1626.0,12445.0,49.0,177.0
