,Biomass,Fossil Brown coal/Lignite,Hydro Pumped Storage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2016-03-01 01:00:00+02:00,6.44,1594.9,0.0,5.184,24.756,0.0,2.343
2016-03-01 02:00:00+02:00,6.67,1684.2800000000002,0.0,5.112,24.756,0.0,2.046
2016-03-01 03:00:00+02:00,6.9,1695.7600000000002,0.0,5.16,24.756,0.0,1.5399999999999998
2016-03-01 04:00:00+02:00,6.9,1688.38,0.0,5.28,24.744,0.0,1.21
2016-03-01 05:00:00+02:00,6.67,1667.88,0.0,5.328,24.732,0.0,1.375
2016-03-01 06:00:00+02:00,6.67,1692.48,1.3920000000000001,6.072,24.732,0.0,1.3419999999999999
2016-03-01 07:00:00+02:00,6.67,1751.5200000000002,4.656,9.336,24.744,0.492,1.0779999999999998
2016-03-01 08:00:00+02:00,6.21,1776.94,3.144,12.312,24.732,2.9930000000000003,1.331
2016-03-01 09:00:00+02:00,6.21,1836.8000000000002,0.0,12.048,24.732,7.5440000000000005,0.616
2016-03-01 10:00:00+02:00,6.44,1712.16,0.0,9.288,24.744,12.669,0.8029999999999999
2016-03-01 11:00:00+02:00,6.44,1667.0600000000002,0.0,7.176,24.744,16.851,0.7809999999999999
2016-03-01 12:00:00+02:00,6.21,1656.4,0.0,7.032,24.732,18.491,0.319
2016-03-01 13:00:00+02:00,6.44,1653.94,0.0,7.056,24.756,18.614,0.209
2016-03-01 14:00:00+02:00,6.67,1662.96,0.0,7.008,24.744,16.482,0.121
2016-03-01 15:00:00+02:00,6.67,1603.1000000000001,0.0,7.008,24.732,14.309000000000001,0.264
2016-03-01 16:00:00+02:00,6.67,1626.88,0.0,6.912,24.72,8.159,0.39599999999999996
2016-03-01 17:00:00+02:00,6.67,1723.64,0.0,10.824,24.72,1.6400000000000001,0.6709999999999999
2016-03-01 18:00:00+02:00,6.44,1728.5600000000002,9.6,15.936,24.72,0.0,0.8799999999999999
2016-03-01 19:00:00+02:00,6.44,1724.46,15.0,18.384,24.732,0.0,0.693
2016-03-01 20:00:00+02:00,6.44,1740.0400000000002,14.976,14.4,24.756,0.0,0.6599999999999999
2016-03-01 21:00:00+02:00,6.44,1699.0400000000002,10.872,11.592,24.744,0.0,0.6599999999999999
2016-03-01 22:00:00+02:00,6.9,1697.4,4.992,10.464,24.744,0.0,0.9349999999999999
2016-03-01 23:00:00+02:00,6.21,1671.98,3.24,8.472,24.756,0.0,0.407
2016-03-02 00:00:00+02:00,3.22,1619.5000000000002,0.0,4.824,24.756,0.0,0.143
2016-03-02 01:00:00+02:00,3.22,1601.46,0.0,4.44,24.78,0.0,0.066
2016-03-02 02:00:00+02:00,3.22,1600.64,0.0,4.296,24.768,0.0,0.09899999999999999
2016-03-02 03:00:00+02:00,3.22,1595.72,0.0,4.08,24.732,0.0,0.176
2016-03-02 04:00:00+02:00,3.22,1577.68,0.0,3.936,24.756,0.0,0.253
2016-03-02 05:00:00+02:00,3.22,1584.24,0.0,4.056,24.768,0.0,0.418
2016-03-02 06:00:00+02:00,3.22,1658.8600000000001,0.0,5.5680000000000005,24.756,0.041,0.8029999999999999
2016-03-02 07:00:00+02:00,3.22,1684.2800000000002,0.528,13.464,24.756,0.615,0.869
2016-03-02 08:00:00+02:00,3.22,1692.48,0.936,10.368,24.768,3.444,0.7699999999999999
2016-03-02 09:00:00+02:00,3.22,1690.8400000000001,0.8160000000000001,8.76,24.792,6.478000000000001,0.5499999999999999
2016-03-02 10:00:00+02:00,3.45,1653.1200000000001,0.0,5.952,24.768,8.610000000000001,0.34099999999999997
2016-03-02 11:00:00+02:00,3.45,1649.8400000000001,0.0,5.664,24.78,10.291,0.16499999999999998
2016-03-02 12:00:00+02:00,3.45,1635.0800000000002,0.0,5.664,24.78,10.414,0.121
2016-03-02 13:00:00+02:00,3.45,1650.66,0.0,5.5920000000000005,24.768,9.512,0.121
2016-03-02 14:00:00+02:00,3.45,1644.92,0.0,5.5440000000000005,24.768,7.462000000000001,0.16499999999999998
2016-03-02 15:00:00+02:00,3.22,1668.7,0.0,5.5680000000000005,24.768,4.797000000000001,0.176
2016-03-02 16:00:00+02:00,2.99,1672.8000000000002,0.0,5.496,24.768,2.7880000000000003,0.10999999999999999
2016-03-02 17:00:00+02:00,3.22,1764.64,4.032,6.984,24.78,0.533,0.176
2016-03-02 18:00:00+02:00,2.7600000000000002,1781.0400000000002,11.16,15.168000000000001,24.792,0.0,0.143
2016-03-02 19:00:00+02:00,3.22,1772.0200000000002,13.368,19.536,24.78,0.0,0.143
2016-03-02 20:00:00+02:00,3.22,1752.3400000000001,10.152000000000001,16.896,24.768,0.0,0.16499999999999998
2016-03-02 21:00:00+02:00,2.99,1729.38,8.112,13.584,24.744,0.0,0.209
2016-03-02 22:00:00+02:00,3.22,1708.0600000000002,6.792,9.888,24.756,0.0,0.34099999999999997
2016-03-02 23:00:00+02:00,3.22,1654.7600000000002,2.568,8.040000000000001,24.792,0.0,0.495
2016-03-03 00:00:00+02:00,3.22,1602.2800000000002,0.0,4.104,24.792,0.0,0.737
2016-03-03 01:00:00+02:00,3.22,1546.5200000000002,0.0,4.392,24.768,0.0,0.825
2016-03-03 02:00:00+02:00,3.22,1535.0400000000002,0.0,4.392,24.732,0.0,1.6059999999999999
2016-03-03 03:00:00+02:00,3.22,1523.5600000000002,0.0,3.84,24.72,0.0,1.2429999999999999
2016-03-03 04:00:00+02:00,2.99,1578.5000000000002,0.0,3.84,24.756,0.0,1.232
2016-03-03 05:00:00+02:00,3.22,1580.96,0.0,3.84,24.792,0.0,0.9129999999999999
2016-03-03 06:00:00+02:00,3.45,1569.48,0.0,4.128,24.804000000000002,0.0,1.089
2016-03-03 07:00:00+02:00,3.45,1567.0200000000002,0.0,4.632,24.756,0.533,0.979
2016-03-03 08:00:00+02:00,3.22,1624.42,0.0,10.728,24.744,3.2800000000000002,0.616
2016-03-03 09:00:00+02:00,3.22,1727.7400000000002,0.0,8.016,24.756,7.093,0.32999999999999996
2016-03-03 10:00:00+02:00,3.22,1752.3400000000001,0.0,5.5440000000000005,24.756,10.045,0.187
2016-03-03 11:00:00+02:00,3.22,1656.4,0.0,5.304,24.756,11.644,0.077
2016-03-03 12:00:00+02:00,3.45,1546.5200000000002,0.0,5.184,24.756,11.275,0.066
2016-03-03 13:00:00+02:00,3.45,1515.3600000000001,0.0,5.064,24.768,8.856,0.044
2016-03-03 14:00:00+02:00,3.68,1502.24,0.0,5.064,24.756,5.986000000000001,0.21999999999999997
2016-03-03 15:00:00+02:00,3.68,1530.94,0.0,5.136,24.732,4.059,0.242
2016-03-03 16:00:00+02:00,3.68,1564.5600000000002,0.0,6.984,24.732,2.132,0.264
