,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2016-06-30 23:00:00+01:00,70.84,882.49,1202.94,9.024000000000001,15.192,5.5200000000000005,33.620000000000005,0.0,13.904
2016-07-01 00:00:00+01:00,68.54,805.56,1203.76,9.96,9.6,2.52,35.260000000000005,0.0,12.54
2016-07-01 01:00:00+01:00,69.0,690.9,1190.64,5.6160000000000005,3.648,0.72,36.900000000000006,0.0,12.298
2016-07-01 02:00:00+01:00,69.0,673.75,1190.64,1.416,0.984,0.72,36.080000000000005,0.0,12.683
2016-07-01 03:00:00+01:00,71.07000000000001,792.33,1191.46,0.0,1.008,1.944,36.080000000000005,0.0,11.879999999999999
2016-07-01 04:00:00+01:00,71.53,813.89,1196.38,0.744,1.608,1.968,36.080000000000005,0.0,11.120999999999999
2016-07-01 05:00:00+01:00,70.84,1017.73,1204.5800000000002,7.704,7.8,3.336,36.080000000000005,0.0,9.988
2016-07-01 06:00:00+01:00,70.84,1227.45,1203.76,2.328,11.016,3.336,36.080000000000005,0.041,9.713
2016-07-01 07:00:00+01:00,69.92,1486.66,1202.94,0.72,12.648,4.224,35.260000000000005,0.8200000000000001,9.174
2016-07-01 08:00:00+01:00,71.07000000000001,1595.93,1202.94,4.392,20.232,5.976,35.260000000000005,3.321,8.041
2016-07-01 09:00:00+01:00,71.53,1551.83,1202.94,8.496,22.176000000000002,9.36,35.260000000000005,6.109,7.172
2016-07-01 10:00:00+01:00,71.07000000000001,1525.86,1202.94,10.200000000000001,22.608,9.504,36.080000000000005,9.348,6.677
2016-07-01 11:00:00+01:00,71.07000000000001,1540.56,1202.94,11.952,27.192,8.832,36.080000000000005,12.628,6.6659999999999995
2016-07-01 12:00:00+01:00,71.99000000000001,1546.93,1202.94,4.632,30.216,8.208,35.260000000000005,14.227,7.0729999999999995
2016-07-01 13:00:00+01:00,72.45,1544.48,1202.94,0.72,29.448,2.544,36.080000000000005,14.76,8.602
2016-07-01 14:00:00+01:00,70.84,1530.27,1202.94,0.0,22.944,1.1280000000000001,35.260000000000005,14.637,10.725
2016-07-01 15:00:00+01:00,71.53,1459.71,1202.94,1.536,24.576,0.624,36.080000000000005,13.981,12.517999999999999
2016-07-01 16:00:00+01:00,72.45,1420.51,1202.94,0.07200000000000001,19.296,0.216,36.080000000000005,12.546000000000001,14.761999999999999
2016-07-01 17:00:00+01:00,71.99000000000001,1283.8,1202.94,1.512,25.344,0.888,34.440000000000005,10.127,17.259
2016-07-01 18:00:00+01:00,71.76,1224.02,1201.3000000000002,3.984,25.584,1.2,34.440000000000005,6.765000000000001,19.480999999999998
2016-07-01 19:00:00+01:00,71.07000000000001,1276.94,1202.1200000000001,7.728,25.824,3.072,34.440000000000005,3.116,19.855
2016-07-01 20:00:00+01:00,73.14,1285.27,1202.94,6.432,23.832,4.704,35.260000000000005,0.533,20.383
2016-07-01 21:00:00+01:00,72.68,1295.56,1202.94,6.216,22.68,5.304,34.440000000000005,0.0,20.845
2016-07-01 22:00:00+01:00,72.68,1219.12,1203.76,1.416,15.792,1.056,34.440000000000005,0.041,20.02
