,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2016-05-01 00:00:00+02:00,237.0,4122.0,63.0,521.0,6471.0,206.0,0.0,183.0,0.0,1052.0
2016-05-01 01:00:00+02:00,236.0,3839.0,63.0,509.0,6393.0,206.0,0.0,179.0,0.0,832.0
2016-05-01 02:00:00+02:00,238.0,3836.0,62.0,497.0,6258.0,205.0,0.0,179.0,0.0,637.0
2016-05-01 03:00:00+02:00,241.0,3880.0,62.0,495.0,6246.0,205.0,0.0,179.0,0.0,457.0
2016-05-01 04:00:00+02:00,241.0,3910.0,61.0,474.0,6323.0,206.0,0.0,179.0,0.0,294.0
2016-05-01 05:00:00+02:00,241.0,3424.0,60.0,471.0,6294.0,205.0,0.0,179.0,0.0,232.0
2016-05-01 06:00:00+02:00,241.0,3734.0,59.0,488.0,6270.0,205.0,0.0,178.0,0.0,213.0
2016-05-01 07:00:00+02:00,241.0,4142.0,61.0,501.0,6647.0,205.0,0.0,190.0,0.0,159.0
2016-05-01 08:00:00+02:00,240.0,4193.0,61.0,502.0,7436.0,204.0,0.0,202.0,0.0,85.0
2016-05-01 09:00:00+02:00,239.0,4085.0,61.0,503.0,7685.0,203.0,0.0,213.0,47.0,136.0
2016-05-01 10:00:00+02:00,240.0,4032.0,60.0,503.0,7485.0,202.0,35.0,223.0,53.0,234.0
2016-05-01 11:00:00+02:00,240.0,4048.0,60.0,504.0,7120.0,201.0,22.0,223.0,53.0,393.0
2016-05-01 12:00:00+02:00,239.0,4138.0,60.0,503.0,6920.0,200.0,20.0,219.0,53.0,480.0
2016-05-01 13:00:00+02:00,230.0,4215.0,61.0,503.0,6694.0,199.0,2.0,213.0,53.0,553.0
2016-05-01 14:00:00+02:00,226.0,4060.0,62.0,503.0,6549.0,198.0,0.0,199.0,53.0,570.0
2016-05-01 15:00:00+02:00,226.0,3755.0,56.0,502.0,6472.0,196.0,0.0,184.0,53.0,594.0
2016-05-01 16:00:00+02:00,220.0,3501.0,51.0,502.0,6460.0,194.0,0.0,182.0,53.0,712.0
2016-05-01 17:00:00+02:00,210.0,3385.0,57.0,502.0,6496.0,193.0,0.0,183.0,53.0,799.0
2016-05-01 18:00:00+02:00,192.0,3556.0,60.0,502.0,6592.0,193.0,0.0,186.0,7.0,809.0
2016-05-01 19:00:00+02:00,191.0,4111.0,60.0,503.0,6746.0,193.0,35.0,190.0,0.0,751.0
