,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2016-08-01 00:00:00+02:00,47.15,2317.32,114.66,46.06,148.42000000000002,5.131,0.048,2.664,5.112,26.82,86.10000000000001,,0.0,17.522180000000002,1.276
2016-08-01 01:00:00+02:00,47.38,2326.34,113.67999999999999,45.57,166.46,5.131,0.0,2.736,4.056,26.832,84.46000000000001,,0.0,17.522180000000002,1.1989999999999998
2016-08-01 02:00:00+02:00,46.92,2367.34,108.28999999999999,45.57,161.54000000000002,5.131,0.0,2.736,4.08,26.844,84.46000000000001,,0.0,17.522180000000002,1.0999999999999999
2016-08-01 03:00:00+02:00,46.92,2311.5800000000004,108.28999999999999,45.08,161.54000000000002,5.131,0.0,2.736,4.032,26.832,83.64,,0.0,17.522180000000002,1.0999999999999999
2016-08-01 04:00:00+02:00,46.92,2362.42,102.41,45.08,164.82000000000002,5.131,0.0,2.736,4.056,26.808,83.64,,0.041,17.522180000000002,1.166
2016-08-01 05:00:00+02:00,46.92,2473.1200000000003,103.39,45.08,167.28,5.131,0.0,2.592,6.24,26.844,84.46000000000001,,0.164,17.522180000000002,1.133
2016-08-01 06:00:00+02:00,47.15,2440.32,111.72,49.49,165.64000000000001,8.063,0.0,2.496,10.944,26.856,86.92,,2.337,17.522180000000002,1.1769999999999998
2016-08-01 07:00:00+02:00,47.15,2542.82,111.72,51.449999999999996,164.0,8.796,0.0,2.64,11.568,26.892,94.30000000000001,,9.102,17.522180000000002,0.858
2016-08-01 08:00:00+02:00,47.15,2611.7000000000003,117.6,52.92,168.10000000000002,8.796,0.0,2.496,11.304,26.94,98.4,,19.352,17.522180000000002,0.737
2016-08-01 09:00:00+02:00,46.690000000000005,2628.92,116.13,54.39,168.10000000000002,5.131,0.0,2.496,11.136000000000001,26.916,100.86000000000001,,28.495,17.522180000000002,0.6709999999999999
2016-08-01 10:00:00+02:00,46.46,2639.5800000000004,117.11,51.94,169.74,5.131,0.0,2.544,10.944,26.916,94.30000000000001,,39.893,17.522180000000002,0.506
2016-08-01 11:00:00+02:00,46.690000000000005,2620.7200000000003,118.09,50.47,169.74,5.131,0.0,2.544,10.968,26.904,89.38000000000001,,47.724000000000004,17.522180000000002,0.418
2016-08-01 12:00:00+02:00,46.92,2632.2000000000003,117.11,50.47,168.92000000000002,5.131,0.0,2.544,11.040000000000001,26.892,88.56,,49.569,17.522180000000002,0.374
2016-08-01 13:00:00+02:00,47.38,2624.82,116.13,50.47,166.46,5.131,1.176,2.496,11.064,26.868000000000002,87.74000000000001,,49.569,17.522180000000002,0.45099999999999996
2016-08-01 14:00:00+02:00,47.15,2559.2200000000003,111.72,49.0,159.08,5.131,0.0,2.52,10.776,26.856,87.74000000000001,,46.699000000000005,17.522180000000002,0.594
2016-08-01 15:00:00+02:00,46.92,2613.34,116.13,49.0,165.64000000000001,5.131,0.0,2.544,10.824,26.856,87.74000000000001,,39.565000000000005,17.522180000000002,0.6489999999999999
2016-08-01 16:00:00+02:00,47.38,2612.52,118.09,48.019999999999996,168.92000000000002,5.131,0.0,2.544,10.944,26.712,87.74000000000001,,31.488,17.522180000000002,0.616
2016-08-01 17:00:00+02:00,47.38,2756.02,116.62,49.0,168.10000000000002,5.131,7.5120000000000005,2.472,10.992,26.7,89.38000000000001,,22.14,17.522180000000002,0.407
2016-08-01 18:00:00+02:00,47.38,2813.42,115.64,50.96,166.46,5.131,9.888,2.472,10.776,26.7,95.12,,11.275,17.522180000000002,0.264
2016-08-01 19:00:00+02:00,47.38,2822.44,116.13,52.92,168.10000000000002,5.131,11.784,2.472,11.016,26.688,101.68,,3.362,17.522180000000002,0.19799999999999998
2016-08-01 20:00:00+02:00,47.38,2864.26,118.09,51.94,171.38000000000002,5.131,15.216000000000001,2.472,10.992,26.712,99.22000000000001,,0.5740000000000001,17.522180000000002,0.143
2016-08-01 21:00:00+02:00,47.38,2865.9,118.09,50.47,171.38000000000002,5.131,16.608,2.472,10.992,26.748,96.76,,0.082,17.522180000000002,0.121
2016-08-01 22:00:00+02:00,47.15,2777.34,119.56,45.57,166.46,5.131,7.5120000000000005,2.544,8.208,26.796,85.28,,0.0,17.522180000000002,0.088
2016-08-01 23:00:00+02:00,47.15,2761.76,119.56,45.08,158.26000000000002,5.131,0.07200000000000001,2.496,10.104000000000001,26.82,85.28,,0.0,17.522180000000002,0.066
2016-08-02 00:00:00+02:00,46.92,2672.38,118.58,45.08,161.54000000000002,5.131,0.0,2.736,2.064,26.844,85.28,,0.0,17.522180000000002,0.077
2016-08-02 01:00:00+02:00,46.92,2701.9,115.64,45.08,163.18,5.131,0.0,2.832,1.536,26.856,85.28,,0.0,17.522180000000002,0.121
2016-08-02 02:00:00+02:00,46.46,2673.2000000000003,108.78,45.08,161.54000000000002,5.131,0.0,2.832,1.488,26.892,85.28,,0.0,17.522180000000002,0.16499999999999998
